ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
1924783543080696630!,lush-impartial-bumblebee,0.000000,0.097082,-2.420335,0.000000,-2.420335,0.000000,0.000000,0.000000,0.000000,-0.059147,-0.133177,0.200187
1924783543080696630!,lush-impartial-bumblebee,0.010000,0.095231,-2.413203,0.000000,-2.413203,-0.370031,1.426294,0.000000,1.426294,-0.051945,-0.117166,0.175850
1924783543080696630!,lush-impartial-bumblebee,0.020000,0.089917,-2.392719,0.000000,-2.392719,-0.692198,2.668098,0.000000,2.668098,-0.045499,-0.102835,0.154065
1924783543080696630!,lush-impartial-bumblebee,0.030000,0.081588,-2.360615,0.000000,-2.360615,-0.971523,3.744763,0.000000,3.744763,-0.039732,-0.090015,0.134580
1924783543080696630!,lush-impartial-bumblebee,0.040000,0.070649,-2.318448,0.000000,-2.318448,-1.212525,4.673713,0.000000,4.673713,-0.034578,-0.078557,0.117164
1924783543080696630!,lush-impartial-bumblebee,0.050000,0.057460,-2.267611,0.000000,-2.267611,-1.419276,5.470638,0.000000,5.470638,-0.029976,-0.068325,0.101611
1924783543080696630!,lush-impartial-bumblebee,0.060000,0.042345,-2.209352,0.000000,-2.209352,-1.595439,6.149666,0.000000,6.149666,-0.025870,-0.059197,0.087736
1924783543080696630!,lush-impartial-bumblebee,0.070000,0.025595,-2.144789,0.000000,-2.144789,-1.744315,6.723514,0.000000,6.723514,-0.022210,-0.051062,0.075371
1924783543080696630!,lush-impartial-bumblebee,0.080000,0.007469,-2.074922,0.000000,-2.074922,-1.868873,7.203625,0.000000,7.203625,-0.018953,-0.043821,0.064364
1924783543080696630!,lush-impartial-bumblebee,0.090000,-0.011801,-2.000644,0.000000,-2.000644,-1.971785,7.600300,0.000000,7.600300,-0.016058,-0.037384,0.054580
1924783543080696630!,lush-impartial-bumblebee,0.100000,-0.032008,-1.922755,0.000000,-1.922755,-2.055453,7.922804,0.000000,7.922804,-0.013488,-0.031671,0.045895
