ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
1182172207817363030!,great-impartial-bumblebee,0.000000,0.708567,-0.932968,0.000000,-0.932968,0.000000,0.000000,0.000000,0.000000,-0.042604,-0.083722,0.141887
1182172207817363030!,great-impartial-bumblebee,0.010000,0.706400,-0.928304,0.000000,-0.928304,-0.433354,0.932830,0.000000,0.932830,-0.037542,-0.074108,0.125091
1182172207817363030!,great-impartial-bumblebee,0.020000,0.700177,-0.914907,0.000000,-0.914907,-0.810654,1.745000,0.000000,1.745000,-0.033011,-0.065502,0.110057
1182172207817363030!,great-impartial-bumblebee,0.030000,0.690422,-0.893910,0.000000,-0.893910,-1.137779,2.449164,0.000000,2.449164,-0.028957,-0.057805,0.096609
1182172207817363030!,great-impartial-bumblebee,0.040000,0.677611,-0.866332,0.000000,-0.866332,-1.420023,3.056719,0.000000,3.056719,-0.025335,-0.050925,0.084589
1182172207817363030!,great-impartial-bumblebee,0.050000,0.662165,-0.833083,0.000000,-0.833083,-1.662155,3.577927,0.000000,3.577927,-0.022100,-0.044781,0.073856
1182172207817363030!,great-impartial-bumblebee,0.060000,0.644464,-0.794980,0.000000,-0.794980,-1.868465,4.022027,0.000000,4.022027,-0.019214,-0.039300,0.064280
1182172207817363030!,great-impartial-bumblebee,0.070000,0.624848,-0.752755,0.000000,-0.752755,-2.042818,4.397337,0.000000,4.397337,-0.016642,-0.034415,0.055747
1182172207817363030!,great-impartial-bumblebee,0.080000,0.603620,-0.707060,0.000000,-0.707060,-2.188692,4.711341,0.000000,4.711341,-0.014352,-0.030067,0.048150
1182172207817363030!,great-impartial-bumblebee,0.090000,0.581052,-0.658480,0.000000,-0.658480,-2.309214,4.970776,0.000000,4.970776,-0.012317,-0.026202,0.041398
1182172207817363030!,great-impartial-bumblebee,0.100000,0.557387,-0.607539,0.000000,-0.607539,-2.407201,5.181702,0.000000,5.181702,-0.010511,-0.022771,0.035404
1182172207817363030!,great-impartial-bumblebee,0.110000,0.532841,-0.554703,0.000000,-0.554703,-2.485185,5.349568,0.000000,5.349568,-0.008910,-0.019731,0.030093
1182172207817363030!,great-impartial-bumblebee,0.120000,0.507612,-0.500395,0.000000,-0.500395,-2.545443,5.479279,0.000000,5.479279,-0.007494,-0.017042,0.025395
1182172207817363030!,great-impartial-bumblebee,0.130000,0.481869,-0.444982,0.000000,-0.444982,-2.590024,5.575243,0.000000,5.575243,-0.006244,-0.014669,0.021249
