ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
963192480038646387!,thoughtful-steel-butterfly,0.000000,-2.109967,-0.053881,-0.355038,0.905403,-0.285883,0.410208,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.723297,-0.339114,0.105957
963192480038646387!,thoughtful-steel-butterfly,0.010000,-2.113461,-0.043918,-0.353498,0.906096,-0.285022,0.410807,-0.693647,1.991715,0.307053,0.137851,0.171720,0.119141,0.416430,-0.130523,-0.015542
963192480038646387!,thoughtful-steel-butterfly,0.020000,-2.121214,-0.018655,-0.348896,0.908109,-0.282516,0.412535,-0.850201,3.061221,0.612713,0.263587,0.329501,0.225652,0.265367,-0.031427,-0.071059
963192480038646387!,thoughtful-steel-butterfly,0.030000,-2.129220,0.015051,-0.341282,0.911309,-0.278482,0.415269,-0.746849,3.677579,0.908899,0.374538,0.476961,0.319853,0.188427,0.014766,-0.094257
963192480038646387!,thoughtful-steel-butterfly,0.040000,-2.135582,0.053768,-0.330768,0.915537,-0.273013,0.418884,-0.524387,4.060788,1.191021,0.468188,0.615689,0.401283,0.147134,0.035455,-0.101850
963192480038646387!,thoughtful-steel-butterfly,0.050000,-2.139451,0.095686,-0.317503,0.920612,-0.266191,0.423252,-0.251497,4.316482,1.457081,0.542880,0.746659,0.469588,0.123218,0.043786,-0.101924
963192480038646387!,thoughtful-steel-butterfly,0.060000,-2.140489,0.139789,-0.301647,0.926340,-0.258089,0.428241,0.038659,4.496478,1.706327,0.597712,0.870488,0.524618,0.107939,0.046066,-0.098372
963192480038646387!,thoughtful-steel-butterfly,0.070000,-2.138616,0.185439,-0.283386,0.932514,-0.248783,0.433713,0.329981,4.626906,1.938505,0.632421,0.987511,0.566448,0.097081,0.045344,-0.093078
963192480038646387!,thoughtful-steel-butterfly,0.080000,-2.133878,0.232203,-0.262906,0.938931,-0.238348,0.439534,0.614515,4.721495,2.153494,0.647243,1.097842,0.595332,0.088587,0.043108,-0.086963
963192480038646387!,thoughtful-steel-butterfly,0.090000,-2.126359,0.279765,-0.240375,0.945394,-0.226850,0.445577,0.888206,4.787929,2.351173,0.642779,1.201434,0.611667,0.081437,0.040102,-0.080486
963192480038646387!,thoughtful-steel-butterfly,0.100000,-2.116175,0.327872,-0.215961,0.951720,-0.214353,0.451722,1.148912,4.830922,2.531389,0.619956,1.298123,0.615990,0.075107,0.036709,-0.073887
963192480038646387!,thoughtful-steel-butterfly,0.110000,-2.103455,0.376305,-0.189834,0.957729,-0.200926,0.457853,1.395468,4.853674,2.693964,0.579980,1.387658,0.608964,0.069318,0.033135,-0.067295
963192480038646387!,thoughtful-steel-butterfly,0.120000,-2.088343,0.424877,-0.162170,0.963261,-0.186639,0.463860,1.627242,4.858621,2.838728,0.524291,1.469744,0.591368,0.063907,0.029503,-0.060788
963192480038646387!,thoughtful-steel-butterfly,0.130000,-2.070985,0.473420,-0.133144,0.968164,-0.171569,0.469643,1.843922,4.847728,2.965541,0.454512,1.544065,0.564075,0.058777,0.025889,-0.054414
963192480038646387!,thoughtful-steel-butterfly,0.140000,-2.051533,0.521783,-0.102937,0.972307,-0.155794,0.475109,2.045404,4.822698,3.074331,0.372405,1.610321,0.528044,0.053863,0.022344,-0.048209
963192480038646387!,thoughtful-steel-butterfly,0.150000,-2.030139,0.569834,-0.071728,0.975576,-0.139396,0.480176,2.231736,4.785031,3.165119,0.279833,1.668244,0.484295,0.049118,0.018906,-0.042199
963192480038646387!,thoughtful-steel-butterfly,0.160000,-2.006954,0.617452,-0.039699,0.977875,-0.122460,0.484772,2.403081,4.736079,3.238040,0.178712,1.717625,0.433897,0.044511,0.015604,-0.036402
963192480038646387!,thoughtful-steel-butterfly,0.170000,-1.982129,0.664531,-0.007026,0.979128,-0.105073,0.488835,2.559692,4.677062,3.293354,0.070974,1.758322,0.377944,0.040017,0.012459,-0.030834
963192480038646387!,thoughtful-steel-butterfly,0.180000,-1.955810,0.710975,0.026111,0.979278,-0.087323,0.492316,2.701881,4.609091,3.331450,-0.041463,1.790268,0.317545,0.035620,0.009484,-0.025506
963192480038646387!,thoughtful-steel-butterfly,0.190000,-1.928146,0.756696,0.059540,0.978289,-0.069301,0.495174,2.829984,4.533182,3.352829,-0.156731,1.813464,0.253799,0.031313,0.006689,-0.020425
963192480038646387!,thoughtful-steel-butterfly,0.200000,-1.899272,0.801619,0.093099,0.976141,-0.051091,0.497383,2.944409,4.450276,3.358150,-0.273060,1.828029,0.187776,0.027088,0.004080,-0.015596
963192480038646387!,thoughtful-steel-butterfly,0.210000,-1.869321,0.845680,0.126633,0.972831,-0.032779,0.498924,3.045595,4.361233,3.348193,-0.388782,1.834168,0.120504,0.022942,0.001657,-0.011020
963192480038646387!,thoughtful-steel-butterfly,0.220000,-1.838422,0.888822,0.159996,0.968374,-0.014446,0.499791,3.133995,4.266846,3.323846,-0.502355,1.832173,0.052957,0.018879,-0.000580,-0.006695
963192480038646387!,thoughtful-steel-butterfly,0.230000,-1.806699,0.930996,0.193048,0.962799,0.003829,0.499985,3.210069,4.167848,3.286091,-0.612375,1.822409,-0.013956,0.014903,-0.002639,-0.002616
963192480038646387!,thoughtful-steel-butterfly,0.240000,-1.774275,0.972159,0.225661,0.956146,0.021969,0.499517,3.274278,4.064926,3.235986,-0.717590,1.805312,-0.079399,0.011020,-0.004526,0.001222
963192480038646387!,thoughtful-steel-butterfly,0.250000,-1.741267,1.012276,0.257715,0.948470,0.039904,0.498405,3.327080,3.958726,3.174646,-0.816904,1.781375,-0.142622,0.007240,-0.006253,0.004828
963192480038646387!,thoughtful-steel-butterfly,0.260000,-1.707787,1.051317,0.289103,0.939835,0.057566,0.496675,3.368921,3.849863,3.103221,-0.909385,1.751136,-0.202962,0.003572,-0.007830,0.008211
963192480038646387!,thoughtful-steel-butterfly,0.270000,-1.673945,1.089259,0.319729,0.930314,0.074895,0.494359,3.400236,3.738929,3.022882,-0.994264,1.715169,-0.259848,0.000025,-0.009268,0.011380
963192480038646387!,thoughtful-steel-butterfly,0.280000,-1.639846,1.126084,0.349507,0.919986,0.091836,0.491494,3.421454,3.626495,2.934800,-1.070930,1.674071,-0.312801,-0.003391,-0.010582,0.014347
963192480038646387!,thoughtful-steel-butterfly,0.290000,-1.605591,1.161777,0.378363,0.908939,0.108339,0.488122,3.432993,3.513112,2.840130,-1.138927,1.628453,-0.361435,-0.006664,-0.011781,0.017120
963192480038646387!,thoughtful-steel-butterfly,0.300000,-1.571278,1.196332,0.406235,0.897261,0.124360,0.484288,3.435271,3.399319,2.739999,-1.197942,1.578926,-0.405451,-0.009788,-0.012880,0.019712
963192480038646387!,thoughtful-steel-butterfly,0.310000,-1.537000,1.229746,0.433071,0.885044,0.139862,0.480040,3.428701,3.285634,2.635490,-1.247800,1.526096,-0.444635,-0.012753,-0.013888,0.022132
963192480038646387!,thoughtful-steel-butterfly,0.320000,-1.502847,1.262021,0.458831,0.872384,0.154814,0.475429,3.413699,3.172564,2.527635,-1.288448,1.470550,-0.478855,-0.015552,-0.014817,0.024390
963192480038646387!,thoughtful-steel-butterfly,0.330000,-1.468907,1.293164,0.483483,0.859374,0.169189,0.470505,3.390687,3.060593,2.417400,-1.319947,1.412855,-0.508048,-0.018179,-0.015677,0.026495
963192480038646387!,thoughtful-steel-butterfly,0.340000,-1.435260,1.323189,0.507005,0.846108,0.182967,0.465320,3.360092,2.950186,2.305685,-1.342461,1.353548,-0.532224,-0.020630,-0.016476,0.028455
963192480038646387!,thoughtful-steel-butterfly,0.350000,-1.401987,1.352110,0.529383,0.832678,0.196133,0.459926,3.322351,2.841783,2.193316,-1.356238,1.293131,-0.551448,-0.022901,-0.017223,0.030279
963192480038646387!,thoughtful-steel-butterfly,0.360000,-1.369162,1.379948,0.550612,0.819173,0.208676,0.454373,3.277911,2.735796,2.081041,-1.361603,1.232070,-0.565842,-0.024990,-0.017923,0.031974
963192480038646387!,thoughtful-steel-butterfly,0.370000,-1.336855,1.406729,0.570693,0.805679,0.220589,0.448710,3.227227,2.632607,1.969528,-1.358947,1.170788,-0.575569,-0.026896,-0.018583,0.033546
963192480038646387!,thoughtful-steel-butterfly,0.380000,-1.305129,1.432481,0.589637,0.792276,0.231874,0.442984,3.170761,2.532563,1.859353,-1.348710,1.109662,-0.580837,-0.028621,-0.019207,0.035000
963192480038646387!,thoughtful-steel-butterfly,0.390000,-1.274004,1.457248,0.607486,0.779019,0.242547,0.437231,3.108924,2.435981,1.750889,-1.331375,1.048948,-0.581888,-0.030177,-0.019791,0.036339
963192480038646387!,thoughtful-steel-butterfly,0.400000,-1.243535,1.481065,0.624258,0.765979,0.252615,0.431493,3.042186,2.343089,1.644579,-1.307437,0.988946,-0.578972,-0.031563,-0.020341,0.037569
963192480038646387!,thoughtful-steel-butterfly,0.410000,-1.213760,1.503974,0.639982,0.753213,0.262088,0.425805,2.971004,2.254096,1.540752,-1.277412,0.929894,-0.572361,-0.032785,-0.020860,0.038694
963192480038646387!,thoughtful-steel-butterfly,0.420000,-1.184717,1.526014,0.654686,0.740779,0.270979,0.420203,2.895841,2.169162,1.439699,-1.241828,0.872003,-0.562336,-0.033845,-0.021349,0.039719
963192480038646387!,thoughtful-steel-butterfly,0.430000,-1.156445,1.547228,0.668399,0.728728,0.279301,0.414718,2.817157,2.088411,1.341655,-1.201216,0.815454,-0.549184,-0.034748,-0.021813,0.040649
963192480038646387!,thoughtful-steel-butterfly,0.440000,-1.128977,1.567658,0.681152,0.717109,0.287066,0.409382,2.735409,2.011935,1.246798,-1.156109,0.760392,-0.533201,-0.035499,-0.022251,0.041487
963192480038646387!,thoughtful-steel-butterfly,0.450000,-1.102327,1.587350,0.692985,0.705955,0.294295,0.404216,2.651025,1.939786,1.155215,-1.107024,0.706910,-0.514677,-0.036107,-0.022661,0.042235
963192480038646387!,thoughtful-steel-butterfly,0.460000,-1.076506,1.606351,0.703938,0.695297,0.301010,0.399241,2.564422,1.871969,1.066962,-1.054469,0.655076,-0.493899,-0.036580,-0.023045,0.042897
963192480038646387!,thoughtful-steel-butterfly,0.470000,-1.051536,1.624702,0.714043,0.685165,0.307225,0.394478,2.476011,1.808456,0.982082,-0.998938,0.604955,-0.471149,-0.036922,-0.023403,0.043476
963192480038646387!,thoughtful-steel-butterfly,0.480000,-1.027433,1.642447,0.723334,0.675589,0.312959,0.389945,2.386191,1.749197,0.900583,-0.940910,0.556586,-0.446700,-0.037139,-0.023737,0.043975
963192480038646387!,thoughtful-steel-butterfly,0.490000,-1.004211,1.659626,0.731841,0.666589,0.318226,0.385658,2.295344,1.694117,0.822443,-0.880844,0.509990,-0.420819,-0.037238,-0.024046,0.044397
963192480038646387!,thoughtful-steel-butterfly,0.500000,-0.981878,1.676282,0.739599,0.658186,0.323046,0.381630,2.203833,1.643116,0.747611,-0.819180,0.465168,-0.393760,-0.037224,-0.024331,0.044744
963192480038646387!,thoughtful-steel-butterfly,0.510000,-0.960440,1.692452,0.746638,0.650393,0.327434,0.377872,2.112005,1.596074,0.676014,-0.756335,0.422108,-0.365765,-0.037105,-0.024590,0.045020
963192480038646387!,thoughtful-steel-butterfly,0.520000,-0.939900,1.708175,0.752989,0.643221,0.331407,0.374392,2.020182,1.552851,0.607561,-0.692701,0.380784,-0.337065,-0.036887,-0.024824,0.045226
963192480038646387!,thoughtful-steel-butterfly,0.530000,-0.920259,1.723489,0.758681,0.636676,0.334983,0.371196,1.928667,1.513288,0.542148,-0.628648,0.341160,-0.307877,-0.036577,-0.025033,0.045364
963192480038646387!,thoughtful-steel-butterfly,0.540000,-0.901512,1.738428,0.763744,0.630762,0.338176,0.368289,1.837744,1.477214,0.479659,-0.564520,0.303193,-0.278402,-0.036182,-0.025215,0.045437
963192480038646387!,thoughtful-steel-butterfly,0.550000,-0.883654,1.753026,0.768205,0.625479,0.341003,0.365673,1.747673,1.444447,0.419972,-0.500639,0.266833,-0.248832,-0.035709,-0.025372,0.045448
963192480038646387!,thoughtful-steel-butterfly,0.560000,-0.866678,1.767314,0.772090,0.620823,0.343480,0.363348,1.658694,1.414791,0.362960,-0.437300,0.232027,-0.219339,-0.035163,-0.025502,0.045398
963192480038646387!,thoughtful-steel-butterfly,0.570000,-0.850571,1.781322,0.775424,0.616789,0.345620,0.361313,1.571026,1.388049,0.308496,-0.374775,0.198717,-0.190086,-0.034552,-0.025606,0.045290
963192480038646387!,thoughtful-steel-butterfly,0.580000,-0.835323,1.795078,0.778232,0.613368,0.347437,0.359566,1.484868,1.364017,0.256452,-0.313313,0.166846,-0.161218,-0.033880,-0.025683,0.045127
963192480038646387!,thoughtful-steel-butterfly,0.590000,-0.820919,1.808607,0.780536,0.610549,0.348946,0.358102,1.400400,1.342487,0.206704,-0.253138,0.136357,-0.132870,-0.033155,-0.025734,0.044910
963192480038646387!,thoughtful-steel-butterfly,0.600000,-0.807341,1.821933,0.782358,0.608320,0.350159,0.356916,1.317783,1.323254,0.159130,-0.194453,0.107191,-0.105162,-0.032381,-0.025759,0.044643
963192480038646387!,thoughtful-steel-butterfly,0.610000,-0.794574,1.835078,0.783717,0.606666,0.351089,0.356001,1.237159,1.306112,0.113617,-0.137440,0.079293,-0.078199,-0.031564,-0.025758,0.044328
963192480038646387!,thoughtful-steel-butterfly,0.620000,-0.782598,1.848061,0.784633,0.605570,0.351747,0.355351,1.158656,1.290859,0.070056,-0.082258,0.052611,-0.052077,-0.030710,-0.025732,0.043967
963192480038646387!,thoughtful-steel-butterfly,0.630000,-0.771393,1.860901,0.785124,0.605014,0.352145,0.354956,1.082381,1.277298,0.028346,-0.029048,0.027094,-0.026879,-0.029823,-0.025682,0.043565
963192480038646387!,thoughtful-steel-butterfly,0.640000,-0.760938,1.873613,0.785208,0.604979,0.352294,0.354809,1.008430,1.265237,-0.011605,0.022070,0.002694,-0.002675,-0.028908,-0.025608,0.043122
963192480038646387!,thoughtful-steel-butterfly,0.650000,-0.751211,1.886211,0.784900,0.605445,0.352204,0.354898,0.936882,1.254489,-0.049883,0.070993,-0.020631,0.020475,-0.027971,-0.025511,0.042643
963192480038646387!,thoughtful-steel-butterfly,0.660000,-0.742187,1.898707,0.784218,0.606388,0.351886,0.355213,0.867800,1.244879,-0.086567,0.117641,-0.042924,0.042522,-0.027015,-0.025392,0.042129
963192480038646387!,thoughtful-steel-butterfly,0.670000,-0.733844,1.911112,0.783175,0.607788,0.351349,0.355744,0.801237,1.236237,-0.121723,0.161946,-0.064221,0.063428,-0.026044,-0.025253,0.041584
963192480038646387!,thoughtful-steel-butterfly,0.680000,-0.726159,1.923434,0.781786,0.609622,0.350603,0.356479,0.737234,1.228404,-0.155414,0.203856,-0.084555,0.083162,-0.025063,-0.025093,0.041011
963192480038646387!,thoughtful-steel-butterfly,0.690000,-0.719106,1.935682,0.780064,0.611866,0.349657,0.357407,0.675820,1.221229,-0.187691,0.243336,-0.103958,0.101703,-0.024076,-0.024914,0.040412
963192480038646387!,thoughtful-steel-butterfly,0.700000,-0.712663,1.947860,0.778023,0.614498,0.348519,0.358517,0.617012,1.214575,-0.218603,0.280365,-0.122455,0.119041,-0.023086,-0.024718,0.039790
963192480038646387!,thoughtful-steel-butterfly,0.710000,-0.706804,1.959974,0.775675,0.617493,0.347198,0.359797,0.560820,1.208311,-0.248190,0.314936,-0.140074,0.135169,-0.022097,-0.024505,0.039148
963192480038646387!,thoughtful-steel-butterfly,0.720000,-0.701506,1.972027,0.773032,0.620828,0.345701,0.361235,0.507241,1.202320,-0.276485,0.347054,-0.156836,0.150092,-0.021111,-0.024277,0.038488
963192480038646387!,thoughtful-steel-butterfly,0.730000,-0.696744,1.984020,0.770106,0.624479,0.344038,0.362820,0.456266,1.196492,-0.303520,0.376735,-0.172763,0.163819,-0.020132,-0.024034,0.037814
963192480038646387!,thoughtful-steel-butterfly,0.740000,-0.692496,1.995956,0.766908,0.628425,0.342214,0.364540,0.407876,1.190731,-0.329320,0.404009,-0.187873,0.176367,-0.019163,-0.023779,0.037128
963192480038646387!,thoughtful-steel-butterfly,0.750000,-0.688738,2.007834,0.763449,0.632642,0.340238,0.366385,0.362044,1.184949,-0.353906,0.428914,-0.202186,0.187757,-0.018206,-0.023512,0.036431
963192480038646387!,thoughtful-steel-butterfly,0.760000,-0.685445,2.019653,0.759741,0.637106,0.338118,0.368343,0.318736,1.179069,-0.377299,0.451498,-0.215718,0.198017,-0.017264,-0.023235,0.035727
963192480038646387!,thoughtful-steel-butterfly,0.770000,-0.682568,2.031412,0.755808,0.641781,0.335868,0.370396,0.277878,1.172991,-0.399515,0.471837,-0.228484,0.207185,-0.016340,-0.022949,0.035019
963192480038646387!,thoughtful-steel-butterfly,0.780000,-0.680087,2.043109,0.751659,0.646648,0.333494,0.372535,0.239424,1.166659,-0.420567,0.489992,-0.240498,0.215295,-0.015436,-0.022655,0.034309
963192480038646387!,thoughtful-steel-butterfly,0.790000,-0.677984,2.054740,0.747302,0.651687,0.331002,0.374750,0.203322,1.160028,-0.440470,0.506034,-0.251777,0.222385,-0.014553,-0.022355,0.033600
963192480038646387!,thoughtful-steel-butterfly,0.800000,-0.676241,2.066302,0.742748,0.656881,0.328398,0.377034,0.169518,1.153062,-0.459240,0.520036,-0.262338,0.228498,-0.013691,-0.022050,0.032892
963192480038646387!,thoughtful-steel-butterfly,0.810000,-0.674842,2.077790,0.738005,0.662211,0.325689,0.379377,0.137953,1.145740,-0.476893,0.532080,-0.272201,0.233680,-0.012853,-0.021741,0.032187
963192480038646387!,thoughtful-steel-butterfly,0.820000,-0.673749,2.089201,0.733091,0.667652,0.322884,0.381767,0.108544,1.138011,-0.493438,0.542258,-0.281375,0.237976,-0.012040,-0.021429,0.031489
963192480038646387!,thoughtful-steel-butterfly,0.830000,-0.672928,2.100531,0.728023,0.673178,0.319994,0.384192,0.081207,1.129831,-0.508879,0.550661,-0.289868,0.241431,-0.011253,-0.021116,0.030798
963192480038646387!,thoughtful-steel-butterfly,0.840000,-0.672359,2.111775,0.722812,0.678772,0.317027,0.386645,0.055867,1.121187,-0.523230,0.557378,-0.297693,0.244092,-0.010494,-0.020803,0.030118
963192480038646387!,thoughtful-steel-butterfly,0.850000,-0.672023,2.122928,0.717469,0.684418,0.313988,0.389117,0.032449,1.112070,-0.536507,0.562502,-0.304869,0.246006,-0.009762,-0.020491,0.029448
963192480038646387!,thoughtful-steel-butterfly,0.860000,-0.671902,2.133985,0.712004,0.690101,0.310883,0.391601,0.010873,1.102479,-0.548727,0.566125,-0.311411,0.247222,-0.009058,-0.020180,0.028791
963192480038646387!,thoughtful-steel-butterfly,0.870000,-0.671979,2.144942,0.706428,0.695806,0.307720,0.394092,-0.008939,1.092416,-0.559908,0.568339,-0.317336,0.247786,-0.008382,-0.019872,0.028147
963192480038646387!,thoughtful-steel-butterfly,0.880000,-0.672236,2.155794,0.700751,0.701522,0.304504,0.396582,-0.027066,1.081887,-0.570070,0.569235,-0.322662,0.247746,-0.007733,-0.019568,0.027517
963192480038646387!,thoughtful-steel-butterfly,0.890000,-0.672657,2.166537,0.694982,0.707235,0.301240,0.399067,-0.043589,1.070905,-0.579235,0.568904,-0.327409,0.247148,-0.007113,-0.019266,0.026901
963192480038646387!,thoughtful-steel-butterfly,0.900000,-0.673229,2.177165,0.689131,0.712933,0.297934,0.401541,-0.058587,1.059481,-0.587428,0.567434,-0.331595,0.246035,-0.006519,-0.018970,0.026301
963192480038646387!,thoughtful-steel-butterfly,0.910000,-0.673935,2.187676,0.683208,0.718607,0.294592,0.404000,-0.072140,1.047633,-0.594671,0.564914,-0.335239,0.244452,-0.005953,-0.018678,0.025716
963192480038646387!,thoughtful-steel-butterfly,0.920000,-0.674764,2.198063,0.677221,0.724246,0.291218,0.406438,-0.084327,1.035381,-0.600992,0.561426,-0.338363,0.242441,-0.005413,-0.018391,0.025148
