ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
116909373371606438!,talented-zippy-butterfly,0.000000,-0.049395,2.292770,0.747689,1.688902,0.023088,0.999733,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.667662,0.127208,-0.065358,0.371642
116909373371606438!,talented-zippy-butterfly,0.010000,-0.055460,2.286785,0.745389,1.687918,0.019786,0.999804,-1.208604,-1.196516,-0.460876,-0.196600,-0.659700,0.013056,0.527417,0.102756,-0.063727,0.269956
116909373371606438!,talented-zippy-butterfly,0.020000,-0.072113,2.269553,0.739191,1.684928,0.010633,0.999943,-2.113726,-2.251986,-0.780306,-0.401557,-1.169539,0.012436,0.419832,0.082907,-0.061500,0.195672
116909373371606438!,talented-zippy-butterfly,0.030000,-0.096556,2.242303,0.730278,1.679857,-0.003063,0.999995,-2.765407,-3.202338,-1.004229,-0.613287,-1.568339,-0.004804,0.338369,0.067028,-0.057717,0.144431
116909373371606438!,talented-zippy-butterfly,0.040000,-0.126488,2.206013,0.719414,1.672673,-0.020338,0.999793,-3.211747,-4.061945,-1.170729,-0.824795,-1.886067,-0.038366,0.276838,0.054344,-0.052133,0.111406
116909373371606438!,talented-zippy-butterfly,0.050000,-0.160075,2.161567,0.707018,1.663422,-0.040499,0.999180,-3.495271,-4.832907,-1.309218,-1.027766,-2.145224,-0.086951,0.229878,0.044120,-0.044890,0.091995
116909373371606438!,talented-zippy-butterfly,0.060000,-0.195867,2.109855,0.693271,1.652216,-0.063046,0.998011,-3.651935,-5.511346,-1.440502,-1.214793,-2.362206,-0.149224,0.193182,0.035745,-0.036335,0.082161
116909373371606438!,talented-zippy-butterfly,0.070000,-0.232742,2.051832,0.678176,1.639245,-0.087615,0.996154,-3.711968,-6.091349,-1.578040,-1.380020,-2.548696,-0.224165,0.163471,0.028762,-0.026941,0.078501
116909373371606438!,talented-zippy-butterfly,0.080000,-0.269861,1.988513,0.661630,1.624748,-0.113941,0.993487,-3.700492,-6.568027,-1.729017,-1.519689,-2.712711,-0.311116,0.138434,0.022851,-0.017228,0.078299
116909373371606438!,talented-zippy-butterfly,0.090000,-0.306611,1.920951,0.643484,1.608992,-0.141827,0.989891,-3.638288,-6.939416,-1.895704,-1.632244,-2.859499,-0.409697,0.116571,0.017812,-0.007712,0.079513
116909373371606438!,talented-zippy-butterfly,0.100000,-0.342573,1.850197,0.623586,1.592249,-0.171117,0.985251,-3.542365,-7.207460,-2.076827,-1.718222,-2.992268,-0.519694,0.097020,0.013520,0.001150,0.080726
116909373371606438!,talented-zippy-butterfly,0.110000,-0.377479,1.777266,0.601806,1.574775,-0.201680,0.979451,-3.426388,-7.378147,-2.268833,-1.779969,-3.112760,-0.640953,0.079357,0.009898,0.009002,0.081068
116909373371606438!,talented-zippy-butterfly,0.120000,-0.411186,1.703090,0.578056,1.556799,-0.233397,0.972382,-3.301000,-7.460960,-2.466981,-1.821201,-3.221697,-0.773292,0.063420,0.006887,0.015614,0.080115
116909373371606438!,talented-zippy-butterfly,0.130000,-0.443642,1.628497,0.552300,1.538504,-0.266153,0.963931,-3.174147,-7.467867,-2.666201,-1.846488,-3.319111,-0.916447,0.049162,0.004432,0.020884,0.077769
116909373371606438!,talented-zippy-butterfly,0.140000,-0.474839,1.554159,0.524578,1.520013,-0.299816,0.953997,-3.051317,-7.412031,-2.861648,-1.860674,-3.404541,-1.069958,0.036568,0.002471,0.024831,0.074164
116909373371606438!,talented-zippy-butterfly,0.150000,-0.504817,1.480613,0.494967,1.501401,-0.334256,0.942482,-2.936074,-7.306754,-3.049154,-1.868451,-3.477303,-1.233241,0.025574,0.000939,0.027562,0.069532
116909373371606438!,talented-zippy-butterfly,0.160000,-0.533671,1.408287,0.463556,1.482713,-0.369346,0.929292,-2.830516,-7.164607,-3.225366,-1.874049,-3.536612,-1.405622,0.016043,-0.000235,0.029238,0.064115
116909373371606438!,talented-zippy-butterfly,0.170000,-0.561506,1.337498,0.430466,1.463954,-0.404951,0.914338,-2.735542,-6.996734,-3.387699,-1.880965,-3.581590,-1.586251,0.007786,-0.001117,0.030048,0.058140
116909373371606438!,talented-zippy-butterfly,0.180000,-0.588434,1.268459,0.395841,1.445101,-0.440927,0.897543,-2.651193,-6.812503,-3.534275,-1.891831,-3.611318,-1.774096,0.000584,-0.001765,0.030186,0.051790
116909373371606438!,talented-zippy-butterfly,0.190000,-0.614563,1.201302,0.359841,1.426107,-0.477117,0.878840,-2.576938,-6.619439,-3.663819,-1.908410,-3.624897,-1.967936,-0.005791,-0.002231,0.029832,0.045201
116909373371606438!,talented-zippy-butterfly,0.200000,-0.639993,1.136091,0.322637,1.406913,-0.513358,0.858175,-2.511917,-6.423247,-3.775571,-1.931608,-3.621482,-2.166360,-0.011553,-0.002553,0.029143,0.038466
116909373371606438!,talented-zippy-butterfly,0.210000,-0.664820,1.072844,0.284401,1.387455,-0.549478,0.835508,-2.455117,-6.227999,-3.869190,-1.961551,-3.600311,-2.367772,-0.016884,-0.002760,0.028247,0.031646
116909373371606438!,talented-zippy-butterfly,0.220000,-0.689124,1.011543,0.245314,1.367670,-0.585298,0.810818,-2.405478,-6.036541,-3.944682,-1.997837,-3.560819,-2.570416,-0.021935,-0.002876,0.027246,0.024784
116909373371606438!,talented-zippy-butterfly,0.230000,-0.712977,0.952146,0.205552,1.347501,-0.620633,0.784102,-2.362008,-5.850599,-4.002364,-2.039558,-3.502620,-2.772396,-0.026813,-0.002916,0.026216,0.017914
116909373371606438!,talented-zippy-butterfly,0.240000,-0.736441,0.894600,0.165287,1.326903,-0.655294,0.755374,-2.323822,-5.671097,-4.042825,-2.085483,-3.425569,-2.971716,-0.031584,-0.002892,0.025210,0.011069
116909373371606438!,talented-zippy-butterfly,0.250000,-0.759572,0.838843,0.124685,1.305843,-0.689095,0.724671,-2.290186,-5.498378,-4.066905,-2.134191,-3.329792,-3.166325,-0.036279,-0.002813,0.024260,0.004286
116909373371606438!,talented-zippy-butterfly,0.260000,-0.782416,0.784813,0.083903,1.284304,-0.721849,0.692051,-2.260522,-5.332400,-4.075673,-2.184194,-3.215706,-3.354166,-0.040899,-0.002686,0.023387,-0.002391
116909373371606438!,talented-zippy-butterfly,0.270000,-0.805015,0.732448,0.043087,1.262282,-0.753374,0.657592,-2.234411,-5.172888,-4.070397,-2.234035,-3.084022,-3.533229,-0.045420,-0.002517,0.022596,-0.008913
116909373371606438!,talented-zippy-butterfly,0.280000,-0.827407,0.681691,0.002368,1.239788,-0.783499,0.621393,-2.211586,-5.019466,-4.052521,-2.282376,-2.935739,-3.701601,-0.049804,-0.002313,0.021885,-0.015228
116909373371606438!,talented-zippy-butterfly,0.290000,-0.849629,0.632486,-0.038136,1.216848,-0.812062,0.583572,-2.191902,-4.871744,-4.023622,-2.328065,-2.772125,-3.857517,-0.054001,-0.002081,0.021246,-0.021282
116909373371606438!,talented-zippy-butterfly,0.300000,-0.871715,0.584783,-0.078324,1.193495,-0.838914,0.544263,-2.175319,-4.729392,-3.985371,-2.370179,-2.594691,-3.999395,-0.057955,-0.001826,0.020665,-0.027026
116909373371606438!,talented-zippy-butterfly,0.310000,-0.893701,0.538534,-0.118112,1.169773,-0.863926,0.503619,-2.161861,-4.592183,-3.939484,-2.408058,-2.405146,-4.125876,-0.061615,-0.001555,0.020127,-0.032413
116909373371606438!,talented-zippy-butterfly,0.320000,-0.915620,0.493692,-0.157434,1.145730,-0.886983,0.461802,-2.151593,-4.460019,-3.887673,-2.441312,-2.205362,-4.235841,-0.064932,-0.001274,0.019615,-0.037405
