ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
667670579482303093!,great-wine-beetle,0.000000,1.878974,-0.807587,0.506147,-1.412025,0.000000,0.000000,0.000000,0.000000,-0.559822,-0.741558,-0.283297,0.431955
667670579482303093!,great-wine-beetle,0.010000,1.878807,-0.783626,0.515263,-1.408724,-0.056016,4.781639,1.829321,0.669103,-0.219518,-0.232633,-0.036114,0.170221
667670579482303093!,great-wine-beetle,0.020000,1.875214,-0.728548,0.534635,-1.401487,-0.683266,6.217022,2.045781,0.780418,-0.119310,-0.088456,0.029344,0.093067
667670579482303093!,great-wine-beetle,0.030000,1.864631,-0.664108,0.554130,-1.393894,-1.437115,6.654675,1.857497,0.738431,-0.086138,-0.047921,0.041740,0.067423
667670579482303093!,great-wine-beetle,0.040000,1.846557,-0.596903,0.571439,-1.386887,-2.171510,6.771593,1.612207,0.664278,-0.071151,-0.035478,0.039770,0.055751
667670579482303093!,great-wine-beetle,0.050000,1.821407,-0.529190,0.586459,-1.380603,-2.848201,6.757707,1.400603,0.594955,-0.061088,-0.030578,0.033994,0.047864
667670579482303093!,great-wine-beetle,0.060000,1.789820,-0.461990,0.599636,-1.374931,-3.456061,6.669358,1.243684,0.542396,-0.052343,-0.027646,0.027264,0.040992
667670579482303093!,great-wine-beetle,0.070000,1.752510,-0.395942,0.611532,-1.369682,-3.990359,6.526527,1.143743,0.510656,-0.043963,-0.025173,0.020381,0.034400
667670579482303093!,great-wine-beetle,0.080000,1.710234,-0.331534,0.622713,-1.364635,-4.448370,6.339485,1.097942,0.501015,-0.035756,-0.022781,0.013601,0.027945
667670579482303093!,great-wine-beetle,0.090000,1.663793,-0.269173,0.633717,-1.359560,-4.828756,6.116190,1.101868,0.513602,-0.027767,-0.020419,0.007046,0.021662
667670579482303093!,great-wine-beetle,0.100000,1.613985,-0.209194,0.645023,-1.354232,-5.131597,5.864177,1.150588,0.548027,-0.020118,-0.018134,0.000799,0.015646
667670579482303093!,great-wine-beetle,0.110000,1.561567,-0.151858,0.657035,-1.348445,-5.358506,5.590938,1.239002,0.603709,-0.012943,-0.015995,-0.005068,0.010003
667670579482303093!,great-wine-beetle,0.120000,1.507266,-0.097334,0.670115,-1.341993,-5.512860,5.303908,1.361838,0.680024,-0.006349,-0.014054,-0.010490,0.004817
667670579482303093!,great-wine-beetle,0.130000,1.451777,-0.045720,0.684576,-1.334674,-5.599549,5.010203,1.513625,0.776363,-0.000412,-0.012343,-0.015418,0.000147
667670579482303093!,great-wine-beetle,0.140000,1.395746,0.002956,0.700685,-1.326288,-5.624629,4.716367,1.688777,0.892190,0.004825,-0.010874,-0.019821,-0.003973
667670579482303093!,great-wine-beetle,0.150000,1.339760,0.048724,0.718649,-1.316641,-5.594947,4.428217,1.881684,1.027060,0.009357,-0.009646,-0.023683,-0.007539
667670579482303093!,great-wine-beetle,0.160000,1.284333,0.091670,0.738621,-1.305541,-5.517776,4.150753,2.086791,1.180620,0.013205,-0.008640,-0.027011,-0.010567
667670579482303093!,great-wine-beetle,0.170000,1.229909,0.131925,0.760701,-1.292801,-5.400483,3.888147,2.298672,1.352569,0.016416,-0.007828,-0.029823,-0.013095
667670579482303093!,great-wine-beetle,0.180000,1.176857,0.169660,0.784933,-1.278233,-5.250267,3.643770,2.512086,1.542612,0.019050,-0.007175,-0.032147,-0.015169
667670579482303093!,great-wine-beetle,0.190000,1.125476,0.205075,0.811310,-1.261656,-5.073970,3.420262,2.722021,1.750399,0.021179,-0.006642,-0.034020,-0.016845
667670579482303093!,great-wine-beetle,0.200000,1.076002,0.238393,0.839777,-1.242890,-4.877960,3.219615,2.923722,1.975456,0.022875,-0.006194,-0.035478,-0.018179
667670579482303093!,great-wine-beetle,0.210000,1.028598,0.269852,0.870226,-1.221764,-4.668049,3.043241,3.112747,2.217116,0.024205,-0.005795,-0.036563,-0.019225
667670579482303093!,great-wine-beetle,0.220000,0.983300,0.299661,0.902450,-1.198159,-4.449202,2.891947,3.285264,2.474452,0.025227,-0.005422,-0.037312,-0.020028
667670579482303093!,great-wine-beetle,0.230000,0.940172,0.328070,0.936265,-1.171925,-4.226236,2.766227,3.437504,2.746262,0.026000,-0.005048,-0.037757,-0.020633
667670579482303093!,great-wine-beetle,0.240000,0.899234,0.355333,0.971451,-1.142927,-4.003490,2.666151,3.566023,3.031004,0.026569,-0.004649,-0.037927,-0.021078
667670579482303093!,great-wine-beetle,0.250000,0.860467,0.381705,1.007758,-1.111046,-3.784861,2.591402,3.667727,3.326760,0.026974,-0.004207,-0.037844,-0.021392
667670579482303093!,great-wine-beetle,0.260000,0.823813,0.407434,1.044908,-1.076182,-3.573845,2.541291,3.739897,3.631215,0.027246,-0.003707,-0.037526,-0.021600
667670579482303093!,great-wine-beetle,0.270000,0.789186,0.432763,1.082596,-1.038261,-3.373549,2.514761,3.780230,3.941650,0.027410,-0.003136,-0.036987,-0.021721
667670579482303093!,great-wine-beetle,0.280000,0.756469,0.457920,1.120499,-0.997237,-3.186704,2.510392,3.786872,4.254939,0.027485,-0.002484,-0.036236,-0.021771
667670579482303093!,great-wine-beetle,0.290000,0.725519,0.483120,1.158277,-0.953098,-3.015641,2.526414,3.758465,4.567571,0.027487,-0.001739,-0.035278,-0.021761
667670579482303093!,great-wine-beetle,0.300000,0.696174,0.508559,1.195579,-0.905865,-2.862274,2.560718,3.694200,4.875677,0.027430,-0.000892,-0.034118,-0.021704
667670579482303093!,great-wine-beetle,0.310000,0.668254,0.534410,1.232049,-0.855603,-2.728052,2.610886,3.593863,5.175081,0.027327,0.000068,-0.032756,-0.021609
667670579482303093!,great-wine-beetle,0.320000,0.641566,0.560822,1.267331,-0.802417,-2.613925,2.674231,3.457890,5.461363,0.027190,0.001152,-0.031194,-0.021485
667670579482303093!,great-wine-beetle,0.330000,0.615913,0.587915,1.301077,-0.746458,-2.520296,2.747857,3.287408,5.729953,0.027030,0.002370,-0.029432,-0.021341
667670579482303093!,great-wine-beetle,0.340000,0.591094,0.615782,1.332953,-0.687922,-2.447014,2.828711,3.084262,5.976226,0.026861,0.003731,-0.027473,-0.021187
667670579482303093!,great-wine-beetle,0.350000,0.566912,0.644483,1.362646,-0.627054,-2.393273,2.913708,2.851074,6.195641,0.026692,0.005241,-0.025323,-0.021031
667670579482303093!,great-wine-beetle,0.360000,0.543184,0.674049,1.389871,-0.564143,-2.357712,2.999774,2.591192,6.383878,0.026534,0.006903,-0.022991,-0.020883
667670579482303093!,great-wine-beetle,0.370000,0.519742,0.704479,1.414382,-0.499522,-2.338361,3.083977,2.308694,6.536999,0.026398,0.008714,-0.020492,-0.020749
667670579482303093!,great-wine-beetle,0.380000,0.496441,0.735744,1.435975,-0.433562,-2.332721,3.163607,2.008315,6.651617,0.026289,0.010664,-0.017847,-0.020634
667670579482303093!,great-wine-beetle,0.390000,0.473165,0.767788,1.454494,-0.366669,-2.337842,3.236268,1.695344,6.725059,0.026211,0.012735,-0.015082,-0.020543
667670579482303093!,great-wine-beetle,0.400000,0.449785,0.800501,1.469844,-0.299262,-2.350264,3.299922,1.375451,6.755622,0.026165,0.014900,-0.012236,-0.020475
667670579482303093!,great-wine-beetle,0.410000,0.426243,0.833785,1.481986,-0.231770,-2.366493,3.353040,1.054469,6.742502,0.026145,0.017121,-0.009349,-0.020427
667670579482303093!,great-wine-beetle,0.420000,0.402522,0.867532,1.490939,-0.164625,-2.383005,3.394566,0.738243,6.685944,0.026141,0.019351,-0.006468,-0.020392
667670579482303093!,great-wine-beetle,0.430000,0.378638,0.901627,1.496779,-0.098254,-2.396393,3.423906,0.432415,6.587286,0.026137,0.021536,-0.003646,-0.020357
667670579482303093!,great-wine-beetle,0.440000,0.354642,0.935950,1.499636,-0.033065,-2.403529,3.440908,0.142193,6.448946,0.026112,0.023614,-0.000936,-0.020307
667670579482303093!,great-wine-beetle,0.450000,0.330612,0.970379,1.499689,0.030560,-2.401722,3.445801,-0.127856,6.274348,0.026043,0.025521,0.001606,-0.020224
