ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
911628402951397142!,lush-impartial-bumblebee,0.000000,1.880208,1.516108,0.000000,1.516108,0.000000,0.000000,0.000000,0.000000,0.007976,0.107697,-0.043963
911628402951397142!,lush-impartial-bumblebee,0.010000,1.874326,1.512123,0.000000,1.512123,-1.176527,-0.796944,0.000000,-0.796944,0.006496,0.092551,-0.036719
911628402951397142!,lush-impartial-bumblebee,0.020000,1.857429,1.500678,0.000000,1.500678,-2.200871,-1.490805,0.000000,-1.490805,0.005171,0.078994,-0.030235
911628402951397142!,lush-impartial-bumblebee,0.030000,1.830947,1.482740,0.000000,1.482740,-3.088994,-2.092393,0.000000,-2.092393,0.003986,0.066867,-0.024436
911628402951397142!,lush-impartial-bumblebee,0.040000,1.796176,1.459187,0.000000,1.459187,-3.855270,-2.611445,0.000000,-2.611445,0.002926,0.056029,-0.019252
911628402951397142!,lush-impartial-bumblebee,0.050000,1.754281,1.430809,0.000000,1.430809,-4.512644,-3.056731,0.000000,-3.056731,0.001981,0.046351,-0.014624
911628402951397142!,lush-impartial-bumblebee,0.060000,1.706293,1.398303,0.000000,1.398303,-5.072780,-3.436150,0.000000,-3.436150,0.001137,0.037718,-0.010495
911628402951397142!,lush-impartial-bumblebee,0.070000,1.653131,1.362292,0.000000,1.362292,-5.546173,-3.756812,0.000000,-3.756812,0.000385,0.030026,-0.006816
911628402951397142!,lush-impartial-bumblebee,0.080000,1.595616,1.323334,0.000000,1.323334,-5.942270,-4.025117,0.000000,-4.025117,-0.000284,0.023179,-0.003542
911628402951397142!,lush-impartial-bumblebee,0.090000,1.534482,1.281923,0.000000,1.281923,-6.269571,-4.246821,0.000000,-4.246821,-0.000879,0.017093,-0.000631
911628402951397142!,lush-impartial-bumblebee,0.100000,1.470379,1.238502,0.000000,1.238502,-6.535722,-4.427103,0.000000,-4.427103,-0.001407,0.011691,0.001952
911628402951397142!,lush-impartial-bumblebee,0.110000,1.403918,1.193483,0.000000,1.193483,-6.747595,-4.570620,0.000000,-4.570620,-0.001875,0.006905,0.004241
911628402951397142!,lush-impartial-bumblebee,0.120000,1.335600,1.147206,0.000000,1.147206,-6.911382,-4.681564,0.000000,-4.681564,-0.002288,0.002672,0.006266
911628402951397142!,lush-impartial-bumblebee,0.130000,1.265870,1.099974,0.000000,1.099974,-7.032638,-4.763700,0.000000,-4.763700,-0.002654,-0.001064,0.008052
911628402951397142!,lush-impartial-bumblebee,0.140000,1.195123,1.052051,0.000000,1.052051,-7.116350,-4.820404,0.000000,-4.820404,-0.002975,-0.004355,0.009626
911628402951397142!,lush-impartial-bumblebee,0.150000,1.123706,1.003676,0.000000,1.003676,-7.166995,-4.854709,0.000000,-4.854709,-0.003258,-0.007247,0.011009
911628402951397142!,lush-impartial-bumblebee,0.160000,1.051928,0.955055,0.000000,0.955055,-7.188585,-4.869334,0.000000,-4.869334,-0.003505,-0.009780,0.012221
911628402951397142!,lush-impartial-bumblebee,0.170000,0.980061,0.906375,0.000000,0.906375,-7.184718,-4.866714,0.000000,-4.866714,-0.003722,-0.011993,0.013279
911628402951397142!,lush-impartial-bumblebee,0.180000,0.908346,0.857797,0.000000,0.857797,-7.158619,-4.849036,0.000000,-4.849036,-0.003910,-0.013918,0.014200
911628402951397142!,lush-impartial-bumblebee,0.190000,0.836992,0.809464,0.000000,0.809464,-7.113177,-4.818254,0.000000,-4.818254,-0.004073,-0.015586,0.014998
911628402951397142!,lush-impartial-bumblebee,0.200000,0.766182,0.761499,0.000000,0.761499,-7.050976,-4.776121,0.000000,-4.776121,-0.004213,-0.017024,0.015685
911628402951397142!,lush-impartial-bumblebee,0.210000,0.696075,0.714012,0.000000,0.714012,-6.974330,-4.724204,0.000000,-4.724204,-0.004334,-0.018255,0.016274
911628402951397142!,lush-impartial-bumblebee,0.220000,0.626811,0.667094,0.000000,0.667094,-6.885308,-4.663903,0.000000,-4.663903,-0.004436,-0.019303,0.016775
911628402951397142!,lush-impartial-bumblebee,0.230000,0.558505,0.620826,0.000000,0.620826,-6.785756,-4.596469,0.000000,-4.596469,-0.004522,-0.020187,0.017198
911628402951397142!,lush-impartial-bumblebee,0.240000,0.491261,0.575276,0.000000,0.575276,-6.677324,-4.523021,0.000000,-4.523021,-0.004595,-0.020925,0.017551
