ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
1816256758499401852!,talented-zippy-butterfly,0.000000,-0.531541,2.177823,-1.151822,1.393443,-0.905549,0.424243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.797206,0.005152,0.194501,1.167005
1816256758499401852!,talented-zippy-butterfly,0.010000,-0.536079,2.169328,-1.158201,1.386407,-0.908396,0.418111,-0.906032,-1.699266,-1.271509,-1.408852,-0.564506,-1.226456,0.634776,-0.006179,0.157142,0.953361
1816256758499401852!,talented-zippy-butterfly,0.020000,-0.548405,2.145152,-1.175818,1.366465,-0.916184,0.400758,-1.554052,-3.137219,-2.241717,-2.583144,-0.981747,-2.244395,0.502042,-0.016535,0.126346,0.780544
1816256758499401852!,talented-zippy-butterfly,0.030000,-0.566108,2.107573,-1.201818,1.335645,-0.927417,0.374030,-1.976687,-4.376714,-2.942067,-3.581689,-1.249747,-3.098777,0.393543,-0.024201,0.100540,0.636685
1816256758499401852!,talented-zippy-butterfly,0.040000,-0.587135,2.058398,-1.233677,1.295519,-0.940635,0.339419,-2.214760,-5.450429,-3.408485,-4.438744,-1.377004,-3.816102,0.304284,-0.028647,0.078503,0.513344
1816256758499401852!,talented-zippy-butterfly,0.050000,-0.609827,1.999192,-1.269224,1.247397,-0.954499,0.298214,-2.308715,-6.372994,-3.676790,-5.173058,-1.378088,-4.410866,0.230217,-0.029953,0.059367,0.404892
1816256758499401852!,talented-zippy-butterfly,0.060000,-0.632928,1.931440,-1.306649,1.192454,-0.967831,0.251603,-2.295482,-7.149320,-3.781483,-5.794557,-1.271395,-4.890627,0.168341,-0.028526,0.042576,0.307989
1816256758499401852!,talented-zippy-butterfly,0.070000,-0.655530,1.856618,-1.344471,1.131800,-0.979648,0.200724,-2.206866,-7.780788,-3.755158,-6.309133,-1.077750,-5.260047,0.116585,-0.024940,0.027828,0.221043
1816256758499401852!,talented-zippy-butterfly,0.080000,-0.677004,1.776217,-1.381510,1.066518,-0.989182,0.146693,-2.069322,-8.269398,-3.628242,-6.721885,-0.819154,-5.523741,0.073574,-0.019839,0.014994,0.143639
1816256758499401852!,talented-zippy-butterfly,0.090000,-0.696976,1.691658,-1.416900,0.997605,-0.995892,0.090548,-1.904385,-8.620217,-3.428578,-7.039210,-0.517149,-5.687879,0.038337,-0.013876,0.004033,0.075954
