ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
1006937411567150724!,thoughtful-steel-butterfly,0.000000,-1.580880,-0.042226,0.187900,-0.975723,0.149191,-0.477223,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.733273,-0.771756,0.642495
1006937411567150724!,thoughtful-steel-butterfly,0.010000,-1.571584,-0.028843,0.190324,-0.975248,0.150395,-0.476845,1.865087,2.668437,0.482839,0.095129,0.239913,0.075668,0.314790,-0.394088,0.348985
1006937411567150724!,thoughtful-steel-butterfly,0.020000,-1.547951,0.003663,0.196833,-0.973951,0.153593,-0.475825,2.868122,3.824825,0.817576,0.165141,0.399052,0.128812,0.120862,-0.215495,0.208791
1006937411567150724!,thoughtful-steel-butterfly,0.030000,-1.516301,0.044192,0.206300,-0.972001,0.158172,-0.474322,3.461308,4.274384,1.072947,0.225750,0.515241,0.171817,0.031060,-0.127969,0.138303
1006937411567150724!,thoughtful-steel-butterfly,0.040000,-1.479773,0.087561,0.218083,-0.969456,0.163786,-0.472413,3.839356,4.395981,1.279079,0.283483,0.605393,0.209889,-0.010290,-0.083203,0.100715
1006937411567150724!,thoughtful-steel-butterfly,0.050000,-1.440073,0.131376,0.231763,-0.966332,0.170216,-0.470135,4.094310,4.367356,1.450851,0.341306,0.677864,0.245425,-0.029082,-0.058903,0.079098
1006937411567150724!,thoughtful-steel-butterfly,0.060000,-1.398209,0.174552,0.247039,-0.962620,0.177308,-0.467506,4.272135,4.271970,1.596272,0.400563,0.737120,0.279562,-0.037381,-0.044622,0.065493
1006937411567150724!,thoughtful-steel-butterfly,0.070000,-1.354837,0.216619,0.263669,-0.958302,0.184942,-0.464539,4.396859,4.149214,1.720050,0.461791,0.785758,0.312826,-0.040806,-0.035421,0.056108
1006937411567150724!,thoughtful-steel-butterfly,0.080000,-1.310426,0.257395,0.281452,-0.953358,0.193021,-0.461240,4.481779,4.017860,1.825244,0.525094,0.825449,0.345437,-0.041973,-0.028948,0.049111
1006937411567150724!,thoughtful-steel-butterfly,0.090000,-1.265337,0.296841,0.300213,-0.947768,0.201461,-0.457617,4.534869,3.886987,1.914044,0.590342,0.857385,0.377455,-0.042093,-0.024065,0.043600
1006937411567150724!,thoughtful-steel-butterfly,0.100000,-1.219866,0.334982,0.319795,-0.941513,0.210188,-0.453675,4.561417,3.761055,1.988152,0.657278,0.882488,0.408857,-0.041728,-0.020208,0.039110
1006937411567150724!,thoughtful-steel-butterfly,0.110000,-1.174263,0.371880,0.340058,-0.934579,0.219136,-0.449421,4.565319,3.642274,2.048973,0.725570,0.901518,0.439577,-0.041132,-0.017083,0.035386
1006937411567150724!,thoughtful-steel-butterfly,0.120000,-1.128735,0.407619,0.360866,-0.926955,0.228246,-0.444864,4.549713,3.531678,2.097711,0.794845,0.915131,0.469526,-0.040419,-0.014522,0.032271
1006937411567150724!,thoughtful-steel-butterfly,0.130000,-1.083467,0.442286,0.382103,-0.918634,0.237466,-0.440011,4.517242,3.429714,2.135400,0.864718,0.923890,0.498605,-0.039640,-0.012419,0.029656
1006937411567150724!,thoughtful-steel-butterfly,0.140000,-1.038613,0.475970,0.403663,-0.909614,0.246748,-0.434874,4.470215,3.336475,2.162940,0.934797,0.928282,0.526709,-0.038813,-0.010695,0.027457
1006937411567150724!,thoughtful-steel-butterfly,0.150000,-0.994308,0.508759,0.425445,-0.899893,0.256052,-0.429462,4.410684,3.251825,2.181113,1.004684,0.928736,0.553728,-0.037943,-0.009289,0.025603
1006937411567150724!,thoughtful-steel-butterfly,0.160000,-0.950666,0.540740,0.447360,-0.889478,0.265339,-0.423787,4.340486,3.175476,2.190597,1.073976,0.925624,0.579547,-0.037026,-0.008150,0.024033
1006937411567150724!,thoughtful-steel-butterfly,0.170000,-0.907785,0.571994,0.469322,-0.878376,0.274576,-0.417861,4.261270,3.107029,2.191982,1.142266,0.919270,0.604050,-0.036057,-0.007233,0.022693
1006937411567150724!,thoughtful-steel-butterfly,0.180000,-0.865746,0.602601,0.491254,-0.866600,0.283730,-0.411700,4.174524,3.046003,2.185781,1.209139,0.909958,0.627114,-0.035027,-0.006500,0.021535
1006937411567150724!,thoughtful-steel-butterfly,0.190000,-0.824615,0.632632,0.513080,-0.854167,0.292775,-0.405318,4.081593,2.991856,2.172446,1.274168,0.897938,0.648610,-0.033930,-0.005915,0.020517
1006937411567150724!,thoughtful-steel-butterfly,0.200000,-0.784448,0.662152,0.534732,-0.841099,0.301682,-0.398733,3.983697,2.943996,2.152375,1.336918,0.883431,0.668406,-0.032755,-0.005448,0.019602
1006937411567150724!,thoughtful-steel-butterfly,0.210000,-0.745288,0.691223,0.556143,-0.827421,0.310430,-0.391961,3.881952,2.901796,2.125930,1.396939,0.866634,0.686367,-0.031497,-0.005074,0.018757
