ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
1319806824848410603!,lush-proficient-bumblebee,0.000000,-1.724750,-1.986204,0.000000,-1.986204,0.000000,0.000000,0.000000,0.000000,0.019673,-0.031126,-0.063777,-0.016008
1319806824848410603!,lush-proficient-bumblebee,0.010000,-1.725371,-1.981095,0.000000,-1.981095,-0.124319,1.021865,0.000000,1.021865,0.017260,-0.027513,-0.056219,-0.014048
1319806824848410603!,lush-proficient-bumblebee,0.020000,-1.727157,-1.966419,0.000000,-1.966419,-0.232557,1.911553,0.000000,1.911553,0.015100,-0.024279,-0.049453,-0.012293
1319806824848410603!,lush-proficient-bumblebee,0.030000,-1.729955,-1.943419,0.000000,-1.943419,-0.326402,2.682926,0.000000,2.682926,0.013168,-0.021386,-0.043402,-0.010723
1319806824848410603!,lush-proficient-bumblebee,0.040000,-1.733630,-1.913208,0.000000,-1.913208,-0.407371,3.348470,0.000000,3.348470,0.011442,-0.018801,-0.037993,-0.009320
1319806824848410603!,lush-proficient-bumblebee,0.050000,-1.738061,-1.876786,0.000000,-1.876786,-0.476833,3.919426,0.000000,3.919426,0.009900,-0.016492,-0.033162,-0.008067
1319806824848410603!,lush-proficient-bumblebee,0.060000,-1.743139,-1.835046,0.000000,-1.835046,-0.536019,4.405914,0.000000,4.405914,0.008524,-0.014432,-0.028853,-0.006950
1319806824848410603!,lush-proficient-bumblebee,0.070000,-1.748767,-1.788790,0.000000,-1.788790,-0.586037,4.817045,0.000000,4.817045,0.007298,-0.012597,-0.025013,-0.005954
1319806824848410603!,lush-proficient-bumblebee,0.080000,-1.754857,-1.738734,0.000000,-1.738734,-0.627884,5.161020,0.000000,5.161020,0.006207,-0.010963,-0.021595,-0.005067
1319806824848410603!,lush-proficient-bumblebee,0.090000,-1.761331,-1.685518,0.000000,-1.685518,-0.662459,5.445217,0.000000,5.445217,0.005237,-0.009510,-0.018556,-0.004279
1319806824848410603!,lush-proficient-bumblebee,0.100000,-1.768120,-1.629715,0.000000,-1.629715,-0.690569,5.676274,0.000000,5.676274,0.004376,-0.008221,-0.015859,-0.003579
1319806824848410603!,lush-proficient-bumblebee,0.110000,-1.775161,-1.571835,0.000000,-1.571835,-0.712941,5.860163,0.000000,5.860163,0.003613,-0.007078,-0.013468,-0.002959
