ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
1637721959883986202!,great-proficient-bumblebee,0.000000,-1.240804,-1.915901,0.000000,-1.915901,0.000000,0.000000,0.000000,0.000000,0.010234,-0.052097,-0.079472,-0.008848
1637721959883986202!,great-proficient-bumblebee,0.010000,-1.240397,-1.908929,0.000000,-1.908929,0.081346,1.394399,0.000000,1.394399,0.009042,-0.045772,-0.069883,-0.007813
1637721959883986202!,great-proficient-bumblebee,0.020000,-1.239229,-1.888903,0.000000,-1.888903,0.152170,2.608433,0.000000,2.608433,0.007975,-0.040110,-0.061301,-0.006888
1637721959883986202!,great-proficient-bumblebee,0.030000,-1.237398,-1.857517,0.000000,-1.857517,0.213576,3.661021,0.000000,3.661021,0.007021,-0.035045,-0.053623,-0.006060
1637721959883986202!,great-proficient-bumblebee,0.040000,-1.234993,-1.816293,0.000000,-1.816293,0.266556,4.569197,0.000000,4.569197,0.006168,-0.030518,-0.046762,-0.005319
1637721959883986202!,great-proficient-bumblebee,0.050000,-1.232094,-1.766592,0.000000,-1.766592,0.312008,5.348302,0.000000,5.348302,0.005406,-0.026476,-0.040634,-0.004658
1637721959883986202!,great-proficient-bumblebee,0.060000,-1.228771,-1.709636,0.000000,-1.709636,0.350735,6.012145,0.000000,6.012145,0.004726,-0.022870,-0.035168,-0.004069
1637721959883986202!,great-proficient-bumblebee,0.070000,-1.225089,-1.646517,0.000000,-1.646517,0.383463,6.573160,0.000000,6.573160,0.004121,-0.019656,-0.030296,-0.003543
1637721959883986202!,great-proficient-bumblebee,0.080000,-1.221104,-1.578212,0.000000,-1.578212,0.410845,7.042535,0.000000,7.042535,0.003582,-0.016795,-0.025959,-0.003076
1637721959883986202!,great-proficient-bumblebee,0.090000,-1.216868,-1.505596,0.000000,-1.505596,0.433469,7.430339,0.000000,7.430339,0.003102,-0.014252,-0.022105,-0.002660
1637721959883986202!,great-proficient-bumblebee,0.100000,-1.212426,-1.429449,0.000000,-1.429449,0.451862,7.745631,0.000000,7.745631,0.002677,-0.011995,-0.018683,-0.002291
1637721959883986202!,great-proficient-bumblebee,0.110000,-1.207818,-1.350468,0.000000,-1.350468,0.466501,7.996560,0.000000,7.996560,0.002300,-0.009994,-0.015651,-0.001964
1637721959883986202!,great-proficient-bumblebee,0.120000,-1.203082,-1.269286,0.000000,-1.269286,0.477812,8.190451,0.000000,8.190451,0.001967,-0.008225,-0.012969,-0.001674
1637721959883986202!,great-proficient-bumblebee,0.130000,-1.198250,-1.186456,0.000000,-1.186456,0.486180,8.333898,0.000000,8.333898,0.001672,-0.006664,-0.010602,-0.001419
1637721959883986202!,great-proficient-bumblebee,0.140000,-1.193350,-1.102463,0.000000,-1.102463,0.491952,8.432824,0.000000,8.432824,0.001413,-0.005289,-0.008518,-0.001194
1637721959883986202!,great-proficient-bumblebee,0.150000,-1.188407,-1.017730,0.000000,-1.017730,0.495436,8.492549,0.000000,8.492549,0.001186,-0.004082,-0.006688,-0.000997
1637721959883986202!,great-proficient-bumblebee,0.160000,-1.183442,-0.932630,0.000000,-0.932630,0.496912,8.517849,0.000000,8.517849,0.000987,-0.003025,-0.005086,-0.000824
1637721959883986202!,great-proficient-bumblebee,0.170000,-1.178475,-0.847486,0.000000,-0.847486,0.496629,8.513005,0.000000,8.513005,0.000813,-0.002102,-0.003687,-0.000673
1637721959883986202!,great-proficient-bumblebee,0.180000,-1.173522,-0.762579,0.000000,-0.762579,0.494812,8.481855,0.000000,8.481855,0.000662,-0.001300,-0.002471,-0.000542
1637721959883986202!,great-proficient-bumblebee,0.190000,-1.168597,-0.678153,0.000000,-0.678153,0.491661,8.427835,0.000000,8.427835,0.000531,-0.000606,-0.001419,-0.000429
1637721959883986202!,great-proficient-bumblebee,0.200000,-1.163712,-0.594417,0.000000,-0.594417,0.487354,8.354019,0.000000,8.354019,0.000418,-0.000008,-0.000513,-0.000331
1637721959883986202!,great-proficient-bumblebee,0.210000,-1.158877,-0.511550,0.000000,-0.511550,0.482053,8.263155,0.000000,8.263155,0.000322,0.000504,0.000263,-0.000247
1637721959883986202!,great-proficient-bumblebee,0.220000,-1.154103,-0.429704,0.000000,-0.429704,0.475901,8.157695,0.000000,8.157695,0.000240,0.000939,0.000923,-0.000176
1637721959883986202!,great-proficient-bumblebee,0.230000,-1.149395,-0.349008,0.000000,-0.349008,0.469025,8.039828,0.000000,8.039828,0.000171,0.001306,0.001479,-0.000116
1637721959883986202!,great-proficient-bumblebee,0.240000,-1.144761,-0.269570,0.000000,-0.269570,0.461539,7.911502,0.000000,7.911502,0.000113,0.001612,0.001943,-0.000066
1637721959883986202!,great-proficient-bumblebee,0.250000,-1.140205,-0.191479,0.000000,-0.191479,0.453544,7.774452,0.000000,7.774452,0.000065,0.001864,0.002325,-0.000025
1637721959883986202!,great-proficient-bumblebee,0.260000,-1.135733,-0.114809,0.000000,-0.114809,0.445129,7.630217,0.000000,7.630217,0.000027,0.002068,0.002634,0.000009
1637721959883986202!,great-proficient-bumblebee,0.270000,-1.131346,-0.039617,0.000000,-0.039617,0.436376,7.480166,0.000000,7.480166,-0.000003,0.002229,0.002879,0.000035
1637721959883986202!,great-proficient-bumblebee,0.280000,-1.127049,0.034048,0.000000,0.034048,0.427353,7.325509,0.000000,7.325509,-0.000027,0.002353,0.003067,0.000055
1637721959883986202!,great-proficient-bumblebee,0.290000,-1.122842,0.106151,0.000000,0.106151,0.418125,7.167317,0.000000,7.167317,-0.000044,0.002444,0.003204,0.000070
1637721959883986202!,great-proficient-bumblebee,0.300000,-1.118729,0.176666,0.000000,0.176666,0.408745,7.006536,0.000000,7.006536,-0.000056,0.002506,0.003298,0.000080
1637721959883986202!,great-proficient-bumblebee,0.310000,-1.114709,0.245575,0.000000,0.245575,0.399263,6.843999,0.000000,6.843999,-0.000062,0.002542,0.003352,0.000086
1637721959883986202!,great-proficient-bumblebee,0.320000,-1.110783,0.312867,0.000000,0.312867,0.389721,6.680437,0.000000,6.680437,-0.000065,0.002555,0.003372,0.000088
1637721959883986202!,great-proficient-bumblebee,0.330000,-1.106952,0.378538,0.000000,0.378538,0.380157,6.516494,0.000000,6.516494,-0.000064,0.002549,0.003363,0.000087
1637721959883986202!,great-proficient-bumblebee,0.340000,-1.103215,0.442589,0.000000,0.442589,0.370604,6.352731,0.000000,6.352731,-0.000059,0.002525,0.003327,0.000083
1637721959883986202!,great-proficient-bumblebee,0.350000,-1.099573,0.505026,0.000000,0.505026,0.361089,6.189636,0.000000,6.189636,-0.000052,0.002487,0.003269,0.000077
1637721959883986202!,great-proficient-bumblebee,0.360000,-1.096024,0.565860,0.000000,0.565860,0.351638,6.027635,0.000000,6.027635,-0.000042,0.002436,0.003192,0.000069
1637721959883986202!,great-proficient-bumblebee,0.370000,-1.092568,0.625102,0.000000,0.625102,0.342273,5.867096,0.000000,5.867096,-0.000031,0.002373,0.003097,0.000059
1637721959883986202!,great-proficient-bumblebee,0.380000,-1.089204,0.682771,0.000000,0.682771,0.333011,5.708334,0.000000,5.708334,-0.000017,0.002302,0.002988,0.000047
1637721959883986202!,great-proficient-bumblebee,0.390000,-1.085930,0.738885,0.000000,0.738885,0.323869,5.551620,0.000000,5.551620,-0.000002,0.002222,0.002867,0.000034
1637721959883986202!,great-proficient-bumblebee,0.400000,-1.082746,0.793465,0.000000,0.793465,0.314859,5.397185,0.000000,5.397185,0.000014,0.002135,0.002736,0.000020
1637721959883986202!,great-proficient-bumblebee,0.410000,-1.079650,0.846535,0.000000,0.846535,0.305994,5.245222,0.000000,5.245222,0.000032,0.002043,0.002596,0.000005
1637721959883986202!,great-proficient-bumblebee,0.420000,-1.076641,0.898119,0.000000,0.898119,0.297283,5.095892,0.000000,5.095892,0.000050,0.001946,0.002448,-0.000011
1637721959883986202!,great-proficient-bumblebee,0.430000,-1.073716,0.948244,0.000000,0.948244,0.288732,4.949329,0.000000,4.949329,0.000069,0.001845,0.002296,-0.000028
1637721959883986202!,great-proficient-bumblebee,0.440000,-1.070876,0.996936,0.000000,0.996936,0.280350,4.805642,0.000000,4.805642,0.000089,0.001741,0.002138,-0.000045
1637721959883986202!,great-proficient-bumblebee,0.450000,-1.068117,1.044222,0.000000,1.044222,0.272140,4.664915,0.000000,4.664915,0.000109,0.001635,0.001977,-0.000062
1637721959883986202!,great-proficient-bumblebee,0.460000,-1.065439,1.090132,0.000000,1.090132,0.264107,4.527216,0.000000,4.527216,0.000129,0.001527,0.001814,-0.000080
1637721959883986202!,great-proficient-bumblebee,0.470000,-1.062839,1.134694,0.000000,1.134694,0.256254,4.392592,0.000000,4.392592,0.000149,0.001418,0.001649,-0.000098
1637721959883986202!,great-proficient-bumblebee,0.480000,-1.060317,1.177936,0.000000,1.177936,0.248581,4.261077,0.000000,4.261077,0.000170,0.001308,0.001482,-0.000116
1637721959883986202!,great-proficient-bumblebee,0.490000,-1.057869,1.219889,0.000000,1.219889,0.241092,4.132691,0.000000,4.132691,0.000191,0.001198,0.001315,-0.000134
1637721959883986202!,great-proficient-bumblebee,0.500000,-1.055495,1.260580,0.000000,1.260580,0.233785,4.007442,0.000000,4.007442,0.000212,0.001088,0.001149,-0.000152
1637721959883986202!,great-proficient-bumblebee,0.510000,-1.053193,1.300041,0.000000,1.300041,0.226661,3.885327,0.000000,3.885327,0.000232,0.000979,0.000983,-0.000169
1637721959883986202!,great-proficient-bumblebee,0.520000,-1.050962,1.338298,0.000000,1.338298,0.219719,3.766337,0.000000,3.766337,0.000253,0.000870,0.000818,-0.000187
1637721959883986202!,great-proficient-bumblebee,0.530000,-1.048798,1.375382,0.000000,1.375382,0.212959,3.650452,0.000000,3.650452,0.000273,0.000762,0.000654,-0.000205
1637721959883986202!,great-proficient-bumblebee,0.540000,-1.046702,1.411321,0.000000,1.411321,0.206378,3.537646,0.000000,3.537646,0.000293,0.000655,0.000492,-0.000222
1637721959883986202!,great-proficient-bumblebee,0.550000,-1.044670,1.446142,0.000000,1.446142,0.199975,3.427888,0.000000,3.427888,0.000313,0.000549,0.000332,-0.000240
1637721959883986202!,great-proficient-bumblebee,0.560000,-1.042702,1.479875,0.000000,1.479875,0.193748,3.321142,0.000000,3.321142,0.000333,0.000445,0.000174,-0.000257
1637721959883986202!,great-proficient-bumblebee,0.570000,-1.040796,1.512546,0.000000,1.512546,0.187694,3.217368,0.000000,3.217368,0.000352,0.000342,0.000018,-0.000274
1637721959883986202!,great-proficient-bumblebee,0.580000,-1.038951,1.544183,0.000000,1.544183,0.181811,3.116521,0.000000,3.116521,0.000371,0.000241,-0.000135,-0.000290
