ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
423358682641254542!,talented-antique-butterfly,0.000000,0.710217,-1.364609,0.101802,-0.570991,-0.891269,-0.453475,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.426189,-0.093387,-0.127410,0.336521,-0.160253,0.126211
423358682641254542!,talented-antique-butterfly,0.010000,0.713201,-1.353835,0.100955,-0.563168,-0.892696,-0.450659,0.592355,2.153850,-0.170614,1.563052,-0.283916,0.562399,-0.307859,-0.072263,-0.087225,0.244324,-0.111643,0.085669
423358682641254542!,talented-antique-butterfly,0.020000,0.721403,-1.324483,0.098654,-0.542061,-0.896443,-0.443159,1.040407,3.715433,-0.291857,2.655051,-0.462712,0.935996,-0.221577,-0.056144,-0.059276,0.177033,-0.077500,0.056460
423358682641254542!,talented-antique-butterfly,0.030000,0.733456,-1.281645,0.095273,-0.511761,-0.901589,-0.432595,1.359719,4.846257,-0.387015,3.398330,-0.563610,1.174643,-0.156285,-0.043665,-0.038590,0.126074,-0.052100,0.034545
423358682641254542!,talented-antique-butterfly,0.040000,0.748178,-1.229092,0.091018,-0.475341,-0.907457,-0.420145,1.572072,5.652427,-0.465793,3.875710,-0.607509,1.312138,-0.105786,-0.033943,-0.022612,0.086632,-0.032462,0.017713
423358682641254542!,talented-antique-butterfly,0.050000,0.764608,-1.169712,0.086039,-0.435175,-0.913556,-0.406714,1.699668,6.208484,-0.531593,4.147232,-0.610624,1.371578,-0.066428,-0.026366,-0.010026,0.055867,-0.017012,0.004692
423358682641254542!,talented-antique-butterfly,0.060000,0.781997,-1.105746,0.080463,-0.393110,-0.919537,-0.393004,1.762347,6.570157,-0.585325,4.259062,-0.585630,1.370236,-0.035863,-0.020487,-0.000105,0.031951,-0.004857,-0.005322
423358682641254542!,talented-antique-butterfly,0.070000,0.799778,-1.038944,0.074415,-0.350578,-0.925165,-0.379565,1.776641,6.780980,-0.627159,4.247984,-0.542304,1.321832,-0.012411,-0.015965,0.007613,0.013576,0.004586,-0.012909
423358682641254542!,talented-antique-butterfly,0.080000,0.817524,-0.970660,0.068013,-0.308669,-0.930296,-0.366810,1.755754,6.875781,-0.657243,4.143769,-0.487989,1.237625,0.005253,-0.012533,0.013482,-0.000287,0.011765,-0.018533
423358682641254542!,talented-antique-butterfly,0.090000,0.834923,-0.901908,0.061370,-0.268177,-0.934850,-0.355042,1.709831,6.882615,-0.675921,3.970489,-0.427975,1.126890,0.018248,-0.009971,0.017812,-0.010505,0.017068,-0.022592
423358682641254542!,talented-antique-butterfly,0.100000,0.851760,-0.833435,0.054594,-0.229676,-0.938795,-0.344476,1.646408,6.823987,-0.683733,3.747409,-0.365910,0.997209,0.027541,-0.008097,0.020888,-0.017827,0.020847,-0.025430
423358682641254542!,talented-antique-butterfly,0.110000,0.867890,-0.765790,0.047787,-0.193574,-0.942124,-0.335265,1.570962,6.717688,-0.681314,3.489711,-0.304151,0.854690,0.033958,-0.006759,0.022967,-0.022893,0.023419,-0.027339
423358682641254542!,talented-antique-butterfly,0.120000,0.883214,-0.699369,0.041048,-0.160150,-0.944848,-0.327510,1.487385,6.577510,-0.669310,3.209132,-0.244079,0.704154,0.038187,-0.005832,0.024275,-0.026241,0.025056,-0.028560
423358682641254542!,talented-antique-butterfly,0.130000,0.897664,-0.634453,0.034469,-0.129583,-0.946987,-0.321271,1.398393,6.413915,-0.648318,2.914578,-0.186360,0.549321,0.040791,-0.005214,0.025000,-0.028308,0.025989,-0.029282
423358682641254542!,talented-antique-butterfly,0.140000,0.911198,-0.571237,0.028136,-0.101981,-0.948567,-0.316577,1.305837,6.234644,-0.618859,2.612684,-0.131160,0.392997,0.042213,-0.004823,0.025295,-0.029442,0.026401,-0.029649
423358682641254542!,talented-antique-butterfly,0.150000,0.923789,-0.509851,0.022134,-0.077395,-0.949609,-0.313436,1.210958,6.045278,-0.581380,2.308314,-0.078311,0.237257,0.042792,-0.004596,0.025280,-0.029908,0.026437,-0.029769
423358682641254542!,talented-antique-butterfly,0.160000,0.935419,-0.450379,0.016541,-0.055837,-0.950136,-0.311835,1.114563,5.849720,-0.536265,2.004987,-0.027437,0.083599,0.042782,-0.004481,0.025045,-0.029909,0.026209,-0.029717
423358682641254542!,talented-antique-butterfly,0.170000,0.946077,-0.392876,0.011434,-0.037288,-0.950163,-0.311753,1.017169,5.650610,-0.483860,1.705230,0.021953,-0.066909,0.042368,-0.004440,0.024656,-0.029591,0.025797,-0.029542
423358682641254542!,talented-antique-butterfly,0.180000,0.955758,-0.337372,0.006886,-0.021710,-0.949702,-0.313155,0.919094,5.449651,-0.424494,1.410854,0.070406,-0.213518,0.041679,-0.004447,0.024163,-0.029057,0.025260,-0.029276
423358682641254542!,talented-antique-butterfly,0.190000,0.964457,-0.283887,0.002966,-0.009049,-0.948757,-0.316005,0.820529,5.247873,-0.358500,1.123167,0.118478,-0.355711,0.040804,-0.004478,0.023598,-0.028381,0.024639,-0.028939
423358682641254542!,talented-antique-butterfly,0.200000,0.972172,-0.232431,-0.000258,0.000762,-0.947330,-0.320259,0.721589,5.045833,-0.286235,0.843139,0.166711,-0.493133,0.039801,-0.004520,0.022986,-0.027609,0.023964,-0.028536
423358682641254542!,talented-antique-butterfly,0.210000,0.978904,-0.183011,-0.002724,0.007797,-0.945414,-0.325872,0.622349,4.843775,-0.208088,0.571519,0.215616,-0.625543,0.038706,-0.004561,0.022341,-0.026774,0.023254,-0.028071
423358682641254542!,talented-antique-butterfly,0.220000,0.984650,-0.135631,-0.004372,0.012138,-0.943000,-0.332793,0.522870,4.641733,-0.124494,0.308917,0.265661,-0.752774,0.037541,-0.004592,0.021674,-0.025894,0.022522,-0.027538
423358682641254542!,talented-antique-butterfly,0.230000,0.989411,-0.090297,-0.005148,0.013873,-0.940073,-0.340975,0.423224,4.439617,-0.035930,0.055866,0.317267,-0.874712,0.036316,-0.004608,0.020993,-0.024980,0.021777,-0.026933
423358682641254542!,talented-antique-butterfly,0.240000,0.993188,-0.047015,-0.005003,0.013095,-0.936614,-0.350364,0.323516,4.237272,0.057083,-0.187134,0.370813,-0.991278,0.035036,-0.004603,0.020300,-0.024038,0.021026,-0.026245
423358682641254542!,talented-antique-butterfly,0.250000,0.995962,-0.005741,-0.003915,0.009959,-0.932611,-0.360883,0.223903,4.034456,0.153963,-0.419679,0.426607,-1.102459,0.033704,-0.004573,0.019601,-0.023073,0.020272,-0.025466
423358682641254542!,talented-antique-butterfly,0.260000,0.997732,0.033521,-0.001849,0.004575,-0.928042,-0.372476,0.124626,3.830968,0.254135,-0.641299,0.484935,-1.208237,0.032317,-0.004514,0.018897,-0.022085,0.019519,-0.024585
423358682641254542!,talented-antique-butterfly,0.270000,0.998505,0.070761,0.001225,-0.002949,-0.922879,-0.385090,0.026023,3.626661,0.357010,-0.851480,0.546045,-1.308610,0.030868,-0.004422,0.018188,-0.021072,0.018769,-0.023589
423358682641254542!,talented-antique-butterfly,0.280000,0.998290,0.105969,0.005332,-0.012498,-0.917093,-0.398674,-0.071449,3.421461,0.461989,-1.049665,0.610161,-1.403591,0.029354,-0.004294,0.017476,-0.020033,0.018023,-0.022467
423358682641254542!,talented-antique-butterfly,0.290000,0.997104,0.139133,0.010492,-0.023952,-0.910652,-0.413174,-0.167194,3.215392,0.568487,-1.235248,0.677486,-1.493207,0.027771,-0.004126,0.016763,-0.018967,0.017285,-0.021205
423358682641254542!,talented-antique-butterfly,0.300000,0.994968,0.170242,0.016717,-0.037185,-0.903524,-0.428538,-0.260459,3.008592,0.675939,-1.407577,0.748205,-1.577506,0.026116,-0.003913,0.016053,-0.017877,0.016560,-0.019793
