ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
1657479252752023822!,talented-zippy-butterfly,0.000000,1.660480,1.997172,0.721926,1.652041,0.757634,0.652679,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.210580,0.060004,0.152806,0.351081
1657479252752023822!,talented-zippy-butterfly,0.010000,1.655183,1.995813,0.716036,1.652298,0.757231,0.653147,-1.058765,-0.272236,-1.176376,0.049304,-0.081465,0.094447,0.137063,0.044334,0.136309,0.276103
1657479252752023822!,talented-zippy-butterfly,0.020000,1.640175,1.991334,0.699251,1.652717,0.756201,0.654340,-1.942274,-0.625933,-2.177967,0.028994,-0.126354,0.146024,0.077895,0.032194,0.123698,0.215865
1657479252752023822!,talented-zippy-butterfly,0.030000,1.616976,1.982935,0.673124,1.652564,0.754841,0.655908,-2.694900,-1.056537,-3.041270,-0.066981,-0.147932,0.170245,0.031356,0.023017,0.113678,0.167584
1657479252752023822!,talented-zippy-butterfly,0.040000,1.586730,1.969891,0.638913,1.651076,0.753330,0.657643,-3.348389,-1.553713,-3.790700,-0.238749,-0.156930,0.179763,-0.004484,0.016209,0.105141,0.128589
1657479252752023822!,talented-zippy-butterfly,0.050000,1.550336,1.951608,0.597695,1.647511,0.751750,0.659448,-3.923040,-2.103574,-4.440508,-0.482512,-0.161924,0.184589,-0.031119,0.011260,0.097149,0.096789
1657479252752023822!,talented-zippy-butterfly,0.060000,1.508524,1.927643,0.550432,1.641182,0.750105,0.661319,-4.429539,-2.689252,-4.997060,-0.791134,-0.169764,0.192556,-0.049445,0.007777,0.088947,0.070802
1657479252752023822!,talented-zippy-butterfly,0.070000,1.461955,1.897739,0.498050,1.631492,0.748336,0.663320,-4.871114,-3.291043,-5.461374,-1.154101,-0.185868,0.209690,-0.059855,0.005470,0.079979,0.049897
1657479252752023822!,talented-zippy-butterfly,0.080000,1.411290,1.861837,0.441484,1.617961,0.746341,0.665563,-5.245825,-3.886855,-5.831569,-1.557567,-0.214427,0.240452,-0.062476,0.004128,0.069915,0.033839
1657479252752023822!,talented-zippy-butterfly,0.090000,1.357249,1.820119,0.381716,1.600265,0.743988,0.668193,-5.548989,-4.453309,-6.105320,-1.984755,-0.258451,0.287768,-0.057476,0.003582,0.058680,0.022665
1657479252752023822!,talented-zippy-butterfly,0.100000,1.300532,1.773009,0.319677,1.578272,0.741092,0.671404,-5.776213,-4.967087,-6.282520,-2.416909,-0.320392,0.353646,-0.045453,0.003664,0.046462,0.016351
1657479252752023822!,talented-zippy-butterfly,0.110000,1.241952,1.721140,0.256355,1.552025,0.737477,0.675372,-5.924401,-5.407917,-6.365856,-2.835123,-0.401374,0.438284,-0.027432,0.004216,0.033686,0.014768
