ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
1607844273752088021!,talented-zippy-butterfly,0.000000,-1.678463,-1.459950,-0.740088,-1.805570,-0.572863,-0.819651,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.277220,-0.025360,0.209800,0.684372
1607844273752088021!,talented-zippy-butterfly,0.010000,-1.670643,-1.458235,-0.733705,-1.807730,-0.570801,-0.821088,1.563480,0.341927,1.275739,-0.429457,0.412817,-0.286981,0.175584,-0.029869,0.168895,0.517873
1607844273752088021!,talented-zippy-butterfly,0.020000,-1.648786,-1.453007,-0.716038,-1.813535,-0.565157,-0.824983,2.808316,0.704171,2.255667,-0.725624,0.716244,-0.490665,0.099097,-0.032772,0.137607,0.390801
1607844273752088021!,talented-zippy-butterfly,0.030000,-1.615642,-1.444093,-0.689690,-1.821734,-0.556880,-0.830593,3.818826,1.078376,3.009251,-0.906652,0.938408,-0.629166,0.041269,-0.033966,0.112358,0.290210
1607844273752088021!,talented-zippy-butterfly,0.040000,-1.573277,-1.431430,-0.656690,-1.831265,-0.546692,-0.837333,4.646677,1.450352,3.581520,-0.991421,1.097429,-0.716508,-0.002762,-0.033622,0.090963,0.207694
1607844273752088021!,talented-zippy-butterfly,0.050000,-1.523364,-1.415108,-0.618707,-1.841250,-0.535168,-0.844746,5.322876,1.805169,4.002418,-0.998026,1.205206,-0.763528,-0.036441,-0.032009,0.072147,0.138011
1607844273752088021!,talented-zippy-butterfly,0.060000,-1.467329,-1.395364,-0.577157,-1.850988,-0.522781,-0.852467,5.866195,2.129754,4.293234,-0.943412,1.269895,-0.778771,-0.062134,-0.029418,0.055246,0.078115
1607844273752088021!,talented-zippy-butterfly,0.070000,-1.406456,-1.372553,-0.533269,-1.859939,-0.509938,-0.860211,6.288858,2.413980,4.470768,-0.843259,1.297566,-0.769204,-0.081451,-0.026143,0.040002,0.026427
1607844273752088021!,talented-zippy-butterfly,0.080000,-1.341924,-1.347118,-0.488122,-1.867716,-0.496991,-0.867755,6.600458,2.651168,4.549913,-0.711806,1.293262,-0.740693,-0.095524,-0.022470,0.026398,-0.017743
1607844273752088021!,talented-zippy-butterfly,0.090000,-1.274824,-1.319554,-0.442648,-1.874066,-0.484246,-0.874932,6.810443,2.838174,4.545058,-0.561565,1.261623,-0.698267,-0.105218,-0.018664,0.014532,-0.054655
1607844273752088021!,talented-zippy-butterfly,0.100000,-1.206144,-1.290389,-0.397625,-1.878859,-0.471951,-0.881625,6.929327,2.975109,4.470616,-0.403002,1.207190,-0.646233,-0.111261,-0.014954,0.004514,-0.084475
1607844273752088021!,talented-zippy-butterfly,0.110000,-1.136730,-1.260120,-0.353664,-1.882059,-0.460305,-0.887761,6.968959,3.064749,4.340776,-0.244322,1.134443,-0.588210,-0.114322,-0.011517,-0.003605,-0.107494
1607844273752088021!,talented-zippy-butterfly,0.120000,-1.067287,-1.229193,-0.311232,-1.883701,-0.449461,-0.893300,6.942195,3.111867,4.169084,-0.091493,1.047690,-0.527141,-0.115028,-0.008472,-0.009863,-0.124224
1607844273752088021!,talented-zippy-butterfly,0.130000,-0.998394,-1.197997,-0.270669,-1.883866,-0.439532,-0.898227,6.862191,3.122455,3.967941,0.051579,0.950907,-0.465310,-0.113961,-0.005878,-0.014394,-0.135391
1607844273752088021!,talented-zippy-butterfly,0.140000,-0.930503,-1.166860,-0.232203,-1.882666,-0.430599,-0.902544,6.741608,3.102983,3.748169,0.182753,0.847589,-0.404380,-0.111649,-0.003745,-0.017402,-0.141877
1607844273752088021!,talented-zippy-butterfly,0.150000,-0.863950,-1.136043,-0.195969,-1.880221,-0.422708,-0.906266,6.591919,3.059792,3.518747,0.301284,0.740656,-0.345463,-0.108544,-0.002042,-0.019137,-0.144628
1607844273752088021!,talented-zippy-butterfly,0.160000,-0.798972,-1.105752,-0.162023,-1.876659,-0.415884,-0.909418,6.422954,2.998678,3.286751,0.407442,0.632419,-0.289210,-0.105015,-0.000715,-0.019859,-0.144566
1607844273752088021!,talented-zippy-butterfly,0.170000,-0.735718,-1.076138,-0.130366,-1.872095,-0.410131,-0.912027,6.242695,2.924656,3.057452,0.502170,0.524597,-0.235907,-0.101347,0.000302,-0.019815,-0.142524
1607844273752088021!,talented-zippy-butterfly,0.180000,-0.674272,-1.047307,-0.100951,-1.866638,-0.405439,-0.914122,6.057291,2.841888,2.834543,0.586795,0.418391,-0.185568,-0.097746,0.001077,-0.019222,-0.139204
1607844273752088021!,talented-zippy-butterfly,0.190000,-0.614663,-1.019330,-0.073707,-1.860381,-0.401790,-0.915732,5.871231,2.753712,2.620420,0.662818,0.314568,-0.138021,-0.094347,0.001672,-0.018258,-0.135161
1607844273752088021!,talented-zippy-butterfly,0.200000,-0.556887,-0.992248,-0.048540,-1.853400,-0.399158,-0.916882,5.687600,2.662746,2.416473,0.731765,0.213562,-0.092973,-0.091231,0.002143,-0.017061,-0.130812
1607844273752088021!,talented-zippy-butterfly,0.210000,-0.500913,-0.966079,-0.025349,-1.845760,-0.397517,-0.917595,5.508367,2.571005,2.223358,0.795098,0.115568,-0.050066,-0.088438,0.002533,-0.015735,-0.126450
1607844273752088021!,talented-zippy-butterfly,0.220000,-0.446697,-0.940823,-0.004029,-1.837509,-0.396838,-0.917889,5.334654,2.480035,2.041224,0.854166,0.020624,-0.008917,-0.085975,0.002878,-0.014351,-0.122266
1607844273752088021!,talented-zippy-butterfly,0.230000,-0.394183,-0.916467,0.015525,-1.828684,-0.397091,-0.917779,5.166982,2.391022,1.869891,0.910181,-0.071324,0.030860,-0.083829,0.003204,-0.012957,-0.118374
1607844273752088021!,talented-zippy-butterfly,0.240000,-0.343318,-0.892988,0.033418,-1.819309,-0.398251,-0.917277,5.005472,2.304899,1.708991,0.964214,-0.160371,0.069628,-0.081974,0.003528,-0.011583,-0.114830
1607844273752088021!,talented-zippy-butterfly,0.250000,-0.294043,-0.870353,0.049748,-1.809399,-0.400289,-0.916389,4.849972,2.222394,1.558049,1.017196,-0.246616,0.107725,-0.080379,0.003864,-0.010246,-0.111650
1607844273752088021!,talented-zippy-butterfly,0.260000,-0.246304,-0.848522,0.064611,-1.798959,-0.403181,-0.915120,4.700181,2.144094,1.416553,1.069927,-0.330139,0.145451,-0.079008,0.004218,-0.008955,-0.108823
