ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
1698985971437294329!,talented-antique-butterfly,0.000000,0.432980,-0.963854,-0.069972,-0.099540,0.781595,-0.623787,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.057990,0.016737,0.014886,-0.047125,0.020065,-0.011398
1698985971437294329!,talented-antique-butterfly,0.010000,0.432163,-0.963692,-0.069298,-0.098512,0.781771,-0.623565,-0.162900,0.032683,0.134503,0.205059,0.035293,0.044248,0.063277,0.015226,0.018571,-0.050505,0.023726,-0.016436
1698985971437294329!,talented-antique-butterfly,0.020000,0.429824,-0.963091,-0.067229,-0.095370,0.782332,-0.622862,-0.304705,0.088225,0.279418,0.422826,0.076704,0.096342,0.066259,0.014674,0.020604,-0.052537,0.025810,-0.018747
1698985971437294329!,talented-antique-butterfly,0.030000,0.426114,-0.961862,-0.063676,-0.090022,0.783327,-0.621610,-0.436868,0.158114,0.430655,0.645480,0.122164,0.153946,0.067877,0.014766,0.021668,-0.053807,0.026987,-0.019294
1698985971437294329!,talented-antique-butterfly,0.040000,0.421090,-0.959887,-0.058588,-0.082442,0.784794,-0.619757,-0.567090,0.237649,0.585978,0.868004,0.170646,0.216088,0.068733,0.015295,0.022200,-0.054687,0.027684,-0.018704
1698985971437294329!,talented-antique-butterfly,0.050000,0.414742,-0.957078,-0.051928,-0.072646,0.786761,-0.617258,-0.700708,0.324818,0.744219,1.087233,0.221748,0.282641,0.069206,0.016126,0.022473,-0.055409,0.028168,-0.017381
1698985971437294329!,talented-antique-butterfly,0.060000,0.407018,-0.953359,-0.043668,-0.060676,0.789254,-0.614067,-0.841576,0.419546,0.904739,1.301201,0.275402,0.353971,0.069524,0.017170,0.022651,-0.056110,0.028598,-0.015584
1698985971437294329!,talented-antique-butterfly,0.070000,0.397827,-0.948648,-0.033788,-0.046590,0.792300,-0.610132,-0.992612,0.523196,1.067070,1.508708,0.331663,0.430688,0.069811,0.018366,0.022826,-0.056859,0.029059,-0.013475
1698985971437294329!,talented-antique-butterfly,0.080000,0.387056,-0.942843,-0.022271,-0.030456,0.795925,-0.605395,-1.156110,0.638233,1.230654,1.709015,0.390558,0.513474,0.070119,0.019671,0.023041,-0.057676,0.029587,-0.011150
1698985971437294329!,talented-antique-butterfly,0.090000,0.374570,-0.935815,-0.009109,-0.012348,0.800156,-0.599792,-1.333881,0.767971,1.394668,1.901620,0.451957,0.602936,0.070440,0.021053,0.023299,-0.058545,0.030179,-0.008663
1698985971437294329!,talented-antique-butterfly,0.100000,0.360216,-0.927396,0.005696,0.007653,0.805017,-0.593252,-1.527280,0.916358,1.557885,2.086084,0.515476,0.699479,0.070722,0.022484,0.023575,-0.059414,0.030801,-0.006034
1698985971437294329!,talented-antique-butterfly,0.110000,0.343831,-0.917377,0.022129,0.029464,0.810525,-0.585704,-1.737130,1.087745,1.718576,2.261867,0.580398,0.803183,0.070865,0.023934,0.023818,-0.060196,0.031392,-0.003265
1698985971437294329!,talented-antique-butterfly,0.120000,0.325247,-0.905504,0.040153,0.052995,0.816691,-0.577075,-1.963583,1.286605,1.874451,2.428181,0.645601,0.913670,0.070730,0.025369,0.023955,-0.060776,0.031864,-0.000342
1698985971437294329!,talented-antique-butterfly,0.130000,0.304296,-0.891481,0.059705,0.078145,0.823509,-0.567303,-2.205914,1.517180,2.022619,2.583838,0.709525,1.029962,0.070135,0.026749,0.023892,-0.061000,0.032105,0.002755
1698985971437294329!,talented-antique-butterfly,0.140000,0.280822,-0.874970,0.080690,0.104799,0.830958,-0.556335,-2.462294,1.783018,2.159603,2.727102,0.770169,1.150347,0.068863,0.028018,0.023513,-0.060687,0.031978,0.006042
1698985971437294329!,talented-antique-butterfly,0.150000,0.254690,-0.855603,0.102977,0.132822,0.838993,-0.544142,-2.729554,2.086420,2.281409,2.855553,0.825131,1.272240,0.066667,0.029111,0.022690,-0.059623,0.031328,0.009526
1698985971437294329!,talented-antique-butterfly,0.160000,0.225801,-0.832999,0.126388,0.162048,0.847545,-0.530724,-3.003004,2.427808,2.383653,2.965981,0.871714,1.392092,0.063288,0.029942,0.021287,-0.057581,0.029987,0.013191
1698985971437294329!,talented-antique-butterfly,0.170000,0.194104,-0.806784,0.150700,0.192274,0.856514,-0.516123,-3.276347,2.805061,2.461772,3.054348,0.907099,1.505344,0.058473,0.030414,0.019171,-0.054333,0.027791,0.016990
1698985971437294329!,talented-antique-butterfly,0.180000,0.159602,-0.776623,0.175641,0.223249,0.865775,-0.500433,-3.541772,3.212930,2.511293,3.115831,0.928578,1.606487,0.052011,0.030421,0.016232,-0.049675,0.024593,0.020839
1698985971437294329!,talented-antique-butterfly,0.190000,0.122398,-0.742266,0.200881,0.254649,0.875167,-0.483821,-3.790348,3.642582,2.528285,3.145145,0.933943,1.689376,0.043778,0.029858,0.012405,-0.043471,0.020301,0.024608
1698985971437294329!,talented-antique-butterfly,0.200000,0.082724,-0.703593,0.226045,0.286083,0.884503,-0.466534,-4.012686,4.081611,2.509829,3.137049,0.921853,1.747742,0.033774,0.028639,0.007691,-0.035681,0.014895,0.028135
1698985971437294329!,talented-antique-butterfly,0.210000,0.040980,-0.660632,0.250753,0.317118,0.893589,-0.448886,-4.199759,4.514612,2.454443,3.086974,0.892059,1.775808,0.022153,0.026722,0.002171,-0.026402,0.008456,0.031259
1698985971437294329!,talented-antique-butterfly,0.220000,-0.002394,-0.613556,0.274634,0.347306,0.902247,-0.431220,-4.343658,4.924425,2.361912,2.991125,0.845199,1.768420,0.009230,0.024126,-0.003987,-0.015871,0.001168,0.033848
1698985971437294329!,talented-antique-butterfly,0.230000,-0.046807,-0.562658,0.297386,0.376241,0.910329,-0.413886,-4.438530,5.293364,2.233673,2.847386,0.782888,1.721937,-0.004532,0.020946,-0.010539,-0.004473,-0.006680,0.035828
1698985971437294329!,talented-antique-butterfly,0.240000,-0.091772,-0.508392,0.318693,0.403484,0.917709,-0.397253,-4.481432,5.605023,2.072115,2.655056,0.707367,1.634114,-0.018536,0.017338,-0.017167,0.007283,-0.014707,0.037172
1698985971437294329!,talented-antique-butterfly,0.250000,-0.136801,-0.451366,0.338261,0.428587,0.924283,-0.381708,-4.472869,5.845867,1.880787,2.415705,0.621523,1.504979,-0.032113,0.013508,-0.023512,0.018814,-0.022478,0.037910
1698985971437294329!,talented-antique-butterfly,0.260000,-0.181401,-0.392272,0.355848,0.451151,0.929979,-0.367612,-4.416667,6.006673,1.664107,2.133306,0.528503,1.337000,-0.044612,0.009692,-0.029231,0.029536,-0.029564,0.038135
1698985971437294329!,talented-antique-butterfly,0.270000,-0.225174,-0.331934,0.371211,0.470764,0.934740,-0.355332,-4.319779,6.083533,1.426848,1.813934,0.431418,1.134893,-0.055463,0.006116,-0.034021,0.038929,-0.035587,0.037964
1698985971437294329!,talented-antique-butterfly,0.280000,-0.267782,-0.271193,0.384155,0.487080,0.938535,-0.345184,-4.191107,6.077986,1.173855,1.465376,0.332934,0.905230,-0.064255,0.002973,-0.037676,0.046606,-0.040278,0.037530
1698985971437294329!,talented-antique-butterfly,0.290000,-0.308970,-0.210850,0.394537,0.499839,0.941358,-0.337411,-4.040387,5.996398,0.909678,1.096364,0.235039,0.655746,-0.070771,0.000398,-0.040100,0.052352,-0.043502,0.036955
1698985971437294329!,talented-antique-butterfly,0.300000,-0.348571,-0.151625,0.402257,0.508873,0.943218,-0.332175,-3.877087,5.848782,0.638360,0.715797,0.138962,0.394585,-0.074987,-0.001543,-0.041304,0.056124,-0.045257,0.036334
1698985971437294329!,talented-antique-butterfly,0.310000,-0.386506,-0.094125,0.407258,0.514101,0.944134,-0.329560,-3.709520,5.647355,0.363354,0.332056,0.045246,0.129623,-0.077037,-0.002846,-0.041395,0.058025,-0.045655,0.035719
1698985971437294329!,talented-antique-butterfly,0.320000,-0.422769,-0.038833,0.409513,0.515521,0.944130,-0.329574,-3.544243,5.405113,0.087557,-0.047508,-0.046099,-0.132060,-0.077172,-0.003560,-0.040538,0.058268,-0.044891,0.035131
1698985971437294329!,talented-antique-butterfly,0.330000,-0.457410,0.013893,0.409018,0.513196,0.943224,-0.332158,-3.385840,5.134634,-0.186628,-0.416882,-0.135407,-0.384514,-0.075708,-0.003764,-0.038936,0.057127,-0.043199,0.034566
1698985971437294329!,talented-antique-butterfly,0.340000,-0.490513,0.063823,0.405797,0.507249,0.941433,-0.337200,-3.236898,4.847181,-0.457190,-0.771523,-0.223175,-0.623087,-0.072987,-0.003555,-0.036795,0.054902,-0.040828,0.034004
1698985971437294329!,talented-antique-butterfly,0.350000,-0.522180,0.110836,0.399897,0.497843,0.938770,-0.344543,-3.098143,4.552186,-0.722371,-1.108280,-0.309921,-0.844436,-0.069343,-0.003032,-0.034312,0.051886,-0.038013,0.033430
