ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
87405917904673974!,thoughtful-zippy-butterfly,0.000000,-0.049395,2.292770,0.580298,0.394485,0.490427,-0.097372,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.519210,0.453400,-0.171733,-0.610201
87405917904673974!,thoughtful-zippy-butterfly,0.010000,-0.068895,2.285179,0.579414,0.393171,0.490142,-0.098795,-3.889317,-1.532536,-0.177436,-0.260636,-0.056942,-0.282501,0.214390,0.208590,-0.086646,-0.319504
87405917904673974!,thoughtful-zippy-butterfly,0.020000,-0.116413,2.265328,0.577369,0.389517,0.489345,-0.102673,-5.601830,-2.454038,-0.232357,-0.468099,-0.103067,-0.491221,0.076579,0.096178,-0.047719,-0.183893
87405917904673974!,thoughtful-zippy-butterfly,0.030000,-0.176011,2.237566,0.575047,0.383945,0.488100,-0.108437,-6.306132,-3.104900,-0.233154,-0.644227,-0.146522,-0.659525,0.016282,0.043721,-0.029326,-0.115870
87405917904673974!,thoughtful-zippy-butterfly,0.040000,-0.240261,2.204000,0.572830,0.376739,0.486420,-0.115738,-6.540118,-3.612107,-0.211537,-0.796032,-0.190294,-0.799759,-0.008827,0.018506,-0.020181,-0.078463
87405917904673974!,thoughtful-zippy-butterfly,0.050000,-0.305718,2.165787,0.570866,0.368122,0.484296,-0.124327,-6.549735,-4.031784,-0.182180,-0.926811,-0.235520,-0.917434,-0.018154,0.005740,-0.015229,-0.055320
87405917904673974!,thoughtful-zippy-butterfly,0.060000,-0.370710,2.123672,0.569202,0.358292,0.481711,-0.133994,-6.447923,-4.390845,-0.151818,-1.038713,-0.282471,-1.015493,-0.020494,-0.001273,-0.012186,-0.039058
87405917904673974!,thoughtful-zippy-butterfly,0.070000,-0.434387,2.078196,0.567831,0.347428,0.478648,-0.144554,-6.287346,-4.702663,-0.123480,-1.133416,-0.330940,-1.095808,-0.019826,-0.005569,-0.010021,-0.026327
87405917904673974!,thoughtful-zippy-butterfly,0.080000,-0.496285,2.029799,0.566730,0.335692,0.475094,-0.155840,-6.093380,-4.974108,-0.098425,-1.212407,-0.380446,-1.159830,-0.017956,-0.008518,-0.008268,-0.015624
87405917904673974!,thoughtful-zippy-butterfly,0.090000,-0.556132,1.978869,0.565863,0.323234,0.471041,-0.167693,-5.879056,-5.209003,-0.077076,-1.277101,-0.430361,-1.208864,-0.015712,-0.010741,-0.006720,-0.006289
87405917904673974!,thoughtful-zippy-butterfly,0.100000,-0.613759,1.925761,0.565194,0.310190,0.466488,-0.179970,-5.651765,-5.409842,-0.059461,-1.328892,-0.480011,-1.244204,-0.013481,-0.012518,-0.005285,0.001960
87405917904673974!,thoughtful-zippy-butterfly,0.110000,-0.669056,1.870811,0.564688,0.296684,0.461442,-0.192540,-5.416269,-5.578617,-0.045444,-1.369160,-0.528735,-1.267167,-0.011450,-0.013977,-0.003924,0.009241
87405917904673974!,thoughtful-zippy-butterfly,0.120000,-0.721954,1.814335,0.564310,0.282824,0.455914,-0.205285,-5.176039,-5.717184,-0.034833,-1.399263,-0.575942,-1.279098,-0.009709,-0.015182,-0.002620,0.015608
87405917904673974!,thoughtful-zippy-butterfly,0.130000,-0.772414,1.756631,0.564028,0.268705,0.449924,-0.218101,-4.933841,-5.827397,-0.027444,-1.420513,-0.621138,-1.281355,-0.008302,-0.016169,-0.001366,0.021096
87405917904673974!,thoughtful-zippy-butterfly,0.140000,-0.820425,1.697980,0.563812,0.254412,0.443494,-0.230896,-4.692006,-5.911135,-0.023130,-1.434150,-0.663947,-1.275279,-0.007248,-0.016964,-0.000158,0.025740
87405917904673974!,thoughtful-zippy-butterfly,0.150000,-0.865995,1.638646,0.563632,0.240015,0.436650,-0.243592,-4.452551,-5.970281,-0.021790,-1.441327,-0.704118,-1.262166,-0.006550,-0.017585,0.001005,0.029579
87405917904673974!,thoughtful-zippy-butterfly,0.160000,-0.909151,1.578876,0.563459,0.225576,0.429420,-0.256122,-4.217239,-6.006695,-0.023371,-1.443084,-0.741521,-1.243249,-0.006201,-0.018051,0.002124,0.032658
87405917904673974!,thoughtful-zippy-butterfly,0.170000,-0.949970,1.518874,0.563255,0.211147,0.421832,-0.268435,-3.987508,-6.022190,-0.027869,-1.440328,-0.776145,-1.219671,-0.006186,-0.018381,0.003201,0.035032
87405917904673974!,thoughtful-zippy-butterfly,0.180000,-0.988518,1.458841,0.562990,0.196770,0.413915,-0.280490,-3.764671,-6.018482,-0.035313,-1.433852,-0.808080,-1.192473,-0.006484,-0.018590,0.004234,0.036754
87405917904673974!,thoughtful-zippy-butterfly,0.190000,-1.024871,1.398960,0.562633,0.182477,0.405694,-0.292254,-3.549878,-5.997202,-0.045745,-1.424327,-0.837504,-1.162584,-0.007066,-0.018692,0.005221,0.037881
87405917904673974!,thoughtful-zippy-butterfly,0.200000,-1.059116,1.339402,0.562152,0.168297,0.397192,-0.303708,-3.344116,-5.959906,-0.059207,-1.412306,-0.864658,-1.130810,-0.007901,-0.018701,0.006160,0.038467
