ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
282862865930422345!,great-impartial-bumblebee,0.000000,2.047652,-1.165329,0.000000,-1.165329,0.000000,0.000000,0.000000,0.000000,-0.020052,0.044077,0.050995
282862865930422345!,great-impartial-bumblebee,0.010000,2.040928,-1.165688,0.000000,-1.165688,-1.344871,-0.071774,0.000000,-0.071774,-0.017907,0.037160,0.045956
282862865930422345!,great-impartial-bumblebee,0.020000,2.021613,-1.166719,0.000000,-1.166719,-2.515786,-0.134265,0.000000,-0.134265,-0.015986,0.030969,0.041446
282862865930422345!,great-impartial-bumblebee,0.030000,1.991342,-1.168334,0.000000,-1.168334,-3.530987,-0.188445,0.000000,-0.188445,-0.014269,0.025431,0.037411
282862865930422345!,great-impartial-bumblebee,0.040000,1.951582,-1.170456,0.000000,-1.170456,-4.406906,-0.235192,0.000000,-0.235192,-0.012734,0.020482,0.033805
282862865930422345!,great-impartial-bumblebee,0.050000,1.903647,-1.173015,0.000000,-1.173015,-5.158338,-0.275295,0.000000,-0.275295,-0.011363,0.016062,0.030584
282862865930422345!,great-impartial-bumblebee,0.060000,1.848714,-1.175946,0.000000,-1.175946,-5.798602,-0.309465,0.000000,-0.309465,-0.010140,0.012118,0.027711
282862865930422345!,great-impartial-bumblebee,0.070000,1.787858,-1.179194,0.000000,-1.179194,-6.339691,-0.338342,0.000000,-0.338342,-0.009050,0.008604,0.025151
282862865930422345!,great-impartial-bumblebee,0.080000,1.722067,-1.182705,0.000000,-1.182705,-6.792401,-0.362503,0.000000,-0.362503,-0.008080,0.005477,0.022873
282862865930422345!,great-impartial-bumblebee,0.090000,1.652184,-1.186435,0.000000,-1.186435,-7.166464,-0.382466,0.000000,-0.382466,-0.007219,0.002698,0.020848
282862865930422345!,great-impartial-bumblebee,0.100000,1.578947,-1.190344,0.000000,-1.190344,-7.470636,-0.398700,0.000000,-0.398700,-0.006454,0.000232,0.019052
282862865930422345!,great-impartial-bumblebee,0.110000,1.503004,-1.194396,0.000000,-1.194396,-7.712784,-0.411623,0.000000,-0.411623,-0.005776,-0.001953,0.017460
282862865930422345!,great-impartial-bumblebee,0.120000,1.424931,-1.198563,0.000000,-1.198563,-7.899979,-0.421613,0.000000,-0.421613,-0.005177,-0.003885,0.016052
282862865930422345!,great-impartial-bumblebee,0.130000,1.345237,-1.202816,0.000000,-1.202816,-8.038568,-0.429010,0.000000,-0.429010,-0.004648,-0.005591,0.014809
282862865930422345!,great-impartial-bumblebee,0.140000,1.264372,-1.207132,0.000000,-1.207132,-8.134248,-0.434116,0.000000,-0.434116,-0.004182,-0.007094,0.013714
282862865930422345!,great-impartial-bumblebee,0.150000,1.182740,-1.211489,0.000000,-1.211489,-8.192131,-0.437205,0.000000,-0.437205,-0.003772,-0.008414,0.012752
282862865930422345!,great-impartial-bumblebee,0.160000,1.100695,-1.215867,0.000000,-1.215867,-8.216804,-0.438522,0.000000,-0.438522,-0.003413,-0.009571,0.011909
282862865930422345!,great-impartial-bumblebee,0.170000,1.018549,-1.220251,0.000000,-1.220251,-8.212380,-0.438286,0.000000,-0.438286,-0.003100,-0.010582,0.011173
282862865930422345!,great-impartial-bumblebee,0.180000,0.936579,-1.224626,0.000000,-1.224626,-8.182545,-0.436694,0.000000,-0.436694,-0.002827,-0.011461,0.010532
282862865930422345!,great-impartial-bumblebee,0.190000,0.855024,-1.228978,0.000000,-1.228978,-8.130600,-0.433921,0.000000,-0.433921,-0.002591,-0.012222,0.009977
282862865930422345!,great-impartial-bumblebee,0.200000,0.774096,-1.233298,0.000000,-1.233298,-8.059502,-0.430127,0.000000,-0.430127,-0.002388,-0.012879,0.009499
282862865930422345!,great-impartial-bumblebee,0.210000,0.693977,-1.237573,0.000000,-1.237573,-7.971897,-0.425451,0.000000,-0.425451,-0.002213,-0.013441,0.009090
282862865930422345!,great-impartial-bumblebee,0.220000,0.614824,-1.241798,0.000000,-1.241798,-7.870148,-0.420021,0.000000,-0.420021,-0.002065,-0.013919,0.008741
282862865930422345!,great-impartial-bumblebee,0.230000,0.536773,-1.245963,0.000000,-1.245963,-7.756370,-0.413949,0.000000,-0.413949,-0.001940,-0.014323,0.008447
282862865930422345!,great-impartial-bumblebee,0.240000,0.459938,-1.250064,0.000000,-1.250064,-7.632447,-0.407335,0.000000,-0.407335,-0.001835,-0.014659,0.008202
282862865930422345!,great-impartial-bumblebee,0.250000,0.384418,-1.254094,0.000000,-1.254094,-7.500059,-0.400270,0.000000,-0.400270,-0.001749,-0.014936,0.008000
