ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
2218837216672989090!,great-proficient-bumblebee,0.000000,-1.838181,0.499790,0.000000,0.499790,0.000000,0.000000,0.000000,0.000000,-0.062565,-0.055517,0.003614,0.048671
2218837216672989090!,great-proficient-bumblebee,0.010000,-1.833062,0.501068,0.000000,0.501068,1.023693,0.255532,0.000000,0.255532,-0.054341,-0.048749,0.002455,0.042265
2218837216672989090!,great-proficient-bumblebee,0.020000,-1.818360,0.504738,0.000000,0.504738,1.914973,0.478012,0.000000,0.478012,-0.046979,-0.042691,0.001418,0.036532
2218837216672989090!,great-proficient-bumblebee,0.030000,-1.795318,0.510489,0.000000,0.510489,2.687728,0.670905,0.000000,0.670905,-0.040394,-0.037272,0.000491,0.031403
2218837216672989090!,great-proficient-bumblebee,0.040000,-1.765053,0.518044,0.000000,0.518044,3.354462,0.837334,0.000000,0.837334,-0.034508,-0.032429,-0.000338,0.026819
2218837216672989090!,great-proficient-bumblebee,0.050000,-1.728566,0.527152,0.000000,0.527152,3.926439,0.980110,0.000000,0.980110,-0.029252,-0.028104,-0.001079,0.022725
2218837216672989090!,great-proficient-bumblebee,0.060000,-1.686752,0.537589,0.000000,0.537589,4.413798,1.101763,0.000000,1.101763,-0.024563,-0.024246,-0.001739,0.019073
2218837216672989090!,great-proficient-bumblebee,0.070000,-1.640413,0.549156,0.000000,0.549156,4.825665,1.204573,0.000000,1.204573,-0.020385,-0.020807,-0.002328,0.015818
2218837216672989090!,great-proficient-bumblebee,0.080000,-1.590267,0.561674,0.000000,0.561674,5.170256,1.290588,0.000000,1.290588,-0.016665,-0.017746,-0.002852,0.012921
2218837216672989090!,great-proficient-bumblebee,0.090000,-1.536956,0.574981,0.000000,0.574981,5.454961,1.361656,0.000000,1.361656,-0.013359,-0.015025,-0.003318,0.010346
