ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
319667875830784350!,lush-proficient-bumblebee,0.000000,1.547051,-1.978286,0.000000,-1.978286,0.000000,0.000000,0.000000,0.000000,0.059094,-0.011742,-0.086163,-0.046901
319667875830784350!,lush-proficient-bumblebee,0.010000,1.543522,-1.972314,0.000000,-1.972314,-0.705905,1.194269,0.000000,1.194269,0.051582,-0.010636,-0.075709,-0.040944
319667875830784350!,lush-proficient-bumblebee,0.020000,1.533384,-1.955162,0.000000,-1.955162,-1.320502,2.234061,0.000000,2.234061,0.044858,-0.009646,-0.066352,-0.035613
319667875830784350!,lush-proficient-bumblebee,0.030000,1.517495,-1.928281,0.000000,-1.928281,-1.853367,3.135577,0.000000,3.135577,0.038843,-0.008761,-0.057981,-0.030844
319667875830784350!,lush-proficient-bumblebee,0.040000,1.496625,-1.892974,0.000000,-1.892974,-2.313125,3.913408,0.000000,3.913408,0.033468,-0.007970,-0.050500,-0.026581
319667875830784350!,lush-proficient-bumblebee,0.050000,1.471465,-1.850406,0.000000,-1.850406,-2.707542,4.580693,0.000000,4.580693,0.028667,-0.007264,-0.043820,-0.022775
319667875830784350!,lush-proficient-bumblebee,0.060000,1.442631,-1.801625,0.000000,-1.801625,-3.043608,5.149259,0.000000,5.149259,0.024384,-0.006633,-0.037860,-0.019379
319667875830784350!,lush-proficient-bumblebee,0.070000,1.410682,-1.747572,0.000000,-1.747572,-3.327618,5.629754,0.000000,5.629754,0.020568,-0.006072,-0.032548,-0.016353
319667875830784350!,lush-proficient-bumblebee,0.080000,1.376140,-1.689133,0.000000,-1.689133,-3.565237,6.031765,0.000000,6.031765,0.017171,-0.005572,-0.027822,-0.013660
319667875830784350!,lush-proficient-bumblebee,0.090000,1.339449,-1.627059,0.000000,-1.627059,-3.761574,6.363932,0.000000,6.363932,0.014153,-0.005128,-0.023621,-0.011266
319667875830784350!,lush-proficient-bumblebee,0.100000,1.301000,-1.562009,0.000000,-1.562009,-3.921222,6.634029,0.000000,6.634029,0.011475,-0.004733,-0.019894,-0.009143
319667875830784350!,lush-proficient-bumblebee,0.110000,1.261133,-1.494562,0.000000,-1.494562,-4.048313,6.849046,0.000000,6.849046,0.009101,-0.004384,-0.016591,-0.007261
319667875830784350!,lush-proficient-bumblebee,0.120000,1.220150,-1.425226,0.000000,-1.425226,-4.146560,7.015262,0.000000,7.015262,0.007002,-0.004075,-0.013670,-0.005597
319667875830784350!,lush-proficient-bumblebee,0.130000,1.178318,-1.354453,0.000000,-1.354453,-4.219294,7.138315,0.000000,7.138315,0.005150,-0.003802,-0.011092,-0.004127
319667875830784350!,lush-proficient-bumblebee,0.140000,1.135874,-1.282644,0.000000,-1.282644,-4.269506,7.223266,0.000000,7.223266,0.003518,-0.003562,-0.008821,-0.002833
319667875830784350!,lush-proficient-bumblebee,0.150000,1.093027,-1.210155,0.000000,-1.210155,-4.299881,7.274655,0.000000,7.274655,0.002084,-0.003351,-0.006825,-0.001696
319667875830784350!,lush-proficient-bumblebee,0.160000,1.049963,-1.137298,0.000000,-1.137298,-4.312825,7.296554,0.000000,7.296554,0.000827,-0.003166,-0.005077,-0.000700
319667875830784350!,lush-proficient-bumblebee,0.170000,1.006847,-1.064353,0.000000,-1.064353,-4.310498,7.292617,0.000000,7.292617,-0.000270,-0.003005,-0.003550,0.000170
319667875830784350!,lush-proficient-bumblebee,0.180000,0.963822,-0.991562,0.000000,-0.991562,-4.294833,7.266115,0.000000,7.266115,-0.001225,-0.002864,-0.002221,0.000927
319667875830784350!,lush-proficient-bumblebee,0.190000,0.921014,-0.919139,0.000000,-0.919139,-4.267564,7.219980,0.000000,7.219980,-0.002052,-0.002743,-0.001070,0.001583
319667875830784350!,lush-proficient-bumblebee,0.200000,0.878534,-0.847270,0.000000,-0.847270,-4.230242,7.156838,0.000000,7.156838,-0.002765,-0.002638,-0.000078,0.002148
319667875830784350!,lush-proficient-bumblebee,0.210000,0.836478,-0.776118,0.000000,-0.776118,-4.184255,7.079037,0.000000,7.079037,-0.003376,-0.002548,0.000772,0.002632
319667875830784350!,lush-proficient-bumblebee,0.220000,0.794928,-0.705823,0.000000,-0.705823,-4.130845,6.988676,0.000000,6.988676,-0.003895,-0.002471,0.001495,0.003044
319667875830784350!,lush-proficient-bumblebee,0.230000,0.753955,-0.636504,0.000000,-0.636504,-4.071120,6.887630,0.000000,6.887630,-0.004333,-0.002407,0.002105,0.003392
319667875830784350!,lush-proficient-bumblebee,0.240000,0.713620,-0.568263,0.000000,-0.568263,-4.006068,6.777575,0.000000,6.777575,-0.004699,-0.002353,0.002614,0.003682
319667875830784350!,lush-proficient-bumblebee,0.250000,0.673973,-0.501188,0.000000,-0.501188,-3.936573,6.660001,0.000000,6.660001,-0.005000,-0.002309,0.003032,0.003920
319667875830784350!,lush-proficient-bumblebee,0.260000,0.635058,-0.435351,0.000000,-0.435351,-3.863420,6.536239,0.000000,6.536239,-0.005243,-0.002273,0.003371,0.004113
319667875830784350!,lush-proficient-bumblebee,0.270000,0.596910,-0.370811,0.000000,-0.370811,-3.787308,6.407470,0.000000,6.407470,-0.005436,-0.002245,0.003639,0.004266
319667875830784350!,lush-proficient-bumblebee,0.280000,0.559557,-0.307616,0.000000,-0.307616,-3.708856,6.274744,0.000000,6.274744,-0.005583,-0.002223,0.003844,0.004383
319667875830784350!,lush-proficient-bumblebee,0.290000,0.523022,-0.245805,0.000000,-0.245805,-3.628617,6.138992,0.000000,6.138992,-0.005690,-0.002207,0.003993,0.004467
319667875830784350!,lush-proficient-bumblebee,0.300000,0.487322,-0.185408,0.000000,-0.185408,-3.547075,6.001038,0.000000,6.001038,-0.005762,-0.002197,0.004092,0.004524
319667875830784350!,lush-proficient-bumblebee,0.310000,0.452470,-0.126443,0.000000,-0.126443,-3.464663,5.861611,0.000000,5.861611,-0.005802,-0.002191,0.004149,0.004556
319667875830784350!,lush-proficient-bumblebee,0.320000,0.418446,-0.068880,0.000000,-0.068880,-3.381760,5.721352,0.000000,5.721352,-0.005816,-0.002189,0.004168,0.004567
319667875830784350!,lush-proficient-bumblebee,0.330000,0.385255,-0.012727,0.000000,-0.012727,-3.298689,5.580811,0.000000,5.580811,-0.005806,-0.002190,0.004154,0.004560
319667875830784350!,lush-proficient-bumblebee,0.340000,0.352899,0.042014,0.000000,0.042014,-3.215736,5.440469,0.000000,5.440469,-0.005776,-0.002194,0.004112,0.004536
