ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
356335957490236305!,thoughtful-zippy-butterfly,0.000000,1.533042,-1.212485,0.723597,0.616394,0.261096,0.426414,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.096765,-0.139570,0.127293,0.374120
356335957490236305!,thoughtful-zippy-butterfly,0.010000,1.524809,-1.213691,0.722078,0.618145,0.260030,0.427065,-1.645166,-0.239180,-0.303536,0.348738,-0.212931,0.129649,0.012243,-0.056350,0.080894,0.253617
356335957490236305!,thoughtful-zippy-butterfly,0.020000,1.504005,-1.215753,0.717707,0.623196,0.257005,0.428892,-2.515993,-0.171670,-0.571233,0.659871,-0.391997,0.234896,0.060837,-0.017368,0.058024,0.192682
356335957490236305!,thoughtful-zippy-butterfly,0.030000,1.476340,-1.216461,0.710753,0.631207,0.252288,0.431684,-3.015484,0.029003,-0.819393,0.938960,-0.550869,0.321943,0.081219,0.001067,0.045953,0.159047
356335957490236305!,thoughtful-zippy-butterfly,0.040000,1.444604,-1.214906,0.701369,0.641866,0.246047,0.435271,-3.329007,0.277770,-1.056171,1.187548,-0.695802,0.393318,0.088577,0.009957,0.038909,0.138202
356335957490236305!,thoughtful-zippy-butterfly,0.050000,1.410227,-1.210807,0.689644,0.654873,0.238406,0.439503,-3.543228,0.534312,-1.286128,1.406074,-0.829887,0.450168,0.090031,0.014429,0.034227,0.123463
356335957490236305!,thoughtful-zippy-butterfly,0.060000,1.374000,-1.204180,0.675630,0.669927,0.229464,0.444237,-3.698974,0.779706,-1.511928,1.594689,-0.954717,0.493146,0.088901,0.016872,0.030669,0.111734
356335957490236305!,thoughtful-zippy-butterfly,0.070000,1.336413,-1.195180,0.659358,0.686733,0.219309,0.449337,-3.815633,1.005040,-1.735104,1.753551,-1.071138,0.522794,0.086726,0.018391,0.027667,0.101586
356335957490236305!,thoughtful-zippy-butterfly,0.080000,1.297815,-1.184027,0.640850,0.704993,0.208023,0.454672,-3.902588,1.206097,-1.956452,1.882926,-1.179609,0.539698,0.084211,0.019489,0.024963,0.092379
356335957490236305!,thoughtful-zippy-butterfly,0.090000,1.258484,-1.170972,0.620120,0.724415,0.195683,0.460118,-3.964610,1.380920,-2.176266,1.983231,-1.280391,0.544536,0.081669,0.020391,0.022452,0.083840
356335957490236305!,thoughtful-zippy-butterfly,0.100000,1.218658,-1.156305,0.597201,0.744692,0.182375,0.465553,-4.004459,1.528752,-2.394430,2.055088,-1.373645,0.538109,0.079239,0.021191,0.020091,0.075861
356335957490236305!,thoughtful-zippy-butterfly,0.110000,1.178544,-1.140314,0.572124,0.765534,0.168179,0.470867,-4.023964,1.649518,-2.610570,2.099245,-1.459491,0.521286,0.076967,0.021927,0.017870,0.068408
356335957490236305!,thoughtful-zippy-butterfly,0.120000,1.138333,-1.123269,0.544913,0.786666,0.153171,0.475961,-4.024552,1.743560,-2.824159,2.116524,-1.538040,0.494963,0.074861,0.022608,0.015792,0.061469
356335957490236305!,thoughtful-zippy-butterfly,0.130000,1.098200,-1.105436,0.515597,0.807827,0.137420,0.480745,-4.007515,1.811534,-3.034549,2.107810,-1.609412,0.460047,0.072912,0.023236,0.013859,0.055037
356335957490236305!,thoughtful-zippy-butterfly,0.140000,1.058314,-1.087065,0.484206,0.828764,0.120996,0.485139,-3.974084,1.854348,-3.240999,2.074028,-1.673736,0.417439,0.071102,0.023811,0.012073,0.049093
356335957490236305!,thoughtful-zippy-butterfly,0.150000,1.018830,-1.068398,0.450783,0.849236,0.103967,0.489071,-3.925438,1.873118,-3.442695,2.016117,-1.731150,0.368010,0.069412,0.024335,0.010432,0.043610
356335957490236305!,thoughtful-zippy-butterfly,0.160000,0.979897,-1.049666,0.415375,0.869009,0.086400,0.492478,-3.862682,1.869130,-3.638750,1.935017,-1.781798,0.312598,0.067821,0.024811,0.008929,0.038549
356335957490236305!,thoughtful-zippy-butterfly,0.170000,0.941651,-1.031085,0.378041,0.887858,0.068361,0.495305,-3.786813,1.843814,-3.828210,1.831655,-1.825821,0.251995,0.066307,0.025244,0.007553,0.033863
356335957490236305!,thoughtful-zippy-butterfly,0.180000,0.904224,-1.012859,0.338850,0.905566,0.049913,0.497502,-3.698672,1.798718,-4.010050,1.706953,-1.863358,0.186947,0.064850,0.025635,0.006294,0.029503
356335957490236305!,thoughtful-zippy-butterfly,0.190000,0.867737,-0.995174,0.297881,0.921924,0.031122,0.499031,-3.599025,1.735450,-4.183171,1.561813,-1.894536,0.118151,0.063430,0.025994,0.005134,0.025406
356335957490236305!,thoughtful-zippy-butterfly,0.200000,0.832303,-0.978203,0.255229,0.936734,0.012049,0.499855,-3.488393,1.655719,-4.346386,1.397159,-1.919471,0.046269,0.062025,0.026322,0.004060,0.021521
356335957490236305!,thoughtful-zippy-butterfly,0.210000,0.798023,-0.962107,0.211000,0.949804,-0.007242,0.499948,-3.367176,1.561282,-4.498420,1.213950,-1.938262,-0.028076,0.060613,0.026623,0.003055,0.017792
356335957490236305!,thoughtful-zippy-butterfly,0.220000,0.765005,-0.947022,0.165312,0.960953,-0.026691,0.499287,-3.235649,1.453932,-4.637943,1.013179,-1.951005,-0.104296,0.059175,0.026900,0.002104,0.014167
356335957490236305!,thoughtful-zippy-butterfly,0.230000,0.733357,-0.933066,0.118296,0.970011,-0.046237,0.497858,-3.093967,1.335513,-4.763558,0.795913,-1.957793,-0.181825,0.057690,0.027153,0.001190,0.010598
356335957490236305!,thoughtful-zippy-butterfly,0.240000,0.703182,-0.920337,0.070098,0.976820,-0.065822,0.495648,-2.942209,1.207910,-4.873811,0.563331,-1.958717,-0.260118,0.056141,0.027384,0.000299,0.007042
356335957490236305!,thoughtful-zippy-butterfly,0.250000,0.674587,-0.908917,0.020877,0.981232,-0.085388,0.492655,-2.780391,1.073064,-4.967214,0.316748,-1.953874,-0.338649,0.054510,0.027589,-0.000581,0.003461
