ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2
42536347411894145!,rebel-devious-beetle,0.000000,0.432980,-0.963854,1.211843,-1.591049,0.000000,0.000000,0.000000,0.000000,-0.270847,-0.003015
42536347411894145!,rebel-devious-beetle,0.010000,0.430826,-0.964692,1.208018,-1.593955,-0.430929,-0.167091,-0.765164,-0.579899,-0.234148,-0.010704
42536347411894145!,rebel-devious-beetle,0.020000,0.424801,-0.966861,1.196993,-1.602251,-0.773963,-0.265905,-1.440933,-1.076478,-0.208080,-0.015904
42536347411894145!,rebel-devious-beetle,0.030000,0.415649,-0.969777,1.179496,-1.615174,-1.055734,-0.316036,-2.059383,-1.503884,-0.189449,-0.019189
42536347411894145!,rebel-devious-beetle,0.040000,0.403890,-0.973029,1.155984,-1.632085,-1.294379,-0.333151,-2.642648,-1.871751,-0.176002,-0.020995
42536347411894145!,rebel-devious-beetle,0.050000,0.389890,-0.976347,1.126725,-1.652420,-1.502505,-0.329464,-3.205984,-2.186043,-0.166151,-0.021652
42536347411894145!,rebel-devious-beetle,0.060000,0.373907,-0.979570,1.091860,-1.675662,-1.689152,-0.314217,-3.759772,-2.449864,-0.158780,-0.021415
42536347411894145!,rebel-devious-beetle,0.070000,0.356120,-0.982615,1.051441,-1.701315,-1.861121,-0.294142,-4.310829,-2.664164,-0.153103,-0.020482
42536347411894145!,rebel-devious-beetle,0.080000,0.336644,-0.985460,1.005462,-1.728886,-2.023822,-0.273823,-4.863271,-2.828316,-0.148565,-0.019007
42536347411894145!,rebel-devious-beetle,0.090000,0.315542,-0.988117,0.953884,-1.757870,-2.181803,-0.255977,-5.419070,-2.940583,-0.144765,-0.017112
42536347411894145!,rebel-devious-beetle,0.100000,0.292831,-0.990619,0.896649,-1.787742,-2.339022,-0.241666,-5.978424,-2.998503,-0.141418,-0.014898
42536347411894145!,rebel-devious-beetle,0.110000,0.268504,-0.993004,0.833743,-1.817931,-2.498985,-0.230497,-6.539972,-2.999373,-0.138304,-0.012452
42536347411894145!,rebel-devious-beetle,0.120000,0.242516,-0.995294,0.765159,-1.847845,-2.664675,-0.220772,-7.101016,-2.940401,-0.135264,-0.009848
42536347411894145!,rebel-devious-beetle,0.130000,0.214791,-0.997491,0.690918,-1.876868,-2.838463,-0.209661,-7.657690,-2.818969,-0.132183,-0.007150
42536347411894145!,rebel-devious-beetle,0.140000,0.185232,-0.999564,0.611082,-1.904358,-3.021991,-0.193419,-8.205113,-2.632908,-0.128980,-0.004418
42536347411894145!,rebel-devious-beetle,0.150000,0.153731,-1.001437,0.525771,-1.929654,-3.216012,-0.167614,-8.737554,-2.380712,-0.125601,-0.001704
42536347411894145!,rebel-devious-beetle,0.160000,0.120175,-1.002989,0.435163,-1.952084,-3.420266,-0.127400,-9.248616,-2.061722,-0.122015,0.000940
42536347411894145!,rebel-devious-beetle,0.170000,0.084463,-1.004044,0.339507,-1.970973,-3.633379,-0.067810,-9.731435,-1.676273,-0.118212,0.003466
42536347411894145!,rebel-devious-beetle,0.180000,0.046511,-1.004378,0.239122,-1.985654,-3.852824,0.015928,-10.178891,-1.225790,-0.114194,0.005831
42536347411894145!,rebel-devious-beetle,0.190000,0.006412,-1.003717,0.134615,-1.995465,-4.075575,0.127356,-10.584181,-0.714016,-0.109889,0.007977
42536347411894145!,rebel-devious-beetle,0.200000,-0.035839,-1.001766,0.026438,-1.999825,-4.296920,0.269900,-10.940258,-0.144630,-0.105335,0.009875
42536347411894145!,rebel-devious-beetle,0.210000,-0.080203,-0.998208,-0.084907,-1.998197,-4.511332,0.445976,-11.240456,0.477627,-0.100575,0.011501
42536347411894145!,rebel-devious-beetle,0.220000,-0.126590,-0.992704,-0.198852,-1.990090,-4.712710,0.656760,-11.478684,1.146962,-0.095647,0.012832
42536347411894145!,rebel-devious-beetle,0.230000,-0.174847,-0.984912,-0.314771,-1.975074,-4.894647,0.902044,-11.649582,1.856617,-0.090584,0.013853
42536347411894145!,rebel-devious-beetle,0.240000,-0.224755,-0.974498,-0.431987,-1.952790,-5.050720,1.180157,-11.748644,2.598977,-0.085407,0.014555
42536347411894145!,rebel-devious-beetle,0.250000,-0.276033,-0.961150,-0.549774,-1.922953,-5.174792,1.487982,-11.772321,3.365716,-0.080130,0.014934
42536347411894145!,rebel-devious-beetle,0.260000,-0.328340,-0.944594,-0.667377,-1.885367,-5.261305,1.821030,-11.718100,4.147941,-0.074757,0.014994
42536347411894145!,rebel-devious-beetle,0.270000,-0.381280,-0.924607,-0.784017,-1.839923,-5.305550,2.173592,-11.584563,4.936346,-0.069288,0.014745
42536347411894145!,rebel-devious-beetle,0.280000,-0.434418,-0.901029,-0.898906,-1.786608,-5.303909,2.538942,-11.371439,5.721372,-0.063719,0.014205
42536347411894145!,rebel-devious-beetle,0.290000,-0.487285,-0.873767,-1.011255,-1.725504,-5.254036,2.909590,-11.079639,6.493370,-0.058044,0.013397
