ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
2172953999984749907!,rebel-wine-beetle,0.000000,1.660480,1.997172,1.732197,0.999747,0.000000,0.000000,0.000000,0.000000,-0.317129,-0.683725,-0.500417,0.240875
2172953999984749907!,rebel-wine-beetle,0.010000,1.646116,2.004010,1.727786,1.007350,-2.872992,1.359204,-0.887322,1.521917,-0.101651,-0.083549,0.014447,0.079174
2172953999984749907!,rebel-wine-beetle,0.020000,1.614875,2.015881,1.719534,1.021373,-3.371919,1.009786,-0.762883,1.284353,-0.087948,-0.048793,0.042792,0.068841
2172953999984749907!,rebel-wine-beetle,0.030000,1.579433,2.023713,1.712788,1.032645,-3.711302,0.553850,-0.587349,0.974201,-0.086886,-0.048553,0.041824,0.068004
2172953999984749907!,rebel-wine-beetle,0.040000,1.540701,2.026902,1.707752,1.040953,-4.027917,0.082163,-0.422443,0.693046,-0.086904,-0.050674,0.039111,0.067988
2172953999984749907!,rebel-wine-beetle,0.050000,1.498873,2.025310,1.704277,1.046632,-4.330499,-0.403896,-0.274714,0.447330,-0.087043,-0.053143,0.036095,0.068063
2172953999984749907!,rebel-wine-beetle,0.060000,1.454097,2.018789,1.702174,1.050049,-4.618304,-0.905989,-0.147395,0.238933,-0.086975,-0.055737,0.032668,0.067971
2172953999984749907!,rebel-wine-beetle,0.070000,1.406533,2.007179,1.701225,1.051587,-4.888463,-1.423716,-0.043516,0.070399,-0.086411,-0.058344,0.028630,0.067487
2172953999984749907!,rebel-wine-beetle,0.080000,1.356379,1.990321,1.701187,1.051648,-5.136576,-1.954275,0.033970,-0.054951,-0.085081,-0.060874,0.023768,0.066399
2172953999984749907!,rebel-wine-beetle,0.090000,1.303875,1.968120,1.701777,1.050692,-5.357489,-2.492234,0.082113,-0.132996,-0.082715,-0.063184,0.017947,0.064494
2172953999984749907!,rebel-wine-beetle,0.100000,1.249304,1.940518,1.702694,1.049205,-5.545083,-3.029933,0.098182,-0.159334,-0.079103,-0.065190,0.011019,0.061609
