ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
333224651132508717!,rebel-wine-beetle,0.000000,-1.678463,-1.459950,-0.758005,-1.850791,0.000000,0.000000,0.000000,0.000000,0.106966,-0.075795,-0.226287,-0.085685
333224651132508717!,rebel-wine-beetle,0.010000,-1.672775,-1.460585,-0.752928,-1.852863,1.135855,-0.128086,1.014645,-0.412310,0.122869,0.019388,-0.122676,-0.096882
333224651132508717!,rebel-wine-beetle,0.020000,-1.657526,-1.460660,-0.739899,-1.858104,1.913378,0.112990,1.590182,-0.633213,0.123191,0.049318,-0.084471,-0.096703
333224651132508717!,rebel-wine-beetle,0.030000,-1.635232,-1.457812,-0.721955,-1.865149,2.543798,0.454717,1.996335,-0.772733,0.118840,0.058108,-0.067909,-0.093135
333224651132508717!,rebel-wine-beetle,0.040000,-1.606985,-1.451464,-0.700346,-1.873370,3.100925,0.809421,2.320555,-0.867523,0.113297,0.060497,-0.058167,-0.088717
333224651132508717!,rebel-wine-beetle,0.050000,-1.573385,-1.441619,-0.675760,-1.882378,3.610430,1.150095,2.589274,-0.929530,0.107422,0.061054,-0.050387,-0.084063
333224651132508717!,rebel-wine-beetle,0.060000,-1.534862,-1.428455,-0.648719,-1.891868,4.080819,1.468270,2.809229,-0.963281,0.101275,0.061067,-0.042983,-0.079202
333224651132508717!,rebel-wine-beetle,0.070000,-1.491797,-1.412214,-0.619712,-1.901567,4.513986,1.760475,2.980996,-0.971493,0.094732,0.060820,-0.035437,-0.074031
333224651132508717!,rebel-wine-beetle,0.080000,-1.444572,-1.393161,-0.589234,-1.911231,4.908995,2.024236,3.103421,-0.956787,0.087678,0.060329,-0.027593,-0.068461
333224651132508717!,rebel-wine-beetle,0.090000,-1.393587,-1.371592,-0.557797,-1.920641,5.263679,2.257119,3.175158,-0.922136,0.080068,0.059556,-0.019444,-0.062454
333224651132508717!,rebel-wine-beetle,0.100000,-1.339271,-1.347825,-0.525929,-1.929611,5.575508,2.456684,3.195277,-0.870895,0.071936,0.058483,-0.011053,-0.056039
333224651132508717!,rebel-wine-beetle,0.110000,-1.282081,-1.322200,-0.494169,-1.937988,5.842178,2.620674,3.163553,-0.806677,0.063389,0.057125,-0.002532,-0.049300
