ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
2163924056255866586!,rebel-wine-beetle,0.000000,-1.880384,1.613104,-0.895825,1.788155,0.000000,0.000000,0.000000,0.000000,-0.131850,-0.034720,0.113702,0.103762
2163924056255866586!,rebel-wine-beetle,0.010000,-1.877001,1.610465,-0.893157,1.789489,0.675767,-0.525359,0.531866,0.265461,-0.124806,-0.029244,0.112296,0.098271
2163924056255866586!,rebel-wine-beetle,0.020000,-1.866969,1.602831,-0.885294,1.793392,1.332092,-0.999102,1.038622,0.512707,-0.121649,-0.029990,0.107539,0.095764
2163924056255866586!,rebel-wine-beetle,0.030000,-1.850454,1.590568,-0.872551,1.799626,1.972898,-1.450039,1.506729,0.730539,-0.120285,-0.032724,0.102376,0.094646
2163924056255866586!,rebel-wine-beetle,0.040000,-1.827547,1.573844,-0.855319,1.807880,2.607584,-1.887577,1.933054,0.914540,-0.119798,-0.036461,0.096972,0.094207
2163924056255866586!,rebel-wine-beetle,0.050000,-1.798273,1.552771,-0.834032,1.817798,3.242285,-2.314693,2.314235,1.061805,-0.119505,-0.040760,0.091076,0.093912
2163924056255866586!,rebel-wine-beetle,0.060000,-1.762615,1.527452,-0.809165,1.829003,3.879114,-2.730338,2.645426,1.170357,-0.118797,-0.045308,0.084360,0.093286
2163924056255866586!,rebel-wine-beetle,0.070000,-1.720558,1.498014,-0.781253,1.841098,4.516143,-3.130204,2.920215,1.239167,-0.117110,-0.049828,0.076506,0.091887
2163924056255866586!,rebel-wine-beetle,0.080000,-1.672129,1.464642,-0.750908,1.853682,5.147687,-3.507229,3.130931,1.268309,-0.113943,-0.054065,0.067237,0.089321
2163924056255866586!,rebel-wine-beetle,0.090000,-1.617432,1.427598,-0.718827,1.866357,5.764786,-3.852149,3.269132,1.259106,-0.108891,-0.057798,0.056350,0.085272
2163924056255866586!,rebel-wine-beetle,0.100000,-1.556683,1.387246,-0.685804,1.878742,6.355949,-4.154166,3.326225,1.214183,-0.101696,-0.060863,0.043752,0.079538
2163924056255866586!,rebel-wine-beetle,0.110000,-1.490229,1.344058,-0.652725,1.890489,6.908143,-4.401703,3.294161,1.137368,-0.092295,-0.063170,0.029478,0.072070
2163924056255866586!,rebel-wine-beetle,0.120000,-1.418565,1.298638,-0.620561,1.901290,7.407963,-4.583196,3.166284,1.033441,-0.080846,-0.064730,0.013708,0.062994
2163924056255866586!,rebel-wine-beetle,0.130000,-1.342323,1.251864,-0.590232,1.910923,7.842526,-4.687850,2.939058,0.907794,-0.067750,-0.065677,-0.003254,0.052624
2163924056255866586!,rebel-wine-beetle,0.140000,-1.262173,1.204602,-0.562660,1.919222,8.200105,-4.706360,2.610311,0.765267,-0.053587,-0.066187,-0.020934,0.041417
2163924056255866586!,rebel-wine-beetle,0.150000,-1.178880,1.157713,-0.538832,1.926048,8.471694,-4.631237,2.180070,0.609897,-0.039049,-0.066469,-0.038771,0.029916
2163924056255866586!,rebel-wine-beetle,0.160000,-1.093312,1.112124,-0.519748,1.931285,8.651435,-4.456772,1.651517,0.444457,-0.024856,-0.066749,-0.056191,0.018688
2163924056255866586!,rebel-wine-beetle,0.170000,-1.006393,1.068823,-0.506371,1.934835,8.736202,-4.178912,1.031141,0.269863,-0.011657,-0.067203,-0.072639,0.008244
2163924056255866586!,rebel-wine-beetle,0.180000,-0.919080,1.028842,-0.499583,1.936599,8.724675,-3.795122,0.328800,0.084820,0.000049,-0.067891,-0.087595,-0.001022
2163924056255866586!,rebel-wine-beetle,0.190000,-0.832355,0.993245,-0.500152,1.936452,8.616160,-3.304761,-0.442433,-0.114273,0.009964,-0.068699,-0.100554,-0.008875
2163924056255866586!,rebel-wine-beetle,0.200000,-0.747195,0.963082,-0.508697,1.934225,8.409101,-2.708463,-1.264930,-0.332674,0.018017,-0.069324,-0.111037,-0.015252
2163924056255866586!,rebel-wine-beetle,0.210000,-0.664603,0.939396,-0.525632,1.929692,8.100059,-2.010179,-2.116371,-0.576481,0.024340,-0.069210,-0.118491,-0.020251
2163924056255866586!,rebel-wine-beetle,0.220000,-0.585641,0.923161,-0.551128,1.922566,7.683637,-1.219151,-2.969537,-0.851256,0.029243,-0.067552,-0.122246,-0.024104
2163924056255866586!,rebel-wine-beetle,0.230000,-0.511431,0.915228,-0.585056,1.912514,7.153367,-0.351724,-3.790951,-1.159687,0.033157,-0.063322,-0.121496,-0.027138
2163924056255866586!,rebel-wine-beetle,0.240000,-0.443157,0.916232,-0.626921,1.899202,6.504412,0.565924,-4.541118,-1.499010,0.036585,-0.055333,-0.115316,-0.029733
2163924056255866586!,rebel-wine-beetle,0.250000,-0.382042,0.926483,-0.675817,1.882358,5.738089,1.495982,-5.175930,-1.858299,0.040037,-0.042373,-0.102753,-0.032275
2163924056255866586!,rebel-wine-beetle,0.260000,-0.329277,0.945834,-0.730395,1.861860,4.867845,2.389172,-5.649589,-2.216295,0.043964,-0.023429,-0.083047,-0.035105
2163924056255866586!,rebel-wine-beetle,0.270000,-0.285968,0.973504,-0.788871,1.837847,3.926105,3.187551,-5.919031,-2.540664,0.048694,0.001948,-0.056012,-0.038478
2163924056255866586!,rebel-wine-beetle,0.280000,-0.252401,1.008208,-0.848604,1.811041,2.963007,3.833219,-5.958095,-2.791799,0.054250,0.033392,-0.022148,-0.042417
2163924056255866586!,rebel-wine-beetle,0.290000,-0.228020,1.048334,-0.906947,1.782539,2.041098,4.282447,-5.758422,-2.929857,0.060483,0.069644,0.017103,-0.046820
2163924056255866586!,rebel-wine-beetle,0.300000,-0.211961,1.091924,-0.961789,1.753557,1.232729,4.510300,-5.323439,-2.919795,0.067211,0.108382,0.058964,-0.051579
2163924056255866586!,rebel-wine-beetle,0.310000,-0.202883,1.136873,-1.011307,1.725473,0.606726,4.513242,-4.673715,-2.739283,0.074141,0.146398,0.099651,-0.056508
2163924056255866586!,rebel-wine-beetle,0.320000,-0.198862,1.180932,-1.053613,1.699971,0.215541,4.308080,-3.849152,-2.385639,0.080779,0.179946,0.134928,-0.061272
2163924056255866586!,rebel-wine-beetle,0.330000,-0.197494,1.222118,-1.087171,1.678708,0.078917,3.929867,-2.902673,-1.879840,0.086579,0.205734,0.161208,-0.065484
2163924056255866586!,rebel-wine-beetle,0.340000,-0.196314,1.258893,-1.111015,1.663023,0.179833,3.422445,-1.890172,-1.262766,0.091061,0.221726,0.176440,-0.068797
2163924056255866586!,rebel-wine-beetle,0.350000,-0.193169,1.290171,-1.124719,1.653786,0.470886,2.828847,-0.862185,-0.586361,0.093872,0.227526,0.180540,-0.070936
2163924056255866586!,rebel-wine-beetle,0.360000,-0.186462,1.315263,-1.128294,1.651349,0.886803,2.185496,0.141399,0.096612,0.094795,0.224279,0.175244,-0.071713
2163924056255866586!,rebel-wine-beetle,0.370000,-0.175278,1.333809,-1.122102,1.655563,1.359780,1.521153,1.095079,0.742219,0.093792,0.214155,0.163397,-0.071066
2163924056255866586!,rebel-wine-beetle,0.380000,-0.159335,1.345709,-1.106685,1.665908,1.831197,0.858217,1.987354,1.320226,0.090972,0.199682,0.148124,-0.069046
2163924056255866586!,rebel-wine-beetle,0.390000,-0.138877,1.351082,-1.082673,1.681612,2.257227,0.214457,2.817380,1.813914,0.086547,0.183213,0.132209,-0.065786
