ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
1877461814318145412!,talented-zippy-butterfly,0.000000,1.878974,-0.807587,1.958215,0.189269,0.996423,-0.084510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.663540,-0.003648,0.296148,1.199017
1877461814318145412!,talented-zippy-butterfly,0.010000,1.874118,-0.797376,1.957047,0.199180,0.996798,-0.079964,-0.971386,2.040658,-0.238177,1.979644,0.072950,0.909372,0.485060,-0.008926,0.227439,0.906288
1877461814318145412!,talented-zippy-butterfly,0.020000,1.860388,-0.769398,1.953584,0.226250,0.997716,-0.067547,-1.777443,3.551251,-0.463702,3.428280,0.106503,1.573122,0.348934,-0.013348,0.176125,0.685536
1877461814318145412!,talented-zippy-butterfly,0.030000,1.839144,-0.728281,1.947804,0.265798,0.998779,-0.049402,-2.474288,4.663887,-0.701458,4.470103,0.101518,2.052445,0.245913,-0.015882,0.136129,0.515014
1877461814318145412!,talented-zippy-butterfly,0.040000,1.811351,-0.677539,1.939562,0.314208,0.999631,-0.027157,-3.081077,5.469998,-0.953605,5.194963,0.064942,2.390444,0.168502,-0.016464,0.103918,0.380836
1877461814318145412!,talented-zippy-butterfly,0.050000,1.777894,-0.619919,1.928747,0.368637,0.999998,-0.002072,-3.601131,6.034788,-1.212637,5.670305,0.005427,2.618655,0.110883,-0.015434,0.077454,0.274115
1877461814318145412!,talented-zippy-butterfly,0.060000,1.739653,-0.557605,1.915343,0.426840,0.999691,0.024868,-4.033651,6.406891,-1.468209,5.949048,-0.068684,2.761074,0.068621,-0.013266,0.055568,0.189108
1877461814318145412!,talented-zippy-butterfly,0.070000,1.697521,-0.492355,1.899439,0.487048,0.998600,0.052893,-4.378866,6.624452,-1.710596,6.074349,-0.150256,2.836758,0.038329,-0.010435,0.037579,0.121993
1877461814318145412!,talented-zippy-butterfly,0.080000,1.652378,-0.425583,1.881214,0.547882,0.996681,0.081404,-4.640060,6.718832,-1.932350,6.082322,-0.233700,2.861356,0.017382,-0.007351,0.023040,0.070021
1877461814318145412!,talented-zippy-butterfly,0.090000,1.605053,-0.358406,1.860906,0.608310,0.993937,0.109948,-4.823798,6.716639,-2.128886,6.003395,-0.315036,2.847956,0.003685,-0.004334,0.011593,0.030976
1877461814318145412!,talented-zippy-butterfly,0.100000,1.556284,-0.291680,1.838784,0.667587,0.990404,0.138200,-4.939252,6.640714,-2.298368,5.862982,-0.391756,2.807506,-0.004466,-0.001600,0.002883,0.002871
