ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
2150018076915413724!,talented-antique-butterfly,0.000000,-2.104684,-0.003336,-1.685392,0.904516,-0.980828,0.194876,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.043350,-0.119982,-0.125379,0.104596,-0.162826,-0.277130
2150018076915413724!,talented-antique-butterfly,0.010000,-2.095759,-0.001395,-1.681884,0.908939,-0.980591,0.196067,1.783032,0.390584,0.701929,0.882097,0.047683,0.238478,-0.028433,-0.102628,-0.088440,0.080436,-0.118913,-0.231278
2150018076915413724!,talented-antique-butterfly,0.020000,-2.070528,0.003778,-1.672084,0.920970,-0.979961,0.199191,3.264249,0.647953,1.259616,1.518800,0.078504,0.386217,-0.017059,-0.088602,-0.060858,0.061770,-0.085881,-0.195252
2150018076915413724!,talented-antique-butterfly,0.030000,-2.031613,0.011113,-1.657224,0.938385,-0.979085,0.203452,4.515281,0.824276,1.712130,1.956055,0.096727,0.465487,-0.007987,-0.076315,-0.039248,0.046465,-0.059707,-0.164737
2150018076915413724!,talented-antique-butterfly,0.040000,-1.981111,0.019960,-1.638250,0.959347,-0.978080,0.208230,5.572687,0.951183,2.079588,2.226107,0.104321,0.490007,-0.000500,-0.064946,-0.021602,0.033322,-0.038032,-0.137385
2150018076915413724!,talented-antique-butterfly,0.050000,-1.920868,0.029915,-1.615962,0.982297,-0.977048,0.213019,6.453982,1.046900,2.371986,2.353753,0.102161,0.468578,0.005778,-0.054138,-0.006825,0.021738,-0.019592,-0.112068
2150018076915413724!,talented-antique-butterfly,0.060000,-1.852630,0.040710,-1.591097,1.005904,-0.976086,0.217385,7.167798,1.121201,2.594624,2.360368,0.090743,0.407448,0.011018,-0.043833,0.005608,0.011477,-0.003803,-0.088453
2150018076915413724!,talented-antique-butterfly,0.070000,-1.778129,0.052165,-1.564354,1.029048,-0.975281,0.220969,7.720552,1.178736,2.751575,2.266114,0.070636,0.311764,0.015295,-0.034162,0.015907,0.002512,0.009534,-0.066698
2150018076915413724!,talented-antique-butterfly,0.080000,-1.698902,0.064132,-1.536356,1.050833,-0.974715,0.223452,8.120145,1.221761,2.847544,2.090354,0.042731,0.186395,0.018660,-0.025344,0.024167,-0.005110,0.020469,-0.047195
2150018076915413724!,talented-antique-butterfly,0.090000,-1.616396,0.076473,-1.507672,1.070545,-0.974460,0.224563,8.378273,1.251369,2.888923,1.851753,0.008331,0.036151,0.021181,-0.017599,0.030474,-0.011350,0.029047,-0.030359
2150018076915413724!,talented-antique-butterfly,0.100000,-1.531934,0.089054,-1.478803,1.087641,-0.974572,0.224073,8.510709,1.268322,2.883937,1.567698,-0.030862,-0.134230,0.022959,-0.011086,0.034964,-0.016226,0.035379,-0.016481
2150018076915413724!,talented-antique-butterfly,0.110000,-1.446681,0.101750,-1.450169,1.101744,-0.975092,0.221800,8.536354,1.273448,2.842189,1.253581,-0.072841,-0.320227,0.024126,-0.005871,0.037842,-0.019833,0.039673,-0.005655
2150018076915413724!,talented-antique-butterfly,0.120000,-1.361606,0.114443,-1.422089,1.112613,-0.976037,0.217606,8.475607,1.267747,2.773935,0.922262,-0.115428,-0.517733,0.024831,-0.001915,0.039364,-0.022330,0.042215,0.002239
2150018076915413724!,talented-antique-butterfly,0.130000,-1.277479,0.127026,-1.394779,1.120123,-0.977402,0.211389,8.348645,1.252282,2.689275,0.583822,-0.156409,-0.723189,0.025224,0.000899,0.039811,-0.023919,0.043335,0.007489
2150018076915413724!,talented-antique-butterfly,0.140000,-1.194873,0.139400,-1.368361,1.124236,-0.979162,0.203083,8.174058,1.228012,2.597510,0.245652,-0.193642,-0.933645,0.025443,0.002745,0.039452,-0.024813,0.043365,0.010490
2150018076915413724!,talented-antique-butterfly,0.150000,-1.114187,0.151476,-1.342865,1.124978,-0.981269,0.192644,7.967992,1.195655,2.506721,-0.087214,-0.225128,-1.146733,0.025596,0.003813,0.038525,-0.025212,0.042605,0.011677
2150018076915413724!,talented-antique-butterfly,0.160000,-1.035671,0.163171,-1.318250,1.122415,-0.983657,0.180052,7.743796,1.155618,2.423583,-0.411639,-0.249044,-1.360574,0.025760,0.004293,0.037222,-0.025285,0.041303,0.011470
2150018076915413724!,talented-antique-butterfly,0.170000,-0.959454,0.174403,-1.294412,1.116636,-0.986243,0.165304,7.512064,1.108013,2.353343,-0.725875,-0.263759,-1.573644,0.025979,0.004351,0.035682,-0.025161,0.039652,0.010247
2150018076915413724!,talented-antique-butterfly,0.180000,-0.885572,0.185091,-1.271200,1.107745,-0.988926,0.148412,7.280924,1.052739,2.299917,-1.029096,-0.267825,-1.784628,0.026263,0.004125,0.034001,-0.024925,0.037785,0.008328
2150018076915413724!,talented-antique-butterfly,0.190000,-0.813987,0.195154,-1.248431,1.095852,-0.991593,0.129398,7.056423,0.989605,2.266027,-1.321001,-0.259984,-1.992295,0.026594,0.003722,0.032236,-0.024624,0.035787,0.005971
2150018076915413724!,talented-antique-butterfly,0.200000,-0.744607,0.204508,-1.225897,1.081069,-0.994118,0.108301,6.842928,0.918480,2.253349,-1.601501,-0.239168,-2.195385,0.026928,0.003221,0.030414,-0.024271,0.033703,0.003382
