ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
652788322344326427!,talented-zippy-butterfly,0.000000,-1.806083,-1.588326,-0.855990,-1.276362,-0.959493,-0.281732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.979223,-0.081485,0.102060,-0.745301
652788322344326427!,talented-zippy-butterfly,0.010000,-1.806430,-1.578744,-0.854847,-1.271354,-0.960873,-0.276990,-0.067006,1.914295,0.227959,1.001176,-0.273204,0.947739,-0.763587,-0.053256,0.093936,-0.579091
652788322344326427!,talented-zippy-butterfly,0.020000,-1.806676,-1.552200,-0.851108,-1.257431,-0.964554,-0.263887,0.023196,3.392374,0.519675,1.782911,-0.457259,1.671362,-0.607010,-0.032338,0.088304,-0.458824
652788322344326427!,talented-zippy-butterfly,0.030000,-1.805378,-1.512440,-0.844214,-1.236464,-0.969683,-0.244367,0.242805,4.554965,0.859003,2.408878,-0.561773,2.229195,-0.491117,-0.017448,0.082913,-0.370548
652788322344326427!,talented-zippy-butterfly,0.040000,-1.801415,-1.462219,-0.833796,-1.209801,-0.975524,-0.219895,0.554874,5.480859,1.222790,2.920476,-0.599500,2.659574,-0.402405,-0.007231,0.076768,-0.303803
652788322344326427!,talented-zippy-butterfly,0.050000,-1.794026,-1.403641,-0.819713,-1.178447,-0.981470,-0.191616,0.923188,6.220383,1.588106,3.343582,-0.583291,2.987655,-0.331229,-0.000515,0.069496,-0.250983
652788322344326427!,talented-zippy-butterfly,0.060000,-1.782808,-1.338416,-0.802045,-1.143212,-0.987040,-0.160473,1.315669,6.804981,1.934979,3.693376,-0.525176,3.230266,-0.271038,0.003624,0.061066,-0.206836
652788322344326427!,talented-zippy-butterfly,0.070000,-1.767652,-1.268005,-0.781061,-1.104794,-0.991869,-0.127266,1.705582,7.254379,2.247571,3.978132,-0.436171,3.399371,-0.217759,0.005894,0.051669,-0.168025
652788322344326427!,talented-zippy-butterfly,0.080000,-1.748695,-1.193712,-0.757165,-1.063829,-0.995695,-0.092693,2.071781,7.581827,2.514495,4.202143,-0.326239,3.504404,-0.169252,0.006828,0.041651,-0.132735
652788322344326427!,talented-zippy-butterfly,0.090000,-1.726266,-1.116732,-0.730865,-1.020928,-0.998353,-0.057366,2.398751,7.797875,2.728863,4.368013,-0.204204,3.553784,-0.124790,0.006835,0.031457,-0.100284
652788322344326427!,talented-zippy-butterfly,0.100000,-1.700829,-1.038162,-0.702721,-0.976681,-0.999762,-0.021816,2.676503,7.912841,2.888066,4.478293,-0.077591,3.555730,-0.084547,0.006231,0.021569,-0.070737
652788322344326427!,talented-zippy-butterfly,0.110000,-1.672925,-0.958985,-0.673299,-0.931643,-0.999909,0.013516,2.900205,7.938057,2.993244,4.536444,0.047561,3.518533,-0.049125,0.005261,0.012436,-0.044531
652788322344326427!,talented-zippy-butterfly,0.120000,-1.643112,-0.880045,-0.643132,-0.886323,-0.998834,0.048277,3.069538,7.886169,3.048575,4.547225,0.166770,3.450430,-0.019159,0.004111,0.004414,-0.022172
652788322344326427!,talented-zippy-butterfly,0.130000,-1.611926,-0.802046,-0.612692,-0.841166,-0.996616,0.082199,3.187784,7.770819,3.060385,4.516628,0.277073,3.359359,0.004963,0.002920,-0.002270,-0.004000
652788322344326427!,talented-zippy-butterfly,0.140000,-1.579840,-0.725522,-0.582365,-0.796535,-0.993353,0.115105,3.260701,7.605799,3.036133,4.451419,0.376894,3.252572,0.023231,0.001781,-0.007533,0.009921
652788322344326427!,talented-zippy-butterfly,0.150000,-1.547257,-0.650871,-0.552457,-0.752724,-0.989154,0.146885,3.295490,7.404336,2.983660,4.358667,0.465741,3.136396,0.036022,0.000750,-0.011416,0.019821
652788322344326427!,talented-zippy-butterfly,0.160000,-1.514504,-0.578374,-0.523199,-0.709959,-0.984124,0.177480,3.299817,7.178359,2.910475,4.245212,0.543926,3.016055,0.044014,-0.000143,-0.014058,0.026164
652788322344326427!,talented-zippy-butterfly,0.170000,-1.481839,-0.508207,-0.494754,-0.668405,-0.978367,0.206877,3.281048,6.937985,2.823254,4.117218,0.612279,2.895604,0.048061,-0.000891,-0.015654,0.029560
652788322344326427!,talented-zippy-butterfly,0.180000,-1.449449,-0.440463,-0.467225,-0.628175,-0.971973,0.235092,3.245742,6.691282,2.727572,3.979901,0.671908,2.777963,0.049064,-0.001500,-0.016420,0.030663
652788322344326427!,talented-zippy-butterfly,0.190000,-1.417467,-0.375168,-0.440670,-0.589336,-0.965023,0.262165,3.199392,6.444290,2.627822,3.837423,0.724010,2.665059,0.047874,-0.001984,-0.016566,0.030100
652788322344326427!,talented-zippy-butterfly,0.200000,-1.385976,-0.312300,-0.415109,-0.551920,-0.957585,0.288151,3.146354,6.201223,2.527278,3.692924,0.769737,2.557993,0.045227,-0.002360,-0.016278,0.028417
652788322344326427!,talented-zippy-butterfly,0.210000,-1.355024,-0.251804,-0.390537,-0.515937,-0.949717,0.313110,3.089918,5.964777,2.428239,3.548638,0.810122,2.457241,0.041713,-0.002648,-0.015706,0.026058
652788322344326427!,talented-zippy-butterfly,0.220000,-1.324629,-0.193606,-0.366929,-0.481373,-0.941467,0.337105,3.032445,5.736464,2.332213,3.406061,0.846042,2.362829,0.037781,-0.002864,-0.014969,0.023359
652788322344326427!,talented-zippy-butterfly,0.230000,-1.294794,-0.137622,-0.344249,-0.448208,-0.932876,0.360197,2.975539,5.516939,2.240096,3.266120,0.878212,2.274485,0.033746,-0.003022,-0.014151,0.020560
652788322344326427!,talented-zippy-butterfly,0.240000,-1.265507,-0.083763,-0.322456,-0.416411,-0.923978,0.382445,2.920218,5.306268,2.152334,3.129331,0.907195,2.191765,0.029819,-0.003135,-0.013312,0.017821
652788322344326427!,talented-zippy-butterfly,0.250000,-1.236746,-0.031943,-0.301504,-0.385950,-0.914803,0.403900,2.867063,5.104150,2.069060,2.995929,0.933424,2.114136,0.026127,-0.003212,-0.012489,0.015242
