ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
1775088709854082943!,thoughtful-antique-butterfly,0.000000,-2.004839,1.967921,-0.344688,0.852620,-0.354391,0.352714,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000480,0.031111,-0.071427,-0.000748,-0.070210,0.005648
1775088709854082943!,thoughtful-antique-butterfly,0.010000,-2.002281,1.969087,-0.342731,0.852892,-0.354085,0.353021,0.510903,0.232928,0.390553,0.053993,0.061287,0.061472,0.002776,0.010122,-0.051319,0.003368,-0.053200,-0.021172
1775088709854082943!,thoughtful-antique-butterfly,0.020000,-1.995423,1.971494,-0.337001,0.853622,-0.353221,0.353885,0.860010,0.247430,0.754223,0.090489,0.111557,0.111348,0.004111,0.000417,-0.041801,0.005056,-0.045095,-0.033667
1775088709854082943!,thoughtful-antique-butterfly,0.030000,-1.985444,1.973524,-0.327708,0.854636,-0.351878,0.355220,1.134998,0.157367,1.102947,0.109880,0.157134,0.155655,0.005088,-0.004359,-0.036938,0.005649,-0.040912,-0.039980
1775088709854082943!,thoughtful-antique-butterfly,0.040000,-1.972892,1.974374,-0.314978,0.855750,-0.350089,0.356984,1.375547,0.010876,1.442364,0.109905,0.201166,0.197281,0.005961,-0.006927,-0.034156,0.005716,-0.038481,-0.043575
1775088709854082943!,thoughtful-antique-butterfly,0.050000,-1.958013,1.973580,-0.298887,0.856754,-0.347859,0.359158,1.600426,-0.171900,1.774849,0.087218,0.245456,0.237734,0.006834,-0.008448,-0.032328,0.005496,-0.036845,-0.045902
1775088709854082943!,thoughtful-antique-butterfly,0.060000,-1.940911,1.970824,-0.279498,0.857404,-0.345176,0.361736,1.818857,-0.382527,2.100748,0.038102,0.291208,0.277877,0.007746,-0.009401,-0.030953,0.005082,-0.035571,-0.047530
1775088709854082943!,thoughtful-antique-butterfly,0.070000,-1.921626,1.965839,-0.256874,0.857415,-0.342024,0.364719,2.035258,-0.617233,2.418804,-0.041181,0.339317,0.318203,0.008703,-0.009959,-0.029812,0.004508,-0.034459,-0.048629
1775088709854082943!,thoughtful-antique-butterfly,0.080000,-1.900162,1.958389,-0.231101,0.856466,-0.338372,0.368109,2.251495,-0.873372,2.726394,-0.154051,0.390580,0.359028,0.009697,-0.010169,-0.028799,0.003779,-0.033409,-0.049202
1775088709854082943!,thoughtful-antique-butterfly,0.090000,-1.876523,1.948281,-0.202307,0.854206,-0.334187,0.371912,2.467586,-1.148033,3.019594,-0.303318,0.445707,0.400497,0.010706,-0.010018,-0.027870,0.002896,-0.032366,-0.049172
1775088709854082943!,thoughtful-antique-butterfly,0.100000,-1.850718,1.935350,-0.170664,0.850261,-0.329427,0.376136,2.682036,-1.437278,3.293247,-0.490935,0.505357,0.442601,0.011701,-0.009469,-0.027006,0.001856,-0.031305,-0.048431
1775088709854082943!,thoughtful-antique-butterfly,0.110000,-1.822773,1.919479,-0.136399,0.844239,-0.324042,0.380785,2.891987,-1.735773,3.541114,-0.717701,0.570144,0.485183,0.012649,-0.008485,-0.026205,0.000664,-0.030213,-0.046873
1775088709854082943!,thoughtful-antique-butterfly,0.120000,-1.792752,1.900610,-0.099803,0.835752,-0.317977,0.385863,3.093333,-2.036718,3.756143,-0.982959,0.640626,0.527919,0.013509,-0.007037,-0.025474,-0.000666,-0.029093,-0.044414
1775088709854082943!,thoughtful-antique-butterfly,0.130000,-1.760762,1.878764,-0.061243,0.824423,-0.311174,0.391371,3.280927,-2.331957,3.930841,-1.284345,0.717297,0.570313,0.014244,-0.005117,-0.024826,-0.002110,-0.027957,-0.041014
1775088709854082943!,thoughtful-antique-butterfly,0.140000,-1.726966,1.854049,-0.021159,0.809911,-0.303565,0.397301,3.448903,-2.612301,4.057748,-1.617632,0.800578,0.611696,0.014817,-0.002746,-0.024278,-0.003634,-0.026827,-0.036689
1775088709854082943!,thoughtful-antique-butterfly,0.150000,-1.691588,1.826669,0.019933,0.791925,-0.295083,0.403641,3.591108,-2.868027,4.129980,-1.976704,0.890818,0.651236,0.015200,0.000023,-0.023845,-0.005193,-0.025731,-0.031523
1775088709854082943!,thoughtful-antique-butterfly,0.160000,-1.654984,1.796909,0.061408,0.770264,-0.285673,0.410355,3.701410,-3.089785,4.141783,-2.353548,0.988009,0.687813,0.015372,0.003121,-0.023551,-0.006738,-0.024713,-0.025648
1775088709854082943!,thoughtful-antique-butterfly,0.170000,-1.617516,1.765136,0.102635,0.744803,-0.275269,0.417405,3.774856,-3.268521,4.089078,-2.738784,1.092272,0.720327,0.015324,0.006423,-0.023396,-0.008208,-0.023799,-0.019287
1775088709854082943!,thoughtful-antique-butterfly,0.180000,-1.579540,1.731819,0.142985,0.715499,-0.263790,0.424752,3.807909,-3.396483,3.969817,-3.122072,1.203889,0.747669,0.015056,0.009785,-0.023373,-0.009541,-0.023016,-0.012704
1775088709854082943!,thoughtful-antique-butterfly,0.190000,-1.541459,1.697491,0.181803,0.682421,-0.251163,0.432339,3.798647,-3.467953,3.784213,-3.492458,1.323024,0.768597,0.014568,0.013074,-0.023483,-0.010676,-0.022394,-0.006154
1775088709854082943!,thoughtful-antique-butterfly,0.200000,-1.503691,1.662739,0.218438,0.645749,-0.237310,0.440095,3.747171,-3.479415,3.534867,-3.838922,1.449806,0.781770,0.013854,0.016167,-0.023732,-0.011554,-0.021967,0.000136
1775088709854082943!,thoughtful-antique-butterfly,0.210000,-1.466635,1.628178,0.252289,0.605779,-0.222145,0.447942,3.655516,-3.429853,3.226659,-4.150875,1.584330,0.785706,0.012897,0.018983,-0.024142,-0.012123,-0.021777,0.006013
1775088709854082943!,thoughtful-antique-butterfly,0.220000,-1.430670,1.594418,0.282798,0.562902,-0.205591,0.455777,3.528112,-3.319846,2.866686,-4.418552,1.726668,0.778862,0.011672,0.021443,-0.024720,-0.012332,-0.021850,0.011346
1775088709854082943!,thoughtful-antique-butterfly,0.230000,-1.396119,1.562059,0.309493,0.517603,-0.187569,0.463484,3.371240,-3.151939,2.464022,-4.633440,1.876848,0.759549,0.010143,0.023503,-0.025478,-0.012135,-0.022209,0.016078
1775088709854082943!,thoughtful-antique-butterfly,0.240000,-1.363230,1.531668,0.332002,0.470447,-0.167998,0.470932,3.192740,-2.930356,2.029463,-4.788616,2.034804,0.725887,0.008263,0.025145,-0.026431,-0.011493,-0.022874,0.020208
1775088709854082943!,thoughtful-antique-butterfly,0.250000,-1.332166,1.503764,0.350069,0.422059,-0.146795,0.477966,3.001725,-2.660730,1.575285,-4.879085,2.200312,0.675772,0.005983,0.026368,-0.027587,-0.010371,-0.023856,0.023771
1775088709854082943!,thoughtful-antique-butterfly,0.260000,-1.302990,1.478802,0.363571,0.373101,-0.123881,0.484410,2.808170,-2.350036,1.114937,-4.902151,2.372908,0.606839,0.003260,0.027176,-0.028945,-0.008745,-0.025150,0.026819
1775088709854082943!,thoughtful-antique-butterfly,0.270000,-1.275752,1.457082,0.372491,0.324256,-0.099218,0.490057,2.622752,-2.005888,0.662719,-4.857703,2.551741,0.516633,0.000072,0.027544,-0.030464,-0.006597,-0.026721,0.029350
1775088709854082943!,thoughtful-antique-butterfly,0.280000,-1.250326,1.438886,0.376979,0.276184,-0.072754,0.494679,2.455609,-1.638098,0.233086,-4.748718,2.735628,0.402338,-0.003591,0.027485,-0.032121,-0.003930,-0.028538,0.031420
1775088709854082943!,thoughtful-antique-butterfly,0.290000,-1.226471,1.424409,0.377335,0.229501,-0.044443,0.498021,2.316158,-1.257985,-0.159969,-4.581443,2.922807,0.260831,-0.007714,0.027016,-0.033879,-0.000769,-0.030558,0.033073
1775088709854082943!,thoughtful-antique-butterfly,0.300000,-1.203856,1.413725,0.373992,0.184742,-0.014262,0.499797,2.212609,-0.878097,-0.503715,-4.365491,3.110758,0.088768,-0.012246,0.026156,-0.035685,0.002835,-0.032720,0.034334
1775088709854082943!,thoughtful-antique-butterfly,0.310000,-1.182077,1.406774,0.367500,0.142333,0.017785,0.499684,2.151315,-0.512040,-0.787635,-4.113733,3.296033,-0.117315,-0.017101,0.024931,-0.037479,0.006804,-0.034952,0.035218
1775088709854082943!,thoughtful-antique-butterfly,0.320000,-1.160681,1.403355,0.358503,0.102555,0.051653,0.497325,2.136298,-0.173913,-1.004395,-3.841880,3.474067,-0.360821,-0.022153,0.023378,-0.039193,0.011031,-0.037173,0.035727
1775088709854082943!,thoughtful-antique-butterfly,0.330000,-1.139190,1.403120,0.347695,0.065520,0.087245,0.492329,2.168682,0.122236,-1.150810,-3.567733,3.639007,-0.644866,-0.027245,0.021563,-0.040769,0.015373,-0.039303,0.035881
1775088709854082943!,thoughtful-antique-butterfly,0.340000,-1.117130,1.405584,0.335781,0.031157,0.124400,0.484278,2.246623,0.363524,-1.228546,-3.310086,3.783599,-0.971919,-0.032186,0.019572,-0.042152,0.019662,-0.041265,0.035707
1775088709854082943!,thoughtful-antique-butterfly,0.350000,-1.094065,1.410140,0.323420,-0.000794,0.162872,0.472729,2.365277,0.539225,-1.244546,-3.087359,3.899137,-1.343395,-0.036764,0.017518,-0.043303,0.023703,-0.042988,0.035249
1775088709854082943!,thoughtful-antique-butterfly,0.360000,-1.069619,1.416087,0.311178,-0.030771,0.202324,0.457236,2.517083,0.641847,-1.211033,-2.916050,3.975524,-1.759147,-0.040754,0.015542,-0.044199,0.027290,-0.044417,0.034576
1775088709854082943!,thoughtful-antique-butterfly,0.370000,-1.043504,1.422672,0.299471,-0.059359,0.242309,0.437363,2.692337,0.668118,-1.144997,-2.809167,4.001487,-2.216918,-0.043933,0.013797,-0.044839,0.030208,-0.045513,0.033778
1775088709854082943!,thoughtful-antique-butterfly,0.380000,-1.015536,1.429133,0.288525,-0.087253,0.282262,0.412708,2.880028,0.619707,-1.067178,-2.774809,3.965011,-2.711777,-0.046099,0.012446,-0.045235,0.032262,-0.046254,0.032957
1775088709854082943!,thoughtful-antique-butterfly,0.390000,-0.985641,1.434753,0.278342,-0.115198,0.321496,0.382936,3.068845,0.503531,-1.000585,-2.815085,3.854002,-3.235647,-0.047085,0.011637,-0.045416,0.033284,-0.046635,0.032217
1775088709854082943!,thoughtful-antique-butterfly,0.400000,-0.953855,1.438910,0.268691,-0.143929,0.359205,0.347810,3.248258,0.331540,-0.968676,-2.925516,3.657170,-3.776995,-0.046787,0.011486,-0.045420,0.033162,-0.046672,0.031654
1775088709854082943!,thoughtful-antique-butterfly,0.410000,-0.920309,1.441129,0.259110,-0.174103,0.394479,0.307224,3.409560,0.119917,-0.993364,-3.095034,3.365092,-4.320810,-0.045174,0.012060,-0.045288,0.031856,-0.046395,0.031335
1775088709854082943!,thoughtful-antique-butterfly,0.420000,-0.885204,1.441111,0.248932,-0.206231,0.426324,0.261243,3.546744,-0.112268,-1.093076,-3.306618,2.971339,-4.848940,-0.042308,0.013367,-0.045068,0.029410,-0.045853,0.031296
1775088709854082943!,thoughtful-antique-butterfly,0.430000,-0.848788,1.438758,0.237329,-0.240631,0.453704,0.210126,3.657099,-0.344839,-1.281078,-3.538524,2.473521,-5.340824,-0.038342,0.015345,-0.044802,0.025957,-0.045106,0.031530
1775088709854082943!,thoughtful-antique-butterfly,0.440000,-0.811314,1.434171,0.223373,-0.277385,0.475581,0.154346,3.741444,-0.558495,-1.564276,-3.765966,1.874096,-5.774587,-0.033509,0.017871,-0.044531,0.021708,-0.044227,0.031993
1775088709854082943!,thoughtful-antique-butterfly,0.450000,-0.773009,1.427628,0.206102,-0.316316,0.490970,0.094598,3.803964,-0.736737,-1.942615,-3.963068,1.180791,-6.128382,-0.028104,0.020772,-0.044289,0.016933,-0.043291,0.032611
1775088709854082943!,thoughtful-antique-butterfly,0.460000,-0.734046,1.419552,0.184588,-0.356993,0.498988,0.031790,3.851670,-0.867435,-2.409132,-4.104832,0.406578,-6.381840,-0.022444,0.023852,-0.044099,0.011926,-0.042371,0.033292
1775088709854082943!,thoughtful-antique-butterfly,0.470000,-0.694515,1.410455,0.158007,-0.398745,0.498911,-0.032979,3.893556,-0.943834,-2.950603,-4.168905,-0.430815,-6.517418,-0.016839,0.026914,-0.043971,0.006974,-0.041523,0.033941
