ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
1382526744794608060!,great-proficient-bumblebee,0.000000,1.878974,-0.807587,0.000000,-0.807587,0.000000,0.000000,0.000000,0.000000,0.054552,-0.006027,-0.073336,-0.043226
1382526744794608060!,great-proficient-bumblebee,0.010000,1.875618,-0.802722,0.000000,-0.802722,-0.671214,0.972989,0.000000,0.972989,0.047627,-0.005661,-0.064541,-0.037745
1382526744794608060!,great-proficient-bumblebee,0.020000,1.865978,-0.788748,0.000000,-0.788748,-1.255607,1.820123,0.000000,1.820123,0.041429,-0.005333,-0.056669,-0.032839
1382526744794608060!,great-proficient-bumblebee,0.030000,1.850870,-0.766847,0.000000,-0.766847,-1.762286,2.554602,0.000000,2.554602,0.035885,-0.005039,-0.049627,-0.028450
1382526744794608060!,great-proficient-bumblebee,0.040000,1.831026,-0.738082,0.000000,-0.738082,-2.199449,3.188313,0.000000,3.188313,0.030930,-0.004777,-0.043333,-0.024528
1382526744794608060!,great-proficient-bumblebee,0.050000,1.807102,-0.703401,0.000000,-0.703401,-2.574483,3.731960,0.000000,3.731960,0.026505,-0.004543,-0.037713,-0.021025
1382526744794608060!,great-proficient-bumblebee,0.060000,1.779686,-0.663659,0.000000,-0.663659,-2.894033,4.195179,0.000000,4.195179,0.022557,-0.004334,-0.032699,-0.017900
1382526744794608060!,great-proficient-bumblebee,0.070000,1.749302,-0.619615,0.000000,-0.619615,-3.164086,4.586647,0.000000,4.586647,0.019039,-0.004148,-0.028230,-0.015116
1382526744794608060!,great-proficient-bumblebee,0.080000,1.716425,-0.571957,0.000000,-0.571957,-3.390026,4.914169,0.000000,4.914169,0.015907,-0.003982,-0.024253,-0.012637
1382526744794608060!,great-proficient-bumblebee,0.090000,1.681498,-0.521327,0.000000,-0.521327,-3.576703,5.184774,0.000000,5.184774,0.013124,-0.003835,-0.020718,-0.010434
1382526744794608060!,great-proficient-bumblebee,0.100000,1.644897,-0.468270,0.000000,-0.468270,-3.728483,5.404794,0.000000,5.404794,0.010654,-0.003704,-0.017581,-0.008479
1382526744794608060!,great-proficient-bumblebee,0.110000,1.606954,-0.413268,0.000000,-0.413268,-3.849296,5.579924,0.000000,5.579924,0.008466,-0.003589,-0.014802,-0.006747
1382526744794608060!,great-proficient-bumblebee,0.120000,1.567958,-0.356739,0.000000,-0.356739,-3.942674,5.715285,0.000000,5.715285,0.006531,-0.003486,-0.012344,-0.005215
1382526744794608060!,great-proficient-bumblebee,0.130000,1.528165,-0.299055,0.000000,-0.299055,-4.011791,5.815476,0.000000,5.815476,0.004823,-0.003396,-0.010175,-0.003863
1382526744794608060!,great-proficient-bumblebee,0.140000,1.487798,-0.240540,0.000000,-0.240540,-4.059492,5.884624,0.000000,5.884624,0.003319,-0.003316,-0.008265,-0.002673
1382526744794608060!,great-proficient-bumblebee,0.150000,1.447055,-0.181478,0.000000,-0.181478,-4.088334,5.926433,0.000000,5.926433,0.001997,-0.003246,-0.006586,-0.001627
1382526744794608060!,great-proficient-bumblebee,0.160000,1.406109,-0.122124,0.000000,-0.122124,-4.100607,5.944223,0.000000,5.944223,0.000840,-0.003185,-0.005116,-0.000710
1382526744794608060!,great-proficient-bumblebee,0.170000,1.365114,-0.062698,0.000000,-0.062698,-4.098363,5.940971,0.000000,5.940971,-0.000171,-0.003131,-0.003832,0.000090
