ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2
876234389303228790!,rebel-vivacious-beetle,0.000000,-2.104684,-0.003336,-1.766527,0.937754,0.000000,0.000000,0.000000,0.000000,0.125138,0.167413
876234389303228790!,rebel-vivacious-beetle,0.010000,-2.098871,-0.005774,-1.766692,0.937442,1.159982,-0.484871,-0.034135,-0.064331,-0.071329,0.073882
876234389303228790!,rebel-vivacious-beetle,0.020000,-2.082166,-0.011293,-1.766602,0.937612,2.179129,-0.613364,0.050217,0.094617,-0.140746,0.036310
876234389303228790!,rebel-vivacious-beetle,0.030000,-2.055792,-0.017302,-1.765523,0.939643,3.094011,-0.581162,0.163748,0.307671,-0.154552,0.023477
876234389303228790!,rebel-vivacious-beetle,0.040000,-2.020690,-0.022618,-1.763355,0.943704,3.922762,-0.472743,0.267889,0.500563,-0.144118,0.021440
876234389303228790!,rebel-vivacious-beetle,0.050000,-1.977662,-0.026654,-1.760278,0.949432,4.672896,-0.323039,0.345570,0.640697,-0.122433,0.024254
876234389303228790!,rebel-vivacious-beetle,0.060000,-1.927431,-0.029066,-1.756593,0.956233,5.345079,-0.146383,0.388178,0.713080,-0.094750,0.029406
876234389303228790!,rebel-vivacious-beetle,0.070000,-1.870837,-0.029629,-1.752690,0.963368,5.935953,0.050719,0.390534,0.710513,-0.063361,0.035760
876234389303228790!,rebel-vivacious-beetle,0.080000,-1.808742,-0.028163,-1.749000,0.970051,6.439556,0.264913,0.349096,0.629419,-0.029395,0.042787
876234389303228790!,rebel-vivacious-beetle,0.090000,-1.742213,-0.024462,-1.745949,0.975531,6.849116,0.493742,0.262123,0.469133,0.006385,0.050209
876234389303228790!,rebel-vivacious-beetle,0.100000,-1.672138,-0.018397,-1.743997,0.979017,7.157003,0.735172,0.128438,0.228797,0.043295,0.057864
876234389303228790!,rebel-vivacious-beetle,0.110000,-1.599529,-0.009860,-1.743610,0.979706,7.356390,0.987306,-0.051275,-0.091255,0.080638,0.065635
876234389303228790!,rebel-vivacious-beetle,0.120000,-1.525490,0.001252,-1.745234,0.976810,7.441608,1.248082,-0.274196,-0.489896,0.117647,0.073407
876234389303228790!,rebel-vivacious-beetle,0.130000,-1.451181,0.015002,-1.749286,0.969535,7.408234,1.515600,-0.534887,-0.965071,0.153586,0.081066
876234389303228790!,rebel-vivacious-beetle,0.140000,-1.377806,0.031446,-1.756105,0.957129,7.253006,1.787119,-0.825303,-1.514235,0.187592,0.088425
876234389303228790!,rebel-vivacious-beetle,0.150000,-1.306599,0.050602,-1.765938,0.938863,6.973575,2.059107,-1.134382,-2.133696,0.218774,0.095229
876234389303228790!,rebel-vivacious-beetle,0.160000,-1.238811,0.072447,-1.778908,0.914049,6.568413,2.326365,-1.448064,-2.818200,0.246124,0.101116
876234389303228790!,rebel-vivacious-beetle,0.170000,-1.175707,0.096891,-1.794983,0.882064,6.037019,2.581195,-1.749440,-3.560073,0.268452,0.105587
876234389303228790!,rebel-vivacious-beetle,0.180000,-1.118550,0.123750,-1.813946,0.842377,5.380670,2.812584,-2.019199,-4.348076,0.284324,0.107985
876234389303228790!,rebel-vivacious-beetle,0.190000,-1.068576,0.152711,-1.835382,0.794589,4.603856,3.005661,-2.236539,-5.166071,0.292021,0.107496
