ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
302318847331636921!,rebel-mauve-beetle,0.000000,-1.402599,-0.507457,-1.975486,0.312178,0.000000,0.000000,0.000000,0.000000,0.220470,0.410115,-0.729873
302318847331636921!,rebel-mauve-beetle,0.010000,-1.400278,-0.499567,-1.974358,0.319232,0.463675,1.575041,0.227943,1.409764,0.155066,0.253182,-0.506684
302318847331636921!,rebel-mauve-beetle,0.020000,-1.393293,-0.478172,-1.971250,0.337895,0.935177,2.700858,0.397712,2.320212,0.110352,0.149219,-0.354724
302318847331636921!,rebel-mauve-beetle,0.030000,-1.381622,-0.447074,-1.966602,0.363973,1.397561,3.512267,0.534882,2.890047,0.079645,0.081970,-0.251154
302318847331636921!,rebel-mauve-beetle,0.040000,-1.365448,-0.408952,-1.960687,0.394596,1.830575,4.102414,0.649559,3.227560,0.058163,0.038920,-0.179453
302318847331636921!,rebel-mauve-beetle,0.050000,-1.345140,-0.365707,-1.953713,0.427791,2.218947,4.534547,0.745447,3.404447,0.042675,0.011289,-0.128401
302318847331636921!,rebel-mauve-beetle,0.060000,-1.321193,-0.318711,-1.945866,0.462176,2.553325,4.851351,0.823631,3.467674,0.031092,-0.006712,-0.090728
302318847331636921!,rebel-mauve-beetle,0.070000,-1.294172,-0.268979,-1.937326,0.496759,2.829140,5.081848,0.884183,3.448253,0.022111,-0.018735,-0.061881
302318847331636921!,rebel-mauve-beetle,0.080000,-1.264677,-0.217283,-1.928275,0.530806,3.045181,5.246233,0.926908,3.367206,0.014938,-0.027014,-0.039090
302318847331636921!,rebel-mauve-beetle,0.090000,-1.233308,-0.164223,-1.918898,0.563764,3.202440,5.359062,0.951732,3.239434,0.009098,-0.032870,-0.020705
302318847331636921!,rebel-mauve-beetle,0.100000,-1.200658,-0.110272,-1.909375,0.595221,3.303344,5.431256,0.958945,3.076142,0.004316,-0.037058,-0.005763
302318847331636921!,rebel-mauve-beetle,0.110000,-1.167288,-0.055793,-1.899875,0.624881,3.351187,5.471325,0.949311,2.886266,0.000432,-0.039980,0.006280
302318847331636921!,rebel-mauve-beetle,0.120000,-1.133714,-0.001068,-1.890557,0.652528,3.349736,5.486162,0.924084,2.677333,-0.002643,-0.041821,0.015727
302318847331636921!,rebel-mauve-beetle,0.130000,-1.100404,0.053690,-1.881566,0.678019,3.303036,5.481445,0.885023,2.456022,-0.004960,-0.042630,0.022737
302318847331636921!,rebel-mauve-beetle,0.140000,-1.067787,0.108318,-1.873024,0.701271,3.215311,5.461861,0.834369,2.228515,-0.006545,-0.042366,0.027376
302318847331636921!,rebel-mauve-beetle,0.150000,-1.036245,0.162694,-1.865031,0.722260,3.090943,5.431211,0.774814,2.000737,-0.007407,-0.040922,0.029653
302318847331636921!,rebel-mauve-beetle,0.160000,-1.006118,0.216727,-1.857659,0.741015,2.934526,5.392468,0.709446,1.778519,-0.007544,-0.038151,0.029536
302318847331636921!,rebel-mauve-beetle,0.170000,-0.977698,0.270349,-1.850949,0.757621,2.750976,5.347808,0.641685,1.567705,-0.006951,-0.033878,0.026973
302318847331636921!,rebel-mauve-beetle,0.180000,-0.951230,0.323507,-1.844905,0.772221,2.545671,5.298667,0.575200,1.374206,-0.005620,-0.027924,0.021908
302318847331636921!,rebel-mauve-beetle,0.190000,-0.926899,0.376157,-1.839498,0.785014,2.324600,5.245807,0.513804,1.203980,-0.003550,-0.020129,0.014309
302318847331636921!,rebel-mauve-beetle,0.200000,-0.904833,0.428257,-1.834658,0.796259,2.094490,5.189431,0.461327,1.062943,-0.000754,-0.010382,0.004195
