ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
1416902904451685978!,great-proficient-bumblebee,0.000000,1.031796,-0.848113,0.000000,-0.848113,0.000000,0.000000,0.000000,0.000000,0.051522,-0.000116,-0.062072,-0.040744
1416902904451685978!,great-proficient-bumblebee,0.010000,1.028513,-0.844253,0.000000,-0.844253,-0.656606,0.772184,0.000000,0.772184,0.044989,-0.000514,-0.054735,-0.035584
1416902904451685978!,great-proficient-bumblebee,0.020000,1.019083,-0.833162,0.000000,-0.833162,-1.228280,1.444487,0.000000,1.444487,0.039142,-0.000871,-0.048166,-0.030965
1416902904451685978!,great-proficient-bumblebee,0.030000,1.004304,-0.815782,0.000000,-0.815782,-1.723931,2.027385,0.000000,2.027385,0.033911,-0.001190,-0.042291,-0.026834
1416902904451685978!,great-proficient-bumblebee,0.040000,0.984892,-0.792953,0.000000,-0.792953,-2.151581,2.530311,0.000000,2.530311,0.029237,-0.001475,-0.037040,-0.023141
1416902904451685978!,great-proficient-bumblebee,0.050000,0.961489,-0.765430,0.000000,-0.765430,-2.518452,2.961760,0.000000,2.961760,0.025062,-0.001729,-0.032351,-0.019844
1416902904451685978!,great-proficient-bumblebee,0.060000,0.934669,-0.733889,0.000000,-0.733889,-2.831048,3.329380,0.000000,3.329380,0.021338,-0.001956,-0.028167,-0.016902
1416902904451685978!,great-proficient-bumblebee,0.070000,0.904947,-0.698935,0.000000,-0.698935,-3.095223,3.640057,0.000000,3.640057,0.018019,-0.002158,-0.024439,-0.014280
1416902904451685978!,great-proficient-bumblebee,0.080000,0.872784,-0.661111,0.000000,-0.661111,-3.316246,3.899985,0.000000,3.899985,0.015064,-0.002338,-0.021120,-0.011947
1416902904451685978!,great-proficient-bumblebee,0.090000,0.838604,-0.620915,0.000000,-0.620915,-3.498859,4.114742,0.000000,4.114742,0.012438,-0.002498,-0.018171,-0.009872
1416902904451685978!,great-proficient-bumblebee,0.100000,0.802775,-0.578779,0.000000,-0.578779,-3.647331,4.289349,0.000000,4.289349,0.010108,-0.002640,-0.015553,-0.008031
1416902904451685978!,great-proficient-bumblebee,0.110000,0.765620,-0.535084,0.000000,-0.535084,-3.765503,4.428322,0.000000,4.428322,0.008043,-0.002766,-0.013233,-0.006400
1416902904451685978!,great-proficient-bumblebee,0.120000,0.727428,-0.490169,0.000000,-0.490169,-3.856828,4.535722,0.000000,4.535722,0.006216,-0.002878,-0.011182,-0.004958
1416902904451685978!,great-proficient-bumblebee,0.130000,0.688455,-0.444335,0.000000,-0.444335,-3.924406,4.615196,0.000000,4.615196,0.004604,-0.002976,-0.009371,-0.003684
1416902904451685978!,great-proficient-bumblebee,0.140000,0.648925,-0.397847,0.000000,-0.397847,-3.971026,4.670022,0.000000,4.670022,0.003185,-0.003062,-0.007776,-0.002563
1416902904451685978!,great-proficient-bumblebee,0.150000,0.609038,-0.350939,0.000000,-0.350939,-3.999189,4.703142,0.000000,4.703142,0.001938,-0.003138,-0.006376,-0.001578
1416902904451685978!,great-proficient-bumblebee,0.160000,0.568969,-0.303817,0.000000,-0.303817,-4.011140,4.717196,0.000000,4.717196,0.000846,-0.003205,-0.005149,-0.000715
1416902904451685978!,great-proficient-bumblebee,0.170000,0.528872,-0.256663,0.000000,-0.256663,-4.008893,4.714554,0.000000,4.714554,-0.000107,-0.003263,-0.004078,0.000038
1416902904451685978!,great-proficient-bumblebee,0.180000,0.488883,-0.209634,0.000000,-0.209634,-3.994254,4.697338,0.000000,4.697338,-0.000936,-0.003314,-0.003147,0.000692
1416902904451685978!,great-proficient-bumblebee,0.190000,0.449118,-0.162870,0.000000,-0.162870,-3.968839,4.667450,0.000000,4.667450,-0.001654,-0.003357,-0.002341,0.001259
1416902904451685978!,great-proficient-bumblebee,0.200000,0.409680,-0.116490,0.000000,-0.116490,-3.934097,4.626592,0.000000,4.626592,-0.002271,-0.003395,-0.001647,0.001747
1416902904451685978!,great-proficient-bumblebee,0.210000,0.370657,-0.070598,0.000000,-0.070598,-3.891322,4.576288,0.000000,4.576288,-0.002800,-0.003427,-0.001053,0.002165
1416902904451685978!,great-proficient-bumblebee,0.220000,0.332117,-0.025273,0.000000,-0.025273,-3.841672,4.517899,0.000000,4.517899,-0.003250,-0.003455,-0.000549,0.002520
1416902904451685978!,great-proficient-bumblebee,0.230000,0.294117,0.019415,0.000000,0.019415,-3.786179,4.452637,0.000000,4.452637,-0.003629,-0.003478,-0.000123,0.002819
1416902904451685978!,great-proficient-bumblebee,0.240000,0.256712,0.063405,0.000000,0.063405,-3.725759,4.381582,0.000000,4.381582,-0.003945,-0.003497,0.000232,0.003069
1416902904451685978!,great-proficient-bumblebee,0.250000,0.219944,0.106644,0.000000,0.106644,-3.661230,4.305695,0.000000,4.305695,-0.004205,-0.003513,0.000524,0.003274
1416902904451685978!,great-proficient-bumblebee,0.260000,0.183849,0.149093,0.000000,0.149093,-3.593319,4.225830,0.000000,4.225830,-0.004415,-0.003526,0.000761,0.003440
1416902904451685978!,great-proficient-bumblebee,0.270000,0.148455,0.190717,0.000000,0.190717,-3.522671,4.142745,0.000000,4.142745,-0.004582,-0.003536,0.000948,0.003572
1416902904451685978!,great-proficient-bumblebee,0.280000,0.113785,0.231490,0.000000,0.231490,-3.449856,4.057114,0.000000,4.057114,-0.004710,-0.003544,0.001091,0.003673
1416902904451685978!,great-proficient-bumblebee,0.290000,0.079857,0.271391,0.000000,0.271391,-3.375382,3.969530,0.000000,3.969530,-0.004803,-0.003549,0.001196,0.003747
1416902904451685978!,great-proficient-bumblebee,0.300000,0.046683,0.310403,0.000000,0.310403,-3.299693,3.880518,0.000000,3.880518,-0.004866,-0.003553,0.001267,0.003796
1416902904451685978!,great-proficient-bumblebee,0.310000,0.014274,0.348517,0.000000,0.348517,-3.223185,3.790543,0.000000,3.790543,-0.004902,-0.003555,0.001308,0.003825
1416902904451685978!,great-proficient-bumblebee,0.320000,-0.017366,0.385727,0.000000,0.385727,-3.146203,3.700011,0.000000,3.700011,-0.004915,-0.003556,0.001323,0.003836
1416902904451685978!,great-proficient-bumblebee,0.330000,-0.048235,0.422029,0.000000,0.422029,-3.069052,3.609279,0.000000,3.609279,-0.004908,-0.003556,0.001314,0.003830
1416902904451685978!,great-proficient-bumblebee,0.340000,-0.078332,0.457425,0.000000,0.457425,-2.991997,3.518660,0.000000,3.518660,-0.004883,-0.003554,0.001286,0.003810
1416902904451685978!,great-proficient-bumblebee,0.350000,-0.107662,0.491917,0.000000,0.491917,-2.915269,3.428426,0.000000,3.428426,-0.004842,-0.003552,0.001240,0.003778
1416902904451685978!,great-proficient-bumblebee,0.360000,-0.136228,0.525511,0.000000,0.525511,-2.839069,3.338814,0.000000,3.338814,-0.004788,-0.003548,0.001180,0.003735
1416902904451685978!,great-proficient-bumblebee,0.370000,-0.164038,0.558217,0.000000,0.558217,-2.763572,3.250027,0.000000,3.250027,-0.004723,-0.003544,0.001106,0.003683
1416902904451685978!,great-proficient-bumblebee,0.380000,-0.191100,0.590042,0.000000,0.590042,-2.688927,3.162243,0.000000,3.162243,-0.004647,-0.003540,0.001022,0.003624
1416902904451685978!,great-proficient-bumblebee,0.390000,-0.217423,0.620999,0.000000,0.620999,-2.615261,3.075610,0.000000,3.075610,-0.004564,-0.003535,0.000928,0.003558
1416902904451685978!,great-proficient-bumblebee,0.400000,-0.243019,0.651100,0.000000,0.651100,-2.542683,2.990257,0.000000,2.990257,-0.004473,-0.003529,0.000826,0.003486
1416902904451685978!,great-proficient-bumblebee,0.410000,-0.267899,0.680359,0.000000,0.680359,-2.471285,2.906290,0.000000,2.906290,-0.004377,-0.003523,0.000717,0.003410
1416902904451685978!,great-proficient-bumblebee,0.420000,-0.292074,0.708790,0.000000,0.708790,-2.401141,2.823799,0.000000,2.823799,-0.004275,-0.003517,0.000603,0.003330
1416902904451685978!,great-proficient-bumblebee,0.430000,-0.315560,0.736410,0.000000,0.736410,-2.332314,2.742857,0.000000,2.742857,-0.004170,-0.003511,0.000485,0.003247
1416902904451685978!,great-proficient-bumblebee,0.440000,-0.338368,0.763233,0.000000,0.763233,-2.264854,2.663523,0.000000,2.663523,-0.004062,-0.003504,0.000364,0.003161
1416902904451685978!,great-proficient-bumblebee,0.450000,-0.360514,0.789276,0.000000,0.789276,-2.198801,2.585842,0.000000,2.585842,-0.003951,-0.003497,0.000240,0.003074
1416902904451685978!,great-proficient-bumblebee,0.460000,-0.382010,0.814557,0.000000,0.814557,-2.134184,2.509852,0.000000,2.509852,-0.003839,-0.003491,0.000114,0.002985
1416902904451685978!,great-proficient-bumblebee,0.470000,-0.402873,0.839092,0.000000,0.839092,-2.071025,2.435575,0.000000,2.435575,-0.003726,-0.003484,-0.000013,0.002896
1416902904451685978!,great-proficient-bumblebee,0.480000,-0.423115,0.862898,0.000000,0.862898,-2.009339,2.363031,0.000000,2.363031,-0.003612,-0.003477,-0.000141,0.002806
1416902904451685978!,great-proficient-bumblebee,0.490000,-0.442753,0.885992,0.000000,0.885992,-1.949133,2.292227,0.000000,2.292227,-0.003498,-0.003470,-0.000269,0.002716
1416902904451685978!,great-proficient-bumblebee,0.500000,-0.461801,0.908393,0.000000,0.908393,-1.890409,2.223166,0.000000,2.223166,-0.003384,-0.003463,-0.000397,0.002626
1416902904451685978!,great-proficient-bumblebee,0.510000,-0.480274,0.930117,0.000000,0.930117,-1.833165,2.155846,0.000000,2.155846,-0.003271,-0.003456,-0.000524,0.002537
1416902904451685978!,great-proficient-bumblebee,0.520000,-0.498186,0.951182,0.000000,0.951182,-1.777393,2.090257,0.000000,2.090257,-0.003159,-0.003449,-0.000651,0.002448
1416902904451685978!,great-proficient-bumblebee,0.530000,-0.515551,0.971604,0.000000,0.971604,-1.723083,2.026387,0.000000,2.026387,-0.003047,-0.003442,-0.000776,0.002360
1416902904451685978!,great-proficient-bumblebee,0.540000,-0.532385,0.991401,0.000000,0.991401,-1.670220,1.964219,0.000000,1.964219,-0.002937,-0.003436,-0.000899,0.002273
1416902904451685978!,great-proficient-bumblebee,0.550000,-0.548701,1.010590,0.000000,1.010590,-1.618788,1.903734,0.000000,1.903734,-0.002829,-0.003429,-0.001021,0.002187
1416902904451685978!,great-proficient-bumblebee,0.560000,-0.564514,1.029186,0.000000,1.029186,-1.568768,1.844909,0.000000,1.844909,-0.002722,-0.003422,-0.001142,0.002103
1416902904451685978!,great-proficient-bumblebee,0.570000,-0.579839,1.047208,0.000000,1.047208,-1.520138,1.787719,0.000000,1.787719,-0.002617,-0.003416,-0.001260,0.002020
1416902904451685978!,great-proficient-bumblebee,0.580000,-0.594693,1.064678,0.000000,1.064678,-1.472876,1.732137,0.000000,1.732137,-0.002513,-0.003410,-0.001376,0.001938
1416902904451685978!,great-proficient-bumblebee,0.590000,-0.609091,1.081610,0.000000,1.081610,-1.426955,1.678133,0.000000,1.678133,-0.002412,-0.003404,-0.001489,0.001858
1416902904451685978!,great-proficient-bumblebee,0.600000,-0.623046,1.098020,0.000000,1.098020,-1.382348,1.625674,0.000000,1.625674,-0.002313,-0.003398,-0.001600,0.001780
1416902904451685978!,great-proficient-bumblebee,0.610000,-0.636569,1.113924,0.000000,1.113924,-1.339027,1.574728,0.000000,1.574728,-0.002217,-0.003392,-0.001709,0.001704
