ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2
1284442968048919665!,great-vivacious-beetle,0.000000,-0.622496,-2.082305,0.679418,-1.337308,0.000000,0.000000,0.000000,0.000000,0.305710,0.050889
1284442968048919665!,great-vivacious-beetle,0.010000,-0.619720,-2.077092,0.683872,-1.335035,0.554915,1.038912,0.887512,0.454628,0.280800,0.045738
1284442968048919665!,great-vivacious-beetle,0.020000,-0.611636,-2.061996,0.696722,-1.328374,1.060876,1.979463,1.677468,0.879819,0.255297,0.038307
1284442968048919665!,great-vivacious-beetle,0.030000,-0.598753,-2.037821,0.716997,-1.317541,1.512283,2.853913,2.368889,1.289134,0.233965,0.032114
1284442968048919665!,great-vivacious-beetle,0.040000,-0.581568,-2.005143,0.743751,-1.302626,1.918021,3.674475,2.967610,1.694395,0.216214,0.027401
1284442968048919665!,great-vivacious-beetle,0.050000,-0.560497,-1.964475,0.776083,-1.283626,2.285415,4.444869,3.478347,2.103016,0.200891,0.023935
1284442968048919665!,great-vivacious-beetle,0.060000,-0.535899,-1.916322,0.813129,-1.260485,2.618171,5.163890,3.904206,2.518574,0.187125,0.021522
1284442968048919665!,great-vivacious-beetle,0.070000,-0.508113,-1.861224,0.854051,-1.233125,2.917032,5.826997,4.247438,2.941737,0.174344,0.020028
1284442968048919665!,great-vivacious-beetle,0.080000,-0.477479,-1.799782,0.898031,-1.201474,3.180632,6.427715,4.510176,3.371091,0.162239,0.019356
1284442968048919665!,great-vivacious-beetle,0.090000,-0.444359,-1.732668,0.944274,-1.165482,3.406291,6.959000,4.694995,3.803886,0.150706,0.019426
1284442968048919665!,great-vivacious-beetle,0.100000,-0.409145,-1.660631,0.992011,-1.125129,3.590752,7.414499,4.805253,4.236728,0.139813,0.020164
1284442968048919665!,great-vivacious-beetle,0.110000,-0.372263,-1.584482,1.040513,-1.080432,3.730818,7.789603,4.845193,4.666176,0.129741,0.021489
1284442968048919665!,great-vivacious-beetle,0.120000,-0.334206,-1.505071,1.089066,-1.031472,3.823924,8.082341,4.819944,5.089076,0.120748,0.023326
1284442968048919665!,great-vivacious-beetle,0.130000,-0.295461,-1.423227,1.137043,-0.978332,3.868525,8.293198,4.735028,5.503174,0.113068,0.025576
1284442968048919665!,great-vivacious-beetle,0.140000,-0.256525,-1.339746,1.183873,-0.921111,3.864162,8.425380,4.596056,5.907153,0.106905,0.028142
1284442968048919665!,great-vivacious-beetle,0.150000,-0.217890,-1.255371,1.229043,-0.859915,3.811489,8.484414,4.408327,6.300644,0.102389,0.030935
1284442968048919665!,great-vivacious-beetle,0.160000,-0.180039,-1.170774,1.272091,-0.794849,3.712145,8.477531,4.176439,6.684051,0.099554,0.033876
1284442968048919665!,great-vivacious-beetle,0.170000,-0.143428,-1.086549,1.312598,-0.726008,3.568531,8.412906,3.903972,7.058248,0.098330,0.036891
1284442968048919665!,great-vivacious-beetle,0.180000,-0.108489,-1.003209,1.350172,-0.653480,3.383573,8.298897,3.593292,7.424192,0.098548,0.039914
1284442968048919665!,great-vivacious-beetle,0.190000,-0.075619,-0.921189,1.384440,-0.577345,3.160503,8.143358,3.245487,7.782491,0.099958,0.042887
1284442968048919665!,great-vivacious-beetle,0.200000,-0.045182,-0.840861,1.415032,-0.497679,2.902724,7.953104,2.860446,8.132994,0.102249,0.045752
1284442968048919665!,great-vivacious-beetle,0.210000,-0.017507,-0.762541,1.441573,-0.414568,2.613765,7.733552,2.437076,8.474424,0.105070,0.048451
1284442968048919665!,great-vivacious-beetle,0.220000,0.007117,-0.686503,1.463674,-0.328114,2.297327,7.488543,1.973630,8.804105,0.108054,0.050926
