ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
1789715912880342905!,talented-antique-butterfly,0.000000,-2.004839,1.967921,-1.700846,1.015247,-0.779590,0.626290,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.047295,0.084734,-0.115773,0.014061,-0.106205,0.118169
1789715912880342905!,talented-antique-butterfly,0.010000,-1.999976,1.969039,-1.700733,1.014862,-0.779011,0.627010,0.971156,0.221188,0.023169,-0.076113,0.115668,0.143708,-0.029051,0.072444,-0.067023,-0.001222,-0.056206,0.113901
1789715912880342905!,talented-antique-butterfly,0.020000,-1.986400,1.971337,-1.700835,1.012977,-0.777586,0.628777,1.743883,0.232879,-0.042378,-0.299378,0.169363,0.209446,-0.017506,0.064822,-0.035447,-0.011098,-0.023745,0.112025
1789715912880342905!,talented-antique-butterfly,0.030000,-1.965697,1.972959,-1.701855,1.008393,-0.775820,0.630954,2.396953,0.083415,-0.159437,-0.615846,0.183577,0.225726,-0.010547,0.060416,-0.015622,-0.017285,-0.003280,0.111829
1789715912880342905!,talented-antique-butterfly,0.040000,-1.938789,1.972442,-1.704173,1.000354,-0.774036,0.633142,2.983642,-0.196088,-0.300640,-0.988758,0.173410,0.211999,-0.006788,0.058155,-0.003916,-0.020867,0.008880,0.112677
1789715912880342905!,talented-antique-butterfly,0.050000,-1.906157,1.968575,-1.707929,0.988419,-0.772423,0.635109,3.538783,-0.586252,-0.444916,-1.391919,0.149379,0.181675,-0.005355,0.057221,0.002008,-0.022475,0.015080,0.113935
1789715912880342905!,talented-antique-butterfly,0.060000,-1.868005,1.960307,-1.713070,0.972383,-0.771082,0.636735,4.083124,-1.074247,-0.575314,-1.804823,0.119222,0.144377,-0.005702,0.056951,0.003598,-0.022433,0.016738,0.114917
1789715912880342905!,talented-antique-butterfly,0.070000,-1.824428,1.946738,-1.719373,0.952271,-0.770043,0.637992,4.626079,-1.649193,-0.677978,-2.209511,0.089084,0.107522,-0.007487,0.056763,0.001731,-0.020863,0.014670,0.114849
1789715912880342905!,talented-antique-butterfly,0.080000,-1.775452,1.927068,-1.726500,0.928267,-0.769277,0.638916,5.167259,-2.298648,-0.741532,-2.588243,0.064220,0.077323,-0.010471,0.056119,-0.003050,-0.017781,0.009345,0.112900
1789715912880342905!,talented-antique-butterfly,0.090000,-1.721122,1.900624,-1.734018,0.900707,-0.768708,0.639599,5.697750,-3.005788,-0.757189,-2.922540,0.049390,0.059359,-0.014443,0.054519,-0.010342,-0.013172,0.001085,0.108231
1789715912880342905!,talented-antique-butterfly,0.100000,-1.661606,1.866922,-1.741425,0.870113,-0.768216,0.640191,6.201562,-3.747549,-0.719328,-3.193362,0.048998,0.058797,-0.019168,0.051534,-0.019736,-0.007073,-0.009763,0.100117
1789715912880342905!,talented-antique-butterfly,0.110000,-1.597273,1.825766,-1.748173,0.837217,-0.767635,0.640887,6.657960,-4.494165,-0.626190,-3.382253,0.067124,0.080399,-0.024353,0.046865,-0.030703,0.000366,-0.022694,0.088114
1789715912880342905!,talented-antique-butterfly,0.120000,-1.528712,1.777279,-1.753719,0.802922,-0.766763,0.641930,7.044305,-5.211064,-0.480234,-3.473431,0.107245,0.128100,-0.029664,0.040433,-0.042577,0.008840,-0.037004,0.072250
