ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
923750781652093879!,great-impartial-bumblebee,0.000000,-1.880384,1.613104,0.000000,1.613104,0.000000,0.000000,0.000000,0.000000,0.046448,0.034575,-0.143969
923750781652093879!,great-impartial-bumblebee,0.010000,-1.874147,1.608552,0.000000,1.608552,1.247369,-0.910370,0.000000,-0.910370,0.039992,0.028888,-0.123790
923750781652093879!,great-impartial-bumblebee,0.020000,-1.856233,1.595478,0.000000,1.595478,2.333393,-1.702985,0.000000,-1.702985,0.034212,0.023797,-0.105727
923750781652093879!,great-impartial-bumblebee,0.030000,-1.828156,1.574987,0.000000,1.574987,3.274993,-2.390194,0.000000,-2.390194,0.029043,0.019243,-0.089570
923750781652093879!,great-impartial-bumblebee,0.040000,-1.791279,1.548072,0.000000,1.548072,4.087408,-2.983121,0.000000,-2.983121,0.024422,0.015173,-0.075129
923750781652093879!,great-impartial-bumblebee,0.050000,-1.746819,1.515624,0.000000,1.515624,4.784362,-3.491780,0.000000,-3.491780,0.020296,0.011538,-0.062234
923750781652093879!,great-impartial-bumblebee,0.060000,-1.695911,1.478470,0.000000,1.478470,5.378208,-3.925188,0.000000,-3.925188,0.016616,0.008296,-0.050731
923750781652093879!,great-impartial-bumblebee,0.070000,-1.639563,1.437345,0.000000,1.437345,5.880081,-4.291471,0.000000,-4.291471,0.013337,0.005407,-0.040483
923750781652093879!,great-impartial-bumblebee,0.080000,-1.578638,1.392880,0.000000,1.392880,6.300012,-4.597950,0.000000,-4.597950,0.010419,0.002837,-0.031363
923750781652093879!,great-impartial-bumblebee,0.090000,-1.513896,1.345630,0.000000,1.345630,6.647023,-4.851210,0.000000,-4.851210,0.007825,0.000552,-0.023257
923750781652093879!,great-impartial-bumblebee,0.100000,-1.446015,1.296088,0.000000,1.296088,6.929225,-5.057170,0.000000,-5.057170,0.005523,-0.001475,-0.016063
923750781652093879!,great-impartial-bumblebee,0.110000,-1.375598,1.244695,0.000000,1.244695,7.153904,-5.221148,0.000000,-5.221148,0.003483,-0.003272,-0.009688
923750781652093879!,great-impartial-bumblebee,0.120000,-1.303186,1.191846,0.000000,1.191846,7.327609,-5.347923,0.000000,-5.347923,0.001679,-0.004862,-0.004048
923750781652093879!,great-impartial-bumblebee,0.130000,-1.229259,1.137892,0.000000,1.137892,7.456221,-5.441789,0.000000,-5.441789,0.000086,-0.006265,0.000931
923750781652093879!,great-impartial-bumblebee,0.140000,-1.154242,1.083142,0.000000,1.083142,7.545023,-5.506599,0.000000,-5.506599,-0.001318,-0.007501,0.005317
923750781652093879!,great-impartial-bumblebee,0.150000,-1.078513,1.027873,0.000000,1.027873,7.598757,-5.545815,0.000000,-5.545815,-0.002551,-0.008588,0.009170
923750781652093879!,great-impartial-bumblebee,0.160000,-1.002405,0.972327,0.000000,0.972327,7.621677,-5.562544,0.000000,-5.562544,-0.003631,-0.009539,0.012547
923750781652093879!,great-impartial-bumblebee,0.170000,-0.926210,0.916717,0.000000,0.916717,7.617602,-5.559569,0.000000,-5.559569,-0.004574,-0.010370,0.015495
923750781652093879!,great-impartial-bumblebee,0.180000,-0.850185,0.861232,0.000000,0.861232,7.589952,-5.539389,0.000000,-5.539389,-0.005395,-0.011093,0.018060
923750781652093879!,great-impartial-bumblebee,0.190000,-0.774555,0.806035,0.000000,0.806035,7.541794,-5.504242,0.000000,-5.504242,-0.006106,-0.011719,0.020282
923750781652093879!,great-impartial-bumblebee,0.200000,-0.699516,0.751269,0.000000,0.751269,7.475872,-5.456131,0.000000,-5.456131,-0.006718,-0.012259,0.022196
923750781652093879!,great-impartial-bumblebee,0.210000,-0.625236,0.697057,0.000000,0.697057,7.394644,-5.396848,0.000000,-5.396848,-0.007243,-0.012721,0.023836
923750781652093879!,great-impartial-bumblebee,0.220000,-0.551862,0.643506,0.000000,0.643506,7.300305,-5.327996,0.000000,-5.327996,-0.007689,-0.013114,0.025230
923750781652093879!,great-impartial-bumblebee,0.230000,-0.479520,0.590709,0.000000,0.590709,7.194816,-5.251007,0.000000,-5.251007,-0.008065,-0.013445,0.026406
923750781652093879!,great-impartial-bumblebee,0.240000,-0.408316,0.538742,0.000000,0.538742,7.079929,-5.167159,0.000000,-5.167159,-0.008379,-0.013722,0.027386
923750781652093879!,great-impartial-bumblebee,0.250000,-0.338340,0.487671,0.000000,0.487671,6.957204,-5.077590,0.000000,-5.077590,-0.008637,-0.013949,0.028192
923750781652093879!,great-impartial-bumblebee,0.260000,-0.269666,0.437551,0.000000,0.437551,6.828031,-4.983315,0.000000,-4.983315,-0.008845,-0.014133,0.028844
923750781652093879!,great-impartial-bumblebee,0.270000,-0.202357,0.388427,0.000000,0.388427,6.693645,-4.885236,0.000000,-4.885236,-0.009010,-0.014278,0.029359
923750781652093879!,great-impartial-bumblebee,0.280000,-0.136460,0.340332,0.000000,0.340332,6.555145,-4.784154,0.000000,-4.784154,-0.009136,-0.014389,0.029752
923750781652093879!,great-impartial-bumblebee,0.290000,-0.071972,0.293267,0.000000,0.293267,6.413502,-4.680779,0.000000,-4.680779,-0.009228,-0.014469,0.030039
923750781652093879!,great-impartial-bumblebee,0.300000,-0.008922,0.247251,0.000000,0.247251,6.269563,-4.575728,0.000000,-4.575728,-0.009290,-0.014524,0.030233
923750781652093879!,great-impartial-bumblebee,0.310000,0.052678,0.202293,0.000000,0.202293,6.124077,-4.469547,0.000000,-4.469547,-0.009325,-0.014555,0.030344
923750781652093879!,great-impartial-bumblebee,0.320000,0.112817,0.158402,0.000000,0.158402,5.977700,-4.362716,0.000000,-4.362716,-0.009338,-0.014567,0.030383
923750781652093879!,great-impartial-bumblebee,0.330000,0.171491,0.115580,0.000000,0.115580,5.831007,-4.255655,0.000000,-4.255655,-0.009330,-0.014560,0.030360
923750781652093879!,great-impartial-bumblebee,0.340000,0.228699,0.073828,0.000000,0.073828,5.684503,-4.148732,0.000000,-4.148732,-0.009305,-0.014538,0.030281
923750781652093879!,great-impartial-bumblebee,0.350000,0.284448,0.033140,0.000000,0.033140,5.538626,-4.042266,0.000000,-4.042266,-0.009265,-0.014502,0.030155
923750781652093879!,great-impartial-bumblebee,0.360000,0.338747,-0.006489,0.000000,-0.006489,5.393758,-3.936537,0.000000,-3.936537,-0.009211,-0.014455,0.029988
923750781652093879!,great-impartial-bumblebee,0.370000,0.391607,-0.045068,0.000000,-0.045068,5.250229,-3.831785,0.000000,-3.831785,-0.009146,-0.014398,0.029785
923750781652093879!,great-impartial-bumblebee,0.380000,0.443045,-0.082609,0.000000,-0.082609,5.108323,-3.728217,0.000000,-3.728217,-0.009072,-0.014332,0.029552
923750781652093879!,great-impartial-bumblebee,0.390000,0.493078,-0.119124,0.000000,-0.119124,4.968281,-3.626010,0.000000,-3.626010,-0.008989,-0.014259,0.029293
923750781652093879!,great-impartial-bumblebee,0.400000,0.541738,-0.154638,0.000000,-0.154638,4.830310,-3.525315,0.000000,-3.525315,-0.008899,-0.014180,0.029012
923750781652093879!,great-impartial-bumblebee,0.410000,0.589050,-0.189168,0.000000,-0.189168,4.694580,-3.426255,0.000000,-3.426255,-0.008804,-0.014096,0.028715
923750781652093879!,great-impartial-bumblebee,0.420000,0.635038,-0.222731,0.000000,-0.222731,4.561230,-3.328932,0.000000,-3.328932,-0.008704,-0.014008,0.028403
923750781652093879!,great-impartial-bumblebee,0.430000,0.679726,-0.255346,0.000000,-0.255346,4.430376,-3.233430,0.000000,-3.233430,-0.008601,-0.013917,0.028079
