ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
2186975256350743633!,rebel-mauve-beetle,0.000000,-1.447293,2.291422,-1.524626,1.294417,0.000000,0.000000,0.000000,0.000000,0.510813,2.087035,-1.906004
2186975256350743633!,rebel-mauve-beetle,0.010000,-1.425865,2.300997,-1.515554,1.305027,4.288836,1.897699,1.825131,2.119562,-0.036419,-0.047615,0.116761
2186975256350743633!,rebel-mauve-beetle,0.020000,-1.382427,2.317791,-1.498520,1.324552,4.395455,1.459842,1.581123,1.788789,-0.020441,0.013728,0.057885
2186975256350743633!,rebel-mauve-beetle,0.030000,-1.337402,2.330485,-1.483610,1.341231,4.605197,1.077347,1.401949,1.550774,-0.020093,0.014946,0.056625
2186975256350743633!,rebel-mauve-beetle,0.040000,-1.290341,2.339275,-1.470464,1.355631,4.800985,0.680630,1.230276,1.334490,-0.019388,0.017880,0.053985
2186975256350743633!,rebel-mauve-beetle,0.050000,-1.241365,2.344008,-1.458988,1.367975,4.985801,0.268033,1.069950,1.141135,-0.018659,0.020999,0.051240
2186975256350743633!,rebel-mauve-beetle,0.060000,-1.190586,2.344511,-1.449056,1.378491,5.158521,-0.162415,0.923454,0.970725,-0.017819,0.024402,0.048109
2186975256350743633!,rebel-mauve-beetle,0.070000,-1.138140,2.340612,-1.440508,1.387421,5.317280,-0.611202,0.793467,0.823827,-0.016785,0.028149,0.044340
2186975256350743633!,rebel-mauve-beetle,0.080000,-1.084179,2.332135,-1.433163,1.395007,5.459494,-1.077205,0.682906,0.701584,-0.015472,0.032303,0.039671
2186975256350743633!,rebel-mauve-beetle,0.090000,-1.028880,2.318919,-1.426810,1.401504,5.582072,-1.557577,0.594883,0.605625,-0.013800,0.036909,0.033854
2186975256350743633!,rebel-mauve-beetle,0.100000,-0.972443,2.300834,-1.421208,1.407184,5.681622,-2.047694,0.532660,0.537968,-0.011698,0.041984,0.026673
2186975256350743633!,rebel-mauve-beetle,0.110000,-0.915135,2.277829,-1.416077,1.412348,5.754670,-2.541305,0.499234,0.500551,-0.009097,0.047550,0.017926
2186975256350743633!,rebel-mauve-beetle,0.120000,-0.857243,2.249921,-1.411107,1.417313,5.798053,-3.030550,0.497586,0.495407,-0.005960,0.053572,0.007506
2186975256350743633!,rebel-mauve-beetle,0.130000,-0.799069,2.217194,-1.405966,1.422413,5.809134,-3.506283,0.530573,0.524439,-0.002275,0.059988,-0.004610
2186975256350743633!,rebel-mauve-beetle,0.140000,-0.740905,2.179824,-1.400281,1.428010,5.786203,-3.958551,0.600886,0.589218,0.001924,0.066664,-0.018298
2186975256350743633!,rebel-mauve-beetle,0.150000,-0.683206,2.138131,-1.393703,1.434431,5.728191,-4.377200,0.709805,0.689652,0.006633,0.073681,-0.033557
2186975256350743633!,rebel-mauve-beetle,0.160000,-0.626277,2.092481,-1.385831,1.442037,5.636131,-4.752297,0.859311,0.825818,0.011712,0.080754,-0.049921
2186975256350743633!,rebel-mauve-beetle,0.170000,-0.570435,2.043347,-1.376252,1.451183,5.512038,-5.075140,1.050439,0.996200,0.017028,0.087730,-0.066971
2186975256350743633!,rebel-mauve-beetle,0.180000,-0.515975,1.991286,-1.364542,1.462199,5.359239,-5.338757,1.283603,1.197875,0.022428,0.094462,-0.084220
2186975256350743633!,rebel-mauve-beetle,0.190000,-0.463158,1.936917,-1.350279,1.475380,5.182235,-5.538390,1.558657,1.426495,0.027740,0.100803,-0.101137
2186975256350743633!,rebel-mauve-beetle,0.200000,-0.412196,1.880893,-1.333043,1.490971,4.986416,-5.671794,1.874937,1.676339,0.032794,0.106617,-0.117191
2186975256350743633!,rebel-mauve-beetle,0.210000,-0.363240,1.823880,-1.312423,1.509154,4.777720,-5.739304,2.231303,1.940434,0.037434,0.111784,-0.131896
2186975256350743633!,rebel-mauve-beetle,0.220000,-0.316385,1.766527,-1.288018,1.530036,4.562256,-5.743688,2.626171,2.210770,0.041528,0.116206,-0.144846
2186975256350743633!,rebel-mauve-beetle,0.230000,-0.271660,1.709446,-1.259448,1.553638,4.345961,-5.689801,3.057529,2.478569,0.044980,0.119809,-0.155740
2186975256350743633!,rebel-mauve-beetle,0.240000,-0.229040,1.653191,-1.226350,1.579894,4.134310,-5.584116,3.522934,2.734582,0.047728,0.122544,-0.164388
2186975256350743633!,rebel-mauve-beetle,0.250000,-0.188444,1.598245,-1.188390,1.608642,3.932103,-5.434201,4.019483,2.969405,0.049748,0.124380,-0.170711
2186975256350743633!,rebel-mauve-beetle,0.260000,-0.149747,1.545013,-1.145261,1.639627,3.743339,-5.248207,4.543764,3.173768,0.051044,0.125305,-0.174723
2186975256350743633!,rebel-mauve-beetle,0.270000,-0.112789,1.493817,-1.096695,1.672501,3.571171,-5.034417,5.091803,3.338806,0.051649,0.125321,-0.176514
2186975256350743633!,rebel-mauve-beetle,0.280000,-0.077380,1.444894,-1.042465,1.706830,3.417906,-4.800891,5.659006,3.456300,0.051608,0.124440,-0.176226
2186975256350743633!,rebel-mauve-beetle,0.290000,-0.043310,1.398402,-0.982390,1.742099,3.285056,-4.555216,6.240114,3.518875,0.050978,0.122683,-0.174029
2186975256350743633!,rebel-mauve-beetle,0.300000,-0.010358,1.354427,-0.916349,1.777725,3.173395,-4.304349,6.829182,3.520181,0.049819,0.120075,-0.170110
2186975256350743633!,rebel-mauve-beetle,0.310000,0.021700,1.312982,-0.844279,1.813062,3.083015,-4.054533,7.419587,3.455041,0.048194,0.116652,-0.164653
2186975256350743633!,rebel-mauve-beetle,0.320000,0.053090,1.274025,-0.766190,1.847418,3.013386,-3.811275,8.004081,3.319579,0.046159,0.112452,-0.157836
2186975256350743633!,rebel-mauve-beetle,0.330000,0.083966,1.237437,-0.682231,1.880043,2.963409,-3.579058,8.574887,3.111658,0.043774,0.107542,-0.149853
2186975256350743633!,rebel-mauve-beetle,0.340000,0.114404,1.203046,-0.592695,1.910160,2.931511,-3.361283,9.123949,2.831030,0.041102,0.102014,-0.140901
2186975256350743633!,rebel-mauve-beetle,0.350000,0.144569,1.170693,-0.497852,1.937045,2.915698,-3.161066,9.643140,2.478443,0.038185,0.095922,-0.131120
2186975256350743633!,rebel-mauve-beetle,0.360000,0.174596,1.140189,-0.398055,1.959988,2.913572,-2.980756,10.124346,2.056160,0.035065,0.089336,-0.120642
2186975256350743633!,rebel-mauve-beetle,0.370000,0.204606,1.111329,-0.293729,1.978313,2.922409,-2.822001,10.559694,1.567844,0.031779,0.082328,-0.109593
2186975256350743633!,rebel-mauve-beetle,0.380000,0.234693,1.083897,-0.185372,1.991391,2.939249,-2.685709,10.941766,1.018532,0.028362,0.074980,-0.098096
2186975256350743633!,rebel-mauve-beetle,0.390000,0.264920,1.057671,-0.073553,1.998647,2.961007,-2.572038,11.263836,0.414523,0.024851,0.067378,-0.086270
2186975256350743633!,rebel-mauve-beetle,0.400000,0.295322,1.032432,0.041099,1.999578,2.984594,-2.480412,11.520071,-0.236784,0.021280,0.059612,-0.074236
2186975256350743633!,rebel-mauve-beetle,0.410000,0.325906,1.007970,0.157904,1.993757,3.007057,-2.409543,11.705719,-0.927086,0.017685,0.051776,-0.062115
2186975256350743633!,rebel-mauve-beetle,0.420000,0.356601,0.984097,0.276093,1.980851,3.025904,-2.357189,11.817322,-1.647112,0.014101,0.043970,-0.050037
2186975256350743633!,rebel-mauve-beetle,0.430000,0.387361,0.960651,0.394917,1.960622,3.038997,-2.320824,11.852716,-2.387427,0.010562,0.036280,-0.038112
