ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
1658868294679354873!,rebel-mauve-beetle,0.000000,1.880208,1.516108,0.915197,1.778318,0.000000,0.000000,0.000000,0.000000,-0.072847,-0.061998,0.227264
1658868294679354873!,rebel-mauve-beetle,0.010000,1.876649,1.513614,0.912676,1.779613,-0.710891,-0.496317,-0.502785,0.257853,-0.070111,-0.062746,0.219308
1658868294679354873!,rebel-mauve-beetle,0.020000,1.866168,1.506386,0.905296,1.783378,-1.386164,-0.946887,-0.971097,0.492958,-0.066561,-0.057464,0.207806
1658868294679354873!,rebel-mauve-beetle,0.030000,1.849062,1.494785,0.893431,1.789352,-2.036381,-1.369324,-1.398982,0.698517,-0.062809,-0.049615,0.195222
1658868294679354873!,rebel-mauve-beetle,0.040000,1.825517,1.479045,0.877487,1.797225,-2.670570,-1.771296,-1.783782,0.870924,-0.058853,-0.040182,0.181732
1658868294679354873!,rebel-mauve-beetle,0.050000,1.795664,1.459349,0.857910,1.806652,-3.293802,-2.155478,-2.122269,1.007785,-0.054561,-0.029551,0.167024
1658868294679354873!,rebel-mauve-beetle,0.060000,1.759599,1.435875,0.835186,1.817268,-3.907331,-2.521083,-2.410179,1.107678,-0.049775,-0.017899,0.150659
1658868294679354873!,rebel-mauve-beetle,0.070000,1.717430,1.408817,0.809851,1.828699,-4.508844,-2.864655,-2.642198,1.170114,-0.044347,-0.005347,0.132226
1658868294679354873!,rebel-mauve-beetle,0.080000,1.669305,1.378416,0.782504,1.840567,-5.092919,-3.180661,-2.812250,1.195608,-0.038163,0.007993,0.111407
1658868294679354873!,rebel-mauve-beetle,0.090000,1.615444,1.344972,0.753811,1.852503,-5.651646,-3.462077,-2.913935,1.185723,-0.031158,0.021999,0.088031
1658868294679354873!,rebel-mauve-beetle,0.100000,1.556163,1.308861,0.724511,1.864158,-6.175416,-3.701002,-2.941037,1.143043,-0.023327,0.036532,0.062114
1658868294679354873!,rebel-mauve-beetle,0.110000,1.491886,1.270537,0.695411,1.875208,-6.653853,-3.889278,-2.888071,1.071025,-0.014736,0.051445,0.033874
1658868294679354873!,rebel-mauve-beetle,0.120000,1.423157,1.230565,0.667361,1.885372,-7.076792,-4.019099,-2.751050,0.973783,-0.005515,0.066600,0.003725
1658868294679354873!,rebel-mauve-beetle,0.130000,1.350608,1.189720,0.641134,1.894452,-7.434826,-4.083562,-2.528551,0.855731,0.004148,0.081884,-0.027755
1658868294679354873!,rebel-mauve-beetle,0.140000,1.274883,1.148686,0.617536,1.902275,-7.720008,-4.077038,-2.219898,0.720647,0.013995,0.097098,-0.059768
1658868294679354873!,rebel-mauve-beetle,0.150000,1.196699,1.108164,0.597405,1.908693,-7.926845,-3.995240,-1.826445,0.571662,0.023751,0.112055,-0.091462
1658868294679354873!,rebel-mauve-beetle,0.160000,1.116836,1.068892,0.581571,1.913576,-8.052374,-3.835157,-1.351874,0.410860,0.033146,0.126569,-0.122003
1658868294679354873!,rebel-mauve-beetle,0.170000,1.036107,1.031644,0.570828,1.916809,-8.095730,-3.594878,-0.802208,0.238899,0.041930,0.140428,-0.150615
1658868294679354873!,rebel-mauve-beetle,0.180000,0.955332,0.997216,0.565897,1.918270,-8.057379,-3.273420,-0.185785,0.054807,0.049881,0.153347,-0.176583
1658868294679354873!,rebel-mauve-beetle,0.190000,0.875336,0.966418,0.567402,1.917826,-7.938238,-2.870961,0.486931,-0.144062,0.056787,0.164891,-0.199198
1658868294679354873!,rebel-mauve-beetle,0.200000,0.796925,0.940046,0.575856,1.915304,-7.738493,-2.388179,1.202347,-0.361498,0.062454,0.174494,-0.217783
1658868294679354873!,rebel-mauve-beetle,0.210000,0.720913,0.918890,0.591613,1.910496,-7.456905,-1.827747,1.943844,-0.601940,0.066661,0.181317,-0.231520
1658868294679354873!,rebel-mauve-beetle,0.220000,0.648149,0.903698,0.614852,1.903144,-7.090620,-1.195484,2.691624,-0.869588,0.069130,0.184219,-0.239374
1658868294679354873!,rebel-mauve-beetle,0.230000,0.579509,0.895140,0.645531,1.892958,-6.635469,-0.501346,3.421463,-1.166776,0.069526,0.181774,-0.240083
1658868294679354873!,rebel-mauve-beetle,0.240000,0.515916,0.893754,0.683344,1.879639,-6.087465,0.238577,4.104874,-1.492329,0.067445,0.172287,-0.232131
1658868294679354873!,rebel-mauve-beetle,0.250000,0.458333,0.899879,0.727685,1.862921,-5.445407,1.000598,4.709623,-1.839650,0.062441,0.153924,-0.213854
