ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
1432254530436767468!,great-mauve-beetle,0.000000,-1.831912,-1.674022,-1.484541,-0.214798,0.000000,0.000000,0.000000,0.000000,0.007400,-0.225341,0.020710
1432254530436767468!,great-mauve-beetle,0.010000,-1.824498,-1.674482,-1.484733,-0.213469,1.479378,-0.090435,-0.037723,0.262374,0.066191,0.099505,-0.214660
1432254530436767468!,great-mauve-beetle,0.020000,-1.807047,-1.672216,-1.485641,-0.207054,2.009826,0.546011,-0.141882,1.018021,0.062376,0.084880,-0.200608
1432254530436767468!,great-mauve-beetle,0.030000,-1.784271,-1.663745,-1.487480,-0.193400,2.546243,1.151140,-0.222329,1.709980,0.060221,0.077075,-0.192756
1432254530436767468!,great-mauve-beetle,0.040000,-1.756132,-1.649242,-1.489985,-0.173042,3.079503,1.749678,-0.273407,2.354180,0.058468,0.070418,-0.186310
1432254530436767468!,great-mauve-beetle,0.050000,-1.722648,-1.628727,-1.492835,-0.146436,3.610920,2.349291,-0.289771,2.954050,0.056886,0.064655,-0.180540
1432254530436767468!,great-mauve-beetle,0.060000,-1.683842,-1.602167,-1.495660,-0.114018,4.138227,2.953076,-0.267591,3.510205,0.055274,0.059610,-0.174815
1432254530436767468!,great-mauve-beetle,0.070000,-1.639779,-1.569518,-1.498062,-0.076227,4.655955,3.559779,-0.204608,4.021058,0.053455,0.055169,-0.168596
1432254530436767468!,great-mauve-beetle,0.080000,-1.590595,-1.530772,-1.499625,-0.033533,5.155939,4.164115,-0.100253,4.483472,0.051286,0.051267,-0.161439
1432254530436767468!,great-mauve-beetle,0.090000,-1.536522,-1.485992,-1.499939,0.013562,5.628056,4.757243,0.044246,4.893467,0.048660,0.047872,-0.153028
1432254530436767468!,great-mauve-beetle,0.100000,-1.477904,-1.435348,-1.498612,0.064509,6.061203,5.327535,0.225862,5.246969,0.045523,0.044972,-0.143197
1432254530436767468!,great-mauve-beetle,0.110000,-1.415204,-1.379140,-1.495294,0.118720,6.444462,5.861634,0.439899,5.540569,0.041880,0.042566,-0.131963
1432254530436767468!,great-mauve-beetle,0.120000,-1.348994,-1.317812,-1.489689,0.175575,6.768319,6.345771,0.680313,5.772208,0.037803,0.040654,-0.119538
