ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
529452977763538529!,thoughtful-zippy-butterfly,0.000000,-1.340697,1.461616,0.032012,0.007081,0.123942,-0.484395,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.233046,0.151988,-0.073316,-0.164980
529452977763538529!,thoughtful-zippy-butterfly,0.010000,-1.345882,1.456429,0.032385,0.007161,0.124087,-0.484358,-1.033903,-1.037857,0.074055,0.015822,0.028806,0.007380,0.150041,0.063263,-0.043752,-0.031642
529452977763538529!,thoughtful-zippy-butterfly,0.020000,-1.358259,1.443429,0.033885,0.007484,0.124716,-0.484196,-1.438396,-1.564371,0.225410,0.048683,0.096676,0.024901,0.115036,0.024711,-0.031211,0.026975
529452977763538529!,thoughtful-zippy-butterfly,0.030000,-1.373281,1.426240,0.037069,0.008173,0.126108,-0.483836,-1.563477,-1.874779,0.410855,0.088808,0.181438,0.047290,0.100773,0.008089,-0.026074,0.052726
529452977763538529!,thoughtful-zippy-butterfly,0.040000,-1.388926,1.406388,0.042186,0.009277,0.128383,-0.483237,-1.563687,-2.096000,0.611077,0.131689,0.272914,0.072506,0.095416,0.001002,-0.024152,0.064074
529452977763538529!,thoughtful-zippy-butterfly,0.050000,-1.404281,1.384489,0.049342,0.010815,0.131586,-0.482374,-1.505853,-2.283338,0.817419,0.175150,0.366297,0.099921,0.093795,-0.001966,-0.023615,0.069084
529452977763538529!,thoughtful-zippy-butterfly,0.060000,-1.418905,1.360760,0.058582,0.012787,0.135724,-0.481226,-1.418290,-2.460983,1.025847,0.217989,0.459142,0.129496,0.093628,-0.003177,-0.023653,0.071262
529452977763538529!,thoughtful-zippy-butterfly,0.070000,-1.432559,1.335243,0.069918,0.015182,0.140787,-0.479770,-1.312572,-2.639398,1.234261,0.259376,0.550042,0.161408,0.093883,-0.003665,-0.023900,0.072126
529452977763538529!,thoughtful-zippy-butterfly,0.080000,-1.445083,1.307910,0.083344,0.017984,0.146749,-0.477980,-1.193046,-2.822856,1.441314,0.298583,0.638045,0.195892,0.094073,-0.003885,-0.024179,0.072332
529452977763538529!,thoughtful-zippy-butterfly,0.090000,-1.456343,1.278701,0.098843,0.021166,0.153579,-0.475829,-1.061005,-3.012715,1.645879,0.334871,0.722411,0.233166,0.093944,-0.004039,-0.024398,0.072154
529452977763538529!,thoughtful-zippy-butterfly,0.100000,-1.466223,1.247566,0.116363,0.024691,0.161228,-0.473292,-0.916573,-3.208831,1.846861,0.367470,0.802527,0.273382,0.093341,-0.004225,-0.024495,0.071714
529452977763538529!,thoughtful-zippy-butterfly,0.110000,-1.474600,1.214457,0.135848,0.028516,0.169645,-0.470341,-0.759492,-3.410126,2.043037,0.395566,0.877842,0.316625,0.092157,-0.004488,-0.024426,0.071057
529452977763538529!,thoughtful-zippy-butterfly,0.120000,-1.481349,1.179329,0.157247,0.032592,0.178782,-0.466944,-0.589542,-3.614859,2.232985,0.418306,0.947834,0.362903,0.090318,-0.004847,-0.024155,0.070193
529452977763538529!,thoughtful-zippy-butterfly,0.130000,-1.486337,1.142154,0.180496,0.036863,0.188585,-0.463072,-0.406821,-3.820757,2.415110,0.434851,1.012028,0.412147,0.087764,-0.005313,-0.023653,0.069128
529452977763538529!,thoughtful-zippy-butterfly,0.140000,-1.489438,1.102932,0.205514,0.041264,0.198998,-0.458694,-0.211901,-4.025066,2.587660,0.444428,1.070004,0.464206,0.084456,-0.005889,-0.022890,0.067871
529452977763538529!,thoughtful-zippy-butterfly,0.150000,-1.490533,1.061691,0.232200,0.045723,0.209957,-0.453782,-0.005925,-4.224619,2.748763,0.446388,1.121402,0.518854,0.080380,-0.006577,-0.021847,0.066441
529452977763538529!,thoughtful-zippy-butterfly,0.160000,-1.489520,1.018492,0.260434,0.050162,0.221397,-0.448311,0.209333,-4.415911,2.896480,0.440270,1.165932,0.575793,0.075554,-0.007372,-0.020512,0.064866
529452977763538529!,thoughtful-zippy-butterfly,0.170000,-1.486314,0.973436,0.290074,0.054499,0.233249,-0.442261,0.431464,-4.595224,3.028897,0.425851,1.203393,0.634672,0.070033,-0.008263,-0.018885,0.063185
