ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2
354510547151066777!,great-devious-beetle,0.000000,-1.340697,1.461616,0.159004,1.491549,0.000000,0.000000,0.000000,0.000000,0.556063,0.323689
354510547151066777!,great-devious-beetle,0.010000,-1.345800,1.445960,0.153490,1.492126,-1.008466,-3.127999,-1.108294,0.114006,0.118623,0.130123
354510547151066777!,great-devious-beetle,0.020000,-1.355352,1.408284,0.142241,1.493241,-0.888049,-4.400831,-1.143884,0.108962,-0.015092,0.066057
354510547151066777!,great-devious-beetle,0.030000,-1.361954,1.361056,0.132128,1.494169,-0.427398,-5.034421,-0.882889,0.078073,-0.050055,0.043453
354510547151066777!,great-devious-beetle,0.040000,-1.363565,1.308732,0.124851,1.494795,0.107202,-5.422751,-0.576704,0.048168,-0.054829,0.033666
354510547151066777!,great-devious-beetle,0.050000,-1.359868,1.253134,0.120478,1.495154,0.634100,-5.691707,-0.300388,0.024205,-0.050659,0.027814
354510547151066777!,great-devious-beetle,0.060000,-1.351071,1.195243,0.118611,1.495303,1.128111,-5.882785,-0.074157,0.005882,-0.044006,0.023170
354510547151066777!,great-devious-beetle,0.070000,-1.337538,1.135758,0.118736,1.495293,1.580633,-6.011095,0.098503,-0.007822,-0.036831,0.018910
354510547151066777!,great-devious-beetle,0.080000,-1.319703,1.075270,0.120327,1.495166,1.988060,-6.083635,0.219290,-0.017648,-0.029731,0.014816
354510547151066777!,great-devious-beetle,0.090000,-1.298018,1.014304,0.122888,1.494958,2.348555,-6.105177,0.291444,-0.023957,-0.022896,0.010869
354510547151066777!,great-devious-beetle,0.100000,-1.272944,0.953328,0.125954,1.494703,2.661371,-6.080114,0.318757,-0.026861,-0.016393,0.007113
354510547151066777!,great-devious-beetle,0.110000,-1.245000,0.892808,0.129061,1.494437,2.926745,-6.013351,0.305360,-0.026371,-0.010275,0.003604
354510547151066777!,great-devious-beetle,0.120000,-1.214649,0.833176,0.131848,1.494194,3.145530,-5.910063,0.255237,-0.022522,-0.004578,0.000399
354510547151066777!,great-devious-beetle,0.130000,-1.182327,0.774740,0.133978,1.494005,3.319761,-5.775299,0.172430,-0.015463,0.000696,-0.002451
354510547151066777!,great-devious-beetle,0.140000,-1.148465,0.717784,0.135141,1.493900,3.452183,-5.614344,0.060870,-0.005506,0.005529,-0.004919
354510547151066777!,great-devious-beetle,0.150000,-1.113466,0.662543,0.135067,1.493907,3.546127,-5.432339,-0.075674,0.006842,0.009914,-0.006997
354510547151066777!,great-devious-beetle,0.160000,-1.077702,0.609205,0.133519,1.494046,3.605317,-5.234109,-0.233644,0.020880,0.013851,-0.008693
354510547151066777!,great-devious-beetle,0.170000,-1.041502,0.557910,0.130299,1.494330,3.633666,-5.024032,-0.409735,0.035727,0.017349,-0.010029
354510547151066777!,great-devious-beetle,0.180000,-1.005161,0.508759,0.125235,1.494763,3.635062,-4.805961,-0.600923,0.050347,0.020424,-0.011038
354510547151066777!,great-devious-beetle,0.190000,-0.968931,0.461814,0.118190,1.495336,3.613221,-4.583214,-0.804477,0.063585,0.023098,-0.011759
354510547151066777!,great-devious-beetle,0.200000,-0.933032,0.417109,0.109047,1.496031,3.571566,-4.358590,-1.017944,0.074199,0.025395,-0.012233
354510547151066777!,great-devious-beetle,0.210000,-0.897650,0.374652,0.097715,1.496814,3.513145,-4.134411,-1.239136,0.080894,0.027341,-0.012504
354510547151066777!,great-devious-beetle,0.220000,-0.862943,0.334426,0.084124,1.497639,3.440601,-3.912589,-1.466093,0.082352,0.028962,-0.012612
354510547151066777!,great-devious-beetle,0.230000,-0.829044,0.296401,0.068221,1.498448,3.356164,-3.694701,-1.697056,0.077263,0.030283,-0.012592
354510547151066777!,great-devious-beetle,0.240000,-0.796067,0.260530,0.049969,1.499167,3.261673,-3.482058,-1.930428,0.064343,0.031329,-0.012478
354510547151066777!,great-devious-beetle,0.250000,-0.764109,0.226754,0.029349,1.499713,3.158622,-3.275780,-2.164738,0.042363,0.032124,-0.012295
354510547151066777!,great-devious-beetle,0.260000,-0.733251,0.195002,0.006354,1.499987,3.048214,-3.076853,-2.398615,0.010160,0.032689,-0.012066
354510547151066777!,great-devious-beetle,0.270000,-0.703568,0.165196,-0.019009,1.499880,2.931420,-2.886181,-2.630756,-0.033341,0.033045,-0.011806
354510547151066777!,great-devious-beetle,0.280000,-0.675121,0.137248,-0.046719,1.499272,2.809041,-2.704619,-2.859906,-0.089119,0.033210,-0.011528
354510547151066777!,great-devious-beetle,0.290000,-0.647968,0.111059,-0.076745,1.498035,2.681770,-2.532999,-3.084838,-0.158038,0.033203,-0.011239
354510547151066777!,great-devious-beetle,0.300000,-0.622155,0.086524,-0.109040,1.496032,2.550247,-2.372139,-3.304345,-0.240841,0.033041,-0.010944
354510547151066777!,great-devious-beetle,0.310000,-0.597641,0.063536,-0.143463,1.493124,2.415072,-2.222669,-3.517325,-0.337953,0.032740,-0.010650
354510547151066777!,great-devious-beetle,0.320000,-0.574459,0.041979,-0.179942,1.489168,2.276886,-2.085325,-3.722583,-0.449815,0.032315,-0.010355
354510547151066777!,great-devious-beetle,0.330000,-0.552636,0.021729,-0.218395,1.484016,2.136388,-1.960814,-3.918924,-0.576727,0.031781,-0.010058
354510547151066777!,great-devious-beetle,0.340000,-0.532191,0.002657,-0.258726,1.477518,1.994356,-1.849801,-4.105156,-0.718849,0.031151,-0.009756
354510547151066777!,great-devious-beetle,0.350000,-0.513137,-0.015375,-0.300831,1.469524,1.851664,-1.752888,-4.280086,-0.876191,0.030437,-0.009446
354510547151066777!,great-devious-beetle,0.360000,-0.495479,-0.032510,-0.344593,1.459882,1.709282,-1.670591,-4.442530,-1.048622,0.029649,-0.009124
354510547151066777!,great-devious-beetle,0.370000,-0.479210,-0.048893,-0.389883,1.448444,1.568277,-1.603321,-4.591307,-1.235858,0.028797,-0.008787
354510547151066777!,great-devious-beetle,0.380000,-0.464313,-0.064677,-0.436562,1.435066,1.429807,-1.551360,-4.725248,-1.437469,0.027886,-0.008432
354510547151066777!,great-devious-beetle,0.390000,-0.450759,-0.080015,-0.484479,1.419606,1.295102,-1.514849,-4.843194,-1.652870,0.026923,-0.008056
354510547151066777!,great-devious-beetle,0.400000,-0.438509,-0.095061,-0.533471,1.401930,1.165450,-1.493765,-4.944002,-1.881322,0.025907,-0.007658
354510547151066777!,great-devious-beetle,0.410000,-0.427507,-0.109967,-0.583366,1.381913,1.042174,-1.487918,-5.026548,-2.121924,0.024839,-0.007237
354510547151066777!,great-devious-beetle,0.420000,-0.417687,-0.124886,-0.633977,1.359438,0.926605,-1.496932,-5.089733,-2.373609,0.023714,-0.006792
354510547151066777!,great-devious-beetle,0.430000,-0.408969,-0.139963,-0.685110,1.334400,0.820058,-1.520249,-5.132490,-2.635133,0.022527,-0.006327
354510547151066777!,great-devious-beetle,0.440000,-0.401260,-0.155338,-0.736559,1.306706,0.723804,-1.557125,-5.153792,-2.905068,0.021266,-0.005842
354510547151066777!,great-devious-beetle,0.450000,-0.394453,-0.171145,-0.788105,1.276280,0.639037,-1.606628,-5.152674,-3.181787,0.019921,-0.005342
354510547151066777!,great-devious-beetle,0.460000,-0.388431,-0.187504,-0.839525,1.243060,0.566852,-1.667648,-5.128244,-3.463458,0.018476,-0.004830
354510547151066777!,great-devious-beetle,0.470000,-0.383066,-0.204527,-0.890581,1.207007,0.508209,-1.738901,-5.079716,-3.748032,0.016914,-0.004312
354510547151066777!,great-devious-beetle,0.480000,-0.378222,-0.222311,-0.941033,1.168100,0.463900,-1.818950,-5.006438,-4.033234,0.015215,-0.003795
354510547151066777!,great-devious-beetle,0.490000,-0.373754,-0.240939,-0.990630,1.126345,0.434525,-1.906213,-4.907926,-4.316564,0.013360,-0.003285
354510547151066777!,great-devious-beetle,0.500000,-0.369513,-0.260475,-1.039120,1.081771,0.420466,-1.998987,-4.783913,-4.595298,0.011329,-0.002789
354510547151066777!,great-devious-beetle,0.510000,-0.365348,-0.280971,-1.086248,1.034439,0.421853,-2.095467,-4.634391,-4.866501,0.009100,-0.002315
354510547151066777!,great-devious-beetle,0.520000,-0.361108,-0.302455,-1.131759,0.984440,0.438545,-2.193775,-4.459667,-5.127048,0.006656,-0.001871
354510547151066777!,great-devious-beetle,0.530000,-0.356644,-0.324939,-1.175402,0.931896,0.470108,-2.291993,-4.260410,-5.373663,0.003977,-0.001466
354510547151066777!,great-devious-beetle,0.540000,-0.351813,-0.348416,-1.216934,0.876968,0.515791,-2.388197,-4.037705,-5.602967,0.001052,-0.001108
354510547151066777!,great-devious-beetle,0.550000,-0.346482,-0.372858,-1.256123,0.819850,0.574522,-2.480499,-3.793095,-5.811544,-0.002130,-0.000804
354510547151066777!,great-devious-beetle,0.560000,-0.340533,-0.398218,-1.292756,0.760778,0.644899,-2.567090,-3.528614,-5.996019,-0.005572,-0.000562
354510547151066777!,great-devious-beetle,0.570000,-0.333863,-0.424433,-1.326639,0.700021,0.725201,-2.646288,-3.246807,-6.153156,-0.009270,-0.000388
