ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
1724243808891667924!,great-mauve-beetle,0.000000,1.410898,-0.725682,1.287731,0.769252,0.000000,0.000000,0.000000,0.000000,-0.140102,-0.417756,0.493522
1724243808891667924!,great-mauve-beetle,0.010000,1.410239,-0.718387,1.283524,0.776251,-0.131209,1.456247,-0.844156,1.395803,-0.111649,-0.294224,0.385978
1724243808891667924!,great-mauve-beetle,0.020000,1.407279,-0.698343,1.271674,0.795515,-0.463722,2.546529,-1.532337,2.449525,-0.092326,-0.219366,0.314651
1724243808891667924!,great-mauve-beetle,0.030000,1.400560,-0.668650,1.253335,0.824107,-0.885100,3.381020,-2.141640,3.257092,-0.078573,-0.173243,0.265239
1724243808891667924!,great-mauve-beetle,0.040000,1.389489,-0.631528,1.229075,0.859869,-1.330758,4.026885,-2.713209,3.878190,-0.068286,-0.144159,0.229303
1724243808891667924!,great-mauve-beetle,0.050000,1.374000,-0.588646,1.199153,0.901128,-1.764343,4.526683,-3.268968,4.350092,-0.060215,-0.125279,0.201853
1724243808891667924!,great-mauve-beetle,0.060000,1.354316,-0.541320,1.163662,0.946515,-2.166318,4.908298,-3.820011,4.696392,-0.053627,-0.112668,0.179974
1724243808891667924!,great-mauve-beetle,0.070000,1.330814,-0.490635,1.122622,0.994847,-2.526633,5.191108,-4.371172,4.932593,-0.048087,-0.104040,0.161953
1724243808891667924!,great-mauve-beetle,0.080000,1.303954,-0.437514,1.076026,1.045068,-2.840621,5.389639,-4.923563,5.069415,-0.043339,-0.098035,0.146767
1724243808891667924!,great-mauve-beetle,0.090000,1.274221,-0.382741,1.023867,1.096219,-3.106739,5.515722,-5.476073,5.114649,-0.039218,-0.093804,0.133776
1724243808891667924!,great-mauve-beetle,0.100000,1.242109,-0.327005,0.966170,1.147395,-3.325422,5.579740,-6.026093,5.074300,-0.035619,-0.090791,0.122557
1724243808891667924!,great-mauve-beetle,0.110000,1.208090,-0.270878,0.902976,1.197763,-3.498347,5.591305,-6.570139,4.953130,-0.032461,-0.088602,0.112800
1724243808891667924!,great-mauve-beetle,0.120000,1.172618,-0.214836,0.834366,1.246529,-3.628116,5.559620,-7.104009,4.755081,-0.029679,-0.086941,0.104253
1724243808891667924!,great-mauve-beetle,0.130000,1.136111,-0.159264,0.760467,1.292938,-3.718024,5.493632,-7.622889,4.483554,-0.027212,-0.085569,0.096695
1724243808891667924!,great-mauve-beetle,0.140000,1.098953,-0.104458,0.681457,1.336270,-3.771910,5.402057,-8.121386,4.141660,-0.025003,-0.084284,0.089915
1724243808891667924!,great-mauve-beetle,0.150000,1.061472,-0.050640,0.597581,1.375826,-3.794036,5.293315,-8.593479,3.732520,-0.022995,-0.082911,0.083715
1724243808891667924!,great-mauve-beetle,0.160000,1.023892,0.002001,0.509190,1.410931,-3.788838,5.175302,-9.032477,3.259726,-0.021137,-0.081301,0.077913
1724243808891667924!,great-mauve-beetle,0.170000,0.986443,0.053407,0.416652,1.440972,-3.761358,5.055480,-9.431507,2.727084,-0.019376,-0.079306,0.072324
1724243808891667924!,great-mauve-beetle,0.180000,0.949311,0.103593,0.320399,1.465382,-3.717124,4.940619,-9.783324,2.139076,-0.017661,-0.076784,0.066772
1724243808891667924!,great-mauve-beetle,0.190000,0.912631,0.152641,0.220936,1.483640,-3.662156,4.836590,-10.080440,1.501127,-0.015944,-0.073597,0.061092
1724243808891667924!,great-mauve-beetle,0.200000,0.876480,0.200686,0.118842,1.495285,-3.602935,4.748126,-10.315316,0.819842,-0.014183,-0.069609,0.055126
1724243808891667924!,great-mauve-beetle,0.210000,0.840870,0.247904,0.014772,1.499927,-3.546304,4.678553,-10.480626,0.103215,-0.012336,-0.064684,0.048729
1724243808891667924!,great-mauve-beetle,0.220000,0.805746,0.294497,-0.090553,1.497264,-3.499290,4.629519,-10.569572,-0.639237,-0.010366,-0.058688,0.041767
1724243808891667924!,great-mauve-beetle,0.230000,0.770984,0.340674,-0.196343,1.487094,-3.468794,4.600747,-10.576259,-1.396396,-0.008239,-0.051491,0.034112
