ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
2147633600812512277!,thoughtful-antique-butterfly,0.000000,-0.049395,2.292770,0.207152,0.309292,-0.281998,0.412889,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.110193,-0.289634,0.248252,0.012375,0.203382,-0.464310
2147633600812512277!,thoughtful-antique-butterfly,0.010000,-0.067045,2.288367,0.205652,0.307045,-0.283194,0.412070,-3.523380,-0.891375,-0.299414,-0.447649,-0.238447,-0.163872,0.071300,-0.134297,0.119365,-0.007908,0.098970,-0.230902
2147633600812512277!,thoughtful-antique-butterfly,0.020000,-0.110292,2.276406,0.201656,0.300883,-0.286312,0.409909,-5.119427,-1.512758,-0.499322,-0.783212,-0.384305,-0.268428,0.052315,-0.063046,0.059797,-0.016399,0.050590,-0.123106
2147633600812512277!,thoughtful-antique-butterfly,0.030000,-0.165063,2.258816,0.195898,0.291659,-0.290654,0.406842,-5.827972,-2.009214,-0.651923,-1.059441,-0.482766,-0.344895,0.041819,-0.029698,0.031499,-0.019271,0.027489,-0.071468
2147633600812512277!,thoughtful-antique-butterfly,0.040000,-0.224839,2.236627,0.188728,0.279853,-0.295849,0.403080,-6.121677,-2.426355,-0.781076,-1.297611,-0.554614,-0.407071,0.035251,-0.013575,0.017481,-0.019646,0.015951,-0.045366
2147633600812512277!,thoughtful-antique-butterfly,0.050000,-0.286547,2.210543,0.180322,0.265798,-0.301682,0.398733,-6.216884,-2.784196,-0.898314,-1.507381,-0.609838,-0.461405,0.030605,-0.005330,0.010051,-0.018971,0.009763,-0.031015
2147633600812512277!,thoughtful-antique-butterfly,0.060000,-0.348700,2.181112,0.170770,0.249752,-0.308012,0.393864,-6.213528,-3.093252,-1.009419,-1.693524,-0.653500,-0.511055,0.026953,-0.000720,0.005702,-0.017886,0.006090,-0.022158
2147633600812512277!,thoughtful-antique-butterfly,0.070000,-0.410545,2.148797,0.160115,0.231938,-0.314737,0.388511,-6.158547,-3.359408,-1.117332,-1.858607,-0.688374,-0.557660,0.023859,0.002178,0.002832,-0.016672,0.003632,-0.015948
2147633600812512277!,thoughtful-antique-butterfly,0.080000,-0.471676,2.114013,0.148384,0.212560,-0.321778,0.382699,-6.074717,-3.586170,-1.223518,-2.004203,-0.716148,-0.602146,0.021114,0.004234,0.000709,-0.015444,0.001791,-0.011097
2147633600812512277!,thoughtful-antique-butterfly,0.090000,-0.531863,2.077148,0.135591,0.191809,-0.329068,0.376449,-5.973755,-3.775943,-1.328612,-2.131455,-0.737983,-0.645099,0.018621,0.005836,-0.001003,-0.014251,0.000294,-0.007031
2147633600812512277!,thoughtful-antique-butterfly,0.100000,-0.590966,2.038566,0.121744,0.169865,-0.336554,0.369773,-5.862268,-3.930719,-1.432771,-2.241338,-0.754755,-0.686950,0.016333,0.007158,-0.002458,-0.013112,-0.000988,-0.003494
2147633600812512277!,thoughtful-antique-butterfly,0.110000,-0.648897,1.998610,0.106856,0.146898,-0.344186,0.362679,-5.744418,-4.052472,-1.535842,-2.334795,-0.767171,-0.728054,0.014229,0.008275,-0.003726,-0.012034,-0.002114,-0.000376
2147633600812512277!,thoughtful-antique-butterfly,0.120000,-0.705606,1.957604,0.090937,0.123069,-0.351926,0.355173,-5.623116,-4.143326,-1.637472,-2.412787,-0.775823,-0.768732,0.012298,0.009222,-0.004842,-0.011019,-0.003113,0.002376
2147633600812512277!,thoughtful-antique-butterfly,0.130000,-0.761067,1.915848,0.074004,0.098527,-0.359739,0.347258,-5.500538,-4.205602,-1.737168,-2.476310,-0.781211,-0.809289,0.010531,0.010017,-0.005822,-0.010065,-0.003999,0.004789
2147633600812512277!,thoughtful-antique-butterfly,0.140000,-0.815277,1.873619,0.056082,0.073415,-0.367593,0.338933,-5.378332,-4.241809,-1.834333,-2.526396,-0.783747,-0.850021,0.008921,0.010672,-0.006676,-0.009173,-0.004780,0.006887
2147633600812512277!,thoughtful-antique-butterfly,0.150000,-0.868262,1.831163,0.037204,0.047870,-0.375460,0.330197,-5.257684,-4.254605,-1.928285,-2.564103,-0.783755,-0.891192,0.007460,0.011195,-0.007409,-0.008340,-0.005459,0.008687
2147633600812512277!,thoughtful-antique-butterfly,0.160000,-0.920046,1.788698,0.017408,0.022012,-0.383316,0.321044,-5.139495,-4.246692,-2.018313,-2.590504,-0.781489,-0.933073,0.006140,0.011598,-0.008026,-0.007564,-0.006040,0.010215
2147633600812512277!,thoughtful-antique-butterfly,0.170000,-0.970660,1.746416,-0.003263,-0.004054,-0.391139,0.311465,-5.024341,-4.220786,-2.103672,-2.606678,-0.777128,-0.975920,0.004951,0.011892,-0.008532,-0.006844,-0.006524,0.011498
2147633600812512277!,thoughtful-antique-butterfly,0.180000,-1.020139,1.704480,-0.024757,-0.030229,-0.398909,0.301450,-4.912515,-4.179570,-2.183595,-2.613707,-0.770785,-1.019981,0.003885,0.012087,-0.008928,-0.006179,-0.006911,0.012563
2147633600812512277!,thoughtful-antique-butterfly,0.190000,-1.068519,1.663028,-0.047017,-0.056429,-0.406606,0.290984,-4.804052,-4.125658,-2.257298,-2.612672,-0.762506,-1.065489,0.002933,0.012196,-0.009217,-0.005568,-0.007203,0.013438
2147633600812512277!,thoughtful-antique-butterfly,0.200000,-1.115834,1.622172,-0.069975,-0.082580,-0.414212,0.280051,-4.698772,-4.061574,-2.323989,-2.604652,-0.752276,-1.112661,0.002086,0.012227,-0.009400,-0.005009,-0.007396,0.014148
2147633600812512277!,thoughtful-antique-butterfly,0.210000,-1.162116,1.581999,-0.093557,-0.108617,-0.421706,0.268633,-4.596311,-3.989733,-2.382874,-2.590723,-0.740017,-1.161693,0.001338,0.012192,-0.009476,-0.004504,-0.007489,0.014719
2147633600812512277!,thoughtful-antique-butterfly,0.220000,-1.207389,1.542572,-0.117680,-0.134489,-0.429068,0.256711,-4.496152,-3.912428,-2.433167,-2.571956,-0.725593,-1.212759,0.000684,0.012099,-0.009446,-0.004052,-0.007479,0.015173
2147633600812512277!,thoughtful-antique-butterfly,0.230000,-1.251674,1.503934,-0.142255,-0.160154,-0.436275,0.244262,-4.397665,-3.831824,-2.474097,-2.549413,-0.708809,-1.266003,0.000117,0.011956,-0.009307,-0.003654,-0.007364,0.015531
2147633600812512277!,thoughtful-antique-butterfly,0.240000,-1.294983,1.466106,-0.167183,-0.185580,-0.443304,0.231262,-4.300134,-3.749945,-2.504919,-2.524141,-0.689414,-1.321531,-0.000364,0.011771,-0.009061,-0.003312,-0.007140,0.015810
2147633600812512277!,thoughtful-antique-butterfly,0.250000,-1.337319,1.429089,-0.192359,-0.210748,-0.450125,0.217687,-4.202791,-3.668670,-2.524931,-2.497162,-0.667101,-1.379407,-0.000763,0.011551,-0.008706,-0.003026,-0.006808,0.016026
2147633600812512277!,thoughtful-antique-butterfly,0.260000,-1.378679,1.392867,-0.217670,-0.235647,-0.456709,0.203512,-4.104843,-3.589722,-2.533482,-2.469459,-0.641511,-1.439641,-0.001083,0.011301,-0.008245,-0.002798,-0.006367,0.016191
2147633600812512277!,thoughtful-antique-butterfly,0.270000,-1.419050,1.357407,-0.242999,-0.260278,-0.463021,0.188710,-4.005506,-3.514654,-2.529989,-2.441958,-0.612232,-1.502179,-0.001326,0.011027,-0.007680,-0.002628,-0.005818,0.016317
2147633600812512277!,thoughtful-antique-butterfly,0.280000,-1.458411,1.322660,-0.268218,-0.284649,-0.469022,0.173257,-3.904023,-3.444835,-2.513952,-2.415504,-0.578810,-1.566892,-0.001494,0.010735,-0.007017,-0.002516,-0.005168,0.016409
2147633600812512277!,thoughtful-antique-butterfly,0.290000,-1.496747,1.288562,-0.293201,-0.308773,-0.474667,0.157135,-3.799638,-3.381368,-2.484975,-2.390807,-0.540781,-1.633566,-0.001589,0.010425,-0.006261,-0.002459,-0.004420,0.016470
2147633600812512277!,thoughtful-antique-butterfly,0.300000,-1.534029,1.255042,-0.317815,-0.332668,-0.479903,0.140330,-3.691717,-3.325183,-2.442767,-2.368465,-0.497662,-1.701910,-0.001616,0.010101,-0.005421,-0.002456,-0.003586,0.016501
