ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
1474657895622044562!,great-impartial-bumblebee,0.000000,-0.531541,2.177823,0.000000,2.177823,0.000000,0.000000,0.000000,0.000000,0.036456,0.129633,-0.132377
1474657895622044562!,great-impartial-bumblebee,0.010000,-0.533650,2.171328,0.000000,2.171328,-0.421753,-1.299038,0.000000,-1.299038,0.031292,0.111650,-0.113697
1474657895622044562!,great-impartial-bumblebee,0.020000,-0.539707,2.152672,0.000000,2.152672,-0.788953,-2.430047,0.000000,-2.430047,0.026670,0.095553,-0.096977
1474657895622044562!,great-impartial-bumblebee,0.030000,-0.549200,2.123432,0.000000,2.123432,-1.107321,-3.410649,0.000000,-3.410649,0.022535,0.081154,-0.082020
1474657895622044562!,great-impartial-bumblebee,0.040000,-0.561669,2.085027,0.000000,2.085027,-1.382010,-4.256717,0.000000,-4.256717,0.018839,0.068285,-0.068653
1474657895622044562!,great-impartial-bumblebee,0.050000,-0.576702,2.038726,0.000000,2.038726,-1.617659,-4.982539,0.000000,-4.982539,0.015539,0.056793,-0.056715
1474657895622044562!,great-impartial-bumblebee,0.060000,-0.593929,1.985665,0.000000,1.985665,-1.818447,-5.600984,0.000000,-5.600984,0.012595,0.046540,-0.046066
1474657895622044562!,great-impartial-bumblebee,0.070000,-0.613020,1.926862,0.000000,1.926862,-1.988133,-6.123631,0.000000,-6.123631,0.009971,0.037403,-0.036575
1474657895622044562!,great-impartial-bumblebee,0.080000,-0.633665,1.863272,0.000000,1.863272,-2.130101,-6.560907,0.000000,-6.560907,0.007636,0.029272,-0.028128
1474657895622044562!,great-impartial-bumblebee,0.090000,-0.655596,1.795725,0.000000,1.795725,-2.247402,-6.922203,0.000000,-6.922203,0.005561,0.022045,-0.020622
1474657895622044562!,great-impartial-bumblebee,0.100000,-0.678577,1.724942,0.000000,1.724942,-2.342780,-7.215978,0.000000,-7.215978,0.003719,0.015633,-0.013961
1474657895622044562!,great-impartial-bumblebee,0.110000,-0.702402,1.651556,0.000000,1.651556,-2.418705,-7.449834,0.000000,-7.449834,0.002088,0.009951,-0.008059
1474657895622044562!,great-impartial-bumblebee,0.120000,-0.726893,1.576124,0.000000,1.576124,-2.477395,-7.630604,0.000000,-7.630604,0.000645,0.004926,-0.002840
1474657895622044562!,great-impartial-bumblebee,0.130000,-0.751888,1.499135,0.000000,1.499135,-2.520842,-7.764424,0.000000,-7.764424,-0.000629,0.000491,0.001768
1474657895622044562!,great-impartial-bumblebee,0.140000,-0.777248,1.421025,0.000000,1.421025,-2.550833,-7.856800,0.000000,-7.856800,-0.001751,-0.003416,0.005826
1474657895622044562!,great-impartial-bumblebee,0.150000,-0.802847,1.342177,0.000000,1.342177,-2.568973,-7.912673,0.000000,-7.912673,-0.002736,-0.006848,0.009391
