ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
286908126492337219!,talented-ruddy-butterfly,0.000000,0.710217,-1.364609,0.454458,-0.397869,-0.400722,-0.916200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.127734,0.031247,-0.086066
286908126492337219!,talented-ruddy-butterfly,0.010000,0.712493,-1.361404,0.453282,-0.395583,-0.400431,-0.916327,0.452776,0.640465,-0.235273,0.455804,0.058296,-0.025475,-0.122716,0.035827,-0.077667
286908126492337219!,talented-ruddy-butterfly,0.020000,0.718915,-1.351993,0.449744,-0.388900,-0.399642,-0.916671,0.827953,1.241560,-0.472726,0.878039,0.099915,-0.043560,-0.115654,0.038024,-0.070942
286908126492337219!,talented-ruddy-butterfly,0.030000,0.728776,-1.336750,0.443835,-0.378205,-0.398492,-0.917172,1.138333,1.805035,-0.709087,1.255863,0.130864,-0.056858,-0.107133,0.038351,-0.065480
286908126492337219!,talented-ruddy-butterfly,0.040000,0.741482,-1.316040,0.435579,-0.363978,-0.397061,-0.917792,1.393927,2.332009,-0.941085,1.581757,0.155832,-0.067417,-0.097628,0.037165,-0.060967
286908126492337219!,talented-ruddy-butterfly,0.050000,0.756525,-1.290220,0.425036,-0.346761,-0.395390,-0.918513,1.602667,2.823534,-1.165061,1.851080,0.178498,-0.076838,-0.087513,0.034715,-0.057156
286908126492337219!,talented-ruddy-butterfly,0.060000,0.773470,-1.259635,0.412305,-0.327133,-0.393489,-0.919329,1.770908,3.280783,-1.376825,2.061642,0.201802,-0.086375,-0.077073,0.031184,-0.053849
286908126492337219!,talented-ruddy-butterfly,0.070000,0.791941,-1.224621,0.397533,-0.305686,-0.391336,-0.920248,1.903881,3.705005,-1.571653,2.213299,0.228202,-0.097043,-0.066526,0.026721,-0.050882
286908126492337219!,talented-ruddy-butterfly,0.080000,0.811599,-1.185521,0.380923,-0.283015,-0.388890,-0.921284,2.005882,4.097402,-1.744539,2.307702,0.259730,-0.109637,-0.056039,0.021463,-0.048118
286908126492337219!,talented-ruddy-butterfly,0.090000,0.832138,-1.142667,0.362728,-0.259687,-0.386092,-0.922460,2.080419,4.458955,-1.890461,2.347954,0.298132,-0.124782,-0.045735,0.015536,-0.045443
286908126492337219!,talented-ruddy-butterfly,0.100000,0.853297,-1.096366,0.343243,-0.236224,-0.382865,-0.923804,2.130347,4.790262,-2.004621,2.338276,0.344971,-0.142971,-0.035703,0.009062,-0.042769
286908126492337219!,talented-ruddy-butterfly,0.110000,0.874841,-1.046917,0.322806,-0.213096,-0.379118,-0.925348,2.158082,5.091409,-2.082711,2.283769,0.401636,-0.164551,-0.026011,0.002165,-0.040024
286908126492337219!,talented-ruddy-butterfly,0.120000,0.896562,-0.994622,0.301796,-0.190723,-0.374745,-0.927128,2.165805,5.361907,-2.121154,2.190193,0.469329,-0.189703,-0.016718,-0.005025,-0.037161
286908126492337219!,talented-ruddy-butterfly,0.130000,0.918271,-0.939790,0.280623,-0.169462,-0.369631,-0.929179,2.155659,5.600737,-2.117295,2.063752,0.549044,-0.218412,-0.007876,-0.012374,-0.034155
286908126492337219!,talented-ruddy-butterfly,0.140000,0.939802,-0.882745,0.259720,-0.149609,-0.363651,-0.931535,2.129925,5.806482,-2.069551,1.910900,0.641525,-0.250437,0.000456,-0.019735,-0.031000
