ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
1852300862137563562!,talented-ruddy-butterfly,0.000000,-0.000349,2.144941,-0.927469,1.770177,-0.498814,0.866709,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.113774,-0.152429,0.191720
1852300862137563562!,talented-ruddy-butterfly,0.010000,-0.000231,2.136434,-0.930174,1.768731,-0.500402,0.865793,0.018278,-1.699182,-0.539302,-0.289029,-0.317027,-0.183232,-0.077890,-0.106679,0.168206
1852300862137563562!,talented-ruddy-butterfly,0.020000,0.000344,2.112230,-0.937378,1.764844,-0.504693,0.863299,0.085244,-3.139994,-0.897502,-0.487199,-0.539342,-0.315305,-0.052579,-0.073525,0.147496
1852300862137563562!,talented-ruddy-butterfly,0.030000,0.001528,2.074622,-0.947464,1.759320,-0.510838,0.859677,0.134707,-4.375412,-1.114452,-0.615704,-0.687166,-0.408328,-0.031814,-0.045843,0.128381
1852300862137563562!,talented-ruddy-butterfly,0.040000,0.002994,2.025540,-0.959100,1.752823,-0.518138,0.855297,0.136733,-5.427893,-1.208556,-0.681966,-0.770298,-0.466646,-0.012472,-0.019985,0.110171
1852300862137563562!,talented-ruddy-butterfly,0.050000,0.004221,1.966777,-0.971097,1.745971,-0.525967,0.850505,0.082609,-6.302193,-1.188600,-0.687162,-0.793878,-0.490948,0.006768,0.005544,0.092536
1852300862137563562!,talented-ruddy-butterfly,0.060000,0.004647,1.900204,-0.982336,1.739382,-0.533745,0.845646,-0.023501,-6.994631,-1.060456,-0.630717,-0.761715,-0.480771,0.026096,0.030880,0.075462
1852300862137563562!,talented-ruddy-butterfly,0.070000,0.003782,1.827694,-0.991787,1.733662,-0.540941,0.841061,-0.170758,-7.500090,-0.830672,-0.513191,-0.678084,-0.436120,0.045058,0.055397,0.059180
1852300862137563562!,talented-ruddy-butterfly,0.080000,0.001288,1.751077,-0.998477,1.729405,-0.547072,0.837086,-0.345650,-7.816957,-0.507780,-0.337853,-0.548390,-0.358396,0.062936,0.078163,0.044071
1852300862137563562!,talented-ruddy-butterfly,0.090000,-0.003040,1.672202,-1.001529,1.727156,-0.551708,0.834037,-0.534117,-7.950032,-0.102716,-0.111596,-0.379268,-0.250882,0.079000,0.098248,0.030545
1852300862137563562!,talented-ruddy-butterfly,0.100000,-0.009269,1.592851,-1.000179,1.727378,-0.554492,0.832189,-0.723135,-7.911256,0.371975,0.155189,-0.178144,-0.118698,0.092699,0.114951,0.018928
1852300862137563562!,talented-ruddy-butterfly,0.110000,-0.017355,1.514655,-0.993803,1.730408,-0.555144,0.831754,-0.901576,-7.718554,0.903184,0.449358,0.047338,0.031595,0.103749,0.127911,0.009382
1852300862137563562!,talented-ruddy-butterfly,0.120000,-0.027147,1.439046,-0.981900,1.736446,-0.553459,0.832877,-1.060308,-7.393846,1.478375,0.756173,0.289885,0.192633,0.112149,0.137109,0.001874
1852300862137563562!,talented-ruddy-butterfly,0.130000,-0.038399,1.367235,-0.964076,1.745550,-0.549293,0.835630,-1.191883,-6.960726,2.086285,1.060417,0.542915,0.356880,0.118124,0.142804,-0.003797
1852300862137563562!,talented-ruddy-butterfly,0.140000,-0.050794,1.300195,-0.940039,1.757627,-0.542566,0.840013,-1.289907,-6.442527,2.717251,1.347347,0.800710,0.517180,0.122032,0.145407,-0.007943
1852300862137563562!,talented-ruddy-butterfly,0.150000,-0.063953,1.238675,-0.909585,1.772441,-0.533250,0.845958,-1.348487,-5.861158,3.363133,1.603335,1.058379,0.667149,0.124278,0.145383,-0.010924
1852300862137563562!,talented-ruddy-butterfly,0.160000,-0.077434,1.183215,-0.872584,1.789628,-0.521360,0.853337,-1.361908,-5.236779,4.017001,1.816219,1.311689,0.801398,0.125242,0.143161,-0.013089
1852300862137563562!,talented-ruddy-butterfly,0.170000,-0.090735,1.134159,-0.828965,1.808709,-0.506955,0.861972,-1.324612,-4.588038,4.672672,1.975407,1.556849,0.915635,0.125250,0.139092,-0.014739
1852300862137563562!,talented-ruddy-butterfly,0.180000,-0.103292,1.091673,-0.778714,1.829105,-0.490127,0.871651,-1.231490,-3.932612,5.324253,2.071855,1.790315,1.006688,0.124550,0.133433,-0.016110
