ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
186045214130889222!,great-wine-beetle,0.000000,-1.006028,-0.945457,-1.415022,0.497708,0.000000,0.000000,0.000000,0.000000,-0.371928,-0.328665,0.023245,0.289353
186045214130889222!,great-wine-beetle,0.010000,-0.993151,-0.942659,-1.415380,0.496689,2.566969,0.566595,-0.072926,-0.207811,-0.250904,-0.190419,0.056038,0.195653
186045214130889222!,great-wine-beetle,0.020000,-0.959428,-0.933644,-1.415896,0.495215,4.163996,1.248287,-0.032271,-0.092269,-0.177700,-0.111553,0.069743,0.138907
186045214130889222!,great-wine-beetle,0.030000,-0.912754,-0.917559,-1.415767,0.495586,5.161853,1.979875,0.056981,0.162781,-0.132149,-0.067871,0.071318,0.103518
186045214130889222!,great-wine-beetle,0.040000,-0.857992,-0.894223,-1.414691,0.498646,5.784433,2.697436,0.158171,0.448742,-0.101979,-0.043532,0.066438,0.080013
186045214130889222!,great-wine-beetle,0.050000,-0.798227,-0.863946,-1.412633,0.504449,6.160919,3.362150,0.253433,0.709701,-0.080368,-0.029460,0.058609,0.063127
186045214130889222!,great-wine-beetle,0.060000,-0.735542,-0.827351,-1.409688,0.512622,6.365685,3.954881,0.334815,0.920726,-0.063720,-0.020795,0.049771,0.050087
186045214130889222!,great-wine-beetle,0.070000,-0.671431,-0.785193,-1.406009,0.522628,6.443099,4.468604,0.399158,1.073842,-0.050195,-0.015028,0.040952,0.039476
186045214130889222!,great-wine-beetle,0.080000,-0.607032,-0.738271,-1.401772,0.533888,6.421471,4.903129,0.445567,1.169878,-0.038865,-0.010880,0.032683,0.030576
186045214130889222!,great-wine-beetle,0.090000,-0.543252,-0.687384,-1.397161,0.545840,6.320502,5.262070,0.474300,1.214043,-0.029251,-0.007696,0.025233,0.023020
186045214130889222!,great-wine-beetle,0.100000,-0.480838,-0.633295,-1.392358,0.557977,6.155097,5.551052,0.486293,1.213479,-0.021079,-0.005119,0.018734,0.016595
186045214130889222!,great-wine-beetle,0.110000,-0.420382,-0.576689,-1.387527,0.569884,5.937129,5.776630,0.483020,1.176034,-0.014163,-0.002940,0.013233,0.011158
186045214130889222!,great-wine-beetle,0.120000,-0.362350,-0.518149,-1.382807,0.581245,5.676450,5.945531,0.466387,1.109555,-0.008346,-0.001006,0.008734,0.006585
