ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
1905756870380424329!,thoughtful-ruddy-butterfly,0.000000,0.432980,-0.963854,-0.610139,0.742576,-0.198349,0.458974,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.015374,-0.044058,0.162325
1905756870380424329!,thoughtful-ruddy-butterfly,0.010000,0.427015,-0.967315,-0.610581,0.742479,-0.198885,0.458742,-1.192531,-0.689557,-0.088397,-0.019508,-0.106891,-0.046342,0.009030,-0.018577,0.071557
1905756870380424329!,thoughtful-ruddy-butterfly,0.020000,0.412388,-0.975547,-0.611589,0.742437,-0.200285,0.458133,-1.733651,-0.954970,-0.113076,0.010948,-0.172888,-0.075582,0.019914,-0.007231,0.033149
1905756870380424329!,thoughtful-ruddy-butterfly,0.030000,0.393728,-0.985517,-0.612693,0.742811,-0.202246,0.457271,-1.998383,-1.037492,-0.107632,0.063509,-0.219287,-0.096989,0.024937,-0.001856,0.017089
1905756870380424329!,thoughtful-ruddy-butterfly,0.040000,0.373005,-0.995919,-0.613662,0.743762,-0.204619,0.456214,-2.145456,-1.042093,-0.086128,0.125863,-0.255011,-0.114377,0.027398,0.001010,0.010575
1905756870380424329!,thoughtful-ruddy-butterfly,0.050000,0.351059,-1.006200,-0.614364,0.745359,-0.207315,0.454995,-2.242519,-1.013724,-0.054304,0.192375,-0.283765,-0.129295,0.028709,0.002837,0.008150
1905756870380424329!,thoughtful-ruddy-butterfly,0.060000,0.328247,-1.016126,-0.614705,0.747632,-0.210272,0.453636,-2.318502,-0.971564,-0.014387,0.260277,-0.307054,-0.142327,0.029475,0.004247,0.007488
1905756870380424329!,thoughtful-ruddy-butterfly,0.070000,0.304715,-1.025600,-0.614608,0.750588,-0.213438,0.452155,-2.385815,-0.923816,0.032859,0.328046,-0.325465,-0.153634,0.029957,0.005500,0.007596
1905756870380424329!,thoughtful-ruddy-butterfly,0.080000,0.280523,-1.034585,-0.613999,0.754222,-0.216764,0.450570,-2.449824,-0.874002,0.087251,0.394704,-0.339211,-0.163191,0.030267,0.006702,0.008052
1905756870380424329!,thoughtful-ruddy-butterfly,0.090000,0.255691,-1.043068,-0.612806,0.758519,-0.220205,0.448898,-2.512909,-0.823618,0.148802,0.459522,-0.348363,-0.170888,0.030457,0.007893,0.008674
1905756870380424329!,thoughtful-ruddy-butterfly,0.100000,0.230221,-1.051045,-0.610954,0.763459,-0.223713,0.447160,-2.576197,-0.773251,0.217565,0.521893,-0.352948,-0.176579,0.030550,0.009084,0.009385
1905756870380424329!,thoughtful-ruddy-butterfly,0.110000,0.204107,-1.058518,-0.608371,0.769016,-0.227243,0.445377,-2.640307,-0.723043,0.293549,0.581278,-0.352989,-0.180105,0.030559,0.010275,0.010150
1905756870380424329!,thoughtful-ruddy-butterfly,0.120000,0.177336,-1.065489,-0.604981,0.775158,-0.230748,0.443571,-2.705657,-0.672889,0.376691,0.637181,-0.348523,-0.181304,0.030492,0.011459,0.010954
1905756870380424329!,thoughtful-ruddy-butterfly,0.130000,0.149893,-1.071955,-0.600713,0.781849,-0.234183,0.441767,-2.772592,-0.622511,0.466842,0.689138,-0.339601,-0.180024,0.030352,0.012630,0.011788
1905756870380424329!,thoughtful-ruddy-butterfly,0.140000,0.121758,-1.077914,-0.595495,0.789049,-0.237500,0.439993,-2.841428,-0.571493,0.563757,0.736716,-0.326297,-0.176130,0.030143,0.013781,0.012645
1905756870380424329!,thoughtful-ruddy-butterfly,0.150000,0.092906,-1.083355,-0.589257,0.796712,-0.240656,0.438274,-2.912459,-0.519295,0.667098,0.779511,-0.308699,-0.169507,0.029869,0.014903,0.013519
1905756870380424329!,thoughtful-ruddy-butterfly,0.160000,0.063324,-1.088267,-0.581948,0.804780,-0.243610,0.436640,-2.985967,-0.465281,0.776435,0.817188,-0.286893,-0.160063,0.029534,0.015992,0.014398
1905756870380424329!,thoughtful-ruddy-butterfly,0.170000,0.033010,-1.092630,-0.573538,0.813177,-0.246326,0.435113,-3.062176,-0.408731,0.891258,0.849501,-0.260959,-0.147734,0.029146,0.017045,0.015262
1905756870380424329!,thoughtful-ruddy-butterfly,0.180000,0.001939,-1.096414,-0.563974,0.821852,-0.248767,0.433722,-3.141110,-0.348770,1.010987,0.876150,-0.231021,-0.132505,0.028704,0.018054,0.016113
1905756870380424329!,thoughtful-ruddy-butterfly,0.190000,-0.029920,-1.099580,-0.553208,0.830749,-0.250894,0.432496,-3.222767,-0.284472,1.134972,0.896857,-0.197217,-0.114407,0.028209,0.019013,0.016947
1905756870380424329!,thoughtful-ruddy-butterfly,0.200000,-0.062595,-1.102078,-0.541198,0.839812,-0.252668,0.431461,-3.307070,-0.214859,1.262501,0.911368,-0.159698,-0.093521,0.027664,0.019917,0.017755
1905756870380424329!,thoughtful-ruddy-butterfly,0.210000,-0.096115,-1.103851,-0.527909,0.848981,-0.254053,0.430647,-3.393826,-0.138920,1.392816,0.919460,-0.118617,-0.069976,0.027070,0.020761,0.018531
1905756870380424329!,thoughtful-ruddy-butterfly,0.220000,-0.130507,-1.104830,-0.513313,0.858193,-0.255013,0.430079,-3.482702,-0.055623,1.525123,0.920945,-0.074136,-0.043958,0.026431,0.021541,0.019262
1905756870380424329!,thoughtful-ruddy-butterfly,0.230000,-0.165791,-1.104935,-0.497393,0.867383,-0.255515,0.429782,-3.573196,0.036054,1.658605,0.915666,-0.026418,-0.015706,0.025752,0.022253,0.019940
1905756870380424329!,thoughtful-ruddy-butterfly,0.240000,-0.201982,-1.104078,-0.480137,0.876485,-0.255525,0.429776,-3.664627,0.137097,1.792437,0.903501,0.024364,0.014486,0.025037,0.022894,0.020552
1905756870380424329!,thoughtful-ruddy-butterfly,0.250000,-0.239088,-1.102159,-0.461546,0.885430,-0.255013,0.430080,-3.756128,0.248415,1.925792,0.884356,0.078031,0.046268,0.024292,0.023459,0.021089
1905756870380424329!,thoughtful-ruddy-butterfly,0.260000,-0.277106,-1.099072,-0.441625,0.894150,-0.253949,0.430708,-3.846635,0.370814,2.057854,0.858165,0.134393,0.079239,0.023522,0.023945,0.021539
1905756870380424329!,thoughtful-ruddy-butterfly,0.270000,-0.316023,-1.094701,-0.420390,0.902574,-0.252308,0.431672,-3.934896,0.504949,2.187829,0.824891,0.193248,0.112952,0.022734,0.024348,0.021894
1905756870380424329!,thoughtful-ruddy-butterfly,0.280000,-0.355810,-1.088927,-0.397865,0.910631,-0.250064,0.432976,-4.019488,0.651293,2.314951,0.784519,0.254379,0.146916,0.021934,0.024663,0.022144
1905756870380424329!,thoughtful-ruddy-butterfly,0.290000,-0.396425,-1.081623,-0.374081,0.918252,-0.247194,0.434620,-4.098833,0.810099,2.438483,0.737059,0.317548,0.180608,0.021129,0.024887,0.022282
1905756870380424329!,thoughtful-ruddy-butterfly,0.300000,-0.437807,-1.072664,-0.349075,0.925367,-0.243679,0.436601,-4.171230,0.981368,2.557721,0.682536,0.382491,0.213479,0.020325,0.025014,0.022301
1905756870380424329!,thoughtful-ruddy-butterfly,0.310000,-0.479867,-1.061932,-0.322903,0.931899,-0.239508,0.438903,-4.234945,1.164776,2.671990,0.621027,0.448921,0.244975,0.019531,0.025042,0.022191
1905756870380424329!,thoughtful-ruddy-butterfly,0.320000,-0.522504,-1.049311,-0.295625,0.937778,-0.234672,0.441507,-4.288150,1.359717,2.780652,0.552626,0.516521,0.274544,0.018753,0.024968,0.021948
1905756870380424329!,thoughtful-ruddy-butterfly,0.330000,-0.565604,-1.034691,-0.267297,0.942937,-0.229161,0.444393,-4.328973,1.565307,2.883107,0.477430,0.584931,0.301633,0.017995,0.024787,0.021575
1905756870380424329!,thoughtful-ruddy-butterfly,0.340000,-0.609038,-1.017970,-0.237982,0.947308,-0.222967,0.447533,-4.355633,1.780344,2.978781,0.395562,0.653755,0.325709,0.017260,0.024494,0.021073
1905756870380424329!,thoughtful-ruddy-butterfly,0.350000,-0.652658,-0.999060,-0.207749,0.950826,-0.216086,0.450896,-4.366474,2.003315,3.067121,0.307177,0.722556,0.346276,0.016554,0.024086,0.020445
1905756870380424329!,thoughtful-ruddy-butterfly,0.360000,-0.696300,-0.977888,-0.176672,0.953429,-0.208520,0.454444,-4.360012,2.232415,3.147599,0.212464,0.790861,0.362883,0.015878,0.023562,0.019696
1905756870380424329!,thoughtful-ruddy-butterfly,0.370000,-0.739787,-0.954403,-0.144831,0.955054,-0.200274,0.458138,-4.334983,2.465573,3.219702,0.111654,0.858162,0.375145,0.015234,0.022921,0.018830
1905756870380424329!,thoughtful-ruddy-butterfly,0.380000,-0.782928,-0.928574,-0.112310,0.955643,-0.191362,0.461932,-4.290400,2.700481,3.282941,0.005028,0.923922,0.382748,0.014625,0.022162,0.017856
1905756870380424329!,thoughtful-ruddy-butterfly,0.390000,-0.825524,-0.900394,-0.079200,0.955138,-0.181799,0.465778,-4.225589,2.934648,3.336843,-0.107078,0.987584,0.385465,0.014050,0.021286,0.016783
1905756870380424329!,thoughtful-ruddy-butterfly,0.400000,-0.867370,-0.869884,-0.045596,0.953488,-0.171609,0.469628,-4.140226,3.165451,3.380961,-0.224266,1.048575,0.383164,0.013508,0.020297,0.015621
1905756870380424329!,thoughtful-ruddy-butterfly,0.410000,-0.908259,-0.837092,-0.011597,0.950643,-0.160821,0.473431,-4.034366,3.390192,3.414870,-0.346073,1.106321,0.375810,0.012999,0.019196,0.014382
1905756870380424329!,thoughtful-ruddy-butterfly,0.420000,-0.947988,-0.802091,0.022692,0.946560,-0.149472,0.477135,-3.908455,3.606167,3.438183,-0.471970,1.160254,0.363471,0.012521,0.017991,0.013080
1905756870380424329!,thoughtful-ruddy-butterfly,0.430000,-0.986358,-0.764984,0.057164,0.941200,-0.137601,0.480693,-3.763335,3.810733,3.450548,-0.601359,1.209828,0.346319,0.012073,0.016685,0.011729
1905756870380424329!,thoughtful-ruddy-butterfly,0.440000,-1.023179,-0.725900,0.091706,0.934532,-0.125256,0.484057,-3.600234,4.001370,3.451665,-0.733577,1.254530,0.324626,0.011652,0.015287,0.010344
1905756870380424329!,thoughtful-ruddy-butterfly,0.450000,-1.058278,-0.684993,0.126203,0.926529,-0.112489,0.487182,-3.420747,4.175752,3.441290,-0.867900,1.293892,0.298755,0.011256,0.013804,0.008939
1905756870380424329!,thoughtful-ruddy-butterfly,0.460000,-1.091506,-0.642442,0.160531,0.917175,-0.099364,0.490027,-3.226875,4.331838,3.419190,-1.003523,1.327464,0.269173,0.010886,0.012248,0.007526
