ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
421366473030873557!,rebel-mauve-beetle,0.000000,-2.004839,1.967921,-1.727985,1.007009,0.000000,0.000000,0.000000,0.000000,0.379856,1.600653,-1.426567
421366473030873557!,rebel-mauve-beetle,0.010000,-1.990557,1.978781,-1.723194,1.015185,2.860320,2.162260,0.963851,1.636059,-0.065892,-0.165318,0.226219
421366473030873557!,rebel-mauve-beetle,0.020000,-1.962034,1.997829,-1.715104,1.028795,2.842632,1.647244,0.653469,1.089397,-0.014266,0.040790,0.034498
421366473030873557!,rebel-mauve-beetle,0.030000,-1.932002,2.013191,-1.709373,1.038288,3.161552,1.421761,0.493512,0.812488,-0.019913,0.021358,0.054880
421366473030873557!,rebel-mauve-beetle,0.040000,-1.898924,2.026022,-1.705313,1.044944,3.451221,1.140848,0.320478,0.523010,-0.019308,0.027414,0.051947
421366473030873557!,rebel-mauve-beetle,0.050000,-1.862877,2.035932,-1.702942,1.048804,3.756505,0.835446,0.155173,0.251953,-0.019506,0.030907,0.051870
421366473030873557!,rebel-mauve-beetle,0.060000,-1.823720,2.042623,-1.702182,1.050036,4.074059,0.495487,-0.002246,-0.003641,-0.019641,0.035024,0.051492
421366473030873557!,rebel-mauve-beetle,0.070000,-1.781322,2.045713,-1.702951,1.048788,4.404159,0.116108,-0.148929,-0.241821,-0.019675,0.039653,0.050719
421366473030873557!,rebel-mauve-beetle,0.080000,-1.735565,2.044810,-1.705111,1.045274,4.745151,-0.306341,-0.281686,-0.459502,-0.019521,0.044801,0.049287
421366473030873557!,rebel-mauve-beetle,0.090000,-1.686346,2.039450,-1.708518,1.039695,5.093089,-0.774491,-0.397211,-0.652731,-0.018980,0.050821,0.046549
421366473030873557!,rebel-mauve-beetle,0.100000,-1.633607,2.029165,-1.712984,1.032320,5.442449,-1.288370,-0.491664,-0.815844,-0.017906,0.057781,0.042054
421366473030873557!,rebel-mauve-beetle,0.110000,-1.577343,2.013499,-1.718281,1.023480,5.785534,-1.845354,-0.561015,-0.941865,-0.016118,0.065790,0.035252
421366473030873557!,rebel-mauve-beetle,0.120000,-1.517680,1.992058,-1.724127,1.013600,6.112694,-2.439780,-0.601494,-1.023136,-0.013422,0.074958,0.025542
421366473030873557!,rebel-mauve-beetle,0.130000,-1.454859,1.964537,-1.730204,1.003191,6.412745,-3.062497,-0.609502,-1.051208,-0.009639,0.085329,0.012387
421366473030873557!,rebel-mauve-beetle,0.140000,-1.389219,1.930719,-1.736168,0.992835,6.673249,-3.700775,-0.581584,-1.017013,-0.004608,0.096950,-0.004697
421366473030873557!,rebel-mauve-beetle,0.150000,-1.321224,1.890536,-1.741640,0.983204,6.881455,-4.338539,-0.514594,-0.911547,0.001770,0.109789,-0.025994
421366473030873557!,rebel-mauve-beetle,0.160000,-1.251502,1.844092,-1.746223,0.975040,7.025164,-4.957119,-0.405869,-0.726881,0.009518,0.123795,-0.051569
421366473030873557!,rebel-mauve-beetle,0.170000,-1.180789,1.791662,-1.749510,0.969131,7.093719,-5.536046,-0.252838,-0.456432,0.018558,0.138853,-0.081164
421366473030873557!,rebel-mauve-beetle,0.180000,-1.109821,1.733735,-1.751035,0.966373,7.079428,-6.054668,-0.052516,-0.095157,0.028659,0.154646,-0.114038
421366473030873557!,rebel-mauve-beetle,0.190000,-1.039454,1.671003,-1.750317,0.967672,6.977617,-6.493834,0.198091,0.358306,0.039528,0.170962,-0.149281
421366473030873557!,rebel-mauve-beetle,0.200000,-0.970523,1.604346,-1.746817,0.973976,6.787322,-6.837482,0.502824,0.901810,0.050801,0.187557,-0.185772
421366473030873557!,rebel-mauve-beetle,0.210000,-0.903920,1.534788,-1.739977,0.986145,6.511422,-7.073079,0.866539,1.528941,0.062079,0.204178,-0.222285
421366473030873557!,rebel-mauve-beetle,0.220000,-0.840465,1.463458,-1.729169,1.004975,6.156171,-7.192413,1.295572,2.229172,0.072980,0.220560,-0.257635
421366473030873557!,rebel-mauve-beetle,0.230000,-0.780902,1.391546,-1.713697,1.031137,5.730658,-7.191217,1.797747,2.987763,0.083170,0.236419,-0.290787
421366473030873557!,rebel-mauve-beetle,0.240000,-0.725872,1.320272,-1.692776,1.065133,5.246253,-7.068379,2.382131,3.785831,0.092391,0.251432,-0.320908
421366473030873557!,rebel-mauve-beetle,0.250000,-0.675891,1.250854,-1.665527,1.107258,4.716232,-6.824873,3.058416,4.600441,0.100459,0.265210,-0.347383
421366473030873557!,rebel-mauve-beetle,0.260000,-0.631333,1.184497,-1.630970,1.157557,4.155712,-6.462710,3.835894,5.404681,0.107251,0.277277,-0.369763
421366473030873557!,rebel-mauve-beetle,0.270000,-0.592409,1.122380,-1.588037,1.215787,3.581947,-5.984264,4.722009,6.167799,0.112688,0.287044,-0.387696
421366473030873557!,rebel-mauve-beetle,0.280000,-0.559145,1.065664,-1.535602,1.281377,3.014851,-5.392226,5.720545,6.855502,0.116700,0.293799,-0.400843
421366473030873557!,rebel-mauve-beetle,0.290000,-0.531347,1.015474,-1.472520,1.353397,2.477538,-4.690379,6.829532,7.430653,0.119204,0.296723,-0.408804
421366473030873557!,rebel-mauve-beetle,0.300000,-0.508567,0.972889,-1.397701,1.430535,1.996521,-3.885170,8.039080,7.854567,0.120090,0.294916,-0.411085
421366473030873557!,rebel-mauve-beetle,0.310000,-0.490071,0.938903,-1.310195,1.511088,1.601185,-2.987921,9.329440,8.089129,0.119220,0.287469,-0.407103
421366473030873557!,rebel-mauve-beetle,0.320000,-0.474809,0.914363,-1.209297,1.592985,1.322175,-2.017255,10.669723,8.099804,0.116439,0.273557,-0.396244
421366473030873557!,rebel-mauve-beetle,0.330000,-0.461411,0.899886,-1.094659,1.673835,1.188487,-1.001149,12.017779,7.859419,0.111607,0.252579,-0.377981
421366473030873557!,rebel-mauve-beetle,0.340000,-0.448207,0.895756,-0.966396,1.751022,1.223356,0.022143,13.321727,7.352313,0.104645,0.224309,-0.352036
421366473030873557!,rebel-mauve-beetle,0.350000,-0.433570,0.901694,-0.825496,1.821690,1.441178,1.008141,14.523937,6.581498,0.095471,0.188817,-0.318181
421366473030873557!,rebel-mauve-beetle,0.360000,-0.415907,0.916923,-0.673630,1.883142,1.843054,1.907863,15.566291,5.568311,0.084083,0.146596,-0.276505
421366473030873557!,rebel-mauve-beetle,0.370000,-0.393609,0.940264,-0.512843,1.933130,2.413022,2.670390,16.395281,4.349525,0.070680,0.098796,-0.227810
421366473030873557!,rebel-mauve-beetle,0.380000,-0.365197,0.970132,-0.345468,1.969937,3.117126,3.248933,16.967716,2.975632,0.055703,0.047292,-0.173756
421366473030873557!,rebel-mauve-beetle,0.390000,-0.329524,1.004559,-0.174104,1.992408,3.906228,3.608335,17.256417,1.507933,0.039800,-0.005452,-0.116730
421366473030873557!,rebel-mauve-beetle,0.400000,-0.285983,1.041310,-0.001527,1.999999,4.722375,3.731540,17.254201,0.013175,0.023732,-0.056723,-0.059493
421366473030873557!,rebel-mauve-beetle,0.410000,-0.234560,1.078073,0.169502,1.992804,5.506341,3.622007,16.974513,-1.443803,0.008285,-0.103871,-0.004875
421366473030873557!,rebel-mauve-beetle,0.420000,-0.175807,1.112656,0.336428,1.971501,6.205384,3.302548,16.448935,-2.806939,-0.005823,-0.144640,0.044577
421366473030873557!,rebel-mauve-beetle,0.430000,-0.110748,1.143164,0.497059,1.937249,6.779418,2.810963,15.722187,-4.033997,-0.018033,-0.177435,0.086905
421366473030873557!,rebel-mauve-beetle,0.440000,-0.040736,1.168119,0.649671,1.891541,7.204390,2.193724,14.845811,-5.098957,-0.028002,-0.201466,0.120944
421366473030873557!,rebel-mauve-beetle,0.450000,0.032714,1.186514,0.793045,1.836050,7.472498,1.499299,13.871901,-5.991691,-0.035619,-0.216761,0.146374
421366473030873557!,rebel-mauve-beetle,0.460000,0.108072,1.197806,0.926455,1.772479,7.589828,0.772556,12.847982,-6.715495,-0.040986,-0.224036,0.163630
421366473030873557!,rebel-mauve-beetle,0.470000,0.183917,1.201861,1.049602,1.702450,7.572462,0.051054,11.813683,-7.283421,-0.044363,-0.224489,0.173708
421366473030873557!,rebel-mauve-beetle,0.480000,0.259016,1.198876,1.162534,1.627426,7.442225,-0.636626,10.799274,-7.714344,-0.046104,-0.219567,0.177928
421366473030873557!,rebel-mauve-beetle,0.490000,0.332362,1.189288,1.265553,1.548669,7.222949,-1.270870,9.825757,-8.029488,-0.046593,-0.210755,0.177708
421366473030873557!,rebel-mauve-beetle,0.500000,0.403183,1.173690,1.359129,1.467231,6.937710,-1.839922,8.905992,-8.249820,-0.046195,-0.199415,0.174386
421366473030873557!,rebel-mauve-beetle,0.510000,0.470923,1.152759,1.443828,1.383966,6.607134,-2.338286,8.046340,-8.394373,-0.045226,-0.186698,0.169115
421366473030873557!,rebel-mauve-beetle,0.520000,0.535216,1.127206,1.520253,1.299550,6.248613,-2.765045,7.248407,-8.479407,-0.043937,-0.173500,0.162806
421366473030873557!,rebel-mauve-beetle,0.530000,0.595853,1.097735,1.589011,1.214513,5.876166,-3.122390,6.510616,-8.518181,-0.042514,-0.160474,0.156133
421366473030873557!,rebel-mauve-beetle,0.540000,0.652747,1.065022,1.650681,1.129271,5.500735,-3.414459,5.829508,-8.521128,-0.041084,-0.148060,0.149554
421366473030873557!,rebel-mauve-beetle,0.550000,0.705907,1.029693,1.705803,1.044145,5.130550,-3.646460,5.200644,-8.496210,-0.039724,-0.136517,0.143349
421366473030873557!,rebel-mauve-beetle,0.560000,0.755408,0.992320,1.754865,0.959399,4.771688,-3.824080,4.619340,-8.449370,-0.038477,-0.125976,0.137664
421366473030873557!,rebel-mauve-beetle,0.570000,0.801361,0.953441,1.798302,0.875277,4.428645,-3.953208,4.081178,-8.384988,-0.037362,-0.116485,0.132571
421366473030873557!,rebel-mauve-beetle,0.580000,0.843971,0.913502,1.836549,0.791889,4.104333,-4.039426,3.581544,-8.306312,-0.036375,-0.108016,0.128049
421366473030873557!,rebel-mauve-beetle,0.590000,0.883441,0.872903,1.869977,0.709356,3.800798,-4.088141,3.116536,-8.215694,-0.035507,-0.100512,0.124062
421366473030873557!,rebel-mauve-beetle,0.600000,0.920001,0.831973,1.898926,0.627757,3.519286,-4.104397,2.682652,-8.114859,-0.034744,-0.093899,0.120556
421366473030873557!,rebel-mauve-beetle,0.610000,0.953879,0.790992,1.923698,0.547163,3.260494,-4.092900,2.276908,-8.005071,-0.034073,-0.088099,0.117474
421366473030873557!,rebel-mauve-beetle,0.620000,0.985291,0.750232,1.944547,0.467693,3.024835,-4.058090,1.896999,-7.887231,-0.033484,-0.083044,0.114775
421366473030873557!,rebel-mauve-beetle,0.630000,1.014464,0.709914,1.961719,0.389434,2.812308,-4.004029,1.540887,-7.762008,-0.032967,-0.078671,0.112417
421366473030873557!,rebel-mauve-beetle,0.640000,1.041626,0.670217,1.975441,0.312461,2.622615,-3.934425,1.206842,-7.629886,-0.032513,-0.074921,0.110367
421366473030873557!,rebel-mauve-beetle,0.650000,1.067001,0.631277,1.985926,0.236846,2.455220,-3.852606,0.893419,-7.491209,-0.032118,-0.071743,0.108596
421366473030873557!,rebel-mauve-beetle,0.660000,1.090810,0.593208,1.993375,0.162655,2.309392,-3.761653,0.599434,-7.346220,-0.031779,-0.069103,0.107093
421366473030873557!,rebel-mauve-beetle,0.670000,1.113264,0.556085,1.997976,0.089947,2.184211,-3.664295,0.323917,-7.195064,-0.031495,-0.066969,0.105850
421366473030873557!,rebel-mauve-beetle,0.680000,1.134565,0.519951,1.999912,0.018778,2.078578,-3.562943,0.066080,-7.037811,-0.031268,-0.065320,0.104867
421366473030873557!,rebel-mauve-beetle,0.690000,1.154900,0.484837,1.999355,-0.050791,1.991287,-3.459736,-0.174635,-6.874468,-0.031100,-0.064141,0.104148
421366473030873557!,rebel-mauve-beetle,0.700000,1.174449,0.450757,1.996475,-0.118693,1.920997,-3.356527,-0.398621,-6.704998,-0.030995,-0.063419,0.103699
421366473030873557!,rebel-mauve-beetle,0.710000,1.193374,0.417707,1.991438,-0.184865,1.866247,-3.254862,-0.606117,-6.529332,-0.030954,-0.063147,0.103527
421366473030873557!,rebel-mauve-beetle,0.720000,1.211823,0.385670,1.984409,-0.249240,1.825468,-3.155993,-0.797229,-6.347398,-0.030980,-0.063312,0.103635
421366473030873557!,rebel-mauve-beetle,0.730000,1.229931,0.354617,1.975553,-0.311752,1.797006,-3.060876,-0.971945,-6.159147,-0.031073,-0.063904,0.104023
421366473030873557!,rebel-mauve-beetle,0.740000,1.247812,0.324510,1.965036,-0.372333,1.779142,-2.970178,-1.130161,-5.964573,-0.031233,-0.064902,0.104683
421366473030873557!,rebel-mauve-beetle,0.750000,1.265566,0.295308,1.953027,-0.430914,1.770117,-2.884278,-1.271709,-5.763750,-0.031453,-0.066282,0.105597
421366473030873557!,rebel-mauve-beetle,0.760000,1.283273,0.266966,1.939694,-0.487428,1.768161,-2.803289,-1.396390,-5.556858,-0.031728,-0.068010,0.106738
421366473030873557!,rebel-mauve-beetle,0.770000,1.300996,0.239443,1.925213,-0.541808,1.771531,-2.727070,-1.504009,-5.344210,-0.032048,-0.070039,0.108065
421366473030873557!,rebel-mauve-beetle,0.780000,1.318782,0.212698,1.909758,-0.593991,1.778547,-2.655256,-1.594423,-5.126276,-0.032397,-0.072314,0.109528
421366473030873557!,rebel-mauve-beetle,0.790000,1.336657,0.186696,1.893508,-0.643916,1.787624,-2.587300,-1.667578,-4.903700,-0.032758,-0.074766,0.111061
