ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
1005324145546475187!,thoughtful-ruddy-butterfly,0.000000,-1.422876,2.541181,-0.166120,0.985365,-0.064217,0.495859,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.055503,0.060605,-0.003731
1005324145546475187!,thoughtful-ruddy-butterfly,0.010000,-1.422013,2.540650,-0.164211,0.985679,-0.063186,0.495991,0.172467,-0.106215,0.380830,0.062328,0.205797,0.026217,0.054266,0.059468,-0.009484
1005324145546475187!,thoughtful-ruddy-butterfly,0.020000,-1.419611,2.538908,-0.158535,0.986591,-0.060117,0.496373,0.308228,-0.243292,0.754098,0.118925,0.407650,0.049372,0.054049,0.059343,-0.013319
1005324145546475187!,thoughtful-ruddy-butterfly,0.030000,-1.415945,2.535664,-0.149129,0.988028,-0.055033,0.496962,0.425214,-0.406729,1.125449,0.166448,0.608396,0.067373,0.054515,0.059903,-0.016381
1005324145546475187!,thoughtful-ruddy-butterfly,0.040000,-1.411152,2.530648,-0.135989,0.989882,-0.047930,0.497697,0.533536,-0.597808,1.499065,0.201280,0.810112,0.078017,0.055495,0.060979,-0.019151
1005324145546475187!,thoughtful-ruddy-butterfly,0.050000,-1.405284,2.523561,-0.119073,0.992006,-0.038792,0.498493,0.639946,-0.820353,1.878084,0.219444,1.014304,0.078931,0.056887,0.062466,-0.021813
1005324145546475187!,thoughtful-ruddy-butterfly,0.060000,-1.398335,2.514064,-0.098317,0.994210,-0.027588,0.499238,0.749820,-1.079231,2.264697,0.216530,1.221937,0.067524,0.058608,0.064279,-0.024409
1005324145546475187!,thoughtful-ruddy-butterfly,0.070000,-1.390251,2.501789,-0.073673,0.996258,-0.014300,0.499795,0.867936,-1.379516,2.660096,0.187717,1.433392,0.041011,0.060574,0.066326,-0.026897
1005324145546475187!,thoughtful-ruddy-butterfly,0.080000,-1.380925,2.486295,-0.045046,0.997864,0.001112,0.499999,0.998962,-1.725931,3.064163,0.127603,1.648294,-0.003667,0.062688,0.068504,-0.029205
1005324145546475187!,thoughtful-ruddy-butterfly,0.090000,-1.370210,2.467086,-0.012342,0.998687,0.018686,0.499651,1.147161,-2.122551,3.475290,0.030334,1.865399,-0.069762,0.064833,0.070684,-0.031205
1005324145546475187!,thoughtful-ruddy-butterfly,0.100000,-1.357899,2.443660,0.024495,0.998327,0.038432,0.498521,1.316717,-2.571436,3.890079,-0.110134,2.082441,-0.160539,0.066855,0.072701,-0.032753
1005324145546475187!,thoughtful-ruddy-butterfly,0.110000,-1.343768,2.415489,0.065473,0.996320,0.060332,0.496347,1.510522,-3.072772,4.303104,-0.299723,2.296014,-0.279086,0.068580,0.074367,-0.033624
1005324145546475187!,thoughtful-ruddy-butterfly,0.120000,-1.327571,2.382057,0.110537,0.992150,0.084330,0.492837,1.730337,-3.623355,4.706697,-0.543776,2.501477,-0.428030,0.069803,0.075459,-0.033580
1005324145546475187!,thoughtful-ruddy-butterfly,0.130000,-1.309036,2.342913,0.159551,0.985248,0.110318,0.487678,1.976201,-4.215641,5.090921,-0.846448,2.692974,-0.609180,0.070297,0.075734,-0.032386
1005324145546475187!,thoughtful-ruddy-butterfly,0.140000,-1.287914,2.297686,0.212267,0.975015,0.138127,0.480542,2.245354,-4.837640,5.443769,-1.209978,2.863602,-0.823110,0.069837,0.074957,-0.029805
1005324145546475187!,thoughtful-ruddy-butterfly,0.150000,-1.263994,2.246160,0.268309,0.960840,0.167510,0.471105,2.532056,-5.472335,5.751756,-1.633948,3.005792,-1.068764,0.068228,0.072925,-0.025662
1005324145546475187!,thoughtful-ruddy-butterfly,0.160000,-1.237139,2.188317,0.327157,0.942132,0.198146,0.459062,2.827232,-6.098392,6.000800,-2.114712,3.111852,-1.343175,0.065341,0.069517,-0.019891
1005324145546475187!,thoughtful-ruddy-butterfly,0.170000,-1.207319,2.124369,0.388153,0.918355,0.229636,0.444148,3.118706,-6.691573,6.177402,-2.645132,3.174667,-1.641384,0.061154,0.064732,-0.012579
