ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
1091774855256056957!,lush-proficient-bumblebee,0.000000,1.246422,-0.472507,0.000000,-0.472507,0.000000,0.000000,0.000000,0.000000,0.057886,0.057397,0.004434,-0.044944
1091774855256056957!,lush-proficient-bumblebee,0.010000,1.241564,-0.475398,0.000000,-0.475398,-0.971667,-0.578147,0.000000,-0.578147,0.050530,0.049560,0.003169,-0.039241
1091774855256056957!,lush-proficient-bumblebee,0.020000,1.227609,-0.483701,0.000000,-0.483701,-1.817651,-1.081511,0.000000,-1.081511,0.043946,0.042544,0.002037,-0.034136
1091774855256056957!,lush-proficient-bumblebee,0.030000,1.205738,-0.496714,0.000000,-0.496714,-2.551132,-1.517935,0.000000,-1.517935,0.038057,0.036269,0.001025,-0.029569
1091774855256056957!,lush-proficient-bumblebee,0.040000,1.177032,-0.513794,0.000000,-0.513794,-3.183982,-1.894484,0.000000,-1.894484,0.032793,0.030661,0.000120,-0.025488
1091774855256056957!,lush-proficient-bumblebee,0.050000,1.142470,-0.534359,0.000000,-0.534359,-3.726897,-2.217521,0.000000,-2.217521,0.028094,0.025654,-0.000688,-0.021844
1091774855256056957!,lush-proficient-bumblebee,0.060000,1.102888,-0.557910,0.000000,-0.557910,-4.189515,-2.492781,0.000000,-2.492781,0.023902,0.021187,-0.001409,-0.018594
1091774855256056957!,lush-proficient-bumblebee,0.070000,1.059034,-0.584003,0.000000,-0.584003,-4.580509,-2.725424,0.000000,-2.725424,0.020166,0.017207,-0.002051,-0.015698
1091774855256056957!,lush-proficient-bumblebee,0.080000,1.011584,-0.612237,0.000000,-0.612237,-4.907678,-2.920091,0.000000,-2.920091,0.016842,0.013665,-0.002623,-0.013120
1091774855256056957!,lush-proficient-bumblebee,0.090000,0.961138,-0.642252,0.000000,-0.642252,-5.178041,-3.080959,0.000000,-3.080959,0.013886,0.010516,-0.003131,-0.010829
1091774855256056957!,lush-proficient-bumblebee,0.100000,0.908234,-0.673730,0.000000,-0.673730,-5.397908,-3.211780,0.000000,-3.211780,0.011263,0.007721,-0.003582,-0.008795
1091774855256056957!,lush-proficient-bumblebee,0.110000,0.853352,-0.706385,0.000000,-0.706385,-5.572954,-3.315933,0.000000,-3.315933,0.008939,0.005244,-0.003981,-0.006993
1091774855256056957!,lush-proficient-bumblebee,0.120000,0.796916,-0.739965,0.000000,-0.739965,-5.708279,-3.396452,0.000000,-3.396452,0.006882,0.003053,-0.004335,-0.005398
