ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
2290137256892956843!,talented-antique-butterfly,0.000000,2.047652,-1.165329,1.700388,-0.227562,0.918378,0.395704,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.182914,0.123907,-0.041746,-0.163669,-0.016561,0.032635
2290137256892956843!,talented-antique-butterfly,0.010000,2.037940,-1.168889,1.696683,-0.228919,0.917460,0.397828,-1.940723,-0.706930,-0.741185,-0.271436,-0.183145,0.422365,0.166270,0.099587,-0.004324,-0.149281,0.018359,0.029803
2290137256892956843!,talented-antique-butterfly,0.020000,2.010655,-1.178062,1.686220,-0.232154,0.914724,0.404080,-3.516024,-1.117674,-1.352319,-0.375548,-0.363681,0.823271,0.153488,0.081066,0.022454,-0.137932,0.043091,0.026485
2290137256892956843!,talented-antique-butterfly,0.030000,1.968946,-1.190161,1.670085,-0.235864,0.910193,0.414185,-4.823223,-1.289038,-1.875121,-0.365769,-0.542459,1.192082,0.141223,0.066570,0.039209,-0.126822,0.057894,0.022901
2290137256892956843!,talented-antique-butterfly,0.040000,1.915187,-1.203069,1.649038,-0.239138,0.903891,0.427763,-5.919952,-1.279500,-2.332691,-0.289028,-0.717359,1.515827,0.127947,0.054784,0.047607,-0.114707,0.064271,0.019219
2290137256892956843!,talented-antique-butterfly,0.050000,1.851307,-1.215232,1.623664,-0.241487,0.895873,0.444311,-6.838536,-1.141572,-2.736600,-0.182620,-0.884324,1.783078,0.113090,0.044779,0.049530,-0.101164,0.064042,0.015605
2290137256892956843!,talented-antique-butterfly,0.060000,1.779001,-1.225581,1.594478,-0.242753,0.886242,0.463223,-7.596003,-0.919662,-3.091326,-0.073920,-1.038024,1.985955,0.096646,0.035955,0.046745,-0.086253,0.058984,0.012228
2290137256892956843!,talented-antique-butterfly,0.070000,1.699845,-1.233458,1.561970,-0.243009,0.875162,0.483830,-8.201283,-0.650039,-3.397308,0.018698,-1.172548,2.120928,0.078990,0.027977,0.040799,-0.070355,0.050694,0.009246
2290137256892956843!,talented-antique-butterfly,0.080000,1.615354,-1.238537,1.526644,-0.242480,0.862859,0.505444,-8.660409,-0.361441,-3.653256,0.084504,-1.282176,2.188843,0.060757,0.020715,0.033001,-0.054061,0.040563,0.006789
2290137256892956843!,talented-antique-butterfly,0.090000,1.527000,-1.240751,1.489025,-0.241472,0.849619,0.527397,-8.980126,-0.075714,-3.857940,0.118939,-1.362193,2.194449,0.042729,0.014173,0.024428,-0.038073,0.029755,0.004925
2290137256892956843!,talented-antique-butterfly,0.100000,1.436176,-1.240222,1.449649,-0.240313,0.835767,0.549085,-9.169898,0.191601,-4.011410,0.122096,-1.409536,2.145466,0.025710,0.008422,0.015916,-0.023090,0.019197,0.003658
2290137256892956843!,talented-antique-butterfly,0.110000,1.344139,-1.237199,1.409027,-0.239306,0.821643,0.570002,-9.242510,0.430637,-4.115626,0.097264,-1.423146,2.051426,0.010406,0.003542,0.008071,-0.009711,0.009561,0.002925
2290137256892956843!,talented-antique-butterfly,0.120000,1.251973,-1.231981,1.367631,-0.238692,0.807576,0.589764,-9.213634,0.636327,-4.174534,0.049580,-1.404000,1.922525,-0.002670,-0.000424,0.001274,0.001647,0.001273,0.002612
2290137256892956843!,talented-antique-butterfly,0.130000,1.160567,-1.224893,1.325867,-0.238650,0.793866,0.608093,-9.100794,0.807407,-4.193822,-0.015033,-1.354804,1.768698,-0.013242,-0.003486,-0.004286,0.010778,-0.005465,0.002583
2290137256892956843!,talented-antique-butterfly,0.140000,1.070634,-1.216262,1.284083,-0.239308,0.780782,0.624804,-8.922078,0.945323,-4.180372,-0.090666,-1.279514,1.598937,-0.021269,-0.005712,-0.008574,0.017679,-0.010631,0.002699
2290137256892956843!,talented-antique-butterfly,0.150000,0.982722,-1.206392,1.242556,-0.240738,0.768554,0.639785,-8.694807,1.053229,-4.141541,-0.171944,-1.182767,1.420820,-0.026909,-0.007211,-0.011670,0.022515,-0.014335,0.002843
2290137256892956843!,talented-antique-butterfly,0.160000,0.897228,-1.195558,1.201499,-0.242972,0.757367,0.652990,-8.434479,1.135141,-4.084481,-0.254313,-1.069361,1.240294,-0.030454,-0.008116,-0.013718,0.025557,-0.016767,0.002926
2290137256892956843!,talented-antique-butterfly,0.170000,0.814412,-1.183996,1.161057,-0.246000,0.747363,0.664416,-8.154129,1.195296,-4.015608,-0.334135,-0.943845,1.061678,-0.032267,-0.008567,-0.014900,0.027132,-0.018152,0.002893
2290137256892956843!,talented-antique-butterfly,0.180000,0.734420,-1.171904,1.121323,-0.249784,0.738643,0.674097,-7.864107,1.237706,-3.940286,-0.408651,-0.810255,0.887838,-0.032727,-0.008691,-0.015399,0.027574,-0.018721,0.002720
2290137256892956843!,talented-antique-butterfly,0.190000,0.657312,-1.159440,1.082341,-0.254260,0.731270,0.682088,-7.572174,1.265915,-3.862701,-0.475874,-0.671988,0.720441,-0.032190,-0.008600,-0.015386,0.027190,-0.018684,0.002404
2290137256892956843!,talented-antique-butterfly,0.200000,0.583084,-1.146734,1.044119,-0.259352,0.725278,0.688456,-7.283810,1.282880,-3.785883,-0.534452,-0.531781,0.560222,-0.030966,-0.008380,-0.015008,0.026243,-0.018223,0.001959
2290137256892956843!,talented-antique-butterfly,0.210000,0.511684,-1.133887,1.006642,-0.264970,0.720678,0.693270,-7.002620,1.290976,-3.711828,-0.583544,-0.391763,0.407251,-0.029307,-0.008097,-0.014388,0.024945,-0.017483,0.001407
2290137256892956843!,talented-antique-butterfly,0.220000,0.443036,-1.120982,0.969879,-0.271019,0.717461,0.696599,-6.730745,1.292039,-3.641666,-0.622705,-0.253546,0.261139,-0.027407,-0.007797,-0.013619,0.023459,-0.016577,0.000774
2290137256892956843!,talented-antique-butterfly,0.230000,0.377044,-1.108085,0.933791,-0.277403,0.715606,0.698505,-6.469252,1.287457,-3.575841,-0.651791,-0.118319,0.121216,-0.025412,-0.007510,-0.012771,0.021903,-0.015589,0.000084
2290137256892956843!,talented-antique-butterfly,0.240000,0.313609,-1.095251,0.898338,-0.284022,0.715080,0.699042,-6.218446,1.278252,-3.514282,-0.670896,0.013048,-0.013348,-0.023421,-0.007253,-0.011898,0.020359,-0.014581,-0.000637
2290137256892956843!,talented-antique-butterfly,0.250000,0.252628,-1.082527,0.863481,-0.290783,0.715845,0.698259,-5.978135,1.265167,-3.456562,-0.680299,0.139922,-0.143446,-0.021503,-0.007033,-0.011035,0.018879,-0.013592,-0.001370
