ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
1278409690981997490!,thoughtful-antique-butterfly,0.000000,1.878974,-0.807587,0.038978,-0.023741,0.279319,0.414706,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.091964,-0.220042,0.186742,0.004508,0.152527,-0.361758
1278409690981997490!,thoughtful-antique-butterfly,0.010000,1.881593,-0.794578,0.036693,-0.022347,0.278183,0.415469,0.516772,2.600538,-0.455411,0.277940,-0.226681,0.151778,0.088830,-0.113006,0.115148,-0.027750,0.099278,-0.210241
1278409690981997490!,thoughtful-antique-butterfly,0.020000,1.886832,-0.761682,0.030107,-0.018330,0.274909,0.417642,0.522485,3.978242,-0.860266,0.524440,-0.427921,0.281675,0.084912,-0.061238,0.079393,-0.041611,0.072294,-0.135562
1278409690981997490!,thoughtful-antique-butterfly,0.030000,1.890899,-0.717983,0.019659,-0.011964,0.269705,0.421022,0.286639,4.757669,-1.226591,0.746987,-0.612351,0.392269,0.080137,-0.035578,0.060406,-0.046443,0.057543,-0.096846
1278409690981997490!,thoughtful-antique-butterfly,0.040000,1.892074,-0.668016,0.005706,-0.003472,0.262714,0.425419,-0.050625,5.229377,-1.558755,0.948418,-0.784033,0.484174,0.074970,-0.022347,0.049424,-0.046992,0.048640,-0.075249
1278409690981997490!,thoughtful-antique-butterfly,0.050000,1.889685,-0.614170,-0.011423,0.006947,0.254052,0.430648,-0.420997,5.532046,-1.859127,1.130233,-0.945307,0.557666,0.069705,-0.015089,0.042333,-0.045547,0.042595,-0.061930
1278409690981997490!,thoughtful-antique-butterfly,0.060000,1.883566,-0.557804,-0.031423,0.019099,0.243814,0.436526,-0.791764,5.733280,-2.129328,1.293332,-1.097603,0.613047,0.064482,-0.010746,0.037182,-0.043194,0.037989,-0.052704
1278409690981997490!,thoughtful-antique-butterfly,0.070000,1.873792,-0.499765,-0.053997,0.032803,0.232084,0.442874,-1.147158,5.866940,-2.370617,1.438265,-1.241770,0.650737,0.059367,-0.007868,0.033046,-0.040447,0.034150,-0.045588
1278409690981997490!,thoughtful-antique-butterfly,0.080000,1.860556,-0.440644,-0.078863,0.047878,0.218939,0.449517,-1.479427,5.950811,-2.584082,1.565362,-1.378278,0.671297,0.054400,-0.005770,0.029489,-0.037556,0.030761,-0.039650
1278409690981997490!,thoughtful-antique-butterfly,0.090000,1.844110,-0.380893,-0.105746,0.064146,0.204456,0.456287,-1.784703,5.995029,-2.770751,1.674842,-1.507334,0.675417,0.049609,-0.004130,0.026308,-0.034643,0.027676,-0.034460
1278409690981997490!,thoughtful-antique-butterfly,0.100000,1.824752,-0.320880,-0.134368,0.081422,0.188717,0.463018,-2.061128,6.006133,-2.931649,1.766888,-1.628937,0.663924,0.045020,-0.002800,0.023414,-0.031775,0.024832,-0.029830
1278409690981997490!,thoughtful-antique-butterfly,0.110000,1.802793,-0.260911,-0.164461,0.099523,0.171806,0.469556,-2.307982,5.988947,-3.067826,1.841704,-1.742960,0.637733,0.040661,-0.001711,0.020768,-0.028991,0.022203,-0.025681
1278409690981997490!,thoughtful-antique-butterfly,0.120000,1.778532,-0.201243,-0.195779,0.118276,0.153802,0.475757,-2.525275,5.947486,-3.180384,1.899562,-1.849220,0.597813,0.036551,-0.000828,0.018353,-0.026318,0.019778,-0.021983
1278409690981997490!,thoughtful-antique-butterfly,0.130000,1.752265,-0.142097,-0.228093,0.137514,0.134785,0.481490,-2.713543,5.885346,-3.270477,1.940835,-1.947506,0.545170,0.032709,-0.000133,0.016163,-0.023773,0.017554,-0.018722
1278409690981997490!,thoughtful-antique-butterfly,0.140000,1.724276,-0.083658,-0.261183,0.157074,0.114835,0.486634,-2.873717,5.805861,-3.339288,1.966010,-2.037604,0.480830,0.029146,0.000388,0.014189,-0.021369,0.015525,-0.015886
1278409690981997490!,thoughtful-antique-butterfly,0.150000,1.694835,-0.026080,-0.294848,0.176800,0.094034,0.491078,-3.007025,5.712135,-3.388017,1.975683,-2.119316,0.405816,0.025867,0.000752,0.012422,-0.019115,0.013686,-0.013459
1278409690981997490!,thoughtful-antique-butterfly,0.160000,1.664200,0.030509,-0.328896,0.196544,0.072464,0.494721,-3.114908,5.607034,-3.417845,1.970555,-2.192467,0.321141,0.022874,0.000974,0.010851,-0.017016,0.012028,-0.011420
1278409690981997490!,thoughtful-antique-butterfly,0.170000,1.632613,0.086008,-0.363148,0.216163,0.050210,0.497473,-3.198939,5.493166,-3.429917,1.951407,-2.256914,0.227792,0.020161,0.001070,0.009463,-0.015073,0.010539,-0.009743
1278409690981997490!,thoughtful-antique-butterfly,0.180000,1.600301,0.140341,-0.397433,0.235523,0.027358,0.499251,-3.260762,5.372860,-3.425317,1.919084,-2.312543,0.126724,0.017720,0.001057,0.008243,-0.013286,0.009210,-0.008397
1278409690981997490!,thoughtful-antique-butterfly,0.190000,1.567476,0.193452,-0.431592,0.254497,0.003995,0.499984,-3.302031,5.248158,-3.405053,1.874466,-2.359271,0.018852,0.015538,0.000953,0.007179,-0.011652,0.008028,-0.007352
1278409690981997490!,thoughtful-antique-butterfly,0.200000,1.534336,0.245301,-0.465473,0.272967,-0.019789,0.499608,-3.324366,5.120810,-3.370052,1.818447,-2.397046,-0.094947,0.013603,0.000771,0.006255,-0.010168,0.006982,-0.006576
1278409690981997490!,thoughtful-antique-butterfly,0.210000,1.501057,0.295873,-0.498937,0.290826,-0.043909,0.498068,-3.329331,4.992338,-3.321153,1.751914,-2.425841,-0.213857,0.011900,0.000527,0.005459,-0.008827,0.006061,-0.006038
1278409690981997490!,thoughtful-antique-butterfly,0.220000,1.467808,0.345158,-0.531846,0.307970,-0.068272,0.495317,-3.318405,4.863970,-3.259111,1.675724,-2.445657,-0.337096,0.010414,0.000234,0.004780,-0.007623,0.005255,-0.005711
1278409690981997490!,thoughtful-antique-butterfly,0.230000,1.434741,0.393163,-0.564073,0.324308,-0.092789,0.491315,-3.292978,4.736739,-3.184601,1.590692,-2.456511,-0.463935,0.009130,-0.000100,0.004208,-0.006550,0.004557,-0.005566
1278409690981997490!,thoughtful-antique-butterfly,0.240000,1.401993,0.439904,-0.595498,0.339754,-0.117373,0.486028,-3.254347,4.611485,-3.098222,1.497573,-2.458434,-0.593696,0.008033,-0.000465,0.003736,-0.005602,0.003961,-0.005582
1278409690981997490!,thoughtful-antique-butterfly,0.250000,1.369690,0.485405,-0.626004,0.354232,-0.141933,0.479432,-3.203725,4.488881,-3.000507,1.397058,-2.451466,-0.725740,0.007111,-0.000856,0.003360,-0.004771,0.003463,-0.005737
1278409690981997490!,thoughtful-antique-butterfly,0.260000,1.337946,0.529695,-0.655480,0.367670,-0.166381,0.471505,-3.142248,4.369465,-2.891930,1.289771,-2.435646,-0.859470,0.006352,-0.001266,0.003074,-0.004051,0.003059,-0.006013
1278409690981997490!,thoughtful-antique-butterfly,0.270000,1.306864,0.572812,-0.683821,0.380002,-0.190629,0.462234,-3.070989,4.253668,-2.772925,1.176266,-2.411013,-0.994320,0.005742,-0.001695,0.002878,-0.003436,0.002748,-0.006397
1278409690981997490!,thoughtful-antique-butterfly,0.280000,1.276536,0.614794,-0.710923,0.391169,-0.214590,0.451610,-2.990983,4.141833,-2.643888,1.057035,-2.377594,-1.129751,0.005272,-0.002139,0.002769,-0.002919,0.002528,-0.006876
1278409690981997490!,thoughtful-antique-butterfly,0.290000,1.247043,0.655684,-0.736689,0.401115,-0.238175,0.439628,-2.903237,4.034240,-2.505197,0.932519,-2.335407,-1.265238,0.004932,-0.002598,0.002747,-0.002494,0.002400,-0.007438
1278409690981997490!,thoughtful-antique-butterfly,0.300000,1.218459,0.695530,-0.761024,0.409788,-0.261296,0.426291,-2.808755,3.931121,-2.357222,0.803121,-2.284456,-1.400264,0.004710,-0.003072,0.002812,-0.002154,0.002362,-0.008077
1278409690981997490!,thoughtful-antique-butterfly,0.310000,1.190843,0.734379,-0.783837,0.417140,-0.283868,0.411606,-2.708558,3.832670,-2.200340,0.669219,-2.224733,-1.534308,0.004599,-0.003562,0.002962,-0.001893,0.002413,-0.008783
1278409690981997490!,thoughtful-antique-butterfly,0.320000,1.164246,0.772280,-0.805041,0.423128,-0.305800,0.395583,-2.603698,3.739058,-2.034947,0.531195,-2.156219,-1.666835,0.004587,-0.004067,0.003196,-0.001704,0.002552,-0.009551
1278409690981997490!,thoughtful-antique-butterfly,0.330000,1.138710,0.809287,-0.824553,0.427710,-0.327006,0.378242,-2.495277,3.650434,-1.861477,0.389448,-2.078892,-1.797288,0.004665,-0.004589,0.003511,-0.001580,0.002775,-0.010373
1278409690981997490!,thoughtful-antique-butterfly,0.340000,1.114260,0.845451,-0.842294,0.430851,-0.347396,0.359605,-2.384458,3.566928,-1.680409,0.244423,-1.992734,-1.925081,0.004821,-0.005128,0.003900,-0.001513,0.003075,-0.011244
1278409690981997490!,thoughtful-antique-butterfly,0.350000,1.090915,0.880828,-0.858192,0.432519,-0.366883,0.339701,-2.272471,3.488649,-1.492281,0.096628,-1.897742,-2.049593,0.005043,-0.005682,0.004357,-0.001493,0.003444,-0.012155
1278409690981997490!,thoughtful-antique-butterfly,0.360000,1.068676,0.915472,-0.872179,0.432686,-0.385377,0.318567,-2.160611,3.415676,-1.297697,-0.053340,-1.793939,-2.170167,0.005318,-0.006249,0.004871,-0.001511,0.003873,-0.013098
1278409690981997490!,thoughtful-antique-butterfly,0.370000,1.047532,0.949439,-0.884195,0.431334,-0.402790,0.296244,-2.050229,3.348050,-1.097331,-0.204785,-1.681388,-2.286111,0.005631,-0.006826,0.005431,-0.001558,0.004349,-0.014063
1278409690981997490!,thoughtful-antique-butterfly,0.380000,1.027459,0.982783,-0.894184,0.428450,-0.419034,0.272782,-1.942714,3.285766,-0.891923,-0.356895,-1.560202,-2.396703,0.005967,-0.007409,0.006020,-0.001622,0.004855,-0.015039
1278409690981997490!,thoughtful-antique-butterfly,0.390000,1.008420,1.015558,-0.902102,0.424031,-0.434024,0.248240,-1.839459,3.228757,-0.682274,-0.508738,-1.430563,-2.501202,0.006310,-0.007992,0.006621,-0.001694,0.005375,-0.016011
1278409690981997490!,thoughtful-antique-butterfly,0.400000,0.990373,1.047800,-0.907908,0.418093,-0.447673,0.222685,-1.741778,3.176933,-0.469222,-0.659241,-1.292765,-2.598897,0.006646,-0.008567,0.007217,-0.001763,0.005890,-0.016966
1278409690981997490!,thoughtful-antique-butterfly,0.410000,0.973254,1.079557,-0.911571,0.410653,-0.459902,0.196190,-1.650948,3.130081,-0.253621,-0.807279,-1.147120,-2.689036,0.006959,-0.009125,0.007787,-0.001821,0.006382,-0.017886
1278409690981997490!,thoughtful-antique-butterfly,0.420000,0.956988,1.110878,-0.913073,0.401743,-0.470633,0.168834,-1.568141,3.087890,-0.036337,-0.951634,-0.994019,-2.770870,0.007236,-0.009657,0.008314,-0.001859,0.006833,-0.018755
1278409690981997490!,thoughtful-antique-butterfly,0.430000,0.941489,1.141806,-0.912400,0.391408,-0.479794,0.140705,-1.494379,3.049949,0.181758,-1.091014,-0.833934,-2.843663,0.007468,-0.010152,0.008780,-0.001873,0.007226,-0.019558
1278409690981997490!,thoughtful-antique-butterfly,0.440000,0.926660,1.172378,-0.909550,0.379703,-0.487319,0.111896,-1.430492,3.015753,0.399806,-1.224081,-0.667422,-2.906701,0.007644,-0.010600,0.009169,-0.001859,0.007546,-0.020279
1278409690981997490!,thoughtful-antique-butterfly,0.450000,0.912398,1.202628,-0.904528,0.366699,-0.493145,0.082509,-1.377089,2.984705,0.616974,-1.349475,-0.495125,-2.959308,0.007761,-0.010992,0.009470,-0.001815,0.007782,-0.020903
1278409690981997490!,thoughtful-antique-butterfly,0.460000,0.898598,1.232581,-0.897348,0.352481,-0.497220,0.052652,-1.334519,2.956133,0.832466,-1.465851,-0.317767,-3.000861,0.007818,-0.011318,0.009672,-0.001744,0.007928,-0.021420
1278409690981997490!,thoughtful-antique-butterfly,0.470000,0.885150,1.262256,-0.888031,0.337146,-0.499496,0.022438,-1.302861,2.929313,1.045533,-1.571910,-0.136148,-3.030797,0.007819,-0.011570,0.009774,-0.001651,0.007981,-0.021820
1278409690981997490!,thoughtful-antique-butterfly,0.480000,0.871959,1.291657,-0.876600,0.320811,-0.499936,-0.008011,-1.281886,2.903556,1.255495,-1.666438,0.048853,-3.048642,0.007768,-0.011742,0.009774,-0.001543,0.007942,-0.022095
1278409690981997490!,thoughtful-antique-butterfly,0.490000,0.858920,1.320786,-0.863092,0.303597,-0.498510,-0.038573,-1.271125,2.878099,1.461701,-1.748334,0.236309,-3.053990,0.007677,-0.011829,0.009679,-0.001428,0.007819,-0.022245
1278409690981997490!,thoughtful-antique-butterfly,0.500000,0.845940,1.349643,-0.847545,0.285636,-0.495199,-0.069121,-1.269858,2.852215,1.663554,-1.816637,0.425242,-3.046530,0.007557,-0.011831,0.009497,-0.001316,0.007622,-0.022270
