ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
192855289176125796!,lush-proficient-bumblebee,0.000000,-1.240804,-1.915901,0.000000,-1.915901,0.000000,0.000000,0.000000,0.000000,0.010234,-0.052097,-0.079472,-0.008848
192855289176125796!,lush-proficient-bumblebee,0.010000,-1.240397,-1.908929,0.000000,-1.908929,0.081346,1.394399,0.000000,1.394399,0.009042,-0.045772,-0.069883,-0.007813
192855289176125796!,lush-proficient-bumblebee,0.020000,-1.239229,-1.888903,0.000000,-1.888903,0.152170,2.608433,0.000000,2.608433,0.007975,-0.040110,-0.061301,-0.006888
192855289176125796!,lush-proficient-bumblebee,0.030000,-1.237398,-1.857517,0.000000,-1.857517,0.213576,3.661021,0.000000,3.661021,0.007021,-0.035045,-0.053623,-0.006060
192855289176125796!,lush-proficient-bumblebee,0.040000,-1.234993,-1.816293,0.000000,-1.816293,0.266556,4.569197,0.000000,4.569197,0.006168,-0.030518,-0.046762,-0.005319
192855289176125796!,lush-proficient-bumblebee,0.050000,-1.232094,-1.766592,0.000000,-1.766592,0.312008,5.348302,0.000000,5.348302,0.005406,-0.026476,-0.040634,-0.004658
192855289176125796!,lush-proficient-bumblebee,0.060000,-1.228771,-1.709636,0.000000,-1.709636,0.350735,6.012145,0.000000,6.012145,0.004726,-0.022870,-0.035168,-0.004069
192855289176125796!,lush-proficient-bumblebee,0.070000,-1.225089,-1.646517,0.000000,-1.646517,0.383463,6.573160,0.000000,6.573160,0.004121,-0.019656,-0.030296,-0.003543
192855289176125796!,lush-proficient-bumblebee,0.080000,-1.221104,-1.578212,0.000000,-1.578212,0.410845,7.042535,0.000000,7.042535,0.003582,-0.016795,-0.025959,-0.003076
192855289176125796!,lush-proficient-bumblebee,0.090000,-1.216868,-1.505596,0.000000,-1.505596,0.433469,7.430339,0.000000,7.430339,0.003102,-0.014252,-0.022105,-0.002660
192855289176125796!,lush-proficient-bumblebee,0.100000,-1.212426,-1.429449,0.000000,-1.429449,0.451862,7.745631,0.000000,7.745631,0.002677,-0.011995,-0.018683,-0.002291
192855289176125796!,lush-proficient-bumblebee,0.110000,-1.207818,-1.350468,0.000000,-1.350468,0.466501,7.996560,0.000000,7.996560,0.002300,-0.009994,-0.015651,-0.001964
192855289176125796!,lush-proficient-bumblebee,0.120000,-1.203082,-1.269281,0.000000,-1.269281,0.477812,8.190451,0.000000,8.190451,0.001967,-0.008225,-0.012969,-0.001674
192855289176125796!,lush-proficient-bumblebee,0.130000,-1.198249,-1.186448,0.000000,-1.186448,0.486180,8.333897,0.000000,8.333897,0.001672,-0.006664,-0.010602,-0.001419
192855289176125796!,lush-proficient-bumblebee,0.140000,-1.193349,-1.102450,0.000000,-1.102450,0.491951,8.432820,0.000000,8.432820,0.001413,-0.005289,-0.008518,-0.001194
192855289176125796!,lush-proficient-bumblebee,0.150000,-1.188406,-1.017714,0.000000,-1.017714,0.495435,8.492542,0.000000,8.492542,0.001186,-0.004082,-0.006688,-0.000997
192855289176125796!,lush-proficient-bumblebee,0.160000,-1.183441,-0.932611,0.000000,-0.932611,0.496911,8.517837,0.000000,8.517837,0.000987,-0.003024,-0.005085,-0.000824
192855289176125796!,lush-proficient-bumblebee,0.170000,-1.178474,-0.847467,0.000000,-0.847467,0.496628,8.512988,0.000000,8.512988,0.000813,-0.002102,-0.003687,-0.000673
192855289176125796!,lush-proficient-bumblebee,0.180000,-1.173521,-0.762565,0.000000,-0.762565,0.494811,8.481835,0.000000,8.481835,0.000662,-0.001300,-0.002471,-0.000542
192855289176125796!,lush-proficient-bumblebee,0.190000,-1.168596,-0.678148,0.000000,-0.678148,0.491659,8.427813,0.000000,8.427813,0.000531,-0.000606,-0.001419,-0.000429
192855289176125796!,lush-proficient-bumblebee,0.200000,-1.163712,-0.594424,0.000000,-0.594424,0.487353,8.353998,0.000000,8.353998,0.000418,-0.000008,-0.000513,-0.000331
192855289176125796!,lush-proficient-bumblebee,0.210000,-1.158878,-0.511565,0.000000,-0.511565,0.482053,8.263139,0.000000,8.263139,0.000322,0.000504,0.000263,-0.000247
192855289176125796!,lush-proficient-bumblebee,0.220000,-1.154104,-0.429725,0.000000,-0.429725,0.475901,8.157686,0.000000,8.157686,0.000240,0.000939,0.000923,-0.000176
192855289176125796!,lush-proficient-bumblebee,0.230000,-1.149397,-0.349033,0.000000,-0.349033,0.469025,8.039827,0.000000,8.039827,0.000171,0.001306,0.001479,-0.000116
192855289176125796!,lush-proficient-bumblebee,0.240000,-1.144763,-0.269599,0.000000,-0.269599,0.461539,7.911509,0.000000,7.911509,0.000113,0.001612,0.001942,-0.000066
192855289176125796!,lush-proficient-bumblebee,0.250000,-1.140207,-0.191513,0.000000,-0.191513,0.453545,7.774467,0.000000,7.774467,0.000065,0.001864,0.002324,-0.000025
192855289176125796!,lush-proficient-bumblebee,0.260000,-1.135735,-0.114852,0.000000,-0.114852,0.445131,7.630241,0.000000,7.630241,0.000027,0.002068,0.002633,0.000009
192855289176125796!,lush-proficient-bumblebee,0.270000,-1.131350,-0.039677,0.000000,-0.039677,0.436378,7.480201,0.000000,7.480201,-0.000003,0.002229,0.002878,0.000035
192855289176125796!,lush-proficient-bumblebee,0.280000,-1.127054,0.033963,0.000000,0.033963,0.427356,7.325558,0.000000,7.325558,-0.000027,0.002353,0.003066,0.000055
192855289176125796!,lush-proficient-bumblebee,0.290000,-1.122849,0.106031,0.000000,0.106031,0.418129,7.167386,0.000000,7.167386,-0.000044,0.002443,0.003203,0.000070
192855289176125796!,lush-proficient-bumblebee,0.300000,-1.118738,0.176497,0.000000,0.176497,0.408751,7.006634,0.000000,7.006634,-0.000055,0.002504,0.003296,0.000080
192855289176125796!,lush-proficient-bumblebee,0.310000,-1.114722,0.245344,0.000000,0.245344,0.399271,6.844138,0.000000,6.844138,-0.000062,0.002540,0.003349,0.000086
192855289176125796!,lush-proficient-bumblebee,0.320000,-1.110801,0.312559,0.000000,0.312559,0.389733,6.680632,0.000000,6.680632,-0.000064,0.002553,0.003369,0.000088
192855289176125796!,lush-proficient-bumblebee,0.330000,-1.106975,0.378136,0.000000,0.378136,0.380173,6.516761,0.000000,6.516761,-0.000063,0.002546,0.003358,0.000087
192855289176125796!,lush-proficient-bumblebee,0.340000,-1.103245,0.442076,0.000000,0.442076,0.370625,6.353091,0.000000,6.353091,-0.000058,0.002521,0.003321,0.000083
192855289176125796!,lush-proficient-bumblebee,0.350000,-1.099610,0.504394,0.000000,0.504394,0.361117,6.190113,0.000000,6.190113,-0.000051,0.002482,0.003262,0.000076
192855289176125796!,lush-proficient-bumblebee,0.360000,-1.096068,0.565106,0.000000,0.565106,0.351674,6.028251,0.000000,6.028251,-0.000041,0.002430,0.003183,0.000068
192855289176125796!,lush-proficient-bumblebee,0.370000,-1.092619,0.624227,0.000000,0.624227,0.342318,5.867871,0.000000,5.867871,-0.000029,0.002367,0.003088,0.000058
192855289176125796!,lush-proficient-bumblebee,0.380000,-1.089262,0.681775,0.000000,0.681775,0.333067,5.709287,0.000000,5.709287,-0.000016,0.002295,0.002978,0.000046
192855289176125796!,lush-proficient-bumblebee,0.390000,-1.085995,0.737770,0.000000,0.737770,0.323936,5.552767,0.000000,5.552767,-0.000001,0.002214,0.002856,0.000033
192855289176125796!,lush-proficient-bumblebee,0.400000,-1.082818,0.792234,0.000000,0.792234,0.314938,5.398537,0.000000,5.398537,0.000016,0.002127,0.002724,0.000018
192855289176125796!,lush-proficient-bumblebee,0.410000,-1.079728,0.845192,0.000000,0.845192,0.306086,5.246790,0.000000,5.246790,0.000033,0.002035,0.002584,0.000003
192855289176125796!,lush-proficient-bumblebee,0.420000,-1.076725,0.896669,0.000000,0.896669,0.297387,5.097685,0.000000,5.097685,0.000052,0.001938,0.002436,-0.000013
192855289176125796!,lush-proficient-bumblebee,0.430000,-1.073807,0.946692,0.000000,0.946692,0.288850,4.951352,0.000000,4.951352,0.000071,0.001837,0.002283,-0.000029
192855289176125796!,lush-proficient-bumblebee,0.440000,-1.070972,0.995290,0.000000,0.995290,0.280482,4.807897,0.000000,4.807897,0.000090,0.001733,0.002126,-0.000046
192855289176125796!,lush-proficient-bumblebee,0.450000,-1.068218,1.042489,0.000000,1.042489,0.272286,4.667402,0.000000,4.667402,0.000110,0.001627,0.001965,-0.000064
192855289176125796!,lush-proficient-bumblebee,0.460000,-1.065545,1.088321,0.000000,1.088321,0.264266,4.529933,0.000000,4.529933,0.000130,0.001519,0.001802,-0.000081
192855289176125796!,lush-proficient-bumblebee,0.470000,-1.062949,1.132814,0.000000,1.132814,0.256425,4.395535,0.000000,4.395535,0.000151,0.001410,0.001637,-0.000099
192855289176125796!,lush-proficient-bumblebee,0.480000,-1.060430,1.175998,0.000000,1.175998,0.248766,4.264238,0.000000,4.264238,0.000172,0.001301,0.001471,-0.000117
192855289176125796!,lush-proficient-bumblebee,0.490000,-1.057985,1.217903,0.000000,1.217903,0.241288,4.136061,0.000000,4.136061,0.000192,0.001191,0.001305,-0.000135
192855289176125796!,lush-proficient-bumblebee,0.500000,-1.055613,1.258559,0.000000,1.258559,0.233993,4.011009,0.000000,4.011009,0.000213,0.001082,0.001139,-0.000153
192855289176125796!,lush-proficient-bumblebee,0.510000,-1.053313,1.297995,0.000000,1.297995,0.226880,3.889078,0.000000,3.889078,0.000233,0.000973,0.000974,-0.000170
192855289176125796!,lush-proficient-bumblebee,0.520000,-1.051082,1.336242,0.000000,1.336242,0.219948,3.770255,0.000000,3.770255,0.000254,0.000864,0.000810,-0.000188
192855289176125796!,lush-proficient-bumblebee,0.530000,-1.048918,1.373329,0.000000,1.373329,0.213196,3.654520,0.000000,3.654520,0.000274,0.000757,0.000647,-0.000206
192855289176125796!,lush-proficient-bumblebee,0.540000,-1.046820,1.409284,0.000000,1.409284,0.206623,3.541843,0.000000,3.541843,0.000294,0.000651,0.000486,-0.000223
192855289176125796!,lush-proficient-bumblebee,0.550000,-1.044787,1.444136,0.000000,1.444136,0.200226,3.432193,0.000000,3.432193,0.000314,0.000546,0.000327,-0.000240
192855289176125796!,lush-proficient-bumblebee,0.560000,-1.042817,1.477915,0.000000,1.477915,0.194004,3.325532,0.000000,3.325532,0.000333,0.000443,0.000171,-0.000257
192855289176125796!,lush-proficient-bumblebee,0.570000,-1.040907,1.510646,0.000000,1.510646,0.187953,3.221816,0.000000,3.221816,0.000352,0.000341,0.000016,-0.000274
192855289176125796!,lush-proficient-bumblebee,0.580000,-1.039057,1.542359,0.000000,1.542359,0.182072,3.121002,0.000000,3.121002,0.000371,0.000241,-0.000135,-0.000290
192855289176125796!,lush-proficient-bumblebee,0.590000,-1.037265,1.573079,0.000000,1.573079,0.176357,3.023040,0.000000,3.023040,0.000390,0.000143,-0.000284,-0.000306
192855289176125796!,lush-proficient-bumblebee,0.600000,-1.035529,1.602833,0.000000,1.602833,0.170806,2.927880,0.000000,2.927880,0.000408,0.000046,-0.000430,-0.000322
