ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
1536496228853544431!,great-proficient-bumblebee,0.000000,-2.160070,-1.836900,0.000000,-1.836900,0.000000,0.000000,0.000000,0.000000,-0.065313,-0.041546,0.024930,0.051047
1536496228853544431!,great-proficient-bumblebee,0.010000,-2.155060,-1.837624,0.000000,-1.837624,1.001923,-0.144768,0.000000,-0.144768,-0.056733,-0.036586,0.021014,0.044334
1536496228853544431!,great-proficient-bumblebee,0.020000,-2.140671,-1.839703,0.000000,-1.839703,1.874249,-0.270811,0.000000,-0.270811,-0.049053,-0.032145,0.017509,0.038325
1536496228853544431!,great-proficient-bumblebee,0.030000,-2.118119,-1.842961,0.000000,-1.842961,2.630569,-0.380092,0.000000,-0.380092,-0.042183,-0.028173,0.014374,0.032950
1536496228853544431!,great-proficient-bumblebee,0.040000,-2.088498,-1.847241,0.000000,-1.847241,3.283125,-0.474380,0.000000,-0.474380,-0.036043,-0.024623,0.011572,0.028146
1536496228853544431!,great-proficient-bumblebee,0.050000,-2.052787,-1.852401,0.000000,-1.852401,3.842938,-0.555268,0.000000,-0.555268,-0.030560,-0.021453,0.009069,0.023856
1536496228853544431!,great-proficient-bumblebee,0.060000,-2.011862,-1.858314,0.000000,-1.858314,4.319932,-0.624189,0.000000,-0.624189,-0.025669,-0.018625,0.006837,0.020029
1536496228853544431!,great-proficient-bumblebee,0.070000,-1.966509,-1.864868,0.000000,-1.864868,4.723041,-0.682434,0.000000,-0.682434,-0.021310,-0.016104,0.004847,0.016618
1536496228853544431!,great-proficient-bumblebee,0.080000,-1.917429,-1.871959,0.000000,-1.871959,5.060303,-0.731165,0.000000,-0.731165,-0.017429,-0.013861,0.003076,0.013582
1536496228853544431!,great-proficient-bumblebee,0.090000,-1.865252,-1.879498,0.000000,-1.879498,5.338953,-0.771428,0.000000,-0.771428,-0.013980,-0.011866,0.001502,0.010883
1536496228853544431!,great-proficient-bumblebee,0.100000,-1.810537,-1.887404,0.000000,-1.887404,5.565502,-0.804162,0.000000,-0.804162,-0.010918,-0.010096,0.000105,0.008488
1536496228853544431!,great-proficient-bumblebee,0.110000,-1.753787,-1.895604,0.000000,-1.895604,5.745802,-0.830213,0.000000,-0.830213,-0.008205,-0.008527,-0.001134,0.006365
1536496228853544431!,great-proficient-bumblebee,0.120000,-1.695448,-1.904033,0.000000,-1.904033,5.885120,-0.850344,0.000000,-0.850344,-0.005805,-0.007140,-0.002229,0.004487
1536496228853544431!,great-proficient-bumblebee,0.130000,-1.635917,-1.912635,0.000000,-1.912635,5.988189,-0.865236,0.000000,-0.865236,-0.003687,-0.005915,-0.003196,0.002830
1536496228853544431!,great-proficient-bumblebee,0.140000,-1.575551,-1.921357,0.000000,-1.921357,6.059264,-0.875506,0.000000,-0.875506,-0.001822,-0.004837,-0.004047,0.001371
1536496228853544431!,great-proficient-bumblebee,0.150000,-1.514656,-1.930156,0.000000,-1.930156,6.102169,-0.881705,0.000000,-0.881705,-0.000184,-0.003890,-0.004794,0.000089
1536496228853544431!,great-proficient-bumblebee,0.160000,-1.453502,-1.938992,0.000000,-1.938992,6.120335,-0.884330,0.000000,-0.884330,0.001250,-0.003061,-0.005449,-0.001033
1536496228853544431!,great-proficient-bumblebee,0.170000,-1.392325,-1.947832,0.000000,-1.947832,6.116841,-0.883825,0.000000,-0.883825,0.002501,-0.002337,-0.006020,-0.002012
1536496228853544431!,great-proficient-bumblebee,0.180000,-1.331324,-1.956646,0.000000,-1.956646,6.094448,-0.880589,0.000000,-0.880589,0.003589,-0.001708,-0.006516,-0.002863
1536496228853544431!,great-proficient-bumblebee,0.190000,-1.270672,-1.965409,0.000000,-1.965409,6.055626,-0.874980,0.000000,-0.874980,0.004530,-0.001164,-0.006946,-0.003599
1536496228853544431!,great-proficient-bumblebee,0.200000,-1.210517,-1.974101,0.000000,-1.974101,6.002584,-0.867316,0.000000,-0.867316,0.005341,-0.000695,-0.007316,-0.004234
1536496228853544431!,great-proficient-bumblebee,0.210000,-1.150986,-1.982703,0.000000,-1.982703,5.937296,-0.857882,0.000000,-0.857882,0.006035,-0.000294,-0.007632,-0.004777
1536496228853544431!,great-proficient-bumblebee,0.220000,-1.092192,-1.991198,0.000000,-1.991198,5.861525,-0.846934,0.000000,-0.846934,0.006625,0.000047,-0.007902,-0.005238
1536496228853544431!,great-proficient-bumblebee,0.230000,-1.034227,-1.999573,0.000000,-1.999573,5.776842,-0.834698,0.000000,-0.834698,0.007122,0.000335,-0.008129,-0.005627
1536496228853544431!,great-proficient-bumblebee,0.240000,-0.977172,-2.007817,0.000000,-2.007817,5.684650,-0.821377,0.000000,-0.821377,0.007537,0.000574,-0.008318,-0.005952
1536496228853544431!,great-proficient-bumblebee,0.250000,-0.921094,-2.015920,0.000000,-2.015920,5.586194,-0.807152,0.000000,-0.807152,0.007878,0.000772,-0.008474,-0.006219
