ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
2087887872402681458!,thoughtful-zippy-butterfly,0.000000,-1.402599,-0.507457,0.116216,0.793773,0.353463,0.353644,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.048031,-0.073046,-0.003168,0.088548
2087887872402681458!,thoughtful-zippy-butterfly,0.010000,-1.403167,-0.504970,0.117250,0.794389,0.353424,0.353683,-0.113329,0.496499,0.206306,0.122485,-0.007768,0.007763,-0.021431,-0.048990,-0.016517,0.048452
2087887872402681458!,thoughtful-zippy-butterfly,0.020000,-1.404085,-0.498444,0.120384,0.796158,0.353356,0.353751,-0.070220,0.807428,0.419860,0.230331,-0.006052,0.006045,-0.010107,-0.037955,-0.022238,0.029737
2087887872402681458!,thoughtful-zippy-butterfly,0.030000,-1.404228,-0.489250,0.125661,0.798941,0.353326,0.353780,0.041460,1.030050,0.635184,0.324928,-0.000054,0.000053,-0.005856,-0.032803,-0.024466,0.020568
2087887872402681458!,thoughtful-zippy-butterfly,0.040000,-1.403113,-0.478057,0.133088,0.802602,0.353367,0.353740,0.181571,1.207572,0.850173,0.405558,0.007831,-0.007822,-0.004988,-0.030349,-0.025052,0.015685
2087887872402681458!,thoughtful-zippy-butterfly,0.050000,-1.400548,-0.465215,0.142659,0.806993,0.353490,0.353616,0.331431,1.359354,1.064024,0.470708,0.016447,-0.016441,-0.005822,-0.029162,-0.024829,0.012752
2087887872402681458!,thoughtful-zippy-butterfly,0.060000,-1.396478,-0.450936,0.154364,0.811952,0.353701,0.353406,0.482008,1.494038,1.276326,0.518605,0.025239,-0.025260,-0.007582,-0.028602,-0.024171,0.010751
2087887872402681458!,thoughtful-zippy-butterfly,0.070000,-1.390921,-0.435370,0.168187,0.817299,0.353999,0.353107,0.628496,1.615563,1.486631,0.547503,0.033917,-0.034003,-0.009886,-0.028377,-0.023248,0.009242
2087887872402681458!,thoughtful-zippy-butterfly,0.080000,-1.383931,-0.418637,0.184108,0.822836,0.354382,0.352723,0.767976,1.725746,1.694267,0.555797,0.042333,-0.042532,-0.012534,-0.028353,-0.022144,0.008045
2087887872402681458!,thoughtful-zippy-butterfly,0.090000,-1.375586,-0.400846,0.202096,0.828348,0.354849,0.352253,0.898358,1.825480,1.898268,0.542086,0.050416,-0.050787,-0.015404,-0.028465,-0.020900,0.007098
2087887872402681458!,thoughtful-zippy-butterfly,0.100000,-1.365987,-0.382095,0.222112,0.833610,0.355395,0.351702,1.017933,1.915318,2.097362,0.505238,0.058144,-0.058755,-0.018408,-0.028676,-0.019543,0.006380
2087887872402681458!,thoughtful-zippy-butterfly,0.110000,-1.355251,-0.362480,0.244100,0.838385,0.356018,0.351072,1.125224,1.995687,2.289991,0.444412,0.065537,-0.066461,-0.021474,-0.028963,-0.018093,0.005894
2087887872402681458!,thoughtful-zippy-butterfly,0.120000,-1.343518,-0.342118,0.267959,0.842426,0.356712,0.350366,1.219009,2.067005,2.474384,0.359168,0.072709,-0.074026,-0.024538,-0.029313,-0.016570,0.005650
