ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
576426898296127907!,talented-ruddy-butterfly,0.000000,-2.081594,-0.077920,-1.082304,-0.040234,-0.572382,0.819987,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.353064,0.337348,-0.059326
576426898296127907!,talented-ruddy-butterfly,0.010000,-2.072784,-0.080817,-1.073573,-0.041096,-0.569050,0.822303,1.761287,-0.576986,1.745126,-0.170426,0.665428,0.460490,-0.291335,0.286237,-0.046778
576426898296127907!,talented-ruddy-butterfly,0.020000,-2.047839,-0.088824,-1.048872,-0.043397,-0.559623,0.828747,3.226788,-1.019625,3.193407,-0.285559,1.218097,0.822536,-0.242394,0.247720,-0.036418
576426898296127907!,talented-ruddy-butterfly,0.030000,-2.009355,-0.100672,-1.010820,-0.046562,-0.545101,0.838371,4.466753,-1.341704,4.412539,-0.341253,1.683825,1.094807,-0.201445,0.214885,-0.028102
576426898296127907!,talented-ruddy-butterfly,0.040000,-1.959365,-0.115240,-0.961495,-0.050009,-0.526274,0.850315,5.518809,-1.561554,5.439054,-0.341501,2.075404,1.284503,-0.165494,0.184060,-0.021537
576426898296127907!,talented-ruddy-butterfly,0.050000,-1.899657,-0.131600,-0.902733,-0.053221,-0.503860,0.863786,6.401444,-1.698373,6.291051,-0.294265,2.398312,1.398973,-0.132822,0.153636,-0.016393
576426898296127907!,talented-ruddy-butterfly,0.060000,-1.831890,-0.149009,-0.836247,-0.055766,-0.478538,0.878067,7.124220,-1.769955,6.978022,-0.208874,2.655140,1.447025,-0.102644,0.123301,-0.012364
576426898296127907!,talented-ruddy-butterfly,0.070000,-1.757651,-0.166893,-0.763674,-0.057311,-0.450969,0.892540,7.693950,-1.791989,7.506836,-0.094754,2.848011,1.438999,-0.074831,0.093525,-0.009200
576426898296127907!,talented-ruddy-butterfly,0.080000,-1.678454,-0.184823,-0.686579,-0.057611,-0.421787,0.906695,8.118542,-1.777884,7.885484,0.039276,2.980019,1.386282,-0.049649,0.065168,-0.006707
576426898296127907!,talented-ruddy-butterfly,0.090000,-1.595732,-0.202488,-0.606445,-0.056508,-0.391592,0.920139,8.408864,-1.738834,8.124930,0.185352,3.055833,1.300501,-0.027506,0.039158,-0.004747
576426898296127907!,talented-ruddy-butterfly,0.100000,-1.510765,-0.219680,-0.524600,-0.053915,-0.360917,0.932598,8.579077,-1.683924,8.239405,0.336842,3.081677,1.192615,-0.008747,0.016261,-0.003221
576426898296127907!,talented-ruddy-butterfly,0.110000,-1.424666,-0.236278,-0.442206,-0.049806,-0.330221,0.943904,8.645998,-1.620280,8.245763,0.488428,3.064973,1.072269,0.006473,-0.003063,-0.002055
576426898296127907!,talented-ruddy-butterfly,0.120000,-1.338366,-0.252220,-0.360241,-0.044201,-0.299884,0.953976,8.627823,-1.553287,8.162215,0.636053,3.013722,0.947369,0.018235,-0.018684,-0.001194
576426898296127907!,talented-ruddy-butterfly,0.130000,-1.252613,-0.267490,-0.279502,-0.037154,-0.270205,0.962803,8.542717,-1.486813,8.006921,0.776786,2.935857,0.823932,0.026826,-0.030769,-0.000589
576426898296127907!,talented-ruddy-butterfly,0.140000,-1.167977,-0.282108,-0.200606,-0.028743,-0.241407,0.970424,8.407597,-1.423476,7.796794,0.908632,2.838707,0.706170,0.032677,-0.039693,-0.000196
576426898296127907!,talented-ruddy-butterfly,0.150000,-1.084873,-0.296110,-0.124017,-0.019064,-0.213645,0.976911,8.237302,-1.364895,7.546685,1.030314,2.728627,0.596735,0.036288,-0.045946,0.000031
576426898296127907!,talented-ruddy-butterfly,0.160000,-1.003582,-0.309549,-0.050062,-0.008221,-0.187018,0.982357,8.044177,-1.311930,7.268987,1.141071,2.610828,0.497040,0.038162,-0.050048,0.000131
576426898296127907!,talented-ruddy-butterfly,0.170000,-0.924277,-0.322481,0.021039,0.003676,-0.161579,0.986860,7.838010,-1.264885,6.973595,1.240492,2.489361,0.407585,0.038757,-0.052492,0.000144
576426898296127907!,talented-ruddy-butterfly,0.180000,-0.847047,-0.334963,0.089150,0.016511,-0.137349,0.990523,7.626215,-1.223664,6.668103,1.328387,2.367208,0.328245,0.038460,-0.053710,0.000105
576426898296127907!,talented-ruddy-butterfly,0.190000,-0.771921,-0.347054,0.154201,0.030171,-0.114324,0.993443,7.414155,-1.187906,6.358140,1.404709,2.246435,0.258517,0.037582,-0.054056,0.000043
576426898296127907!,talented-ruddy-butterfly,0.200000,-0.698882,-0.358803,0.216167,0.044539,-0.092483,0.995714,7.205507,-1.157069,6.047749,1.469502,2.128367,0.197686,0.036356,-0.053807,-0.000017
576426898296127907!,talented-ruddy-butterfly,0.210000,-0.627885,-0.370258,0.275059,0.059501,-0.071797,0.997419,7.002630,-1.130502,5.739748,1.522879,2.013757,0.144955,0.034952,-0.053175,-0.000058
576426898296127907!,talented-ruddy-butterfly,0.220000,-0.558868,-0.381458,0.330906,0.074943,-0.052229,0.998635,6.806879,-1.107493,5.436046,1.565010,1.902940,0.099525,0.033487,-0.052310,-0.000064
576426898296127907!,talented-ruddy-butterfly,0.230000,-0.491759,-0.392436,0.383757,0.090754,-0.033744,0.999431,6.618877,-1.087312,5.137908,1.596128,1.795961,0.060637,0.032034,-0.051319,-0.000029
576426898296127907!,talented-ruddy-butterfly,0.240000,-0.426482,-0.403219,0.433667,0.106824,-0.016305,0.999867,6.438725,-1.069241,4.846147,1.616523,1.692674,0.027602,0.030640,-0.050271,0.000051
576426898296127907!,talented-ruddy-butterfly,0.250000,-0.362964,-0.413825,0.480700,0.123048,0.000122,1.000000,6.266173,-1.052599,4.561277,1.626544,1.592829,-0.000194,0.029327,-0.049212,0.000176
576426898296127907!,talented-ruddy-butterfly,0.260000,-0.301132,-0.424268,0.524922,0.139323,0.015566,0.999879,6.100763,-1.036763,4.283641,1.626588,1.496174,-0.023292,0.028109,-0.048168,0.000342
576426898296127907!,talented-ruddy-butterfly,0.270000,-0.240925,-0.434556,0.566401,0.155549,0.030057,0.999548,5.941838,-1.021194,4.013401,1.617117,1.402323,-0.042169,0.026982,-0.047148,0.000544
576426898296127907!,talented-ruddy-butterfly,0.280000,-0.182285,-0.444691,0.605208,0.171632,0.043620,0.999048,5.788739,-1.005434,3.750706,1.598620,1.311042,-0.057242,0.025946,-0.046157,0.000774
576426898296127907!,talented-ruddy-butterfly,0.290000,-0.125162,-0.454673,0.641413,0.187481,0.056275,0.998415,5.640764,-0.989127,3.495639,1.571624,1.222086,-0.068882,0.024993,-0.045191,0.001024
576426898296127907!,talented-ruddy-butterfly,0.300000,-0.069514,-0.464499,0.675086,0.203013,0.068044,0.997682,5.497232,-0.972019,3.248263,1.536675,1.135267,-0.077427,0.024117,-0.044243,0.001285
576426898296127907!,talented-ruddy-butterfly,0.310000,-0.015306,-0.474162,0.706297,0.218145,0.078943,0.996879,5.357510,-0.953951,3.008625,1.494330,1.050456,-0.083186,0.023310,-0.043305,0.001548
576426898296127907!,talented-ruddy-butterfly,0.320000,0.037487,-0.483658,0.735115,0.232802,0.088989,0.996033,5.221026,-0.934861,2.776769,1.445150,0.967584,-0.086447,0.022565,-0.042367,0.001806
576426898296127907!,talented-ruddy-butterfly,0.330000,0.088885,-0.492981,0.761609,0.246913,0.098197,0.995167,5.087284,-0.914767,2.552730,1.389691,0.886639,-0.087488,0.021876,-0.041420,0.002052
576426898296127907!,talented-ruddy-butterfly,0.340000,0.138901,-0.502128,0.785845,0.260410,0.106581,0.994304,4.955860,-0.893755,2.336539,1.328499,0.807657,-0.086574,0.021238,-0.040457,0.002279
576426898296127907!,talented-ruddy-butterfly,0.350000,0.187628,-0.511052,0.807976,0.273274,0.114194,0.993458,4.826435,-0.871922,2.128196,1.262202,0.730766,-0.083998,0.020653,-0.039482,0.002485
576426898296127907!,talented-ruddy-butterfly,0.360000,0.235092,-0.519742,0.828091,0.285462,0.121060,0.992645,4.698687,-0.849461,1.927650,1.191289,0.656073,-0.080013,0.020116,-0.038489,0.002665
576426898296127907!,talented-ruddy-butterfly,0.370000,0.281309,-0.528194,0.846263,0.296929,0.127202,0.991877,4.572360,-0.826604,1.734837,1.116221,0.583701,-0.074856,0.019620,-0.037474,0.002818
576426898296127907!,talented-ruddy-butterfly,0.380000,0.326290,-0.536405,0.862568,0.307637,0.132643,0.991164,4.447266,-0.803589,1.549683,1.037446,0.513794,-0.068759,0.019160,-0.036433,0.002941
576426898296127907!,talented-ruddy-butterfly,0.390000,0.370045,-0.544376,0.877080,0.317549,0.137406,0.990515,4.323280,-0.780654,1.372100,0.955402,0.446508,-0.061940,0.018728,-0.035364,0.003033
576426898296127907!,talented-ruddy-butterfly,0.400000,0.412584,-0.552110,0.889873,0.326636,0.141519,0.989936,4.200329,-0.758023,1.201986,0.870517,0.382005,-0.054610,0.018318,-0.034267,0.003092
576426898296127907!,talented-ruddy-butterfly,0.410000,0.453915,-0.559613,0.901017,0.334870,0.145008,0.989431,4.078388,-0.735895,1.039223,0.783214,0.320447,-0.046964,0.017924,-0.033144,0.003120
576426898296127907!,talented-ruddy-butterfly,0.420000,0.494046,-0.566890,0.910584,0.342228,0.147902,0.989002,3.957472,-0.714438,0.883673,0.693909,0.261994,-0.039181,0.017539,-0.031995,0.003116
576426898296127907!,talented-ruddy-butterfly,0.430000,0.532987,-0.573950,0.918644,0.348692,0.150234,0.988650,3.837629,-0.693780,0.735185,0.603017,0.206799,-0.031425,0.017159,-0.030825,0.003081
576426898296127907!,talented-ruddy-butterfly,0.440000,0.570746,-0.580802,0.925264,0.354248,0.152035,0.988375,3.718935,-0.674007,0.593589,0.510947,0.155006,-0.023844,0.016777,-0.029635,0.003014
576426898296127907!,talented-ruddy-butterfly,0.450000,0.607334,-0.587455,0.930509,0.358884,0.153339,0.988174,3.601488,-0.655161,0.458705,0.418102,0.106747,-0.016564,0.016389,-0.028429,0.002917
576426898296127907!,talented-ruddy-butterfly,0.460000,0.642762,-0.593921,0.934446,0.362594,0.154181,0.988043,3.485401,-0.637239,0.330337,0.324881,0.062144,-0.009697,0.015991,-0.027210,0.002790
576426898296127907!,talented-ruddy-butterfly,0.470000,0.677041,-0.600209,0.937135,0.365375,0.154597,0.987978,3.370800,-0.620191,0.208285,0.231677,0.021306,-0.003334,0.015580,-0.025983,0.002635
