ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
1898579869346173792!,thoughtful-zippy-butterfly,0.000000,1.878974,-0.807587,0.042027,-0.016622,0.204716,0.456170,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.624896,0.227972,-0.171585,-0.044034
1898579869346173792!,thoughtful-zippy-butterfly,0.010000,1.881630,-0.795166,0.039764,-0.015723,0.203569,0.456683,0.524240,2.483118,-0.450831,0.178970,-0.228727,0.101956,0.400044,0.102155,-0.105481,0.066208
1898579869346173792!,thoughtful-zippy-butterfly,0.020000,1.886942,-0.763664,0.033125,-0.013091,0.200210,0.458166,0.529543,3.816916,-0.875413,0.346865,-0.442612,0.193414,0.287063,0.042206,-0.072685,0.114407
1898579869346173792!,thoughtful-zippy-butterfly,0.030000,1.891047,-0.721618,0.022373,-0.008835,0.194777,0.460502,0.286536,4.589219,-1.272081,0.503059,-0.643146,0.272030,0.226054,0.013635,-0.055377,0.132201
1898579869346173792!,thoughtful-zippy-butterfly,0.040000,1.892159,-0.673277,0.007794,-0.003075,0.187398,0.463554,-0.064054,5.073175,-1.638394,0.646700,-0.830755,0.335843,0.189603,-0.000018,-0.045381,0.135458
1898579869346173792!,thoughtful-zippy-butterfly,0.050000,1.889548,-0.620882,-0.010306,0.004062,0.178197,0.467168,-0.453142,5.398276,-1.973148,0.777401,-1.005894,0.383689,0.164902,-0.006560,-0.038875,0.131829
1898579869346173792!,thoughtful-zippy-butterfly,0.060000,1.882997,-0.565714,-0.031612,0.012449,0.167296,0.471182,-0.847053,5.626888,-2.275951,0.895039,-1.168983,0.415055,0.145924,-0.009686,-0.034057,0.124956
1898579869346173792!,thoughtful-zippy-butterfly,0.070000,1.872541,-0.508588,-0.055806,0.021954,0.154812,0.475429,-1.228933,5.789673,-2.546820,0.999583,-1.320330,0.429934,0.129845,-0.011142,-0.030079,0.116585
1898579869346173792!,thoughtful-zippy-butterfly,0.080000,1.858346,-0.450087,-0.082571,0.032447,0.140862,0.479748,-1.589870,5.902322,-2.786015,1.091020,-1.460117,0.428714,0.115377,-0.011755,-0.026555,0.107574
1898579869346173792!,thoughtful-zippy-butterfly,0.090000,1.840673,-0.390680,-0.111566,0.043787,0.125573,0.483975,-1.924821,5.973595,-2.993996,1.169356,-1.588403,0.412131,0.101973,-0.011917,-0.023317,0.098371
1898579869346173792!,thoughtful-zippy-butterfly,0.100000,1.819813,-0.330753,-0.142468,0.055837,0.109068,0.487959,-2.230794,6.009052,-3.171408,1.234625,-1.705187,0.381143,0.089439,-0.011813,-0.020307,0.089227
1898579869346173792!,thoughtful-zippy-butterfly,0.110000,1.796068,-0.270639,-0.174974,0.068467,0.091464,0.491563,-2.506038,6.012904,-3.319116,1.286920,-1.810463,0.336869,0.077742,-0.011533,-0.017516,0.080298
1898579869346173792!,thoughtful-zippy-butterfly,0.120000,1.769747,-0.210631,-0.208796,0.081548,0.072874,0.494661,-2.749695,5.988860,-3.438213,1.326428,-1.904248,0.280535,0.066912,-0.011123,-0.014956,0.071694
1898579869346173792!,thoughtful-zippy-butterfly,0.130000,1.741162,-0.150984,-0.243658,0.094957,0.053410,0.497139,-2.961632,5.940469,-3.530014,1.353451,-1.986612,0.213430,0.056992,-0.010612,-0.012642,0.063492
1898579869346173792!,thoughtful-zippy-butterfly,0.140000,1.710623,-0.091924,-0.279301,0.108573,0.033183,0.498898,-3.142328,5.871221,-3.596013,1.368414,-2.057681,0.136862,0.048015,-0.010021,-0.010588,0.055750
1898579869346173792!,thoughtful-zippy-butterfly,0.150000,1.678434,-0.033641,-0.315479,0.122279,0.012303,0.499849,-3.292775,5.784528,-3.637838,1.371864,-2.117641,0.052123,0.039989,-0.009370,-0.008799,0.048506
1898579869346173792!,thoughtful-zippy-butterfly,0.160000,1.644885,0.023706,-0.351962,0.135965,-0.009122,0.499917,-3.414372,5.683667,-3.657191,1.364462,-2.166738,-0.039535,0.032900,-0.008678,-0.007276,0.041786
1898579869346173792!,thoughtful-zippy-butterfly,0.170000,1.610256,0.079989,-0.388534,0.149527,-0.030985,0.499039,-3.508817,5.571702,-3.655797,1.346959,-2.205267,-0.136925,0.026715,-0.007961,-0.006011,0.035597
1898579869346173792!,thoughtful-zippy-butterfly,0.180000,1.574810,0.135108,-0.424998,0.162867,-0.053183,0.497163,-3.578009,5.451435,-3.635355,1.320174,-2.233570,-0.238933,0.021379,-0.007238,-0.004989,0.029938
1898579869346173792!,thoughtful-zippy-butterfly,0.190000,1.538787,0.188991,-0.461170,0.175897,-0.075616,0.494249,-3.623957,5.325375,-3.597504,1.284967,-2.252021,-0.344541,0.016827,-0.006524,-0.004193,0.024796
1898579869346173792!,thoughtful-zippy-butterfly,0.200000,1.502410,0.241591,-0.496886,0.188538,-0.098187,0.490264,-3.648694,5.195699,-3.543783,1.242210,-2.261018,-0.452823,0.012988,-0.005831,-0.003602,0.020152
1898579869346173792!,thoughtful-zippy-butterfly,0.210000,1.465882,0.292880,-0.531993,0.200716,-0.120804,0.485187,-3.654210,5.064259,-3.475615,1.192761,-2.260973,-0.562948,0.009791,-0.005169,-0.003193,0.015983
1898579869346173792!,thoughtful-zippy-butterfly,0.220000,1.429385,0.342848,-0.566354,0.212371,-0.143379,0.479002,-3.642409,4.932598,-3.394291,1.137442,-2.252301,-0.674178,0.007165,-0.004545,-0.002943,0.012263
1898579869346173792!,thoughtful-zippy-butterfly,0.230000,1.393085,0.391498,-0.599842,0.223446,-0.165827,0.471701,-3.615077,4.801974,-3.300972,1.077019,-2.235414,-0.785862,0.005047,-0.003964,-0.002832,0.008965
1898579869346173792!,thoughtful-zippy-butterfly,0.240000,1.357127,0.438848,-0.632343,0.233894,-0.188068,0.463282,-3.573867,4.673394,-3.196691,1.012187,-2.210716,-0.897432,0.003381,-0.003426,-0.002838,0.006061
1898579869346173792!,thoughtful-zippy-butterfly,0.250000,1.321644,0.484922,-0.663752,0.243673,-0.210026,0.453750,-3.520293,4.547651,-3.082354,0.943564,-2.178589,-1.008395,0.002116,-0.002932,-0.002944,0.003525
1898579869346173792!,thoughtful-zippy-butterfly,0.260000,1.286753,0.529754,-0.693971,0.252749,-0.231628,0.443112,-3.455736,4.425355,-2.958754,0.871680,-2.139396,-1.118325,0.001213,-0.002477,-0.003132,0.001335
1898579869346173792!,thoughtful-zippy-butterfly,0.270000,1.252555,0.573381,-0.722913,0.261090,-0.252805,0.431381,-3.381456,4.306968,-2.826581,0.796980,-2.093471,-1.226852,0.000637,-0.002059,-0.003387,-0.000532
1898579869346173792!,thoughtful-zippy-butterfly,0.280000,1.219144,0.615846,-0.750493,0.268670,-0.273492,0.418571,-3.298604,4.192836,-2.686438,0.719828,-2.041116,-1.333655,0.000362,-0.001671,-0.003696,-0.002096
1898579869346173792!,thoughtful-zippy-butterfly,0.290000,1.186597,0.657195,-0.776636,0.275466,-0.293626,0.404702,-3.208247,4.083206,-2.538851,0.640505,-1.982599,-1.438450,0.000367,-0.001307,-0.004047,-0.003374
1898579869346173792!,thoughtful-zippy-butterfly,0.300000,1.154985,0.697477,-0.801269,0.281457,-0.313147,0.389794,-3.111383,3.978255,-2.384287,0.559228,-1.918154,-1.540977,0.000633,-0.000959,-0.004432,-0.004383
1898579869346173792!,thoughtful-zippy-butterfly,0.310000,1.124367,0.736740,-0.824324,0.286623,-0.331995,0.373871,-3.008968,3.878103,-2.223171,0.476153,-1.847981,-1.640995,0.001149,-0.000622,-0.004841,-0.005139
1898579869346173792!,thoughtful-zippy-butterfly,0.320000,1.094792,0.775035,-0.845738,0.290946,-0.350115,0.356959,-2.901932,3.782825,-2.055899,0.391396,-1.772247,-1.738269,0.001901,-0.000289,-0.005267,-0.005657
