ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
969034019705910746!,thoughtful-zippy-butterfly,0.000000,-0.000349,2.144941,0.070665,0.146203,-0.408866,0.287800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.120519,-0.167099,0.032954,0.254366
969034019705910746!,thoughtful-zippy-butterfly,0.010000,0.005937,2.142667,0.069519,0.143678,-0.409554,0.286820,1.255278,-0.456276,-0.228937,-0.503484,-0.136915,-0.195502,0.008518,-0.107716,-0.001902,0.221581
969034019705910746!,thoughtful-zippy-butterfly,0.020000,0.021652,2.135598,0.066044,0.136091,-0.411630,0.283832,1.885921,-0.960764,-0.466230,-1.012985,-0.277308,-0.402168,0.064176,-0.080637,-0.016653,0.204959
969034019705910746!,thoughtful-zippy-butterfly,0.030000,0.042269,2.123368,0.060183,0.123449,-0.415086,0.278754,2.234595,-1.486070,-0.705595,-1.512405,-0.411722,-0.613086,0.086836,-0.067942,-0.022328,0.195374
969034019705910746!,thoughtful-zippy-butterfly,0.040000,0.065721,2.105867,0.051937,0.105914,-0.419826,0.271562,2.454129,-2.017310,-0.944371,-1.993888,-0.534297,-0.826004,0.094661,-0.061585,-0.023904,0.188726
969034019705910746!,thoughtful-zippy-butterfly,0.050000,0.091060,2.083058,0.041316,0.083677,-0.425714,0.262236,2.612231,-2.547532,-1.181041,-2.453155,-0.640947,-1.040516,0.095666,-0.057931,-0.023609,0.182987
969034019705910746!,thoughtful-zippy-butterfly,0.060000,0.117825,2.054961,0.028341,0.056964,-0.432577,0.250753,2.738639,-3.073122,-1.413964,-2.887141,-0.728420,-1.256606,0.093349,-0.055296,-0.022448,0.177024
969034019705910746!,thoughtful-zippy-butterfly,0.070000,0.145761,2.021632,0.013061,0.026039,-0.440210,0.237098,2.845976,-3.591336,-1.640877,-3.292975,-0.793892,-1.473986,0.089212,-0.052872,-0.020885,0.170127
969034019705910746!,thoughtful-zippy-butterfly,0.080000,0.174703,1.983158,-0.004452,-0.008802,-0.448379,0.221260,2.939071,-4.099090,-1.858779,-3.667576,-0.834841,-1.691786,0.083893,-0.050252,-0.019145,0.161828
969034019705910746!,thoughtful-zippy-butterfly,0.090000,0.204514,1.939662,-0.024089,-0.047230,-0.456829,0.203243,3.019180,-4.592427,-2.064058,-4.007570,-0.849067,-1.908446,0.077683,-0.047226,-0.017352,0.151828
969034019705910746!,thoughtful-zippy-butterfly,0.100000,0.235063,1.891312,-0.045706,-0.088883,-0.465281,0.183067,3.085943,-5.066330,-2.252738,-4.309367,-0.834799,-2.121713,0.070752,-0.043691,-0.015584,0.139985
969034019705910746!,thoughtful-zippy-butterfly,0.110000,0.266209,1.838332,-0.069115,-0.133357,-0.473444,0.160781,3.138385,-5.514769,-2.420804,-4.569324,-0.790836,-2.328733,0.063244,-0.039625,-0.013902,0.126315
969034019705910746!,thoughtful-zippy-butterfly,0.120000,0.297801,1.781012,-0.094090,-0.180218,-0.481017,0.136464,3.175491,-5.930915,-2.564534,-4.783948,-0.716678,-2.526202,0.055323,-0.035067,-0.012359,0.110992
969034019705910746!,thoughtful-zippy-butterfly,0.130000,0.329682,1.719712,-0.120371,-0.228993,-0.487698,0.110228,3.196627,-6.307505,-2.680810,-4.950112,-0.612636,-2.710580,0.047175,-0.030117,-0.010998,0.094349
969034019705910746!,thoughtful-zippy-butterfly,0.140000,0.361686,1.654867,-0.147672,-0.279184,-0.493193,0.082223,3.201859,-6.637327,-2.767339,-5.065260,-0.479865,-2.878334,0.039007,-0.024922,-0.009855,0.076852
969034019705910746!,thoughtful-zippy-butterfly,0.150000,0.393656,1.586981,-0.175686,-0.330269,-0.497222,0.052633,3.192196,-6.913763,-2.822780,-5.127572,-0.320334,-3.026181,0.031036,-0.019665,-0.008950,0.059070
969034019705910746!,thoughtful-zippy-butterfly,0.160000,0.425449,1.516619,-0.204099,-0.381714,-0.499530,0.021672,3.169720,-7.131315,-2.846744,-5.136066,-0.136716,-3.151296,0.023475,-0.014547,-0.008290,0.041626
969034019705910746!,thoughtful-zippy-butterfly,0.170000,0.456947,1.444395,-0.232597,-0.432978,-0.499891,-0.010421,3.137602,-7.286039,-2.839686,-5.090628,0.067784,-3.251465,0.016520,-0.009764,-0.007866,0.025142
969034019705910746!,thoughtful-zippy-butterfly,0.180000,0.488072,1.370953,-0.260876,-0.483522,-0.498114,-0.043387,3.099975,-7.375820,-2.802723,-4.991956,0.289631,-3.325142,0.010343,-0.005490,-0.007659,0.010183
969034019705910746!,thoughtful-zippy-butterfly,0.190000,0.518789,1.296948,-0.288645,-0.532820,-0.494042,-0.076956,3.061707,-7.400445,-2.737398,-4.841433,0.525162,-3.371430,0.005079,-0.001859,-0.007637,-0.002788
969034019705910746!,thoughtful-zippy-butterfly,0.200000,0.549120,1.223028,-0.315628,-0.580361,-0.487557,-0.110851,3.028087,-7.361492,-2.645465,-4.640952,0.770741,-3.389976,0.000824,0.001040,-0.007771,-0.013440
969034019705910746!,thoughtful-zippy-butterfly,0.210000,0.579139,1.149816,-0.341569,-0.625655,-0.478576,-0.144793,3.004482,-7.262085,-2.528706,-4.392735,1.022863,-3.380821,-0.002372,0.003166,-0.008030,-0.021587
969034019705910746!,thoughtful-zippy-butterfly,0.220000,0.608977,1.077897,-0.366228,-0.668235,-0.467050,-0.178506,2.996008,-7.106579,-2.388829,-4.099178,1.278162,-3.344241,-0.004504,0.004516,-0.008391,-0.027182
969034019705910746!,thoughtful-zippy-butterfly,0.230000,0.638815,1.007805,-0.389383,-0.707657,-0.452964,-0.211716,3.007225,-6.900275,-2.227449,-3.762763,1.533361,-3.280614,-0.005613,0.005116,-0.008836,-0.030294
969034019705910746!,thoughtful-zippy-butterfly,0.240000,0.668880,0.940017,-0.410827,-0.743501,-0.436337,-0.244152,3.041884,-6.649225,-2.046150,-3.386066,1.785159,-3.190342,-0.005789,0.005010,-0.009353,-0.031089
969034019705910746!,thoughtful-zippy-butterfly,0.250000,0.699431,0.874942,-0.430370,-0.775376,-0.417220,-0.275549,3.102706,-6.360157,-1.846610,-2.971872,2.030103,-3.073865,-0.005172,0.004250,-0.009929,-0.029805
969034019705910746!,thoughtful-zippy-butterfly,0.260000,0.730754,0.812917,-0.447840,-0.802916,-0.395706,-0.305642,3.191154,-6.040537,-1.630777,-2.523405,2.264498,-2.931784,-0.003953,0.002889,-0.010548,-0.026730
969034019705910746!,thoughtful-zippy-butterfly,0.270000,0.763143,0.754197,-0.463081,-0.825795,-0.371924,-0.334175,3.307023,-5.698741,-1.401107,-2.044784,2.484619,-2.765287,-0.002386,0.000973,-0.011176,-0.022183
969034019705910746!,thoughtful-zippy-butterfly,0.280000,0.796871,0.698950,-0.475973,-0.843732,-0.346041,-0.360910,3.449214,-5.343858,-1.160341,-1.540586,2.686473,-2.575796,-0.000744,-0.001429,-0.011782,-0.016544
969034019705910746!,thoughtful-zippy-butterfly,0.290000,0.832191,0.647248,-0.486422,-0.856501,-0.318266,-0.385625,3.615129,-4.985804,-0.911695,-1.016305,2.865969,-2.365356,0.000658,-0.004248,-0.012314,-0.010219
969034019705910746!,thoughtful-zippy-butterfly,0.300000,0.869310,0.599071,-0.494360,-0.863941,-0.288838,-0.408133,3.800520,-4.635003,-0.658765,-0.478513,3.019911,-2.137209,0.001472,-0.007411,-0.012696,-0.003612
969034019705910746!,thoughtful-zippy-butterfly,0.310000,0.908394,0.554284,-0.499770,-0.865954,-0.258037,-0.428272,4.000640,-4.302428,-0.405157,0.065913,3.144411,-1.894527,0.001380,-0.010804,-0.012863,0.002805
969034019705910746!,thoughtful-zippy-butterfly,0.320000,0.949554,0.512637,-0.502673,-0.862513,-0.226180,-0.445918,4.209080,-3.999324,-0.154691,0.609032,3.236117,-1.641434,0.000068,-0.014308,-0.012733,0.008582
969034019705910746!,thoughtful-zippy-butterfly,0.330000,0.992834,0.473760,-0.503130,-0.853677,-0.193621,-0.460989,4.418170,-3.736803,0.088883,1.142113,3.292419,-1.382852,-0.002713,-0.017787,-0.012227,0.013297
969034019705910746!,thoughtful-zippy-butterfly,0.340000,1.038200,0.437162,-0.501245,-0.839595,-0.160740,-0.473458,4.619209,-3.525215,0.322147,1.655950,3.311708,-1.124329,-0.007101,-0.021092,-0.011286,0.016596
969034019705910746!,thoughtful-zippy-butterfly,0.350000,1.085503,0.402299,-0.497129,-0.820516,-0.127902,-0.483364,4.803521,-3.372963,0.542632,2.141705,3.294233,-0.871677,-0.013053,-0.024062,-0.009902,0.018217
969034019705910746!,thoughtful-zippy-butterfly,0.360000,1.134523,0.368504,-0.490942,-0.796771,-0.095493,-0.490796,4.961728,-3.286466,0.748417,2.590760,3.240899,-0.630576,-0.020363,-0.026550,-0.008103,0.018045
969034019705910746!,thoughtful-zippy-butterfly,0.370000,1.184926,0.335157,-0.482806,-0.768778,-0.063828,-0.495909,5.085756,-3.268758,0.938909,2.995953,3.154508,-0.406011,-0.028602,-0.028407,-0.005993,0.016089
969034019705910746!,thoughtful-zippy-butterfly,0.380000,1.236317,0.301579,-0.472873,-0.737012,-0.033213,-0.498896,5.167578,-3.319735,1.114056,3.351072,3.038524,-0.202283,-0.037214,-0.029530,-0.003705,0.012540
969034019705910746!,thoughtful-zippy-butterfly,0.390000,1.288229,0.267143,-0.461274,-0.702001,-0.003902,-0.499985,5.200605,-3.435667,1.274597,3.651584,2.897445,-0.022610,-0.045523,-0.029849,-0.001414,0.007721
969034019705910746!,thoughtful-zippy-butterfly,0.400000,1.340142,0.231233,-0.448155,-0.664307,0.023878,-0.499430,5.179568,-3.609074,1.421804,3.894779,2.736518,0.130834,-0.052853,-0.029365,0.000709,0.002099
969034019705910746!,thoughtful-zippy-butterfly,0.410000,1.391508,0.193405,-0.433605,-0.624497,0.049997,-0.497494,5.102063,-3.829559,1.557467,4.080048,2.561369,0.257409,-0.058555,-0.028096,0.002483,-0.003864
969034019705910746!,thoughtful-zippy-butterfly,0.420000,1.441776,0.153298,-0.417705,-0.583133,0.074365,-0.494439,4.967827,-4.084035,1.683551,4.208731,2.377699,0.357614,-0.062155,-0.026134,0.003783,-0.009665
969034019705910746!,thoughtful-zippy-butterfly,0.430000,1.490400,0.110637,-0.400548,-0.540757,0.096921,-0.490516,4.779097,-4.357719,1.802189,4.284035,2.191118,0.432943,-0.063404,-0.023630,0.004543,-0.014834
969034019705910746!,thoughtful-zippy-butterfly,0.440000,1.536870,0.065293,-0.382203,-0.497877,0.117655,-0.485960,4.540919,-4.635766,1.915522,4.310615,2.006703,0.485840,-0.062268,-0.020745,0.004751,-0.019032
969034019705910746!,thoughtful-zippy-butterfly,0.450000,1.580733,0.017284,-0.362716,-0.454949,0.136606,-0.480977,4.260598,-4.904415,2.025492,4.294055,1.828730,0.519391,-0.058921,-0.017646,0.004440,-0.022062
969034019705910746!,thoughtful-zippy-butterfly,0.460000,1.621618,-0.033245,-0.342119,-0.412373,0.153850,-0.475742,3.947014,-5.151950,2.133693,4.240341,1.660528,0.536996,-0.053702,-0.014487,0.003689,-0.023863
969034019705910746!,thoughtful-zippy-butterfly,0.470000,1.659244,-0.086042,-0.320425,-0.370491,0.169493,-0.470396,3.609845,-5.369344,2.241282,4.155404,1.504448,0.542082,-0.047056,-0.011401,0.002597,-0.024495
