ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
1307435013049034692!,thoughtful-steel-butterfly,0.000000,-1.006028,-0.945457,0.026727,0.767265,0.333556,0.372479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.450882,0.463245,-0.340125
1307435013049034692!,thoughtful-steel-butterfly,0.010000,-0.997292,-0.949096,0.028127,0.768028,0.333748,0.372307,1.746491,-0.724492,0.279468,0.151573,0.038510,-0.034522,-0.215694,0.254188,-0.169332
1307435013049034692!,thoughtful-steel-butterfly,0.020000,-0.975409,-0.957361,0.031999,0.770391,0.334109,0.371983,2.629281,-0.925444,0.494596,0.319237,0.033693,-0.030263,-0.111605,0.159983,-0.092237
1307435013049034692!,thoughtful-steel-butterfly,0.030000,-0.946633,-0.966477,0.037868,0.774431,0.334319,0.371794,3.125074,-0.896745,0.679077,0.486491,0.008252,-0.007420,-0.064992,0.115973,-0.056433
1307435013049034692!,thoughtful-steel-butterfly,0.040000,-0.913801,-0.974826,0.045500,0.780093,0.334224,0.371879,3.441183,-0.773532,0.847975,0.644007,-0.027550,0.024760,-0.043422,0.093900,-0.038897
1307435013049034692!,thoughtful-steel-butterfly,0.050000,-0.878252,-0.981771,0.054777,0.787256,0.333742,0.372312,3.668424,-0.616907,1.008180,0.786172,-0.069087,0.061930,-0.032599,0.081308,-0.029436
1307435013049034692!,thoughtful-steel-butterfly,0.060000,-0.840677,-0.987116,0.065629,0.795749,0.332826,0.373131,3.846302,-0.454915,1.162736,0.909255,-0.114239,0.101899,-0.026239,0.072693,-0.023508
1307435013049034692!,thoughtful-steel-butterfly,0.070000,-0.801484,-0.990874,0.078008,0.805371,0.331444,0.374360,3.991499,-0.301070,1.312701,1.010546,-0.161992,0.143422,-0.021627,0.065638,-0.019082
1307435013049034692!,thoughtful-steel-butterfly,0.080000,-0.760968,-0.993161,0.091868,0.815892,0.329571,0.376009,4.110559,-0.162474,1.457971,1.088027,-0.211853,0.185689,-0.017646,0.059120,-0.015258
1307435013049034692!,thoughtful-steel-butterfly,0.090000,-0.719379,-0.994150,0.107159,0.827068,0.327189,0.378084,4.205664,-0.043365,1.597708,1.140225,-0.263567,0.228087,-0.013896,0.052747,-0.011643
1307435013049034692!,thoughtful-steel-butterfly,0.100000,-0.676958,-0.994049,0.123819,0.838641,0.324277,0.380584,4.277283,0.053378,1.730563,1.166144,-0.316981,0.270085,-0.010292,0.046403,-0.008074
1307435013049034692!,thoughtful-steel-butterfly,0.110000,-0.633942,-0.993094,0.141772,0.850345,0.320820,0.383503,4.325367,0.125647,1.854828,1.165243,-0.371991,0.311190,-0.006888,0.040101,-0.004491
1307435013049034692!,thoughtful-steel-butterfly,0.120000,-0.590571,-0.991535,0.160919,0.861911,0.316800,0.386830,4.349902,0.171893,1.968538,1.137431,-0.428501,0.350927,-0.003791,0.033901,-0.000877
1307435013049034692!,thoughtful-steel-butterfly,0.130000,-0.547075,-0.989660,0.181133,0.873056,0.312211,0.390543,4.351188,0.191153,2.069559,1.083131,-0.486349,0.388801,-0.001127,0.027881,0.002764
1307435013049034692!,thoughtful-steel-butterfly,0.140000,-0.503677,-0.987744,0.202276,0.883520,0.307043,0.394619,4.329806,0.182974,2.155678,1.003187,-0.545411,0.424370,0.000982,0.022116,0.006419
1307435013049034692!,thoughtful-steel-butterfly,0.150000,-0.460598,-0.986057,0.224190,0.893056,0.301283,0.399035,4.286724,0.147420,2.224683,0.898871,-0.605552,0.457210,0.002431,0.016668,0.010079
1307435013049034692!,thoughtful-steel-butterfly,0.160000,-0.418046,-0.984868,0.246696,0.901429,0.294920,0.403760,4.223281,0.085106,2.274433,0.771891,-0.666598,0.486906,0.003141,0.011577,0.013736
1307435013049034692!,thoughtful-steel-butterfly,0.170000,-0.376217,-0.984437,0.269593,0.908426,0.287946,0.408763,4.141153,-0.002775,2.302929,0.624393,-0.728323,0.513054,0.003053,0.006871,0.017385
1307435013049034692!,thoughtful-steel-butterfly,0.180000,-0.335288,-0.985007,0.292660,0.913856,0.280353,0.414007,4.042323,-0.114442,2.308395,0.458963,-0.790442,0.535263,0.002132,0.002559,0.021015
1307435013049034692!,thoughtful-steel-butterfly,0.190000,-0.295419,-0.986804,0.315661,0.917555,0.272139,0.419452,3.929055,-0.247515,2.289366,0.278637,-0.852608,0.553168,0.000363,-0.001356,0.024609
1307435013049034692!,thoughtful-steel-butterfly,0.200000,-0.256745,-0.990025,0.338344,0.919391,0.263304,0.425054,3.803905,-0.399039,2.244781,0.086877,-0.914409,0.566439,-0.002245,-0.004879,0.028141
1307435013049034692!,thoughtful-steel-butterfly,0.210000,-0.219371,-0.994837,0.360449,0.919271,0.253852,0.430766,3.669738,-0.565516,2.174077,-0.112452,-0.975354,0.574781,-0.005655,-0.008025,0.031572
1307435013049034692!,thoughtful-steel-butterfly,0.220000,-0.183374,-1.001370,0.381713,0.917139,0.243796,0.436536,3.529695,-0.742930,2.077283,-0.315130,-1.034887,0.577961,-0.009805,-0.010810,0.034847
1307435013049034692!,thoughtful-steel-butterfly,0.230000,-0.148795,-1.009712,0.401876,0.912985,0.233150,0.442313,3.387197,-0.926809,1.955099,-0.516648,-1.092405,0.575823,-0.014610,-0.013248,0.037899
1307435013049034692!,thoughtful-steel-butterfly,0.240000,-0.115639,-1.019902,0.420690,0.906844,0.221939,0.448044,3.245913,-1.112319,1.808960,-0.712329,-1.147277,0.568304,-0.019958,-0.015361,0.040645
1307435013049034692!,thoughtful-steel-butterfly,0.250000,-0.083872,-1.031932,0.437921,0.898802,0.210192,0.453673,3.109710,-1.294377,1.641057,-0.897465,-1.198867,0.555448,-0.025710,-0.017168,0.042998
1307435013049034692!,thoughtful-steel-butterfly,0.260000,-0.053419,-1.045740,0.453362,0.888988,0.197945,0.459149,2.982560,-1.467800,1.454322,-1.067494,-1.246558,0.537408,-0.031708,-0.018696,0.044874
