ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
950972234941713370!,talented-steel-butterfly,0.000000,-1.006028,-0.945457,-0.406853,-0.144838,0.124040,-0.992277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.920695,0.580364,0.330648
950972234941713370!,talented-steel-butterfly,0.010000,-0.994412,-0.942503,-0.396480,-0.140956,0.129240,-0.991613,2.321658,0.589975,2.073656,0.774978,1.038737,0.135381,-0.637692,0.414656,0.244490
950972234941713370!,talented-steel-butterfly,0.020000,-0.963052,-0.934057,-0.368070,-0.130318,0.143300,-0.989679,3.946959,1.096360,3.605827,1.348890,1.769597,0.256227,-0.439350,0.295291,0.184538
950972234941713370!,talented-steel-butterfly,0.030000,-0.917876,-0.920920,-0.326246,-0.114710,0.163580,-0.986530,5.079953,1.524656,4.750818,1.766189,2.280203,0.378090,-0.296701,0.206094,0.142346
950972234941713370!,talented-steel-butterfly,0.040000,-0.863153,-0.903854,-0.274387,-0.095550,0.188179,-0.982135,5.854042,1.879607,5.609444,2.057771,2.631929,0.504283,-0.192347,0.137941,0.112478
950972234941713370!,talented-steel-butterfly,0.050000,-0.802066,-0.883590,-0.215072,-0.073999,0.215700,-0.976460,6.361381,2.168210,6.251155,2.248130,2.869124,0.633788,-0.115469,0.085372,0.091413
950972234941713370!,talented-steel-butterfly,0.060000,-0.736915,-0.860735,-0.150185,-0.050952,0.245174,-0.969479,6.668731,2.399675,6.726050,2.358144,3.024367,0.764839,-0.058980,0.044795,0.076826
950972234941713370!,talented-steel-butterfly,0.070000,-0.669438,-0.835802,-0.081194,-0.027119,0.275911,-0.961183,6.826295,2.584653,7.071635,2.406190,3.121869,0.896143,-0.017966,0.013619,0.067125
950972234941713370!,talented-steel-butterfly,0.080000,-0.600939,-0.809197,-0.009244,-0.003036,0.307425,-0.951572,6.872753,2.734228,7.316680,2.408401,3.179587,1.027232,0.011194,-0.010188,0.061155
950972234941713370!,talented-steel-butterfly,0.090000,-0.532384,-0.781220,0.064770,0.020907,0.339385,-0.940648,6.838094,2.858992,7.483321,2.378644,3.210546,1.158361,0.031283,-0.028280,0.058041
950972234941713370!,talented-steel-butterfly,0.100000,-0.464473,-0.752068,0.140145,0.044448,0.371568,-0.928406,6.745537,2.968392,7.588499,2.328517,3.223855,1.290255,0.044489,-0.042010,0.057079
950972234941713370!,talented-steel-butterfly,0.110000,-0.397701,-0.721851,0.216331,0.067430,0.403829,-0.914835,6.612889,3.070321,7.644960,2.267409,3.225488,1.423804,0.052541,-0.052458,0.057677
950972234941713370!,talented-steel-butterfly,0.120000,-0.332392,-0.690626,0.292881,0.089781,0.436066,-0.899915,6.453538,3.170893,7.662055,2.202613,3.218992,1.559807,0.056781,-0.060441,0.059323
950972234941713370!,talented-steel-butterfly,0.130000,-0.268751,-0.658392,0.369435,0.111490,0.468204,-0.883621,6.277499,3.274371,7.646533,2.139524,3.206056,1.698791,0.058251,-0.066543,0.061547
950972234941713370!,talented-steel-butterfly,0.140000,-0.206907,-0.625108,0.445696,0.132592,0.500179,-0.865922,6.092323,3.383174,7.603237,2.081833,3.186948,1.840862,0.057763,-0.071151,0.063910
950972234941713370!,talented-steel-butterfly,0.150000,-0.146926,-0.590713,0.521402,0.153154,0.531926,-0.846791,5.903574,3.497929,7.535577,2.031654,3.160955,1.985609,0.055936,-0.074482,0.065996
950972234941713370!,talented-steel-butterfly,0.160000,-0.088834,-0.555144,0.596318,0.173256,0.563375,-0.826201,5.715371,3.617569,7.446000,1.989697,3.126712,2.132063,0.053248,-0.076624,0.067420
950972234941713370!,talented-steel-butterfly,0.170000,-0.032602,-0.518370,0.670241,0.192975,0.594430,-0.804147,5.530505,3.739587,7.336333,1.955342,3.082697,2.278746,0.050048,-0.077573,0.067854
950972234941713370!,talented-steel-butterfly,0.180000,0.021804,-0.480377,0.742973,0.212382,0.624989,-0.780633,5.351076,3.860219,7.208168,1.926969,3.027302,2.423714,0.046618,-0.077291,0.067034
950972234941713370!,talented-steel-butterfly,0.190000,0.074444,-0.441199,0.814336,0.231527,0.654933,-0.755687,5.178385,3.974884,7.063010,1.902094,2.959267,2.564715,0.043158,-0.075743,0.064803
950972234941713370!,talented-steel-butterfly,0.200000,0.125389,-0.400921,0.884167,0.250428,0.684130,-0.729360,5.013154,4.078604,6.902453,1.877695,2.877839,2.699374,0.039813,-0.072936,0.061128
950972234941713370!,talented-steel-butterfly,0.210000,0.174715,-0.359678,0.952320,0.269075,0.712444,-0.701729,4.855626,4.166490,6.728249,1.850538,2.782898,2.825395,0.036675,-0.068946,0.056112
950972234941713370!,talented-steel-butterfly,0.220000,0.222501,-0.317653,1.018669,0.287422,0.739742,-0.672890,4.705644,4.234214,6.542313,1.817495,2.675005,2.940770,0.033792,-0.063939,0.049996
950972234941713370!,talented-steel-butterfly,0.230000,0.268821,-0.275070,1.083106,0.305395,0.765899,-0.642961,4.562709,4.278416,6.346668,1.775855,2.555370,3.043972,0.031174,-0.058159,0.043137
950972234941713370!,talented-steel-butterfly,0.240000,0.313745,-0.232181,1.145544,0.322895,0.790804,-0.612070,4.426045,4.297001,6.143349,1.723563,2.425735,3.134086,0.028795,-0.051915,0.035966
950972234941713370!,talented-steel-butterfly,0.250000,0.357331,-0.189250,1.205919,0.339805,0.814366,-0.580351,4.294656,4.289291,5.934288,1.659376,2.288208,3.210885,0.026607,-0.045552,0.028947
950972234941713370!,talented-steel-butterfly,0.260000,0.399630,-0.146543,1.264181,0.356002,0.836520,-0.547937,4.167390,4.256007,5.721200,1.582918,2.145070,3.274816,0.024548,-0.039408,0.022520
950972234941713370!,talented-steel-butterfly,0.270000,0.440678,-0.104310,1.320300,0.371363,0.857219,-0.514953,4.042990,4.199109,5.505483,1.494643,1.998572,3.326931,0.022548,-0.033783,0.017056
950972234941713370!,talented-steel-butterfly,0.280000,0.480498,-0.062774,1.374257,0.385774,0.876441,-0.481509,3.920158,4.121522,5.288159,1.395698,1.850760,3.368746,0.020543,-0.028906,0.012824
950972234941713370!,talented-steel-butterfly,0.290000,0.519101,-0.022125,1.426040,0.399136,0.894184,-0.447699,3.797595,4.026797,5.069848,1.287746,1.703348,3.402080,0.018478,-0.024925,0.009973
950972234941713370!,talented-steel-butterfly,0.300000,0.556483,0.017487,1.475644,0.411370,0.910461,-0.413595,3.674043,3.918760,4.850780,1.172745,1.557635,3.428873,0.016315,-0.021898,0.008532
950972234941713370!,talented-steel-butterfly,0.310000,0.592630,0.055951,1.523061,0.422418,0.925294,-0.379252,3.548309,3.801190,4.630834,1.052747,1.414480,3.451030,0.014037,-0.019800,0.008425
950972234941713370!,talented-steel-butterfly,0.320000,0.627513,0.093193,1.568282,0.432242,0.938712,-0.344702,3.419281,3.677563,4.409594,0.929708,1.274312,3.470277,0.011641,-0.018545,0.009495
950972234941713370!,talented-steel-butterfly,0.330000,0.661095,0.129174,1.611293,0.440822,0.950748,-0.309965,3.285923,3.550883,4.186407,0.805355,1.137188,3.488068,0.009146,-0.018001,0.011534
950972234941713370!,talented-steel-butterfly,0.340000,0.693326,0.163880,1.652069,0.448155,0.961431,-0.275045,3.147271,3.423587,3.960445,0.681091,1.002854,3.505513,0.006583,-0.018014,0.014308
950972234941713370!,talented-steel-butterfly,0.350000,0.724145,0.197332,1.690576,0.454259,0.970789,-0.239936,3.002516,3.297492,3.730822,0.557973,0.870828,3.523405,0.003994,-0.018429,0.017586
950972234941713370!,talented-steel-butterfly,0.360000,0.753485,0.229551,1.726770,0.459149,0.978840,-0.204628,2.850808,3.173922,3.496521,0.436682,0.740488,3.542123,0.001427,-0.019094,0.021152
