ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2
1294590709901423892!,rebel-devious-beetle,0.000000,1.533042,-1.212485,0.761926,-1.849180,0.000000,0.000000,0.000000,0.000000,0.305922,0.159189
1294590709901423892!,rebel-devious-beetle,0.010000,1.531256,-1.206663,0.764199,-1.848242,-0.357473,1.160841,0.455831,0.188474,0.152413,0.128269
1294590709901423892!,rebel-devious-beetle,0.020000,1.525203,-1.191178,0.769468,-1.846055,-0.855545,1.929510,0.599812,0.250012,0.077905,0.108726
1294590709901423892!,rebel-devious-beetle,0.030000,1.513919,-1.169159,0.775518,-1.843522,-1.402572,2.463694,0.612241,0.257553,0.045930,0.095485
1294590709901423892!,rebel-devious-beetle,0.040000,1.497153,-1.142519,0.781513,-1.840988,-1.948652,2.849764,0.588789,0.249945,0.036074,0.085599
1294590709901423892!,rebel-devious-beetle,0.050000,1.475035,-1.112509,0.787336,-1.838505,-2.468018,3.133338,0.578347,0.247676,0.037613,0.077450
1294590709901423892!,rebel-devious-beetle,0.060000,1.447901,-1.080031,0.793250,-1.835962,-2.947156,3.338203,0.605437,0.261586,0.045067,0.070179
1294590709901423892!,rebel-devious-beetle,0.070000,1.416205,-1.045813,0.799698,-1.833162,-3.378455,3.476816,0.681917,0.297479,0.055648,0.063354
1294590709901423892!,rebel-devious-beetle,0.080000,1.380500,-1.010538,0.807189,-1.829876,-3.757101,3.556060,0.812666,0.358481,0.067896,0.056783
1294590709901423892!,rebel-devious-beetle,0.090000,1.341307,-0.974762,0.816272,-1.825842,-4.079589,3.579971,0.999327,0.446765,0.080998,0.050407
1294590709901423892!,rebel-devious-beetle,0.100000,1.299191,-0.939012,0.827505,-1.820779,-4.343364,3.551408,1.241140,0.564072,0.094455,0.044240
1294590709901423892!,rebel-devious-beetle,0.110000,1.254745,-0.903796,0.841432,-1.814385,-4.546617,3.472834,1.535588,0.712138,0.107929,0.038333
1294590709901423892!,rebel-devious-beetle,0.120000,1.208581,-0.869599,0.858562,-1.806342,-4.688162,3.346698,1.878706,0.892957,0.121164,0.032750
1294590709901423892!,rebel-devious-beetle,0.130000,1.161319,-0.836881,0.879362,-1.796308,-4.767295,3.175621,2.265208,1.108907,0.133948,0.027545
1294590709901423892!,rebel-devious-beetle,0.140000,1.113589,-0.806074,0.904239,-1.783915,-4.783603,2.962507,2.688516,1.362767,0.146087,0.022752
1294590709901423892!,rebel-devious-beetle,0.150000,1.066023,-0.777581,0.933526,-1.768765,-4.736734,2.710649,3.140725,1.657625,0.157389,0.018374
