ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
696796468905712456!,great-wine-beetle,0.000000,0.708567,-0.932968,1.453979,0.368708,0.000000,0.000000,0.000000,0.000000,0.250290,0.164483,-0.088740,-0.195543
696796468905712456!,great-wine-beetle,0.010000,0.701609,-0.927384,1.453509,0.370555,-1.386665,1.116241,-0.093605,0.367167,0.178853,0.095949,-0.091246,-0.140044
696796468905712456!,great-wine-beetle,0.020000,0.683313,-0.911577,1.451980,0.376504,-2.268028,2.047315,-0.212859,0.820886,0.131828,0.054141,-0.088634,-0.103463
696796468905712456!,great-wine-beetle,0.030000,0.657836,-0.887177,1.449194,0.387088,-2.823332,2.831828,-0.345348,1.292925,0.100061,0.029048,-0.082809,-0.078706
696796468905712456!,great-wine-beetle,0.040000,0.627844,-0.855552,1.445046,0.402295,-3.170767,3.487415,-0.485134,1.742604,0.077690,0.013890,-0.075464,-0.061235
696796468905712456!,great-wine-beetle,0.050000,0.595044,-0.817930,1.439473,0.421804,-3.384929,4.026045,-0.629849,2.149459,0.061160,0.004478,-0.067734,-0.048300
696796468905712456!,great-wine-beetle,0.060000,0.560541,-0.775432,1.432425,0.445149,-3.512384,4.458394,-0.778669,2.505647,0.048389,-0.001642,-0.060275,-0.038289
696796468905712456!,great-wine-beetle,0.070000,0.525057,-0.729074,1.423863,0.471821,-3.582559,4.794798,-0.931296,2.810469,0.038172,-0.005856,-0.053429,-0.030271
696796468905712456!,great-wine-beetle,0.080000,0.489077,-0.679774,1.413746,0.501321,-3.614618,5.045329,-1.087539,3.066902,0.029815,-0.008925,-0.047342,-0.023707
696796468905712456!,great-wine-beetle,0.090000,0.452921,-0.628353,1.402038,0.533188,-3.621574,5.219695,-1.247193,3.279543,0.022903,-0.011263,-0.042049,-0.018275
696796468905712456!,great-wine-beetle,0.100000,0.416800,-0.575537,1.388707,0.567002,-3.612663,5.327122,-1.410020,3.453433,0.017177,-0.013088,-0.037520,-0.013773
696796468905712456!,great-wine-beetle,0.110000,0.380838,-0.521967,1.373729,0.602385,-3.594651,5.376273,-1.575715,3.593393,0.012454,-0.014518,-0.033687,-0.010059
696796468905712456!,great-wine-beetle,0.120000,0.345098,-0.468187,1.357077,0.639016,-3.572639,5.375081,-1.743989,3.703703,0.008599,-0.015610,-0.030462,-0.007026
696796468905712456!,great-wine-beetle,0.130000,0.309601,-0.414666,1.338726,0.676618,-3.550493,5.330746,-1.914495,3.787933,0.005496,-0.016397,-0.027747,-0.004584
696796468905712456!,great-wine-beetle,0.140000,0.274331,-0.361803,1.318657,0.714943,-3.531095,5.249718,-2.086766,3.848877,0.003044,-0.016891,-0.025438,-0.002652
696796468905712456!,great-wine-beetle,0.150000,0.239249,-0.309937,1.296855,0.753768,-3.516492,5.137717,-2.260148,3.888574,0.001154,-0.017098,-0.023433,-0.001160
696796468905712456!,great-wine-beetle,0.160000,0.204298,-0.259350,1.273315,0.792887,-3.508002,4.999781,-2.433720,3.908367,-0.000254,-0.017015,-0.021633,-0.000046
696796468905712456!,great-wine-beetle,0.170000,0.169412,-0.210280,1.248041,0.832101,-3.506281,4.840348,-2.606228,3.908995,-0.001249,-0.016634,-0.019945,0.000747
696796468905712456!,great-wine-beetle,0.180000,0.134521,-0.162919,1.221056,0.871219,-3.511392,4.663355,-2.776015,3.890719,-0.001890,-0.015944,-0.018285,0.001264
696796468905712456!,great-wine-beetle,0.190000,0.099558,-0.117425,1.192399,0.910047,-3.522857,4.472347,-2.940985,3.853455,-0.002225,-0.014931,-0.016576,0.001543
696796468905712456!,great-wine-beetle,0.200000,0.064462,-0.073919,1.162135,0.948389,-3.539722,4.270596,-3.098579,3.796932,-0.002293,-0.013581,-0.014755,0.001616
696796468905712456!,great-wine-beetle,0.210000,0.029187,-0.032491,1.130361,0.986044,-3.560616,4.061211,-3.245791,3.720843,-0.002123,-0.011881,-0.012768,0.001507
696796468905712456!,great-wine-beetle,0.220000,-0.006301,0.006801,1.097206,1.022810,-3.583827,3.847241,-3.379211,3.625003,-0.001738,-0.009822,-0.010576,0.001232
696796468905712456!,great-wine-beetle,0.230000,-0.042022,0.043941,1.062836,1.058480,-3.607332,3.631709,-3.495095,3.509481,-0.001151,-0.007398,-0.008155,0.000803
696796468905712456!,great-wine-beetle,0.240000,-0.077975,0.078942,1.027457,1.092855,-3.628963,3.417720,-3.589509,3.374705,-0.000375,-0.004609,-0.005492,0.000230
696796468905712456!,great-wine-beetle,0.250000,-0.114129,0.111840,0.991309,1.125747,-3.646520,3.208541,-3.658478,3.221578,0.000579,-0.001471,-0.002593,-0.000479
696796468905712456!,great-wine-beetle,0.260000,-0.150426,0.142704,0.954676,1.156976,-3.657794,3.007549,-3.698157,3.051527,0.001700,0.001990,0.000523,-0.001315
696796468905712456!,great-wine-beetle,0.270000,-0.186789,0.171635,0.917879,1.186381,-3.660659,2.818201,-3.705039,2.866514,0.002973,0.005735,0.003821,-0.002268
696796468905712456!,great-wine-beetle,0.280000,-0.223119,0.198772,0.881270,1.213822,-3.653143,2.643957,-3.676159,2.668998,0.004381,0.009709,0.007253,-0.003324
696796468905712456!,great-wine-beetle,0.290000,-0.259312,0.224295,0.845207,1.239204,-3.633497,2.488085,-3.609288,2.461738,0.005901,0.013845,0.010760,-0.004465
696796468905712456!,great-wine-beetle,0.300000,-0.295240,0.248406,0.810070,1.262452,-3.600250,2.353706,-3.503101,2.247814,0.007499,0.018058,0.014271,-0.005668
696796468905712456!,great-wine-beetle,0.310000,-0.330776,0.271336,0.776217,1.283545,-3.552234,2.243499,-3.357299,2.030310,0.009135,0.022252,0.017711,-0.006902
696796468905712456!,great-wine-beetle,0.320000,-0.365801,0.293333,0.743959,1.302507,-3.488598,2.159569,-3.172660,1.812141,0.010758,0.026316,0.021001,-0.008126
696796468905712456!,great-wine-beetle,0.330000,-0.400147,0.314651,0.713669,1.319347,-3.408660,2.103554,-2.951150,1.596354,0.012314,0.030136,0.024056,-0.009301
696796468905712456!,great-wine-beetle,0.340000,-0.433641,0.335563,0.685704,1.334095,-3.311987,2.076263,-2.695923,1.385662,0.013747,0.033592,0.026790,-0.010384
696796468905712456!,great-wine-beetle,0.350000,-0.466110,0.356348,0.660383,1.346809,-3.198396,2.077567,-2.411250,1.182312,0.015001,0.036571,0.029124,-0.011333
696796468905712456!,great-wine-beetle,0.360000,-0.497382,0.377282,0.637981,1.357564,-3.067957,2.106333,-2.102382,0.988004,0.016021,0.038966,0.030986,-0.012105
696796468905712456!,great-wine-beetle,0.370000,-0.527284,0.398627,0.618715,1.366452,-2.921002,2.160412,-1.775366,0.803867,0.016760,0.040688,0.032318,-0.012664
696796468905712456!,great-wine-beetle,0.380000,-0.555653,0.420619,0.602742,1.373573,-2.758147,2.236674,-1.436824,0.630497,0.017179,0.041665,0.033075,-0.012981
