ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2
1161596371354548625!,rebel-vivacious-beetle,0.000000,-1.806083,-1.588326,-0.832892,-1.818321,0.000000,0.000000,0.000000,0.000000,-2.402869,-1.146465
1161596371354548625!,rebel-vivacious-beetle,0.010000,-1.816103,-1.569403,-0.846037,-1.812242,-1.988920,3.786490,-2.629500,1.227570,-0.433340,-0.261686
1161596371354548625!,rebel-vivacious-beetle,0.020000,-1.835874,-1.526024,-0.873852,-1.798995,-1.950576,4.884178,-2.932294,1.424345,-0.034235,-0.080513
1161596371354548625!,rebel-vivacious-beetle,0.030000,-1.853130,-1.474620,-0.902457,-1.784817,-1.494497,5.386874,-2.791619,1.411527,0.036253,-0.045888
1161596371354548625!,rebel-vivacious-beetle,0.040000,-1.865409,-1.418968,-0.929397,-1.770938,-0.959988,5.731067,-2.601636,1.365352,0.039469,-0.041231
1161596371354548625!,rebel-vivacious-beetle,0.050000,-1.872271,-1.360194,-0.954581,-1.757491,-0.415166,6.007268,-2.441735,1.326227,0.028244,-0.042895
1161596371354548625!,rebel-vivacious-beetle,0.060000,-1.873693,-1.298882,-0.978394,-1.744347,0.124195,6.234014,-2.327926,1.305720,0.013253,-0.046000
1161596371354548625!,rebel-vivacious-beetle,0.070000,-1.869766,-1.235503,-1.001321,-1.731288,0.651312,6.414406,-2.263291,1.309014,-0.003327,-0.049475
1161596371354548625!,rebel-vivacious-beetle,0.080000,-1.860648,-1.170515,-1.023866,-1.718051,1.160123,6.548194,-2.247988,1.339679,-0.021019,-0.053041
1161596371354548625!,rebel-vivacious-beetle,0.090000,-1.846563,-1.104380,-1.046532,-1.704339,1.643974,6.634715,-2.281118,1.400698,-0.039635,-0.056593
1161596371354548625!,rebel-vivacious-beetle,0.100000,-1.827810,-1.037560,-1.069816,-1.689821,2.095773,6.673848,-2.360936,1.494695,-0.058975,-0.060062
1161596371354548625!,rebel-vivacious-beetle,0.110000,-1.804772,-0.970574,-1.094161,-1.674160,2.508401,6.666404,-2.484432,1.623722,-0.078810,-0.063413
1161596371354548625!,rebel-vivacious-beetle,0.120000,-1.777874,-0.903900,-1.119973,-1.657004,2.875165,6.614480,-2.647823,1.789670,-0.098791,-0.066598
1161596371354548625!,rebel-vivacious-beetle,0.130000,-1.747599,-0.837963,-1.147619,-1.637978,3.190449,6.521520,-2.846286,1.994197,-0.118493,-0.069561
1161596371354548625!,rebel-vivacious-beetle,0.140000,-1.714477,-0.773146,-1.177418,-1.616690,3.450171,6.392210,-3.073785,2.238605,-0.137463,-0.072249
1161596371354548625!,rebel-vivacious-beetle,0.150000,-1.679075,-0.709773,-1.209627,-1.592734,3.652078,6.232289,-3.323088,2.523773,-0.155260,-0.074618
1161596371354548625!,rebel-vivacious-beetle,0.160000,-1.641972,-0.648113,-1.244427,-1.565695,3.795872,6.048267,-3.585891,2.850094,-0.171480,-0.076627
1161596371354548625!,rebel-vivacious-beetle,0.170000,-1.603746,-0.588362,-1.281909,-1.535158,3.883181,5.847093,-3.853006,3.217392,-0.185784,-0.078241
1161596371354548625!,rebel-vivacious-beetle,0.180000,-1.564946,-0.530650,-1.322073,-1.500708,3.917388,5.635812,-4.114617,3.624837,-0.197909,-0.079431
1161596371354548625!,rebel-vivacious-beetle,0.190000,-1.526084,-0.475034,-1.364815,-1.461944,3.903366,5.421230,-4.360549,4.070839,-0.207680,-0.080171
1161596371354548625!,rebel-vivacious-beetle,0.200000,-1.487614,-0.421506,-1.409930,-1.418484,3.847142,5.209631,-4.580570,4.552946,-0.215003,-0.080440
1161596371354548625!,rebel-vivacious-beetle,0.210000,-1.449928,-0.369999,-1.457112,-1.369973,3.755550,5.006553,-4.764694,5.067757,-0.219861,-0.080223
1161596371354548625!,rebel-vivacious-beetle,0.220000,-1.413345,-0.320392,-1.505953,-1.316095,3.635888,4.816624,-4.903478,5.610849,-0.222300,-0.079510
1161596371354548625!,rebel-vivacious-beetle,0.230000,-1.378110,-0.272524,-1.555957,-1.256582,3.495618,4.643458,-4.988301,6.176740,-0.222416,-0.078297
1161596371354548625!,rebel-vivacious-beetle,0.240000,-1.344390,-0.226202,-1.606541,-1.191228,3.342108,4.489598,-5.011635,6.758904,-0.220340,-0.076589
1161596371354548625!,rebel-vivacious-beetle,0.250000,-1.312282,-0.181211,-1.657055,-1.119897,3.182420,4.356501,-4.967277,7.349824,-0.216228,-0.074397
1161596371354548625!,rebel-vivacious-beetle,0.260000,-1.281808,-0.137332,-1.706786,-1.042536,3.023110,4.244555,-4.850581,7.941116,-0.210253,-0.071743
1161596371354548625!,rebel-vivacious-beetle,0.270000,-1.252851,-0.094492,-1.754904,-0.959329,2.869061,4.153283,-4.659585,8.523795,-0.202637,-0.068675
1161596371354548625!,rebel-vivacious-beetle,0.280000,-1.225328,-0.052497,-1.800659,-0.870418,2.725353,4.081253,-4.393307,9.088557,-0.193560,-0.065228
1161596371354548625!,rebel-vivacious-beetle,0.290000,-1.199115,-0.011173,-1.843301,-0.776041,2.596215,4.026194,-4.052577,9.625936,-0.183208,-0.061445
1161596371354548625!,rebel-vivacious-beetle,0.300000,-1.174047,0.029630,-1.882103,-0.676526,2.484946,3.985140,-3.640030,10.126599,-0.171771,-0.057378
1161596371354548625!,rebel-vivacious-beetle,0.310000,-1.149936,0.070027,-1.916371,-0.572295,2.393851,3.954589,-3.160045,10.581645,-0.159442,-0.053084
1161596371354548625!,rebel-vivacious-beetle,0.320000,-1.126577,0.110100,-1.945467,-0.463850,2.324207,3.930678,-2.618610,10.982911,-0.146415,-0.048623
1161596371354548625!,rebel-vivacious-beetle,0.330000,-1.103757,0.149890,-1.968821,-0.351771,2.276254,3.909380,-2.023132,11.323245,-0.132886,-0.044061
1161596371354548625!,rebel-vivacious-beetle,0.340000,-1.081268,0.189401,-1.985944,-0.236700,2.249228,3.886706,-1.382190,11.596752,-0.119047,-0.039463
1161596371354548625!,rebel-vivacious-beetle,0.350000,-1.058915,0.228597,-1.996437,-0.119330,2.241425,3.858904,-0.705243,11.798979,-0.105094,-0.034897
1161596371354548625!,rebel-vivacious-beetle,0.360000,-1.036525,0.267410,-2.000000,-0.000388,2.250306,3.822642,-0.002315,11.927050,-0.091217,-0.030428
1161596371354548625!,rebel-vivacious-beetle,0.370000,-1.013953,0.305742,-1.996434,0.119379,2.272632,3.775176,0.716342,11.979724,-0.077602,-0.026119
1161596371354548625!,rebel-vivacious-beetle,0.380000,-0.991091,0.343451,-1.985643,0.239211,2.304452,3.714764,1.440525,11.957489,-0.064412,-0.022026
1161596371354548625!,rebel-vivacious-beetle,0.390000,-0.967872,0.380415,-1.967629,0.358381,2.341777,3.640109,2.160567,11.862213,-0.051819,-0.018204
1161596371354548625!,rebel-vivacious-beetle,0.400000,-0.944269,0.416492,-1.942486,0.476180,2.380349,3.550935,2.867456,11.697240,-0.039971,-0.014700
1161596371354548625!,rebel-vivacious-beetle,0.410000,-0.920299,0.451542,-1.910394,0.591941,2.415959,3.447852,3.553123,11.467128,-0.029001,-0.011555
1161596371354548625!,rebel-vivacious-beetle,0.420000,-0.896018,0.485437,-1.871606,0.705048,2.444632,3.332319,4.210614,11.177416,-0.019020,-0.008801
1161596371354548625!,rebel-vivacious-beetle,0.430000,-0.871520,0.518066,-1.826436,0.814942,2.462789,3.206570,4.834213,10.834369,-0.010113,-0.006460
1161596371354548625!,rebel-vivacious-beetle,0.440000,-0.846932,0.549346,-1.775251,0.921132,2.467376,3.073520,5.419486,10.444707,-0.002344,-0.004545
1161596371354548625!,rebel-vivacious-beetle,0.450000,-0.822409,0.579225,-1.718453,1.023190,2.455966,2.936648,5.963277,10.015351,0.004255,-0.003059
1161596371354548625!,rebel-vivacious-beetle,0.460000,-0.798128,0.607684,-1.656471,1.120760,2.426833,2.799876,6.463630,9.553170,0.009684,-0.001992
1161596371354548625!,rebel-vivacious-beetle,0.470000,-0.774280,0.634747,-1.589749,1.213548,2.378987,2.667442,6.919671,9.064770,0.013972,-0.001325
1161596371354548625!,rebel-vivacious-beetle,0.480000,-0.751068,0.660475,-1.518737,1.301322,2.312197,2.543781,7.331431,8.556308,0.017186,-0.001021
1161596371354548625!,rebel-vivacious-beetle,0.490000,-0.728738,0.684932,-1.443925,1.383864,2.226635,2.433520,7.699443,8.033604,0.019374,-0.001046
1161596371354548625!,rebel-vivacious-beetle,0.500000,-0.707343,0.708417,-1.365614,1.461198,2.124905,2.340741,8.025732,7.500731,0.020909,-0.001276
1161596371354548625!,rebel-vivacious-beetle,0.510000,-0.687049,0.731110,-1.284229,1.533217,2.008779,2.269275,8.311403,6.961668,0.021940,-0.001638
1161596371354548625!,rebel-vivacious-beetle,0.520000,-0.667997,0.753235,-1.200182,1.599864,1.880805,2.222739,8.557626,6.419738,0.022688,-0.002035
1161596371354548625!,rebel-vivacious-beetle,0.530000,-0.650296,0.775055,-1.113867,1.661114,1.744228,2.204309,8.765343,5.877639,0.023442,-0.002345
1161596371354548625!,rebel-vivacious-beetle,0.540000,-0.634015,0.796861,-1.025675,1.716971,1.602896,2.216513,8.935008,5.337547,0.024545,-0.002424
1161596371354548625!,rebel-vivacious-beetle,0.550000,-0.619185,0.818971,-0.935995,1.767460,1.461142,2.261019,9.066367,4.801280,0.026395,-0.002107
1161596371354548625!,rebel-vivacious-beetle,0.560000,-0.605789,0.841709,-0.845224,1.812621,1.323634,2.338411,9.158299,4.270507,0.029432,-0.001213
1161596371354548625!,rebel-vivacious-beetle,0.570000,-0.593765,0.865401,-0.753782,1.852515,1.195159,2.447952,9.208730,3.747002,0.034119,0.000452
1161596371354548625!,rebel-vivacious-beetle,0.580000,-0.583009,0.890353,-0.662122,1.887219,1.080355,2.587366,9.214644,3.232913,0.040923,0.003083
1161596371354548625!,rebel-vivacious-beetle,0.590000,-0.573380,0.916838,-0.570740,1.916835,0.983351,2.752656,9.172219,2.731040,0.050275,0.006861
1161596371354548625!,rebel-vivacious-beetle,0.600000,-0.564714,0.945074,-0.480200,1.941496,0.907361,2.938021,9.077095,2.245085,0.062520,0.011937
1161596371354548625!,rebel-vivacious-beetle,0.610000,-0.556855,0.975200,-0.391156,1.961376,0.854218,3.135906,8.924824,1.779873,0.077854,0.018402
1161596371354548625!,rebel-vivacious-beetle,0.620000,-0.549451,1.007307,-0.304110,1.976744,0.824279,3.336490,8.712022,1.340290,0.096332,0.026275
1161596371354548625!,rebel-vivacious-beetle,0.630000,-0.542075,1.041408,-0.219426,1.987927,0.815667,3.528892,8.436253,0.931188,0.117728,0.035459
1161596371354548625!,rebel-vivacious-beetle,0.640000,-0.534601,1.077345,-0.137795,1.995247,0.823823,3.702873,8.096036,0.559125,0.141375,0.045703
