ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
546711343439884763!,talented-steel-butterfly,0.000000,1.757976,-0.986013,1.076348,-0.254315,0.346588,-0.938018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.925593,-0.357391,-0.306345
546711343439884763!,talented-steel-butterfly,0.010000,1.748276,-0.989603,1.070145,-0.254661,0.341730,-0.939798,-1.938776,-0.714046,-1.239441,-0.068769,-0.971764,-0.353354,0.690133,-0.275347,-0.221807
546711343439884763!,talented-steel-butterfly,0.020000,1.721582,-0.999286,1.053116,-0.255543,0.328363,-0.944552,-3.397651,-1.215077,-2.163163,-0.105535,-1.701242,-0.591418,0.510122,-0.215792,-0.155392
546711343439884763!,talented-steel-butterfly,0.030000,1.682052,-1.013082,1.028022,-0.256613,0.308604,-0.951190,-4.500956,-1.533329,-2.849191,-0.105242,-2.246965,-0.729006,0.370705,-0.169103,-0.104035
546711343439884763!,talented-steel-butterfly,0.040000,1.632836,-1.029348,0.996988,-0.257534,0.284087,-0.958798,-5.328430,-1.707221,-3.347538,-0.075294,-2.649409,-0.785007,0.261767,-0.130405,-0.064846
546711343439884763!,talented-steel-butterfly,0.050000,1.576424,-1.046820,0.961722,-0.258060,0.256102,-0.966650,-5.934620,-1.773797,-3.692782,-0.026671,-2.937924,-0.778366,0.176267,-0.097336,-0.035314
546711343439884763!,talented-steel-butterfly,0.060000,1.514848,-1.064580,0.923641,-0.258061,0.225684,-0.974201,-6.359863,-1.764909,-3.911053,0.030154,-3.134948,-0.726245,0.109222,-0.068824,-0.013369
546711343439884763!,talented-steel-butterfly,0.070000,1.449781,-1.082004,0.883925,-0.257500,0.193670,-0.981067,-6.636324,-1.706103,-4.023798,0.086870,-3.258450,-0.643243,0.057023,-0.044406,0.002644
546711343439884763!,talented-steel-butterfly,0.080000,1.382603,-1.098684,0.843553,-0.256410,0.160734,-0.986998,-6.791139,-1.616929,-4.049630,0.137620,-3.323312,-0.541208,0.016955,-0.023844,0.014036
546711343439884763!,talented-steel-butterfly,0.090000,1.314414,-1.114378,0.803306,-0.254861,0.127402,-0.991851,-6.847848,-1.511733,-4.005054,0.178723,-3.342092,-0.429288,-0.013136,-0.006933,0.021847
546711343439884763!,talented-steel-butterfly,0.100000,1.246068,-1.128977,0.763795,-0.252956,0.094071,-0.995566,-6.827046,-1.400544,-3.904733,0.208267,-3.325389,-0.314215,-0.035046,0.006597,0.026904
546711343439884763!,talented-steel-butterfly,0.110000,1.178229,-1.142455,0.725498,-0.250808,0.061041,-0.998135,-6.746623,-1.290020,-3.761568,0.225634,-3.282044,-0.200715,-0.050321,0.017088,0.029873
546711343439884763!,talented-steel-butterfly,0.120000,1.111409,-1.154841,0.688781,-0.248538,0.028541,-0.999593,-6.621822,-1.184313,-3.586677,0.231037,-3.219300,-0.091918,-0.060307,0.024941,0.031283
546711343439884763!,talented-steel-butterfly,0.130000,1.045984,-1.166199,0.653914,-0.246263,-0.003268,-0.999995,-6.465307,-1.085794,-3.389394,0.225138,-3.142960,0.010271,-0.066167,0.030579,0.031558
546711343439884763!,talented-steel-butterfly,0.140000,0.982224,-1.176606,0.621086,-0.244093,-0.034271,-0.999413,-6.287309,-0.995623,-3.177349,0.208783,-3.057559,0.104847,-0.068891,0.034421,0.031028
546711343439884763!,talented-steel-butterfly,0.150000,0.920305,-1.186150,0.590416,-0.242131,-0.064393,-0.997925,-6.095855,-0.914189,-2.956623,0.182818,-2.966555,0.191423,-0.069299,0.036849,0.029949
546711343439884763!,talented-steel-butterfly,0.160000,0.860337,-1.194925,0.561974,-0.240472,-0.093592,-0.995611,-5.897113,-0.841414,-2.731974,0.148014,-2.872524,0.270031,-0.068057,0.038200,0.028513
546711343439884763!,talented-steel-butterfly,0.170000,0.802373,-1.203012,0.535781,-0.239202,-0.121842,-0.992550,-5.695528,-0.777007,-2.506974,0.104954,-2.777302,0.340932,-0.065673,0.038749,0.026857
546711343439884763!,talented-steel-butterfly,0.180000,0.746430,-1.210499,0.511834,-0.238406,-0.149138,-0.988816,-5.494410,-0.720556,-2.284377,0.054122,-2.682216,0.404545,-0.062544,0.038723,0.025079
546711343439884763!,talented-steel-butterfly,0.190000,0.692495,-1.217466,0.490102,-0.238162,-0.175484,-0.984482,-5.296028,-0.671655,-2.066216,-0.004148,-2.588170,0.461342,-0.058956,0.038294,0.023245
546711343439884763!,talented-steel-butterfly,0.200000,0.640538,-1.223989,0.470536,-0.238545,-0.200893,-0.979613,-5.101921,-0.629936,-1.854019,-0.069633,-2.495777,0.511819,-0.055111,0.037591,0.021395
546711343439884763!,talented-steel-butterfly,0.210000,0.590512,-1.230141,0.453075,-0.239630,-0.225382,-0.974270,-4.913105,-0.595094,-1.648952,-0.142180,-2.405450,0.556463,-0.051148,0.036710,0.019553
546711343439884763!,talented-steel-butterfly,0.220000,0.542364,-1.235992,0.437644,-0.241490,-0.248972,-0.968511,-4.730242,-0.566887,-1.451934,-0.221684,-2.317462,0.595741,-0.047154,0.035715,0.017729
546711343439884763!,talented-steel-butterfly,0.230000,0.496035,-1.241610,0.424162,-0.244196,-0.271685,-0.962386,-4.553757,-0.545135,-1.263715,-0.308056,-2.231996,0.630101,-0.043181,0.034652,0.015926
546711343439884763!,talented-steel-butterfly,0.240000,0.451461,-1.247062,0.412539,-0.247820,-0.293549,-0.955944,-4.383934,-0.529703,-1.084948,-0.401204,-2.149175,0.659963,-0.039259,0.033549,0.014139
546711343439884763!,talented-steel-butterfly,0.250000,0.408575,-1.252414,0.402680,-0.252431,-0.314588,-0.949228,-4.220983,-0.520493,-0.916219,-0.501010,-2.069085,0.685725,-0.035397,0.032426,0.012364
546711343439884763!,talented-steel-butterfly,0.260000,0.367310,-1.257728,0.394482,-0.258097,-0.334831,-0.942278,-4.065082,-0.517427,-0.758084,-0.607317,-1.991785,0.707764,-0.031595,0.031293,0.010591
546711343439884763!,talented-steel-butterfly,0.270000,0.327594,-1.263070,0.387837,-0.264886,-0.354304,-0.935130,-3.916410,-0.520433,-0.611080,-0.719916,-1.917312,0.726436,-0.027848,0.030154,0.008812
546711343439884763!,talented-steel-butterfly,0.280000,0.289356,-1.268502,0.382631,-0.272861,-0.373038,-0.927816,-3.775161,-0.529437,-0.475735,-0.838536,-1.845689,0.742077,-0.024145,0.029012,0.007019
546711343439884763!,talented-steel-butterfly,0.290000,0.252520,-1.274086,0.378744,-0.282084,-0.391059,-0.920366,-3.641557,-0.544344,-0.352569,-0.962841,-1.776917,0.755003,-0.020475,0.027864,0.005207
546711343439884763!,talented-steel-butterfly,0.300000,0.217010,-1.279884,0.376053,-0.292612,-0.408397,-0.912805,-3.515847,-0.565034,-0.242090,-1.092416,-1.710979,0.765506,-0.016829,0.026710,0.003370
546711343439884763!,talented-steel-butterfly,0.310000,0.182745,-1.285955,0.374427,-0.304498,-0.425079,-0.905156,-3.398307,-0.591347,-0.144789,-1.226770,-1.647833,0.773855,-0.013197,0.025545,0.001506
546711343439884763!,talented-steel-butterfly,0.320000,0.149626,-1.292341,0.373714,-0.317773,-0.441141,-0.897438,-3.289243,-0.623043,-0.061110,-1.365306,-1.587450,0.780320,-0.009586,0.024372,-0.000382
546711343439884763!,talented-steel-butterfly,0.330000,0.117543,-1.299072,0.373753,-0.332451,-0.456617,-0.889663,-3.188955,-0.659810,0.008570,-1.507338,-1.529789,0.785160,-0.006008,0.023196,-0.002287
546711343439884763!,talented-steel-butterfly,0.340000,0.086411,-1.306200,0.374405,-0.348567,-0.471534,-0.881848,-3.097693,-0.701347,0.063907,-1.652152,-1.474710,0.788544,-0.002455,0.022007,-0.004207
546711343439884763!,talented-steel-butterfly,0.350000,0.056140,-1.313772,0.375526,-0.366147,-0.485914,-0.874006,-3.015711,-0.747281,0.104611,-1.798949,-1.422052,0.790607,0.001074,0.020795,-0.006132
546711343439884763!,talented-steel-butterfly,0.360000,0.026640,-1.321835,0.376971,-0.385209,-0.499781,-0.866152,-2.943248,-0.797164,0.130462,-1.946839,-1.371626,0.791445,0.004575,0.019552,-0.008050
546711343439884763!,talented-steel-butterfly,0.370000,-0.002182,-1.330429,0.378594,-0.405762,-0.513152,-0.858297,-2.880506,-0.850469,0.141332,-2.094854,-1.323215,0.791114,0.008040,0.018269,-0.009947
546711343439884763!,talented-steel-butterfly,0.380000,-0.030421,-1.339589,0.380245,-0.427804,-0.526047,-0.850456,-2.827626,-0.906591,0.137205,-2.241944,-1.276576,0.789622,0.011454,0.016937,-0.011803
546711343439884763!,talented-steel-butterfly,0.390000,-0.058173,-1.349345,0.381778,-0.451324,-0.538478,-0.842639,-2.784668,-0.964846,0.118198,-2.386992,-1.231433,0.786932,0.014800,0.015546,-0.013594
546711343439884763!,talented-steel-butterfly,0.400000,-0.085605,-1.359622,0.382991,-0.476209,-0.550487,-0.834844,-2.751664,-1.024211,0.084626,-2.528689,-1.187777,0.783208,0.017979,0.014134,-0.015278
546711343439884763!,talented-steel-butterfly,0.410000,-0.112769,-1.370485,0.383778,-0.502475,-0.562068,-0.827091,-2.728279,-1.084132,0.036959,-2.665993,-1.145082,0.778165,0.021031,0.012650,-0.016841
546711343439884763!,talented-steel-butterfly,0.420000,-0.139756,-1.381938,0.384005,-0.530073,-0.573226,-0.819397,-2.714212,-1.143742,-0.024195,-2.797675,-1.103026,0.771644,0.023926,0.011085,-0.018247
546711343439884763!,talented-steel-butterfly,0.430000,-0.166656,-1.393973,0.383543,-0.558940,-0.583966,-0.811778,-2.709007,-1.202137,-0.098031,-2.922496,-1.061278,0.763447,0.026629,0.009429,-0.019463
546711343439884763!,talented-steel-butterfly,0.440000,-0.193553,-1.406574,0.382271,-0.589000,-0.594287,-0.804253,-2.712043,-1.258393,-0.183541,-3.039238,-1.019502,0.753341,0.029104,0.007675,-0.020452
546711343439884763!,talented-steel-butterfly,0.450000,-0.220521,-1.419714,0.380083,-0.620167,-0.604186,-0.796843,-2.722521,-1.311585,-0.279508,-3.146728,-0.977365,0.741062,0.031314,0.005813,-0.021174
546711343439884763!,talented-steel-butterfly,0.460000,-0.247629,-1.433359,0.376882,-0.652343,-0.613658,-0.789572,-2.739465,-1.360815,-0.384509,-3.243867,-0.934540,0.726327,0.033220,0.003837,-0.021594
546711343439884763!,talented-steel-butterfly,0.470000,-0.274932,-1.447466,0.372589,-0.685418,-0.622691,-0.782468,-2.761726,-1.405237,-0.496924,-3.329667,-0.890719,0.708837,0.034789,0.001741,-0.021678
546711343439884763!,talented-steel-butterfly,0.480000,-0.302456,-1.462008,0.367152,-0.719293,-0.631263,-0.775569,-2.787975,-1.444156,-0.614930,-3.403304,-0.845548,0.688222,0.036007,-0.000490,-0.021396
546711343439884763!,talented-steel-butterfly,0.490000,-0.330268,-1.476875,0.360508,-0.753806,-0.639378,-0.768892,-2.816828,-1.476722,-0.736638,-3.464010,-0.798925,0.664353,0.036801,-0.002827,-0.020715
546711343439884763!,talented-steel-butterfly,0.500000,-0.358381,-1.492008,0.352634,-0.788831,-0.647019,-0.762474,-2.846676,-1.502483,-0.859957,-3.511348,-0.750581,0.636927,0.037165,-0.005277,-0.019621
546711343439884763!,talented-steel-butterfly,0.510000,-0.386789,-1.507346,0.343531,-0.824240,-0.654162,-0.756354,-2.875865,-1.521105,-0.982736,-3.545080,-0.700306,0.605687,0.037100,-0.007838,-0.018107
546711343439884763!,talented-steel-butterfly,0.520000,-0.415501,-1.522789,0.333202,-0.859883,-0.660804,-0.750558,-2.902728,-1.532310,-1.102843,-3.565147,-0.647988,0.570500,0.036586,-0.010490,-0.016170
546711343439884763!,talented-steel-butterfly,0.530000,-0.444498,-1.538257,0.321678,-0.895627,-0.666931,-0.745120,-2.925571,-1.536097,-1.218139,-3.571784,-0.593492,0.531214,0.035641,-0.013221,-0.013825
