ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
980170606586423108!,great-wine-beetle,0.000000,-2.104684,-0.003336,-1.054036,1.067243,0.000000,0.000000,0.000000,0.000000,-0.287918,-0.279871,-0.014812,0.223627
980170606586423108!,great-wine-beetle,0.010000,-2.097101,-0.011120,-1.054238,1.067044,1.516060,-1.550922,-0.043217,-0.042698,-0.142648,-0.071674,0.079033,0.111766
980170606586423108!,great-wine-beetle,0.020000,-2.076415,-0.027756,-1.052677,1.068583,2.621124,-1.770500,0.352833,0.347581,-0.104210,-0.023790,0.094574,0.082063
980170606586423108!,great-wine-beetle,0.030000,-2.045480,-0.045006,-1.046872,1.074271,3.569632,-1.675466,0.808558,0.787936,-0.091454,-0.013992,0.091877,0.072118
980170606586423108!,great-wine-beetle,0.040000,-2.005489,-0.060947,-1.036618,1.084169,4.427795,-1.509857,1.240936,1.186509,-0.084396,-0.012375,0.085478,0.066560
980170606586423108!,great-wine-beetle,0.050000,-1.957247,-0.075142,-1.022211,1.097763,5.212882,-1.327678,1.636228,1.523617,-0.078231,-0.012056,0.078480,0.061689
980170606586423108!,great-wine-beetle,0.060000,-1.901467,-0.087482,-1.004018,1.114427,5.927644,-1.140260,1.994296,1.796716,-0.071745,-0.011485,0.071420,0.056569
980170606586423108!,great-wine-beetle,0.070000,-1.838861,-0.097925,-0.982402,1.133528,6.569562,-0.950303,2.316493,2.007648,-0.064632,-0.010351,0.064333,0.050960
980170606586423108!,great-wine-beetle,0.080000,-1.770185,-0.106451,-0.957717,1.154460,7.134213,-0.759486,2.603543,2.159848,-0.056875,-0.008649,0.057205,0.044850
980170606586423108!,great-wine-beetle,0.090000,-1.696245,-0.113060,-0.930318,1.176651,7.617080,-0.569975,2.855578,2.257760,-0.048596,-0.006467,0.050067,0.038335
980170606586423108!,great-wine-beetle,0.100000,-1.617898,-0.117778,-0.900561,1.199579,8.014808,-0.384513,3.072567,2.306672,-0.040004,-0.003936,0.043006,0.031578
980170606586423108!,great-wine-beetle,0.110000,-1.536030,-0.120659,-0.868806,1.222774,8.326062,-0.206146,3.254740,2.312558,-0.031363,-0.001202,0.036144,0.024784
980170606586423108!,great-wine-beetle,0.120000,-1.451540,-0.121795,-0.835414,1.245826,8.552009,-0.037902,3.402842,2.281845,-0.022948,0.001584,0.029623,0.018170
980170606586423108!,great-wine-beetle,0.130000,-1.365291,-0.121309,-0.800735,1.268394,8.696314,0.117569,3.518303,2.221098,-0.015025,0.004282,0.023579,0.011944
980170606586423108!,great-wine-beetle,0.140000,-1.278087,-0.119342,-0.765089,1.290209,8.764933,0.258218,3.603317,2.136755,-0.007817,0.006769,0.018123,0.006280
